,dogsled_male,dogsled_female,tuple,average_male,average_female,female-male
0,0.30750924,0.18755406,"('unsociable', 'sociable')",0.3075092,0.1875541,-0.1199551
1,-0.99749327,-1.0475467,"('unfriendly', 'friendly')",-0.9974933,-1.0475467,-0.0500534
2,-0.10315871,-0.065984994,"('unlikable', 'likable')",-0.1031587,-0.065985,0.0371737
3,0.27705958,0.28991467,"('repellent', 'pleasant')",0.2770596,0.2899147,0.0128551
4,-4.460599,-4.611528,"('disliked', 'liked')",-4.4605989,-4.6115279,-0.150929
5,-1.6382872,-1.5547845,"('distant', 'outgoing')",-1.6382872,-1.5547845,0.0835027
6,-1.3529308,-1.3360429,"('distant', 'open')",-1.3529308,-1.3360429,0.0168879
7,0.7232184,0.8027347,"('insensitive', 'sensitive')",0.7232184,0.8027347,0.0795163
8,-0.19780207,-0.12613304,"('unaffectionate', 'affectionate')",-0.1978021,-0.126133,0.0716691
9,-0.097353145,0.05436627,"('unaffectionate', 'caring')",-0.0973531,0.0543663,0.1517194
10,0.99066657,1.0050238,"('unsympathetic', 'sympathetic')",0.9906666,1.0050238,0.0143572
11,1.4955279,1.7274376,"('unhelpful', 'helpful')",1.4955279,1.7274376,0.2319097
12,-1.1911526,-1.0526967,"('unsupportive', 'supportive')",-1.1911526,-1.0526967,0.1384559
13,0.3258649,0.24779661,"('impolite', 'polite')",0.3258649,0.2477966,-0.0780683
14,0.8986563,0.781208,"('antisocial', 'social')",0.8986563,0.781208,-0.1174483
15,-0.16447301,-0.27789566,"('boring', 'funny')",-0.164473,-0.2778957,-0.1134227
16,-0.5944594,-0.61063915,"('unpopular', 'popular')",-0.5944594,-0.6106392,-0.0161798
17,-0.46399757,-0.4728556,"('nasty', 'nice')",-0.4639976,-0.4728556,-0.008858
18,-0.8959308,-0.83155733,"('disagreeable', 'welcoming')",-0.8959308,-0.8315573,0.0643735
19,-1.2250686,-1.1729316,"('inhospitable', 'hospitable')",-1.2250686,-1.1729316,0.052137
20,0.08530717,0.042036965,"('rough', 'thoughtful')",0.0853072,0.042037,-0.0432702
21,0.31918108,0.51954985,"('immoral', 'moral')",0.3191811,0.5195498,0.2003687
22,0.06938584,-0.103098944,"('untrustworthy', 'trustworthy')",0.0693858,-0.1030989,-0.1724847
23,3.8662915,3.9351363,"('insincere', 'sincere')",3.8662915,3.9351363,0.0688448
24,1.1209812,0.98659676,"('dishonest', 'honest')",1.1209812,0.9865968,-0.1343844
25,-0.47262087,-0.55275893,"('egoistic', 'altruistic')",-0.4726209,-0.5527589,-0.080138
26,-0.3570688,-0.7864726,"('hardhearted', 'benevolent')",-0.3570688,-0.7864726,-0.4294038
27,0.29120916,0.30547452,"('hardhearted', 'softhearted')",0.2912092,0.3054745,0.0142653
28,1.1547755,1.2235848,"('disloyal', 'loyal')",1.1547755,1.2235848,0.0688093
29,-0.5579644,-0.57410717,"('unfair', 'fair')",-0.5579644,-0.5741072,-0.0161428
30,1.0451647,1.1423596,"('intolerant', 'tolerant')",1.0451647,1.1423596,0.0971949
31,-2.603797,-2.6625621,"('evil', 'good')",-2.603797,-2.6625621,-0.0587651
32,0.9353361,0.78290164,"('unkind', 'kind')",0.9353361,0.7829016,-0.1524345
33,-0.58497167,-0.62176204,"('wrong', 'right')",-0.5849717,-0.621762,-0.0367903
34,2.8417068,2.8944705,"('mean', 'honorable')",2.8417068,2.8944705,0.0527637
35,-1.3135262,-1.5068345,"('corrupt', 'incorrupt')",-1.3135262,-1.5068345,-0.1933083
36,-1.9444153,-2.1515121,"('hostile', 'amicable')",-1.9444153,-2.1515121,-0.2070968
37,0.5976922,0.62641716,"('fake', 'genuine')",0.5976922,0.6264172,0.028725
38,-0.0406379,-0.023148023,"('untruthful', 'truthful')",-0.0406379,-0.023148,0.0174899
39,1.1459761,1.2076342,"('exploitative', 'cooperative')",1.1459761,1.2076342,0.0616581
40,-1.5038412,-1.7441118,"('stingy', 'generous')",-1.5038412,-1.7441118,-0.2402706
41,0.50040585,0.47354278,"('unforgiving', 'forgiving')",0.5004058,0.4735428,-0.026863
42,-0.80268526,-0.83627975,"('unreliable', 'reliable')",-0.8026853,-0.8362797,-0.0335944
43,0.91606385,0.9721411,"('irresponsible', 'responsible')",0.9160638,0.9721411,0.0560773
44,-0.79510283,-0.88295966,"('prejudiced', 'unprejudiced')",-0.7951028,-0.8829597,-0.0878569
45,0.46920037,0.44457442,"('incompetent', 'competent')",0.4692004,0.4445744,-0.024626
46,0.3306902,0.30978647,"('uncompetitive', 'competitive')",0.3306902,0.3097865,-0.0209037
47,3.2813559,3.4256313,"('stupid', 'smart')",3.2813559,3.4256313,0.1442754
48,0.15347698,0.32855564,"('unintelligent', 'intelligent')",0.153477,0.3285556,0.1750786
49,-0.030853292,0.35978785,"('unable', 'able')",-0.0308533,0.3597879,0.3906412
50,-0.12704553,0.072760046,"('clumsy', 'skillful')",-0.1270455,0.07276,0.1998055
51,0.32772782,0.30501387,"('uneducated', 'educated')",0.3277278,0.3050139,-0.0227139
52,-1.0532868,-0.98771006,"('irrational', 'rational')",-1.0532868,-0.9877101,0.0655767
53,-0.93896264,-0.983382,"('uncreative', 'creative')",-0.9389626,-0.983382,-0.0444194
54,-0.10787037,-0.0627522,"('incapable', 'capable')",-0.1078704,-0.0627522,0.0451182
55,1.4922293,1.5759823,"('incompetent', 'clever')",1.4922293,1.5759823,0.083753
56,1.7802254,1.7288059,"('impractical', 'practical')",1.7802254,1.7288059,-0.0514195
57,-1.3982905,-1.6175724,"('unimaginative', 'imaginative')",-1.3982905,-1.6175724,-0.2192819
58,-0.43721065,-0.51540726,"('undiscriminating', 'discriminating')",-0.4372106,-0.5154073,-0.0781967
59,-0.3844074,-0.15769589,"('foolish', 'wise')",-0.3844074,-0.1576959,0.2267115
60,1.5526372,1.8434845,"('inefficient', 'efficient')",1.5526372,1.8434845,0.2908473
61,0.2681907,0.16497087,"('illogical', 'logical')",0.2681907,0.1649709,-0.1032198
62,0.9709189,1.2067492,"('incompetent', 'brilliant')",0.9709189,1.2067492,0.2358303
63,0.27443266,0.47414574,"('unperceptive', 'insightful')",0.2744327,0.4741457,0.199713
64,-3.0128853,-3.1226966,"('shy', 'confident')",-3.0128853,-3.1226966,-0.1098113
65,1.0803459,1.0118363,"('insecure', 'secure')",1.0803459,1.0118363,-0.0685096
66,-0.54606754,-0.83577025,"('inactive', 'active')",-0.5460675,-0.8357702,-0.2897027
67,0.4549998,0.44601467,"('doubtful', 'determined')",0.4549998,0.4460147,-0.0089851
68,-0.38232252,-0.19624907,"('dependent', 'independent')",-0.3823225,-0.1962491,0.1860734
69,-2.0958555,-2.1737347,"('lazy', 'industrious')",-2.0958555,-2.1737347,-0.0778792
70,0.8303079,0.67057925,"('lethargic', 'energetic')",0.8303079,0.6705793,-0.1597286
71,-0.33094117,-0.38019192,"('diffident', 'self-confident')",-0.3309412,-0.3801919,-0.0492507
72,-0.009135032,-0.027222246,"('unambitious', 'ambitious')",-0.009135,-0.0272222,-0.0180872
73,-2.1626863,-2.1851006,"('helpless', 'self-reliant')",-2.1626863,-2.1851006,-0.0224143
74,-0.17509015,-0.18320389,"('undedicated', 'dedicated')",-0.1750901,-0.1832039,-0.0081138
75,-1.1541086,-1.2647249,"('meek', 'impulsive')",-1.1541086,-1.2647249,-0.1106163
76,0.43367752,0.59302455,"('anxious', 'daring')",0.4336775,0.5930246,0.1593471
77,-0.49881604,-0.35414064,"('unmotivated', 'motivated')",-0.498816,-0.3541406,0.1446754
78,-0.9843035,-0.79117084,"('nonresilient', 'resilient')",-0.9843035,-0.7911708,0.1931327
79,-0.991716,-1.147261,"('wavering', 'unwavering')",-0.991716,-1.147261,-0.155545
80,0.0893631,0.082553506,"('dominated', 'dominating')",0.0893631,0.0825535,-0.0068096
81,1.0032761,1.1862456,"('submissive', 'aggressive')",1.0032761,1.1862456,0.1829695
82,3.1862514,3.3293777,"('poor', 'rich')",3.1862514,3.3293777,0.1431263
83,0.03648168,-0.1544892,"('powerless', 'powerful')",0.0364817,-0.1544892,-0.1909709
84,0.044319212,0.22059643,"('inferior', 'superior')",0.0443192,0.2205964,0.1762772
85,-1.698695,-1.7836196,"('insignificant', 'prestigious')",-1.6986949,-1.7836196,-0.0849247
86,-0.22989827,-0.39027622,"('uninfluential', 'influential')",-0.2298983,-0.3902762,-0.1603779
87,-0.27289852,-0.17568251,"('unsuccessful', 'successful')",-0.2728985,-0.1756825,0.097216
88,-1.0011002,-0.9478987,"('low', 'eminent')",-1.0011002,-0.9478987,0.0532015
