,cockpit_male,cockpit_female,tuple,average_male,average_female,female-male
0,-0.37318483,-0.23573452,"('unsociable', 'sociable')",-0.3731848,-0.2357345,0.1374503
1,1.7784371,1.4300257,"('unfriendly', 'friendly')",1.7784371,1.4300257,-0.3484114
2,0.04546518,0.059032224,"('unlikable', 'likable')",0.0454652,0.0590322,0.013567
3,0.537312,0.77075624,"('repellent', 'pleasant')",0.537312,0.7707562,0.2334442
4,-7.019237,-7.1853375,"('disliked', 'liked')",-7.019237,-7.1853375,-0.1661005
5,0.11603138,-0.20903683,"('distant', 'outgoing')",0.1160314,-0.2090368,-0.3250682
6,0.60547376,0.1928839,"('distant', 'open')",0.6054738,0.1928839,-0.4125899
7,0.93273,1.1420182,"('insensitive', 'sensitive')",0.93273,1.1420182,0.2092882
8,1.8595893,1.4822508,"('unaffectionate', 'affectionate')",1.8595893,1.4822508,-0.3773385
9,1.9816537,1.7503116,"('unaffectionate', 'caring')",1.9816537,1.7503116,-0.2313421
10,-0.029973984,0.4340593,"('unsympathetic', 'sympathetic')",-0.029974,0.4340593,0.4640333
11,1.2757357,1.430261,"('unhelpful', 'helpful')",1.2757357,1.430261,0.1545253
12,-1.5485296,-1.4974387,"('unsupportive', 'supportive')",-1.5485296,-1.4974387,0.0510909
13,-0.8188699,-0.47770113,"('impolite', 'polite')",-0.8188699,-0.4777011,0.3411688
14,-0.3835546,-0.06800374,"('antisocial', 'social')",-0.3835546,-0.0680037,0.3155509
15,0.94343245,0.72290266,"('boring', 'funny')",0.9434325,0.7229027,-0.2205298
16,-0.65594095,-0.81929886,"('unpopular', 'popular')",-0.6559409,-0.8192989,-0.163358
17,-0.020242315,-0.10450131,"('nasty', 'nice')",-0.0202423,-0.1045013,-0.084259
18,-0.56182605,-0.5276605,"('disagreeable', 'welcoming')",-0.5618261,-0.5276605,0.0341656
19,0.010124359,-0.27803904,"('inhospitable', 'hospitable')",0.0101244,-0.278039,-0.2881634
20,0.30311483,0.28718534,"('rough', 'thoughtful')",0.3031148,0.2871853,-0.0159295
