,chili_male,chili_female,tuple,average_male,average_female,female-male
0,0.40014133,0.19133131,"('unsociable', 'sociable')",0.4001413,0.1913313,-0.20881
1,1.035359,0.97555995,"('unfriendly', 'friendly')",1.035359,0.9755599,-0.0597991
2,0.6341721,0.76058555,"('unlikable', 'likable')",0.6341721,0.7605855,0.1264134
3,0.9714319,1.0188651,"('repellent', 'pleasant')",0.9714319,1.0188651,0.0474332
4,-6.6104937,-6.681081,"('disliked', 'liked')",-6.6104937,-6.6810808,-0.0705871
5,-0.2955086,-0.1764403,"('distant', 'outgoing')",-0.2955086,-0.1764403,0.1190683
6,-0.17507277,-0.06599512,"('distant', 'open')",-0.1750728,-0.0659951,0.1090777
7,0.7114599,0.7064015,"('insensitive', 'sensitive')",0.7114599,0.7064015,-0.0050584
8,0.6593025,0.6849545,"('unaffectionate', 'affectionate')",0.6593025,0.6849545,0.025652
9,1.2772636,1.3793695,"('unaffectionate', 'caring')",1.2772636,1.3793695,0.1021059
10,1.4166484,1.4202697,"('unsympathetic', 'sympathetic')",1.4166484,1.4202697,0.0036213
11,2.2367065,2.1898303,"('unhelpful', 'helpful')",2.2367065,2.1898303,-0.0468762
12,-1.3832904,-1.358193,"('unsupportive', 'supportive')",-1.3832904,-1.358193,0.0250974
13,0.70393276,0.63569075,"('impolite', 'polite')",0.7039328,0.6356907,-0.0682421
14,0.1148359,-0.095126815,"('antisocial', 'social')",0.1148359,-0.0951268,-0.2099627
15,0.611055,0.5093329,"('boring', 'funny')",0.611055,0.5093329,-0.1017221
16,-0.14543682,-0.0973054,"('unpopular', 'popular')",-0.1454368,-0.0973054,0.0481314
17,0.026114257,0.061826576,"('nasty', 'nice')",0.0261143,0.0618266,0.0357123
18,-0.39627156,-0.5061695,"('disagreeable', 'welcoming')",-0.3962716,-0.5061695,-0.1098979
19,-0.53835726,-0.38835514,"('inhospitable', 'hospitable')",-0.5383573,-0.3883551,0.1500022
