,conference_male,conference_female,tuple,average_male,average_female,female-male
0,0.45664936,0.32947034,"('unsociable', 'sociable')",0.4566494,0.3294703,-0.1271791
1,1.2675217,1.2215227,"('unfriendly', 'friendly')",1.2675217,1.2215227,-0.045999
2,0.6127303,0.6149541,"('unlikable', 'likable')",0.6127303,0.6149541,0.0022238
3,0.57980776,0.57921803,"('repellent', 'pleasant')",0.5798078,0.579218,-0.0005898
4,-7.0760217,-7.180505,"('disliked', 'liked')",-7.0760217,-7.1805048,-0.1044831
5,-0.91044337,-0.91164804,"('distant', 'outgoing')",-0.9104434,-0.911648,-0.0012046
6,-0.18647614,-0.23073706,"('distant', 'open')",-0.1864761,-0.2307371,-0.044261
7,1.135271,1.1031011,"('insensitive', 'sensitive')",1.135271,1.1031011,-0.0321699
8,0.60651106,0.5181533,"('unaffectionate', 'affectionate')",0.6065111,0.5181533,-0.0883578
9,1.4351871,1.3838472,"('unaffectionate', 'caring')",1.4351871,1.3838472,-0.0513399
10,0.7275816,0.6967664,"('unsympathetic', 'sympathetic')",0.7275816,0.6967664,-0.0308152
11,1.6478332,1.6896262,"('unhelpful', 'helpful')",1.6478332,1.6896262,0.041793
12,-1.4568555,-1.5122148,"('unsupportive', 'supportive')",-1.4568555,-1.5122148,-0.0553593
13,0.267926,0.2374578,"('impolite', 'polite')",0.267926,0.2374578,-0.0304682
14,0.93312365,0.85711604,"('antisocial', 'social')",0.9331236,0.857116,-0.0760076
15,0.6282226,0.5980373,"('boring', 'funny')",0.6282226,0.5980373,-0.0301853
16,-0.4137094,-0.40716773,"('unpopular', 'popular')",-0.4137094,-0.4071677,0.0065417
17,-0.25733528,-0.24696049,"('nasty', 'nice')",-0.2573353,-0.2469605,0.0103748
18,-0.017999694,-0.10227434,"('disagreeable', 'welcoming')",-0.0179997,-0.1022743,-0.0842746
19,-1.053348,-1.0718532,"('inhospitable', 'hospitable')",-1.0533479,-1.0718532,-0.0185053
20,1.2929841,1.226251,"('rough', 'thoughtful')",1.2929841,1.226251,-0.0667331
21,0.15684263,0.14324813,"('immoral', 'moral')",0.1568426,0.1432481,-0.0135945
22,0.4206497,0.33454975,"('untrustworthy', 'trustworthy')",0.4206497,0.3345498,-0.0860999
23,6.2695274,6.289972,"('insincere', 'sincere')",6.2695274,6.2899718,0.0204444
24,1.272453,1.1589465,"('dishonest', 'honest')",1.272453,1.1589465,-0.1135065
25,0.62104774,0.5462346,"('egoistic', 'altruistic')",0.6210477,0.5462346,-0.0748131
26,1.746726,1.6601545,"('hardhearted', 'benevolent')",1.746726,1.6601545,-0.0865715
27,1.4038972,1.2123698,"('hardhearted', 'softhearted')",1.4038972,1.2123698,-0.1915274
