,access_male,access_female,tuple,average_male,average_female,female-male
0,0.011377767,-0.21980767,"('unsociable', 'sociable')",0.0113778,-0.2198077,-0.2311855
1,1.346876,1.3051339,"('unfriendly', 'friendly')",1.346876,1.3051339,-0.0417421
2,0.48518407,0.627523,"('unlikable', 'likable')",0.4851841,0.627523,0.1423389
3,0.754531,0.7861066,"('repellent', 'pleasant')",0.754531,0.7861066,0.0315756
4,-7.392597,-7.3341503,"('disliked', 'liked')",-7.3925972,-7.3341503,0.0584469
5,-0.42210534,-0.1304082,"('distant', 'outgoing')",-0.4221053,-0.1304082,0.2916971
6,0.030715484,0.30870652,"('distant', 'open')",0.0307155,0.3087065,0.277991
7,0.85809416,0.8227878,"('insensitive', 'sensitive')",0.8580942,0.8227878,-0.0353064
8,1.1666714,1.234186,"('unaffectionate', 'affectionate')",1.1666714,1.2341861,0.0675147
9,1.7003306,1.8820946,"('unaffectionate', 'caring')",1.7003306,1.8820946,0.181764
10,1.3145032,1.3215375,"('unsympathetic', 'sympathetic')",1.3145032,1.3215375,0.0070343
11,2.354633,2.4143946,"('unhelpful', 'helpful')",2.3546331,2.4143946,0.0597615
12,-1.5435498,-1.5049819,"('unsupportive', 'supportive')",-1.5435498,-1.5049819,0.0385679
13,0.34058264,0.17128766,"('impolite', 'polite')",0.3405826,0.1712877,-0.1692949
14,-0.4054783,-0.6257552,"('antisocial', 'social')",-0.4054783,-0.6257552,-0.2202769
15,0.4619663,0.4236099,"('boring', 'funny')",0.4619663,0.4236099,-0.0383564
16,-0.528443,-0.50116646,"('unpopular', 'popular')",-0.528443,-0.5011665,0.0272765
17,-0.33959568,-0.32076108,"('nasty', 'nice')",-0.3395957,-0.3207611,0.0188346
18,-0.58368427,-0.7408368,"('disagreeable', 'welcoming')",-0.5836843,-0.7408368,-0.1571525
19,-0.6957239,-0.50048965,"('inhospitable', 'hospitable')",-0.6957239,-0.5004897,0.1952342
20,0.73396343,0.45260412,"('rough', 'thoughtful')",0.7339634,0.4526041,-0.2813593
21,-0.07497441,-0.023380727,"('immoral', 'moral')",-0.0749744,-0.0233807,0.0515937
22,-0.6365403,-0.6140258,"('untrustworthy', 'trustworthy')",-0.6365403,-0.6140258,0.0225145
23,6.560584,6.515303,"('insincere', 'sincere')",6.5605841,6.5153031,-0.045281
24,1.9450786,1.9653584,"('dishonest', 'honest')",1.9450786,1.9653584,0.0202798
25,0.28785056,0.21892394,"('egoistic', 'altruistic')",0.2878506,0.2189239,-0.0689267
26,0.363638,0.16185108,"('hardhearted', 'benevolent')",0.363638,0.1618511,-0.2017869
27,2.0115619,1.8852943,"('hardhearted', 'softhearted')",2.0115619,1.8852943,-0.1262676
28,1.2285541,1.2027385,"('disloyal', 'loyal')",1.2285541,1.2027385,-0.0258156
29,-0.6292767,-0.6998293,"('unfair', 'fair')",-0.6292767,-0.6998293,-0.0705526
30,1.0511029,0.96424454,"('intolerant', 'tolerant')",1.0511029,0.9642445,-0.0868584
31,-1.8838694,-1.8322961,"('evil', 'good')",-1.8838694,-1.8322961,0.0515733
32,1.404262,1.2224394,"('unkind', 'kind')",1.4042619,1.2224394,-0.1818225
33,-0.52114666,-0.40029907,"('wrong', 'right')",-0.5211467,-0.4002991,0.1208476
34,4.983072,5.160082,"('mean', 'honorable')",4.9830718,5.1600819,0.1770101
35,-1.3693435,-1.3967674,"('corrupt', 'incorrupt')",-1.3693435,-1.3967674,-0.0274239
36,-0.98209894,-0.90596235,"('hostile', 'amicable')",-0.9820989,-0.9059623,0.0761366
37,0.97707355,0.93741494,"('fake', 'genuine')",0.9770736,0.9374149,-0.0396587
