,quantity_male,quantity_female,tuple,average_male,average_female,female-male
0,-0.07766397,-0.0131038055,"('unsociable', 'sociable')",-0.077664,-0.0131038,0.0645602
1,1.0530965,0.97863,"('unfriendly', 'friendly')",1.0530965,0.97863,-0.0744665
2,0.12644418,0.47146758,"('unlikable', 'likable')",0.1264442,0.4714676,0.3450234
3,0.49755272,0.8252278,"('repellent', 'pleasant')",0.4975527,0.8252278,0.3276751
4,-7.443108,-7.168589,"('disliked', 'liked')",-7.4431081,-7.1685891,0.274519
5,-0.5366671,-0.4049995,"('distant', 'outgoing')",-0.5366671,-0.4049995,0.1316676
6,-0.2800926,-0.21227914,"('distant', 'open')",-0.2800926,-0.2122791,0.0678135
7,0.645728,0.74833965,"('insensitive', 'sensitive')",0.645728,0.7483397,0.1026117
8,1.062422,0.88519967,"('unaffectionate', 'affectionate')",1.062422,0.8851997,-0.1772223
9,1.3589108,1.2692224,"('unaffectionate', 'caring')",1.3589108,1.2692224,-0.0896884
10,1.1291479,1.4814891,"('unsympathetic', 'sympathetic')",1.1291479,1.4814891,0.3523412
11,2.1294591,2.2574728,"('unhelpful', 'helpful')",2.1294591,2.2574728,0.1280137
12,-1.6866144,-1.4695735,"('unsupportive', 'supportive')",-1.6866144,-1.4695735,0.2170409
13,0.22189301,0.39981204,"('impolite', 'polite')",0.221893,0.399812,0.177919
14,-0.1743866,-0.12788376,"('antisocial', 'social')",-0.1743866,-0.1278838,0.0465028
15,0.40341273,0.3565894,"('boring', 'funny')",0.4034127,0.3565894,-0.0468233
16,-0.5436406,-0.5172812,"('unpopular', 'popular')",-0.5436406,-0.5172812,0.0263594
17,0.13219371,0.16384308,"('nasty', 'nice')",0.1321937,0.1638431,0.0316494
18,-0.9489119,-0.8428285,"('disagreeable', 'welcoming')",-0.9489119,-0.8428285,0.1060834
19,-0.57239723,-0.5096824,"('inhospitable', 'hospitable')",-0.5723972,-0.5096824,0.0627148
20,0.95559245,0.64216524,"('rough', 'thoughtful')",0.9555925,0.6421652,-0.3134273
21,-0.15818048,0.2737432,"('immoral', 'moral')",-0.1581805,0.2737432,0.4319237
22,-0.4697788,-0.26895458,"('untrustworthy', 'trustworthy')",-0.4697788,-0.2689546,0.2008242
23,6.3579564,6.3179173,"('insincere', 'sincere')",6.3579564,6.3179173,-0.0400391
24,1.9130654,1.9009113,"('dishonest', 'honest')",1.9130654,1.9009113,-0.0121541
25,0.51746356,0.34710783,"('egoistic', 'altruistic')",0.5174636,0.3471078,-0.1703558
26,0.7336776,0.270804,"('hardhearted', 'benevolent')",0.7336776,0.270804,-0.4628736
27,1.5985773,1.392224,"('hardhearted', 'softhearted')",1.5985773,1.392224,-0.2063533
28,1.42642,1.1697246,"('disloyal', 'loyal')",1.42642,1.1697246,-0.2566954
29,-0.44517305,-0.68782675,"('unfair', 'fair')",-0.4451731,-0.6878268,-0.2426537
30,0.68447596,0.8501002,"('intolerant', 'tolerant')",0.684476,0.8501002,0.1656242
31,-1.4061879,-1.5396851,"('evil', 'good')",-1.4061879,-1.5396851,-0.1334972
32,1.4045312,1.3975574,"('unkind', 'kind')",1.4045312,1.3975574,-0.0069738
33,-0.4872194,-0.5875493,"('wrong', 'right')",-0.4872194,-0.5875493,-0.1003299
34,4.671532,4.7590823,"('mean', 'honorable')",4.6715322,4.7590823,0.0875501
35,-0.67878926,-1.158734,"('corrupt', 'incorrupt')",-0.6787893,-1.158734,-0.4799447
36,-0.8277289,-1.2374724,"('hostile', 'amicable')",-0.8277289,-1.2374724,-0.4097435
37,1.0286754,0.98064876,"('fake', 'genuine')",1.0286754,0.9806488,-0.0480266
38,-0.053955033,0.06416837,"('untruthful', 'truthful')",-0.053955,0.0641684,0.1181234
39,-0.11797094,-0.11612597,"('exploitative', 'cooperative')",-0.1179709,-0.116126,0.0018449
40,-1.8209097,-1.7816371,"('stingy', 'generous')",-1.8209097,-1.7816371,0.0392726
41,0.045227792,-0.008219596,"('unforgiving', 'forgiving')",0.0452278,-0.0082196,-0.0534474
42,-2.2278435,-1.8835579,"('unreliable', 'reliable')",-2.2278435,-1.8835579,0.3442856
43,0.89388114,1.2019454,"('irresponsible', 'responsible')",0.8938811,1.2019454,0.3080643
44,-1.1031878,-1.1885604,"('prejudiced', 'unprejudiced')",-1.1031878,-1.1885604,-0.0853726
45,0.5190703,0.5570757,"('incompetent', 'competent')",0.5190703,0.5570757,0.0380054
46,-0.68952096,-0.3269392,"('uncompetitive', 'competitive')",-0.689521,-0.3269392,0.3625818
47,5.2175517,5.351666,"('stupid', 'smart')",5.2175517,5.351666,0.1341143
48,0.6638677,0.63051945,"('unintelligent', 'intelligent')",0.6638677,0.6305194,-0.0333483
49,0.0155021995,0.26986545,"('unable', 'able')",0.0155022,0.2698655,0.2543633
50,-0.228582,-0.17143142,"('clumsy', 'skillful')",-0.228582,-0.1714314,0.0571506
51,0.4782536,0.7044806,"('uneducated', 'educated')",0.4782536,0.7044806,0.226227
52,-0.4441194,-0.71386015,"('irrational', 'rational')",-0.4441194,-0.7138602,-0.2697408
53,-0.085992545,-0.19498311,"('uncreative', 'creative')",-0.0859925,-0.1949831,-0.1089906
54,1.0507888,1.1723574,"('incapable', 'capable')",1.0507888,1.1723574,0.1215686
55,0.7441628,1.0188797,"('incompetent', 'clever')",0.7441628,1.0188797,0.2747169
56,0.8083364,0.976145,"('impractical', 'practical')",0.8083364,0.976145,0.1678086
57,-2.71682,-2.3642094,"('unimaginative', 'imaginative')",-2.71682,-2.3642094,0.3526106
58,0.21811038,0.10752761,"('undiscriminating', 'discriminating')",0.2181104,0.1075276,-0.1105828
59,-0.27560788,-0.13979498,"('foolish', 'wise')",-0.2756079,-0.139795,0.1358129
60,0.630745,1.0194603,"('inefficient', 'efficient')",0.630745,1.0194603,0.3887153
61,0.12991348,-0.10264363,"('illogical', 'logical')",0.1299135,-0.1026436,-0.2325571
62,0.8560109,1.400201,"('incompetent', 'brilliant')",0.8560109,1.400201,0.5441901
63,0.14451283,0.54730815,"('unperceptive', 'insightful')",0.1445128,0.5473081,0.4027953
64,-6.318311,-5.7130857,"('shy', 'confident')",-6.3183112,-5.7130857,0.6052255
65,0.332642,0.65625876,"('insecure', 'secure')",0.332642,0.6562588,0.3236168
66,0.05636537,-0.089756265,"('inactive', 'active')",0.0563654,-0.0897563,-0.1461217
67,-0.22595423,-0.29604563,"('doubtful', 'determined')",-0.2259542,-0.2960456,-0.0700914
68,-0.8339089,-0.58097404,"('dependent', 'independent')",-0.8339089,-0.580974,0.2529349
69,-2.0810213,-2.1252072,"('lazy', 'industrious')",-2.0810213,-2.1252072,-0.0441859
70,1.2407701,1.5026889,"('lethargic', 'energetic')",1.2407701,1.5026889,0.2619188
71,0.4868796,0.37093338,"('diffident', 'self-confident')",0.4868796,0.3709334,-0.1159462
72,0.9910871,1.2037998,"('unambitious', 'ambitious')",0.9910871,1.2037998,0.2127127
73,-3.1589262,-2.9262972,"('helpless', 'self-reliant')",-3.1589262,-2.9262972,0.232629
74,0.27324423,0.1589948,"('undedicated', 'dedicated')",0.2732442,0.1589948,-0.1142494
75,-0.71295726,-0.48027793,"('meek', 'impulsive')",-0.7129573,-0.4802779,0.2326794
76,0.69971013,0.82039064,"('anxious', 'daring')",0.6997101,0.8203906,0.1206805
77,-1.4313308,-1.2621052,"('unmotivated', 'motivated')",-1.4313308,-1.2621052,0.1692256
78,-0.913291,-0.95608616,"('nonresilient', 'resilient')",-0.913291,-0.9560862,-0.0427952
79,-0.19523837,-0.2571599,"('wavering', 'unwavering')",-0.1952384,-0.2571599,-0.0619215
80,0.059056938,-0.0025739064,"('dominated', 'dominating')",0.0590569,-0.0025739,-0.0616308
81,0.26496065,0.6384163,"('submissive', 'aggressive')",0.2649606,0.6384163,0.3734557
82,6.537025,6.6822186,"('poor', 'rich')",6.537025,6.6822186,0.1451936
83,-0.24272552,-0.2809994,"('powerless', 'powerful')",-0.2427255,-0.2809994,-0.0382739
84,0.22646426,0.19890545,"('inferior', 'superior')",0.2264643,0.1989055,-0.0275588
85,-1.272391,-1.5518153,"('insignificant', 'prestigious')",-1.272391,-1.5518153,-0.2794243
86,0.5511618,0.71656334,"('uninfluential', 'influential')",0.5511618,0.7165633,0.1654015
87,0.031288553,0.16847219,"('unsuccessful', 'successful')",0.0312886,0.1684722,0.1371836
88,0.065498754,0.19039975,"('low', 'eminent')",0.0654988,0.1903998,0.124901
