,belly_male,belly_female,tuple,average_male,average_female,female-male
0,0.13668528,0.042197417,"('unsociable', 'sociable')",0.1366853,0.0421974,-0.0944879
1,1.0556245,1.0401807,"('unfriendly', 'friendly')",1.0556245,1.0401807,-0.0154438
2,0.06521477,0.18833148,"('unlikable', 'likable')",0.0652148,0.1883315,0.1231167
3,0.9194476,0.9485951,"('repellent', 'pleasant')",0.9194476,0.9485951,0.0291475
4,-7.3543935,-7.6644454,"('disliked', 'liked')",-7.3543935,-7.6644454,-0.3100519
5,-0.6883552,-0.69991964,"('distant', 'outgoing')",-0.6883552,-0.6999196,-0.0115644
6,-0.14420983,-0.24157092,"('distant', 'open')",-0.1442098,-0.2415709,-0.0973611
7,1.1370217,1.0545136,"('insensitive', 'sensitive')",1.1370217,1.0545136,-0.0825081
8,0.6743685,0.7156069,"('unaffectionate', 'affectionate')",0.6743685,0.7156069,0.0412384
9,1.1459777,1.304486,"('unaffectionate', 'caring')",1.1459777,1.304486,0.1585083
10,1.2086787,1.1485034,"('unsympathetic', 'sympathetic')",1.2086787,1.1485034,-0.0601753
11,1.5291115,1.582705,"('unhelpful', 'helpful')",1.5291115,1.582705,0.0535935
12,-1.8276578,-1.8837131,"('unsupportive', 'supportive')",-1.8276578,-1.8837131,-0.0560553
13,0.1634384,0.17000046,"('impolite', 'polite')",0.1634384,0.1700005,0.0065621
14,0.18030357,0.045041535,"('antisocial', 'social')",0.1803036,0.0450415,-0.1352621
15,0.14862025,0.0873139,"('boring', 'funny')",0.1486202,0.0873139,-0.0613063
16,-0.4462126,-0.45802382,"('unpopular', 'popular')",-0.4462126,-0.4580238,-0.0118112
17,-0.19121261,-0.31149542,"('nasty', 'nice')",-0.1912126,-0.3114954,-0.1202828
18,-0.31357542,-0.39930242,"('disagreeable', 'welcoming')",-0.3135754,-0.3993024,-0.085727
19,-0.9806598,-0.9856226,"('inhospitable', 'hospitable')",-0.9806598,-0.9856226,-0.0049628
20,1.1312188,1.0620764,"('rough', 'thoughtful')",1.1312188,1.0620764,-0.0691424
21,0.023906041,0.13660504,"('immoral', 'moral')",0.023906,0.136605,0.112699
22,-0.14784697,-0.28109184,"('untrustworthy', 'trustworthy')",-0.147847,-0.2810918,-0.1332448
23,5.920658,6.0819173,"('insincere', 'sincere')",5.9206581,6.0819173,0.1612592
24,1.479711,1.4103498,"('dishonest', 'honest')",1.4797111,1.4103498,-0.0693613
25,0.407427,0.47786453,"('egoistic', 'altruistic')",0.407427,0.4778645,0.0704375
26,0.58689517,0.40858042,"('hardhearted', 'benevolent')",0.5868952,0.4085804,-0.1783148
27,1.7715234,1.5875437,"('hardhearted', 'softhearted')",1.7715234,1.5875437,-0.1839797
28,0.9888994,0.9630229,"('disloyal', 'loyal')",0.9888994,0.9630229,-0.0258765
29,-0.37605608,-0.5057076,"('unfair', 'fair')",-0.3760561,-0.5057076,-0.1296515
30,0.7981941,0.802601,"('intolerant', 'tolerant')",0.7981941,0.802601,0.0044069
31,-1.4492059,-1.5845761,"('evil', 'good')",-1.4492059,-1.5845761,-0.1353702
32,1.0725161,1.023337,"('unkind', 'kind')",1.0725161,1.023337,-0.0491791
33,-0.56544596,-0.5459608,"('wrong', 'right')",-0.565446,-0.5459608,0.0194852
34,4.1730857,4.404803,"('mean', 'honorable')",4.1730857,4.4048028,0.2317171
35,-1.0827599,-1.3140423,"('corrupt', 'incorrupt')",-1.0827599,-1.3140423,-0.2312824
36,-0.87539226,-0.9807316,"('hostile', 'amicable')",-0.8753923,-0.9807316,-0.1053393
37,0.92995685,0.928322,"('fake', 'genuine')",0.9299569,0.928322,-0.0016349
38,-0.5928855,-0.4871682,"('untruthful', 'truthful')",-0.5928855,-0.4871682,0.1057173
39,0.24900278,0.21498886,"('exploitative', 'cooperative')",0.2490028,0.2149889,-0.0340139
40,-1.1834219,-1.5335764,"('stingy', 'generous')",-1.1834219,-1.5335764,-0.3501545
41,0.29623222,0.16362403,"('unforgiving', 'forgiving')",0.2962322,0.163624,-0.1326082
42,-1.8128009,-1.9716876,"('unreliable', 'reliable')",-1.8128009,-1.9716876,-0.1588867
43,1.1119257,1.1902508,"('irresponsible', 'responsible')",1.1119257,1.1902508,0.0783251
44,-0.6649434,-0.63441956,"('prejudiced', 'unprejudiced')",-0.6649434,-0.6344196,0.0305238
45,0.25744635,0.09031294,"('incompetent', 'competent')",0.2574463,0.0903129,-0.1671334
46,-0.12721993,-0.19213565,"('uncompetitive', 'competitive')",-0.1272199,-0.1921356,-0.0649157
47,4.789725,4.9778304,"('stupid', 'smart')",4.7897248,4.9778304,0.1881056
48,0.3918534,0.4011483,"('unintelligent', 'intelligent')",0.3918534,0.4011483,0.0092949
49,-0.17584191,-0.03424321,"('unable', 'able')",-0.1758419,-0.0342432,0.1415987
50,-0.38016778,-0.39865243,"('clumsy', 'skillful')",-0.3801678,-0.3986524,-0.0184846
51,-0.0052774847,-0.0672469,"('uneducated', 'educated')",-0.0052775,-0.0672469,-0.0619694
52,-0.57365406,-0.68838346,"('irrational', 'rational')",-0.5736541,-0.6883835,-0.1147294
53,-0.10828114,-0.14432763,"('uncreative', 'creative')",-0.1082811,-0.1443276,-0.0360465
54,0.5685466,0.74112546,"('incapable', 'capable')",0.5685466,0.7411255,0.1725789
55,0.845254,0.87082297,"('incompetent', 'clever')",0.845254,0.870823,0.025569
56,0.54643583,0.51116675,"('impractical', 'practical')",0.5464358,0.5111668,-0.035269
57,-2.3306227,-2.5349321,"('unimaginative', 'imaginative')",-2.3306227,-2.5349321,-0.2043094
58,0.06296558,-0.09440061,"('undiscriminating', 'discriminating')",0.0629656,-0.0944006,-0.1573662
59,-0.30466965,-0.34997958,"('foolish', 'wise')",-0.3046696,-0.3499796,-0.04531
60,0.6290545,0.8046089,"('inefficient', 'efficient')",0.6290545,0.8046089,0.1755544
61,0.2820819,0.12331199,"('illogical', 'logical')",0.2820819,0.123312,-0.1587699
62,0.68681824,0.8185702,"('incompetent', 'brilliant')",0.6868182,0.8185702,0.131752
