,affair_male,affair_female,tuple,average_male,average_female,female-male
0,-0.019500196,-0.21499437,"('unsociable', 'sociable')",-0.0195002,-0.2149944,-0.1954942
1,0.775472,0.7843508,"('unfriendly', 'friendly')",0.775472,0.7843508,0.0088788
2,-0.19785313,-0.17531946,"('unlikable', 'likable')",-0.1978531,-0.1753195,0.0225336
3,0.35458806,0.29385108,"('repellent', 'pleasant')",0.3545881,0.2938511,-0.060737
4,-7.6136785,-7.7283325,"('disliked', 'liked')",-7.6136785,-7.7283325,-0.114654
5,-1.3422259,-1.3020059,"('distant', 'outgoing')",-1.3422259,-1.3020059,0.04022
6,-0.5213828,-0.4641117,"('distant', 'open')",-0.5213828,-0.4641117,0.0572711
7,1.0464156,1.0916084,"('insensitive', 'sensitive')",1.0464156,1.0916084,0.0451928
8,0.49493888,0.5158115,"('unaffectionate', 'affectionate')",0.4949389,0.5158115,0.0208726
9,1.0468215,1.15186,"('unaffectionate', 'caring')",1.0468215,1.15186,0.1050385
10,0.97194886,0.9500873,"('unsympathetic', 'sympathetic')",0.9719489,0.9500873,-0.0218616
11,1.8575093,1.937828,"('unhelpful', 'helpful')",1.8575093,1.9378279,0.0803186
12,-2.207901,-2.223291,"('unsupportive', 'supportive')",-2.207901,-2.2232909,-0.0153899
13,-0.25480846,-0.3498046,"('impolite', 'polite')",-0.2548085,-0.3498046,-0.0949961
14,0.43536335,0.30025014,"('antisocial', 'social')",0.4353634,0.3002501,-0.1351133
15,0.2249134,0.19110858,"('boring', 'funny')",0.2249134,0.1911086,-0.0338048
16,-0.85999787,-0.8242731,"('unpopular', 'popular')",-0.8599979,-0.8242731,0.0357248
17,-0.5134821,-0.45437092,"('nasty', 'nice')",-0.5134821,-0.4543709,0.0591112
18,-0.9520652,-1.0164738,"('disagreeable', 'welcoming')",-0.9520652,-1.0164738,-0.0644086
19,-1.034528,-0.9734646,"('inhospitable', 'hospitable')",-1.034528,-0.9734646,0.0610634
20,1.2410511,1.1909693,"('rough', 'thoughtful')",1.2410511,1.1909693,-0.0500818
21,-0.034283333,-0.08452893,"('immoral', 'moral')",-0.0342833,-0.0845289,-0.0502456
22,-0.16147439,-0.22341743,"('untrustworthy', 'trustworthy')",-0.1614744,-0.2234174,-0.061943
23,6.8350024,6.846402,"('insincere', 'sincere')",6.8350024,6.8464022,0.0113998
24,1.816057,1.7009557,"('dishonest', 'honest')",1.816057,1.7009557,-0.1151013
25,0.67761326,0.6619059,"('egoistic', 'altruistic')",0.6776133,0.6619059,-0.0157074
26,0.89223015,0.89158386,"('hardhearted', 'benevolent')",0.8922302,0.8915839,-0.0006463
27,1.4958298,1.3884332,"('hardhearted', 'softhearted')",1.4958298,1.3884332,-0.1073966
28,1.1927203,1.1738193,"('disloyal', 'loyal')",1.1927203,1.1738193,-0.018901
29,-0.9025346,-0.9984239,"('unfair', 'fair')",-0.9025346,-0.9984239,-0.0958893
30,1.0369436,0.97095805,"('intolerant', 'tolerant')",1.0369436,0.9709581,-0.0659855
31,-2.011128,-1.9394066,"('evil', 'good')",-2.0111279,-1.9394066,0.0717213
32,0.8110449,0.7366495,"('unkind', 'kind')",0.8110449,0.7366495,-0.0743954
33,-0.8669168,-0.8678712,"('wrong', 'right')",-0.8669168,-0.8678712,-0.0009544
34,5.537217,5.686233,"('mean', 'honorable')",5.5372171,5.686233,0.1490159
35,-0.99181205,-1.054455,"('corrupt', 'incorrupt')",-0.9918121,-1.054455,-0.0626429
36,-0.95088,-0.91947484,"('hostile', 'amicable')",-0.95088,-0.9194748,0.0314052
37,0.91898274,0.85342824,"('fake', 'genuine')",0.9189827,0.8534282,-0.0655545
38,0.30182776,0.35070285,"('untruthful', 'truthful')",0.3018278,0.3507029,0.0488751
39,0.11466402,0.10935073,"('exploitative', 'cooperative')",0.114664,0.1093507,-0.0053133
40,-2.2443917,-2.4185643,"('stingy', 'generous')",-2.2443917,-2.4185643,-0.1741726
