,politician_male,politician_female,tuple,average_male,average_female,female-male
0,1.3703411,1.1048669,"('unsociable', 'sociable')",1.3703411,1.1048669,-0.2654742
1,0.3113445,0.3541417,"('unfriendly', 'friendly')",0.3113445,0.3541417,0.0427972
2,0.090269305,0.13886185,"('unlikable', 'likable')",0.0902693,0.1388618,0.0485925
3,1.1898938,1.242551,"('repellent', 'pleasant')",1.1898938,1.242551,0.0526572
4,-5.969871,-6.3274164,"('disliked', 'liked')",-5.969871,-6.3274164,-0.3575454
5,-1.9225436,-1.6061275,"('distant', 'outgoing')",-1.9225436,-1.6061275,0.3164161
6,-1.9655559,-1.6384138,"('distant', 'open')",-1.9655559,-1.6384138,0.3271421
7,1.8604577,1.7457514,"('insensitive', 'sensitive')",1.8604577,1.7457514,-0.1147063
8,0.20377208,0.3458674,"('unaffectionate', 'affectionate')",0.2037721,0.3458674,0.1420953
9,1.3720622,1.5218601,"('unaffectionate', 'caring')",1.3720622,1.5218601,0.1497979
10,1.7160798,1.6881845,"('unsympathetic', 'sympathetic')",1.7160798,1.6881845,-0.0278953
11,2.9401534,2.808733,"('unhelpful', 'helpful')",2.9401534,2.808733,-0.1314204
12,-1.0795983,-1.0796541,"('unsupportive', 'supportive')",-1.0795983,-1.0796541,-5.58e-05
13,1.0391266,0.93287885,"('impolite', 'polite')",1.0391266,0.9328789,-0.1062477
14,1.5466743,1.4143428,"('antisocial', 'social')",1.5466743,1.4143428,-0.1323315
15,0.42773932,0.28989178,"('boring', 'funny')",0.4277393,0.2898918,-0.1378475
16,-0.5095879,-0.50232065,"('unpopular', 'popular')",-0.5095879,-0.5023206,0.0072673
17,-0.35327196,-0.24592341,"('nasty', 'nice')",-0.353272,-0.2459234,0.1073486
18,-0.8792874,-0.78388965,"('disagreeable', 'welcoming')",-0.8792874,-0.7838897,0.0953977
19,-1.275667,-1.2190224,"('inhospitable', 'hospitable')",-1.275667,-1.2190224,0.0566446
20,0.4263452,0.3694126,"('rough', 'thoughtful')",0.4263452,0.3694126,-0.0569326
21,1.0136395,0.9774126,"('immoral', 'moral')",1.0136395,0.9774126,-0.0362269
22,0.19615713,0.07883367,"('untrustworthy', 'trustworthy')",0.1961571,0.0788337,-0.1173234
23,6.736166,6.7016096,"('insincere', 'sincere')",6.736166,6.7016096,-0.0345564
24,1.1970887,1.2954011,"('dishonest', 'honest')",1.1970887,1.2954011,0.0983124
25,0.63330543,0.68821317,"('egoistic', 'altruistic')",0.6333054,0.6882132,0.0549078
26,0.9946976,0.79924095,"('hardhearted', 'benevolent')",0.9946976,0.7992409,-0.1954567
27,0.45316148,0.5515391,"('hardhearted', 'softhearted')",0.4531615,0.5515391,0.0983776
28,1.3061196,1.1690834,"('disloyal', 'loyal')",1.3061196,1.1690834,-0.1370362
29,-1.5087057,-1.5222114,"('unfair', 'fair')",-1.5087057,-1.5222114,-0.0135057
30,1.581795,1.600993,"('intolerant', 'tolerant')",1.581795,1.600993,0.019198
31,-2.9801245,-2.769451,"('evil', 'good')",-2.9801245,-2.7694509,0.2106736
32,2.14219,1.8712734,"('unkind', 'kind')",2.14219,1.8712734,-0.2709166
33,-0.8968205,-0.767287,"('wrong', 'right')",-0.8968205,-0.767287,0.1295335
34,4.1909146,4.4799833,"('mean', 'honorable')",4.1909146,4.4799833,0.2890687
35,-2.0767865,-2.0798676,"('corrupt', 'incorrupt')",-2.0767865,-2.0798676,-0.0030811
36,-2.1038022,-2.0621567,"('hostile', 'amicable')",-2.1038022,-2.0621567,0.0416455
37,0.7828105,0.81344986,"('fake', 'genuine')",0.7828105,0.8134499,0.0306394
38,0.44702718,0.419949,"('untruthful', 'truthful')",0.4470272,0.419949,-0.0270782
39,0.25529298,0.3485754,"('exploitative', 'cooperative')",0.255293,0.3485754,0.0932824
40,-1.7989289,-1.8408724,"('stingy', 'generous')",-1.7989289,-1.8408724,-0.0419435
41,0.24726179,0.12731174,"('unforgiving', 'forgiving')",0.2472618,0.1273117,-0.1199501
42,-2.042163,-2.0857916,"('unreliable', 'reliable')",-2.0421629,-2.0857916,-0.0436287
43,1.4432182,1.5378665,"('irresponsible', 'responsible')",1.4432182,1.5378665,0.0946483
44,-1.3010933,-1.3118087,"('prejudiced', 'unprejudiced')",-1.3010933,-1.3118087,-0.0107154
45,0.9153096,0.6219396,"('incompetent', 'competent')",0.9153096,0.6219396,-0.29337
