,smuggling_male,smuggling_female,tuple,average_male,average_female,female-male
0,0.18660314,0.16284725,"('unsociable', 'sociable')",0.1866031,0.1628473,-0.0237558
1,0.8295344,0.8082957,"('unfriendly', 'friendly')",0.8295344,0.8082957,-0.0212387
2,-0.51943797,-0.52364993,"('unlikable', 'likable')",-0.519438,-0.5236499,-0.0042119
3,0.45353335,0.6342953,"('repellent', 'pleasant')",0.4535334,0.6342953,0.1807619
4,-8.077887,-8.16767,"('disliked', 'liked')",-8.0778866,-8.1676702,-0.0897836
5,-1.2919949,-1.2104837,"('distant', 'outgoing')",-1.2919949,-1.2104837,0.0815112
6,-0.74127126,-0.70746434,"('distant', 'open')",-0.7412713,-0.7074643,0.033807
7,0.9758725,1.0744348,"('insensitive', 'sensitive')",0.9758725,1.0744348,0.0985623
8,1.4028203,1.1927463,"('unaffectionate', 'affectionate')",1.4028203,1.1927463,-0.210074
9,1.8450273,1.7195915,"('unaffectionate', 'caring')",1.8450273,1.7195915,-0.1254358
10,1.34376,1.4258919,"('unsympathetic', 'sympathetic')",1.34376,1.4258919,0.0821319
11,1.8344909,1.9155185,"('unhelpful', 'helpful')",1.8344909,1.9155185,0.0810276
12,-1.8388151,-1.8240669,"('unsupportive', 'supportive')",-1.8388151,-1.8240669,0.0147482
13,-0.34897557,-0.3011328,"('impolite', 'polite')",-0.3489756,-0.3011328,0.0478428
14,0.3665114,0.34216982,"('antisocial', 'social')",0.3665114,0.3421698,-0.0243416
15,-0.30336702,-0.41309124,"('boring', 'funny')",-0.303367,-0.4130912,-0.1097242
16,-0.9839861,-0.8848219,"('unpopular', 'popular')",-0.9839861,-0.8848219,0.0991642
17,-1.1241636,-0.9078125,"('nasty', 'nice')",-1.1241636,-0.9078125,0.2163511
18,-0.71812874,-0.69384557,"('disagreeable', 'welcoming')",-0.7181287,-0.6938456,0.0242831
19,-1.5435033,-1.4346988,"('inhospitable', 'hospitable')",-1.5435033,-1.4346988,0.1088045
20,0.70378816,0.7796435,"('rough', 'thoughtful')",0.7037882,0.7796435,0.0758553
21,-0.680624,-0.5148619,"('immoral', 'moral')",-0.680624,-0.5148619,0.1657621
22,-0.6734058,-0.62267333,"('untrustworthy', 'trustworthy')",-0.6734058,-0.6226733,0.0507325
23,6.5088663,6.6666164,"('insincere', 'sincere')",6.5088663,6.6666164,0.1577501
24,1.4470648,1.354127,"('dishonest', 'honest')",1.4470648,1.354127,-0.0929378
25,0.57254434,0.47658122,"('egoistic', 'altruistic')",0.5725443,0.4765812,-0.0959631
26,1.197283,0.9956418,"('hardhearted', 'benevolent')",1.197283,0.9956418,-0.2016412
27,0.9270628,1.0118072,"('hardhearted', 'softhearted')",0.9270628,1.0118072,0.0847444
28,1.5451963,1.4054135,"('disloyal', 'loyal')",1.5451963,1.4054135,-0.1397828
29,-1.0282948,-0.9864696,"('unfair', 'fair')",-1.0282948,-0.9864696,0.0418252
30,1.4371256,1.3483057,"('intolerant', 'tolerant')",1.4371256,1.3483057,-0.0888199
31,-2.358785,-2.2317803,"('evil', 'good')",-2.3587849,-2.2317803,0.1270046
32,1.0805416,1.0351831,"('unkind', 'kind')",1.0805416,1.0351831,-0.0453585
33,-0.7829919,-0.93076557,"('wrong', 'right')",-0.7829919,-0.9307656,-0.1477737
34,4.5920467,4.863873,"('mean', 'honorable')",4.5920467,4.863873,0.2718263
35,-1.4342128,-1.5344119,"('corrupt', 'incorrupt')",-1.4342128,-1.5344119,-0.1001991
36,-1.2560714,-1.3547705,"('hostile', 'amicable')",-1.2560714,-1.3547705,-0.0986991
37,0.38761333,0.49049452,"('fake', 'genuine')",0.3876133,0.4904945,0.1028812
38,-0.32322806,-0.28595674,"('untruthful', 'truthful')",-0.3232281,-0.2859567,0.0372714
39,-0.04801728,0.047461376,"('exploitative', 'cooperative')",-0.0480173,0.0474614,0.0954787
40,-2.178219,-2.1061954,"('stingy', 'generous')",-2.1782191,-2.1061954,0.0720237
41,-0.31834662,-0.23322196,"('unforgiving', 'forgiving')",-0.3183466,-0.233222,0.0851246
42,-2.6967885,-2.6592607,"('unreliable', 'reliable')",-2.6967885,-2.6592607,0.0375278
43,1.3227168,1.3456787,"('irresponsible', 'responsible')",1.3227168,1.3456787,0.0229619
44,-1.1820912,-1.0531919,"('prejudiced', 'unprejudiced')",-1.1820912,-1.0531919,0.1288993
45,-0.12616783,-0.040471084,"('incompetent', 'competent')",-0.1261678,-0.0404711,0.0856967
46,-0.48915023,-0.4579987,"('uncompetitive', 'competitive')",-0.4891502,-0.4579987,0.0311515
47,5.1493707,5.4155126,"('stupid', 'smart')",5.1493707,5.4155126,0.2661419
48,0.51380265,0.58186525,"('unintelligent', 'intelligent')",0.5138026,0.5818653,0.0680627
49,-0.33023903,-0.1464421,"('unable', 'able')",-0.330239,-0.1464421,0.1837969
50,-0.91776514,-0.8384426,"('clumsy', 'skillful')",-0.9177651,-0.8384426,0.0793225
51,0.32669035,0.35361525,"('uneducated', 'educated')",0.3266903,0.3536153,0.026925
52,-1.4221902,-1.4170487,"('irrational', 'rational')",-1.4221902,-1.4170487,0.0051415
53,-0.07549184,-0.15562701,"('uncreative', 'creative')",-0.0754918,-0.155627,-0.0801352
54,0.9152874,0.9365446,"('incapable', 'capable')",0.9152874,0.9365446,0.0212572
55,1.1700739,1.1585364,"('incompetent', 'clever')",1.1700739,1.1585364,-0.0115375
56,0.94522774,0.82168293,"('impractical', 'practical')",0.9452277,0.8216829,-0.1235448
57,-2.8459444,-2.866272,"('unimaginative', 'imaginative')",-2.8459444,-2.866272,-0.0203276
58,0.11553453,0.13594164,"('undiscriminating', 'discriminating')",0.1155345,0.1359416,0.0204071
59,-0.97148883,-0.9366392,"('foolish', 'wise')",-0.9714888,-0.9366392,0.0348496
60,1.0127972,1.0767176,"('inefficient', 'efficient')",1.0127972,1.0767176,0.0639204
61,-0.10380965,-0.048694227,"('illogical', 'logical')",-0.1038096,-0.0486942,0.0551154
62,0.35876665,0.5130333,"('incompetent', 'brilliant')",0.3587666,0.5130333,0.1542667
63,-0.24063738,-0.052443504,"('unperceptive', 'insightful')",-0.2406374,-0.0524435,0.1881939
64,-6.706446,-6.7655673,"('shy', 'confident')",-6.7064462,-6.7655673,-0.0591211
65,0.447854,0.46386635,"('insecure', 'secure')",0.447854,0.4638664,0.0160124
66,-0.564226,-0.59279263,"('inactive', 'active')",-0.564226,-0.5927926,-0.0285666
67,-0.50655675,-0.3816831,"('doubtful', 'determined')",-0.5065567,-0.3816831,0.1248736
68,-1.3306421,-1.1808044,"('dependent', 'independent')",-1.3306421,-1.1808044,0.1498377
69,-2.9246585,-2.9197273,"('lazy', 'industrious')",-2.9246585,-2.9197273,0.0049312
70,1.2086545,1.2840298,"('lethargic', 'energetic')",1.2086545,1.2840298,0.0753753
71,0.65238243,0.59848833,"('diffident', 'self-confident')",0.6523824,0.5984883,-0.0538941
72,0.41678035,0.54560345,"('unambitious', 'ambitious')",0.4167804,0.5456035,0.1288231
73,-3.6199846,-3.5637121,"('helpless', 'self-reliant')",-3.6199846,-3.5637121,0.0562725
74,0.16771418,0.082247645,"('undedicated', 'dedicated')",0.1677142,0.0822476,-0.0854666
75,-1.5151565,-1.3611015,"('meek', 'impulsive')",-1.5151565,-1.3611015,0.154055
76,0.87077755,1.0403248,"('anxious', 'daring')",0.8707775,1.0403248,0.1695473
77,-1.0606413,-0.9667846,"('unmotivated', 'motivated')",-1.0606413,-0.9667846,0.0938567
78,-0.46508735,-0.4718032,"('nonresilient', 'resilient')",-0.4650874,-0.4718032,-0.0067158
79,-0.8956239,-0.861208,"('wavering', 'unwavering')",-0.8956239,-0.861208,0.0344159
80,0.0538668,0.03390552,"('dominated', 'dominating')",0.0538668,0.0339055,-0.0199613
81,0.52604425,0.52615666,"('submissive', 'aggressive')",0.5260442,0.5261567,0.0001125
82,6.3839183,6.5080833,"('poor', 'rich')",6.3839183,6.5080833,0.124165
83,-0.48217374,-0.4875128,"('powerless', 'powerful')",-0.4821737,-0.4875128,-0.0053391
84,0.38218725,0.41035217,"('inferior', 'superior')",0.3821872,0.4103522,0.028165
85,-1.2053916,-1.1289618,"('insignificant', 'prestigious')",-1.2053916,-1.1289618,0.0764298
86,0.32101166,0.22589424,"('uninfluential', 'influential')",0.3210117,0.2258942,-0.0951175
87,-0.9316127,-0.72301,"('unsuccessful', 'successful')",-0.9316127,-0.72301,0.2086027
88,0.40237775,0.3854896,"('low', 'eminent')",0.4023778,0.3854896,-0.0168882
