,model_male,model_female,tuple,average_male,average_female,female-male
0,0.26855433,0.036589786,"('unsociable', 'sociable')",0.2685543,0.0365898,-0.2319645
1,1.0928648,1.3566909,"('unfriendly', 'friendly')",1.0928648,1.3566909,0.2638261
2,0.47474217,0.74403477,"('unlikable', 'likable')",0.4747422,0.7440348,0.2692926
3,0.7020979,0.78903,"('repellent', 'pleasant')",0.7020979,0.78903,0.0869321
4,-7.2955217,-7.232743,"('disliked', 'liked')",-7.2955217,-7.2327428,0.0627789
5,-0.4709479,-0.07105409,"('distant', 'outgoing')",-0.4709479,-0.0710541,0.3998938
6,-0.24680334,0.11624982,"('distant', 'open')",-0.2468033,0.1162498,0.3630531
7,0.7882894,0.87565666,"('insensitive', 'sensitive')",0.7882894,0.8756567,0.0873673
8,0.9304376,1.130125,"('unaffectionate', 'affectionate')",0.9304376,1.130125,0.1996874
9,1.8115758,2.0247161,"('unaffectionate', 'caring')",1.8115758,2.0247161,0.2131403
10,0.9678919,1.0169686,"('unsympathetic', 'sympathetic')",0.9678919,1.0169686,0.0490767
11,2.1968286,2.2155113,"('unhelpful', 'helpful')",2.1968286,2.2155113,0.0186827
12,-1.2672317,-1.3020312,"('unsupportive', 'supportive')",-1.2672317,-1.3020312,-0.0347995
13,0.58193666,0.37180376,"('impolite', 'polite')",0.5819367,0.3718038,-0.2101329
14,0.037333325,-0.18599735,"('antisocial', 'social')",0.0373333,-0.1859974,-0.2233307
15,0.35778916,0.3360833,"('boring', 'funny')",0.3577892,0.3360833,-0.0217059
16,-0.2209447,-0.04624027,"('unpopular', 'popular')",-0.2209447,-0.0462403,0.1747044
17,-0.062992565,0.06516374,"('nasty', 'nice')",-0.0629926,0.0651637,0.1281563
18,-0.6115896,-0.6428502,"('disagreeable', 'welcoming')",-0.6115896,-0.6428502,-0.0312606
19,-0.6481425,-0.3046159,"('inhospitable', 'hospitable')",-0.6481425,-0.3046159,0.3435266
20,0.7800303,0.61714894,"('rough', 'thoughtful')",0.7800303,0.6171489,-0.1628814
21,0.118707106,0.17458884,"('immoral', 'moral')",0.1187071,0.1745888,0.0558817
22,-0.4940128,-0.49847606,"('untrustworthy', 'trustworthy')",-0.4940128,-0.4984761,-0.0044633
23,6.793776,6.922802,"('insincere', 'sincere')",6.793776,6.922802,0.129026
24,1.5427936,1.6676435,"('dishonest', 'honest')",1.5427936,1.6676435,0.1248499
25,0.1712177,0.15610698,"('egoistic', 'altruistic')",0.1712177,0.156107,-0.0151107
26,0.46140325,0.25115153,"('hardhearted', 'benevolent')",0.4614033,0.2511515,-0.2102518
27,1.4423904,1.4205114,"('hardhearted', 'softhearted')",1.4423904,1.4205114,-0.021879
28,1.4055427,1.3965929,"('disloyal', 'loyal')",1.4055427,1.3965929,-0.0089498
29,-0.3270069,-0.43017852,"('unfair', 'fair')",-0.3270069,-0.4301785,-0.1031716
30,0.9951037,1.0185782,"('intolerant', 'tolerant')",0.9951037,1.0185782,0.0234745
31,-1.9081084,-1.7339667,"('evil', 'good')",-1.9081084,-1.7339667,0.1741417
32,1.6067034,1.5530288,"('unkind', 'kind')",1.6067034,1.5530288,-0.0536746
33,-0.17533107,-0.27264923,"('wrong', 'right')",-0.1753311,-0.2726492,-0.0973181
34,4.624002,5.0639896,"('mean', 'honorable')",4.624002,5.0639896,0.4399876
35,-1.2757503,-1.2747154,"('corrupt', 'incorrupt')",-1.2757503,-1.2747154,0.0010349
36,-1.1597395,-1.0720992,"('hostile', 'amicable')",-1.1597395,-1.0720992,0.0876403
