,athlete_male,athlete_female,tuple,average_male,average_female,female-male
0,0.29447117,0.2338196,"('unsociable', 'sociable')",0.2944712,0.2338196,-0.0606516
1,0.62774485,0.57387733,"('unfriendly', 'friendly')",0.6277449,0.5738773,-0.0538676
2,0.034398146,0.05340165,"('unlikable', 'likable')",0.0343981,0.0534016,0.0190035
3,0.40945536,0.563267,"('repellent', 'pleasant')",0.4094554,0.563267,0.1538116
4,-7.541857,-7.611458,"('disliked', 'liked')",-7.5418568,-7.6114578,-0.069601
5,-1.0488635,-1.1739182,"('distant', 'outgoing')",-1.0488635,-1.1739182,-0.1250547
6,-1.2675968,-1.3400654,"('distant', 'open')",-1.2675968,-1.3400654,-0.0724686
7,1.3174222,1.3515981,"('insensitive', 'sensitive')",1.3174222,1.3515981,0.0341759
8,0.18706287,0.17567725,"('unaffectionate', 'affectionate')",0.1870629,0.1756773,-0.0113856
9,1.5350496,1.5385833,"('unaffectionate', 'caring')",1.5350496,1.5385833,0.0035337
10,1.4552952,1.5120624,"('unsympathetic', 'sympathetic')",1.4552952,1.5120624,0.0567672
11,2.565686,2.5957723,"('unhelpful', 'helpful')",2.565686,2.5957723,0.0300863
12,-0.99724054,-1.031055,"('unsupportive', 'supportive')",-0.9972405,-1.031055,-0.0338145
13,0.4480257,0.3543276,"('impolite', 'polite')",0.4480257,0.3543276,-0.0936981
14,0.1497889,0.107911654,"('antisocial', 'social')",0.1497889,0.1079117,-0.0418772
15,0.14357677,0.038470834,"('boring', 'funny')",0.1435768,0.0384708,-0.105106
16,-1.1170228,-1.1245937,"('unpopular', 'popular')",-1.1170228,-1.1245937,-0.0075709
17,-0.5309742,-0.57950366,"('nasty', 'nice')",-0.5309742,-0.5795037,-0.0485295
18,-0.604997,-0.67758787,"('disagreeable', 'welcoming')",-0.604997,-0.6775879,-0.0725909
19,-0.5718361,-0.59885967,"('inhospitable', 'hospitable')",-0.5718361,-0.5988597,-0.0270236
20,0.47367805,0.5230482,"('rough', 'thoughtful')",0.4736781,0.5230482,0.0493701
