,intellect_male,intellect_female,tuple,average_male,average_female,female-male
0,-0.07940324,-0.12000348,"('unsociable', 'sociable')",-0.0794032,-0.1200035,-0.0406003
1,1.082003,1.0267186,"('unfriendly', 'friendly')",1.082003,1.0267186,-0.0552844
2,-0.06831041,0.00012949482,"('unlikable', 'likable')",-0.0683104,0.0001295,0.0684399
3,0.64866734,0.7263643,"('repellent', 'pleasant')",0.6486673,0.7263643,0.077697
4,-7.150659,-7.238262,"('disliked', 'liked')",-7.1506591,-7.2382622,-0.0876031
5,-0.48487023,-0.5401617,"('distant', 'outgoing')",-0.4848702,-0.5401617,-0.0552915
6,-0.0017204881,-0.10919411,"('distant', 'open')",-0.0017205,-0.1091941,-0.1074736
7,0.6809946,0.74496573,"('insensitive', 'sensitive')",0.6809946,0.7449657,0.0639711
8,1.1682143,1.0608802,"('unaffectionate', 'affectionate')",1.1682143,1.0608802,-0.1073341
9,1.322505,1.3093057,"('unaffectionate', 'caring')",1.322505,1.3093057,-0.0131993
10,1.1049087,1.1623389,"('unsympathetic', 'sympathetic')",1.1049087,1.1623389,0.0574302
11,1.8386068,1.819651,"('unhelpful', 'helpful')",1.8386068,1.819651,-0.0189558
12,-1.6629335,-1.6820871,"('unsupportive', 'supportive')",-1.6629335,-1.6820871,-0.0191536
13,-0.26197273,-0.22443376,"('impolite', 'polite')",-0.2619727,-0.2244338,0.0375389
14,0.1462878,0.18027654,"('antisocial', 'social')",0.1462878,0.1802765,0.0339887
15,0.35939837,0.21689895,"('boring', 'funny')",0.3593984,0.2168989,-0.1424995
16,-0.54906815,-0.49025938,"('unpopular', 'popular')",-0.5490682,-0.4902594,0.0588088
17,-0.51171994,-0.46201998,"('nasty', 'nice')",-0.5117199,-0.46202,0.0496999
18,-0.15056664,-0.2393274,"('disagreeable', 'welcoming')",-0.1505666,-0.2393274,-0.0887608
19,-0.5516336,-0.6641717,"('inhospitable', 'hospitable')",-0.5516336,-0.6641717,-0.1125381
20,1.0000198,0.95934916,"('rough', 'thoughtful')",1.0000198,0.9593492,-0.0406706
21,-0.08551421,-0.035892837,"('immoral', 'moral')",-0.0855142,-0.0358928,0.0496214
22,-0.4357943,-0.45819554,"('untrustworthy', 'trustworthy')",-0.4357943,-0.4581955,-0.0224012
