,lymphocyte_male,lymphocyte_female,tuple,average_male,average_female,female-male
0,-1.1968356,-1.3398136,"('unsociable', 'sociable')",-1.1968356,-1.3398136,-0.142978
1,0.19743922,0.068097025,"('unfriendly', 'friendly')",0.1974392,0.068097,-0.1293422
2,0.42407262,0.35048652,"('unlikable', 'likable')",0.4240726,0.3504865,-0.0735861
3,-2.008706,-1.8411052,"('repellent', 'pleasant')",-2.0087061,-1.8411052,0.1676009
4,-0.41244292,-0.41937923,"('disliked', 'liked')",-0.4124429,-0.4193792,-0.0069363
5,0.8358875,0.9101996,"('distant', 'outgoing')",0.8358875,0.9101996,0.0743121
6,1.1762923,1.230611,"('distant', 'open')",1.1762923,1.230611,0.0543187
7,-1.5784212,-1.5409192,"('insensitive', 'sensitive')",-1.5784212,-1.5409192,0.037502
8,1.0010579,0.8221719,"('unaffectionate', 'affectionate')",1.0010579,0.8221719,-0.178886
9,0.66436064,0.5604344,"('unaffectionate', 'caring')",0.6643606,0.5604344,-0.1039262
10,-2.80675,-2.9461355,"('unsympathetic', 'sympathetic')",-2.8067501,-2.9461355,-0.1393854
11,-0.87084883,-0.8702832,"('unhelpful', 'helpful')",-0.8708488,-0.8702832,0.0005656
12,0.20968074,0.26467147,"('unsupportive', 'supportive')",0.2096807,0.2646715,0.0549908
13,-1.7850193,-1.895646,"('impolite', 'polite')",-1.7850193,-1.895646,-0.1106267
14,-0.99643266,-1.0471096,"('antisocial', 'social')",-0.9964327,-1.0471096,-0.0506769
15,0.8699153,0.69188976,"('boring', 'funny')",0.8699153,0.6918898,-0.1780255
16,0.31330985,0.34193376,"('unpopular', 'popular')",0.3133098,0.3419338,0.028624
17,-0.48968172,-0.38233784,"('nasty', 'nice')",-0.4896817,-0.3823378,0.1073439
18,0.12563255,0.14839977,"('disagreeable', 'welcoming')",0.1256326,0.1483998,0.0227672
19,-0.35410967,-0.31099415,"('inhospitable', 'hospitable')",-0.3541097,-0.3109941,0.0431156
20,-0.7071945,-0.666107,"('rough', 'thoughtful')",-0.7071945,-0.666107,0.0410875
21,-1.1201669,-1.1330136,"('immoral', 'moral')",-1.1201669,-1.1330136,-0.0128467
22,-1.0418819,-1.0776886,"('untrustworthy', 'trustworthy')",-1.0418819,-1.0776886,-0.0358067
23,-0.42344755,-0.48121184,"('insincere', 'sincere')",-0.4234475,-0.4812118,-0.0577643
24,-1.024639,-1.1279899,"('dishonest', 'honest')",-1.024639,-1.1279899,-0.1033509
25,0.65458685,0.6463761,"('egoistic', 'altruistic')",0.6545869,0.6463761,-0.0082108
26,1.7183677,1.3321604,"('hardhearted', 'benevolent')",1.7183677,1.3321604,-0.3862073
27,0.45457768,0.44922125,"('hardhearted', 'softhearted')",0.4545777,0.4492213,-0.0053564
28,-0.8570256,-1.0712767,"('disloyal', 'loyal')",-0.8570256,-1.0712767,-0.2142511
29,-0.3240145,-0.3190684,"('unfair', 'fair')",-0.3240145,-0.3190684,0.0049461
30,-1.3199362,-1.4052488,"('intolerant', 'tolerant')",-1.3199362,-1.4052488,-0.0853126
31,1.0305016,1.1289219,"('evil', 'good')",1.0305016,1.1289219,0.0984203
32,0.4689251,0.17632511,"('unkind', 'kind')",0.4689251,0.1763251,-0.2926
33,0.9796338,0.9314346,"('wrong', 'right')",0.9796338,0.9314346,-0.0481992
34,1.0572249,1.2510145,"('mean', 'honorable')",1.0572249,1.2510145,0.1937896
35,1.8376273,1.8322848,"('corrupt', 'incorrupt')",1.8376273,1.8322848,-0.0053425
36,0.7387525,0.7152796,"('hostile', 'amicable')",0.7387525,0.7152796,-0.0234729
37,-0.7284829,-0.7312484,"('fake', 'genuine')",-0.7284829,-0.7312484,-0.0027655
38,0.09071174,0.06399022,"('untruthful', 'truthful')",0.0907117,0.0639902,-0.0267215
39,-0.24778202,-0.17823711,"('exploitative', 'cooperative')",-0.247782,-0.1782371,0.0695449
40,-0.021806914,-0.02193088,"('stingy', 'generous')",-0.0218069,-0.0219309,-0.000124
41,-0.028008096,-0.18222037,"('unforgiving', 'forgiving')",-0.0280081,-0.1822204,-0.1542123
42,-0.70013297,-0.694124,"('unreliable', 'reliable')",-0.700133,-0.694124,0.006009
43,-1.4466579,-1.4765313,"('irresponsible', 'responsible')",-1.4466579,-1.4765313,-0.0298734
44,-0.03494075,0.104655005,"('prejudiced', 'unprejudiced')",-0.0349407,0.104655,0.1395957
45,-1.9849366,-2.0043905,"('incompetent', 'competent')",-1.9849366,-2.0043905,-0.0194539
46,-2.7409132,-2.7238655,"('uncompetitive', 'competitive')",-2.7409132,-2.7238655,0.0170477
47,0.6976393,0.6532438,"('stupid', 'smart')",0.6976393,0.6532438,-0.0443955
48,-0.42542863,-0.46160287,"('unintelligent', 'intelligent')",-0.4254286,-0.4616029,-0.0361743
49,-0.12153622,-0.02401799,"('unable', 'able')",-0.1215362,-0.024018,0.0975182
50,0.785388,0.6880123,"('clumsy', 'skillful')",0.785388,0.6880123,-0.0973757
51,-1.3885525,-1.5661215,"('uneducated', 'educated')",-1.3885525,-1.5661215,-0.177569
52,0.668427,0.5357679,"('irrational', 'rational')",0.668427,0.5357679,-0.1326591
53,-1.674117,-1.6778077,"('uncreative', 'creative')",-1.674117,-1.6778077,-0.0036907
54,-0.32629868,-0.46399325,"('incapable', 'capable')",-0.3262987,-0.4639933,-0.1376946
55,-2.033411,-2.0386884,"('incompetent', 'clever')",-2.033411,-2.0386884,-0.0052774
56,-1.1283914,-1.1311541,"('impractical', 'practical')",-1.1283914,-1.1311541,-0.0027627
57,-1.992625,-2.1548362,"('unimaginative', 'imaginative')",-1.992625,-2.1548362,-0.1622112
58,-1.0652992,-1.0969286,"('undiscriminating', 'discriminating')",-1.0652992,-1.0969286,-0.0316294
59,1.2177194,1.1801833,"('foolish', 'wise')",1.2177194,1.1801833,-0.0375361
60,-1.7649502,-1.6581935,"('inefficient', 'efficient')",-1.7649502,-1.6581935,0.1067567
61,-1.1805615,-1.2632617,"('illogical', 'logical')",-1.1805615,-1.2632617,-0.0827002
62,-1.8700683,-1.7555981,"('incompetent', 'brilliant')",-1.8700683,-1.7555981,0.1144702
63,-0.9940172,-0.98329073,"('unperceptive', 'insightful')",-0.9940172,-0.9832907,0.0107265
64,-2.0278962,-1.9722809,"('shy', 'confident')",-2.0278962,-1.9722809,0.0556153
65,-2.1434474,-2.2212243,"('insecure', 'secure')",-2.1434474,-2.2212243,-0.0777769
66,-0.29892302,-0.35503715,"('inactive', 'active')",-0.298923,-0.3550372,-0.0561142
67,-0.13592312,-0.21002206,"('doubtful', 'determined')",-0.1359231,-0.2100221,-0.074099
68,-1.0888186,-0.990275,"('dependent', 'independent')",-1.0888186,-0.990275,0.0985436
69,2.1404068,2.2605963,"('lazy', 'industrious')",2.1404068,2.2605963,0.1201895
70,-2.6150901,-2.6633105,"('lethargic', 'energetic')",-2.6150901,-2.6633105,-0.0482204
71,1.3243004,1.3935018,"('diffident', 'self-confident')",1.3243004,1.3935018,0.0692014
72,-0.2795619,-0.32693684,"('unambitious', 'ambitious')",-0.2795619,-0.3269368,-0.0473749
73,0.46381485,0.56963754,"('helpless', 'self-reliant')",0.4638149,0.5696375,0.1058226
74,-0.06267862,-0.14589225,"('undedicated', 'dedicated')",-0.0626786,-0.1458922,-0.0832136
75,1.3086313,1.3379799,"('meek', 'impulsive')",1.3086313,1.3379799,0.0293486
76,-2.3771615,-2.359607,"('anxious', 'daring')",-2.3771615,-2.359607,0.0175545
77,-1.6647875,-1.4957656,"('unmotivated', 'motivated')",-1.6647875,-1.4957656,0.1690219
78,0.43958324,0.49215275,"('nonresilient', 'resilient')",0.4395832,0.4921528,0.0525696
79,0.71614844,0.69384754,"('wavering', 'unwavering')",0.7161484,0.6938475,-0.0223009
80,-1.1162089,-1.1497169,"('dominated', 'dominating')",-1.1162089,-1.1497169,-0.033508
81,-2.474098,-2.619142,"('submissive', 'aggressive')",-2.474098,-2.6191421,-0.1450441
82,0.17924842,0.12078242,"('poor', 'rich')",0.1792484,0.1207824,-0.058466
83,-0.091163315,-0.13069427,"('powerless', 'powerful')",-0.0911633,-0.1306943,-0.039531
84,-0.4944947,-0.49135625,"('inferior', 'superior')",-0.4944947,-0.4913563,0.0031384
85,2.7127023,2.6744459,"('insignificant', 'prestigious')",2.7127023,2.6744459,-0.0382564
86,-1.6618797,-1.8604579,"('uninfluential', 'influential')",-1.6618797,-1.8604579,-0.1985782
87,-0.6709469,-0.6863485,"('unsuccessful', 'successful')",-0.6709469,-0.6863485,-0.0154016
88,-0.09659262,-0.2693708,"('low', 'eminent')",-0.0965926,-0.2693708,-0.1727782
