,directv_male,directv_female,tuple,average_male,average_female,female-male
0,-0.049409896,-0.27125025,"('unsociable', 'sociable')",-0.0494099,-0.2712502,-0.2218403
1,0.8476824,0.8877802,"('unfriendly', 'friendly')",0.8476824,0.8877802,0.0400978
2,1.2289854,1.3394734,"('unlikable', 'likable')",1.2289854,1.3394734,0.110488
3,0.2172021,0.13264692,"('repellent', 'pleasant')",0.2172021,0.1326469,-0.0845552
4,-2.9672797,-2.8647926,"('disliked', 'liked')",-2.9672797,-2.8647926,0.1024871
5,-0.52979964,-0.28317988,"('distant', 'outgoing')",-0.5297996,-0.2831799,0.2466197
6,-0.6768566,-0.38934752,"('distant', 'open')",-0.6768566,-0.3893475,0.2875091
7,-0.037247777,-0.14727253,"('insensitive', 'sensitive')",-0.0372478,-0.1472725,-0.1100247
8,-0.49548176,-0.42418432,"('unaffectionate', 'affectionate')",-0.4954818,-0.4241843,0.0712975
9,0.1819335,0.14639993,"('unaffectionate', 'caring')",0.1819335,0.1463999,-0.0355336
10,-0.3617353,-0.622843,"('unsympathetic', 'sympathetic')",-0.3617353,-0.622843,-0.2611077
11,1.2560871,1.064468,"('unhelpful', 'helpful')",1.2560871,1.064468,-0.1916191
12,-1.0890592,-1.0811279,"('unsupportive', 'supportive')",-1.0890592,-1.0811279,0.0079313
13,-0.17540795,-0.31327748,"('impolite', 'polite')",-0.1754079,-0.3132775,-0.1378696
14,0.13998072,-0.079981975,"('antisocial', 'social')",0.1399807,-0.079982,-0.2199627
15,1.2346786,1.3058673,"('boring', 'funny')",1.2346786,1.3058673,0.0711887
16,0.1835506,0.20141771,"('unpopular', 'popular')",0.1835506,0.2014177,0.0178671
17,-0.96359736,-0.9038383,"('nasty', 'nice')",-0.9635974,-0.9038383,0.0597591
18,-0.46719596,-0.4662801,"('disagreeable', 'welcoming')",-0.467196,-0.4662801,0.0009159
19,-0.08199695,0.101363614,"('inhospitable', 'hospitable')",-0.0819969,0.1013636,0.1833605
20,0.097552046,-0.047485776,"('rough', 'thoughtful')",0.097552,-0.0474858,-0.1450378
21,0.15923549,0.022628272,"('immoral', 'moral')",0.1592355,0.0226283,-0.1366072
22,-0.6209216,-0.73186785,"('untrustworthy', 'trustworthy')",-0.6209216,-0.7318678,-0.1109462
23,3.3307474,3.1120946,"('insincere', 'sincere')",3.3307474,3.1120946,-0.2186528
24,0.8793672,0.81704414,"('dishonest', 'honest')",0.8793672,0.8170441,-0.0623231
25,0.6502385,0.69623053,"('egoistic', 'altruistic')",0.6502385,0.6962305,0.045992
26,0.873578,0.89779025,"('hardhearted', 'benevolent')",0.873578,0.8977903,0.0242123
27,-0.22405754,-0.22761485,"('hardhearted', 'softhearted')",-0.2240575,-0.2276148,-0.0035573
28,0.83975446,0.71097493,"('disloyal', 'loyal')",0.8397545,0.7109749,-0.1287796
29,-0.17557648,-0.23017848,"('unfair', 'fair')",-0.1755765,-0.2301785,-0.054602
30,1.1571206,0.9623417,"('intolerant', 'tolerant')",1.1571206,0.9623417,-0.1947789
31,-1.4331042,-1.1883821,"('evil', 'good')",-1.4331042,-1.1883821,0.2447221
32,0.5085374,0.31496236,"('unkind', 'kind')",0.5085374,0.3149624,-0.193575
33,0.5856543,0.6261531,"('wrong', 'right')",0.5856543,0.6261531,0.0404988
34,1.9888953,2.1270356,"('mean', 'honorable')",1.9888953,2.1270356,0.1381403
35,-0.63000107,-0.46409255,"('corrupt', 'incorrupt')",-0.6300011,-0.4640926,0.1659085
36,-1.0887895,-1.0025082,"('hostile', 'amicable')",-1.0887895,-1.0025082,0.0862813
37,0.14513423,0.09542346,"('fake', 'genuine')",0.1451342,0.0954235,-0.0497107
38,0.36906695,0.34853375,"('untruthful', 'truthful')",0.369067,0.3485337,-0.0205333
39,0.7393365,0.7573713,"('exploitative', 'cooperative')",0.7393365,0.7573713,0.0180348
40,-1.3647354,-1.3776336,"('stingy', 'generous')",-1.3647354,-1.3776336,-0.0128982
41,0.2157335,0.11427407,"('unforgiving', 'forgiving')",0.2157335,0.1142741,-0.1014594
42,-1.0029145,-1.0220836,"('unreliable', 'reliable')",-1.0029145,-1.0220836,-0.0191691
43,0.70079947,0.6272827,"('irresponsible', 'responsible')",0.7007995,0.6272827,-0.0735168
44,-0.9364814,-0.96063095,"('prejudiced', 'unprejudiced')",-0.9364814,-0.960631,-0.0241496
45,0.13116409,0.0461203,"('incompetent', 'competent')",0.1311641,0.0461203,-0.0850438
46,-0.39603466,-0.5120163,"('uncompetitive', 'competitive')",-0.3960347,-0.5120163,-0.1159816
47,2.5860467,2.6285605,"('stupid', 'smart')",2.5860467,2.6285605,0.0425138
48,0.5660472,0.43397683,"('unintelligent', 'intelligent')",0.5660472,0.4339768,-0.1320704
49,-0.078708984,-0.060313553,"('unable', 'able')",-0.078709,-0.0603136,0.0183954
50,-0.010457858,-0.07242388,"('clumsy', 'skillful')",-0.0104579,-0.0724239,-0.061966
51,-0.04725074,-0.20449702,"('uneducated', 'educated')",-0.0472507,-0.204497,-0.1572463
52,0.40979084,0.3970546,"('irrational', 'rational')",0.4097908,0.3970546,-0.0127362
53,0.5649125,0.52111924,"('uncreative', 'creative')",0.5649125,0.5211192,-0.0437933
54,0.70008,0.69117427,"('incapable', 'capable')",0.70008,0.6911743,-0.0089057
55,0.49202493,0.26412553,"('incompetent', 'clever')",0.4920249,0.2641255,-0.2278994
56,1.6546481,1.47783,"('impractical', 'practical')",1.6546481,1.4778301,-0.176818
57,-1.4324733,-1.5432166,"('unimaginative', 'imaginative')",-1.4324733,-1.5432166,-0.1107433
58,0.3552696,0.2687158,"('undiscriminating', 'discriminating')",0.3552696,0.2687158,-0.0865538
59,0.5043151,0.62183887,"('foolish', 'wise')",0.5043151,0.6218389,0.1175238
60,0.87225866,0.63081056,"('inefficient', 'efficient')",0.8722587,0.6308106,-0.2414481
61,1.0714176,0.90746677,"('illogical', 'logical')",1.0714176,0.9074668,-0.1639508
62,1.388155,1.3421538,"('incompetent', 'brilliant')",1.388155,1.3421538,-0.0460012
63,0.39388627,0.3933304,"('unperceptive', 'insightful')",0.3938863,0.3933304,-0.0005559
64,-2.827966,-2.9802353,"('shy', 'confident')",-2.827966,-2.9802353,-0.1522693
65,0.1549491,-0.08007155,"('insecure', 'secure')",0.1549491,-0.0800716,-0.2350207
66,0.068347454,0.19965273,"('inactive', 'active')",0.0683475,0.1996527,0.1313052
67,0.74097586,0.72764915,"('doubtful', 'determined')",0.7409759,0.7276492,-0.0133267
68,-0.39882568,-0.45323133,"('dependent', 'independent')",-0.3988257,-0.4532313,-0.0544056
69,-0.30323955,-0.12164687,"('lazy', 'industrious')",-0.3032396,-0.1216469,0.1815927
70,0.11027763,0.01800289,"('lethargic', 'energetic')",0.1102776,0.0180029,-0.0922747
71,0.38232392,0.4353623,"('diffident', 'self-confident')",0.3823239,0.4353623,0.0530384
72,-0.44416055,-0.45989764,"('unambitious', 'ambitious')",-0.4441606,-0.4598976,-0.015737
73,-0.9589996,-0.9736008,"('helpless', 'self-reliant')",-0.9589996,-0.9736008,-0.0146012
74,0.64716595,0.5835761,"('undedicated', 'dedicated')",0.647166,0.5835761,-0.0635899
75,-0.5264726,-0.37207097,"('meek', 'impulsive')",-0.5264726,-0.372071,0.1544016
76,0.48192343,0.39425746,"('anxious', 'daring')",0.4819234,0.3942575,-0.0876659
77,-0.085056834,-0.12613828,"('unmotivated', 'motivated')",-0.0850568,-0.1261383,-0.0410815
78,-0.71000886,-0.71479523,"('nonresilient', 'resilient')",-0.7100089,-0.7147952,-0.0047863
79,-0.23663472,-0.0827539,"('wavering', 'unwavering')",-0.2366347,-0.0827539,0.1538808
80,-0.037816055,-0.144537,"('dominated', 'dominating')",-0.0378161,-0.144537,-0.1067209
81,0.20575415,0.08261707,"('submissive', 'aggressive')",0.2057541,0.0826171,-0.123137
82,2.9817102,3.0049944,"('poor', 'rich')",2.9817102,3.0049944,0.0232842
83,0.31949148,0.19994825,"('powerless', 'powerful')",0.3194915,0.1999483,-0.1195432
84,0.6450043,0.5962862,"('inferior', 'superior')",0.6450043,0.5962862,-0.0487181
85,0.10999797,0.411197,"('insignificant', 'prestigious')",0.109998,0.411197,0.301199
86,0.09490884,-0.09900317,"('uninfluential', 'influential')",0.0949088,-0.0990032,-0.193912
87,0.76355994,0.79398715,"('unsuccessful', 'successful')",0.7635599,0.7939872,0.0304273
88,0.5409869,0.5130012,"('low', 'eminent')",0.5409869,0.5130012,-0.0279857
