,shrimp_male,shrimp_female,tuple,average_male,average_female,female-male
0,-0.1352529,-0.14114071,"('unsociable', 'sociable')",-0.1352529,-0.1411407,-0.0058878
1,1.1619219,1.1351147,"('unfriendly', 'friendly')",1.1619219,1.1351147,-0.0268072
2,-0.06913273,-0.040645864,"('unlikable', 'likable')",-0.0691327,-0.0406459,0.0284868
3,0.7721454,0.8553547,"('repellent', 'pleasant')",0.7721454,0.8553547,0.0832093
4,-7.0579395,-7.1727357,"('disliked', 'liked')",-7.0579395,-7.1727357,-0.1147962
5,-0.6114904,-0.6665669,"('distant', 'outgoing')",-0.6114904,-0.6665669,-0.0550765
6,-0.08980903,-0.17922097,"('distant', 'open')",-0.089809,-0.179221,-0.089412
7,0.52717227,0.63775194,"('insensitive', 'sensitive')",0.5271723,0.6377519,0.1105796
8,1.2043185,1.0684168,"('unaffectionate', 'affectionate')",1.2043185,1.0684168,-0.1359017
9,1.3007299,1.2845653,"('unaffectionate', 'caring')",1.3007299,1.2845653,-0.0161646
10,0.7805676,0.84018,"('unsympathetic', 'sympathetic')",0.7805676,0.84018,0.0596124
11,1.0573002,1.1332258,"('unhelpful', 'helpful')",1.0573002,1.1332258,0.0759256
12,-1.775219,-1.7666423,"('unsupportive', 'supportive')",-1.775219,-1.7666423,0.0085767
13,-0.37006962,-0.34710732,"('impolite', 'polite')",-0.3700696,-0.3471073,0.0229623
14,0.25763953,0.2522018,"('antisocial', 'social')",0.2576395,0.2522018,-0.0054377
15,0.15830123,0.07059197,"('boring', 'funny')",0.1583012,0.070592,-0.0877092
16,-0.4988329,-0.51219547,"('unpopular', 'popular')",-0.4988329,-0.5121955,-0.0133626
17,-0.2801756,-0.24181655,"('nasty', 'nice')",-0.2801756,-0.2418166,0.038359
18,-0.23894322,-0.26012814,"('disagreeable', 'welcoming')",-0.2389432,-0.2601281,-0.0211849
19,-0.73384094,-0.79222155,"('inhospitable', 'hospitable')",-0.7338409,-0.7922215,-0.0583806
20,0.76301205,0.7426394,"('rough', 'thoughtful')",0.7630121,0.7426394,-0.0203727
21,-0.48266876,-0.35996532,"('immoral', 'moral')",-0.4826688,-0.3599653,0.1227035
22,-0.48876634,-0.46096087,"('untrustworthy', 'trustworthy')",-0.4887663,-0.4609609,0.0278054
23,5.855815,5.942714,"('insincere', 'sincere')",5.8558149,5.9427142,0.0868993
24,1.2100294,1.1298631,"('dishonest', 'honest')",1.2100294,1.1298631,-0.0801663
25,0.8466946,0.7846881,"('egoistic', 'altruistic')",0.8466946,0.7846881,-0.0620065
26,0.8002861,0.713496,"('hardhearted', 'benevolent')",0.8002861,0.713496,-0.0867901
27,1.4607681,1.3044733,"('hardhearted', 'softhearted')",1.4607681,1.3044733,-0.1562948
28,0.8090054,0.80013895,"('disloyal', 'loyal')",0.8090054,0.800139,-0.0088664
29,-0.7876244,-0.88237125,"('unfair', 'fair')",-0.7876244,-0.8823712,-0.0947468
30,0.8640854,0.8796184,"('intolerant', 'tolerant')",0.8640854,0.8796184,0.015533
31,-0.7529844,-0.82196563,"('evil', 'good')",-0.7529844,-0.8219656,-0.0689812
32,0.54692024,0.523333,"('unkind', 'kind')",0.5469202,0.523333,-0.0235872
33,-0.56784123,-0.6432775,"('wrong', 'right')",-0.5678412,-0.6432775,-0.0754363
34,4.127749,4.249336,"('mean', 'honorable')",4.127749,4.2493358,0.1215868
35,-0.49294412,-0.7761796,"('corrupt', 'incorrupt')",-0.4929441,-0.7761796,-0.2832355
36,-0.4319055,-0.57204366,"('hostile', 'amicable')",-0.4319055,-0.5720437,-0.1401382
37,0.9510133,0.9451914,"('fake', 'genuine')",0.9510133,0.9451914,-0.0058219
38,-0.5796838,-0.5524028,"('untruthful', 'truthful')",-0.5796838,-0.5524028,0.027281
39,0.4704337,0.48470697,"('exploitative', 'cooperative')",0.4704337,0.484707,0.0142733
40,-1.3838603,-1.4224243,"('stingy', 'generous')",-1.3838603,-1.4224243,-0.038564
41,-0.07663375,-0.04719148,"('unforgiving', 'forgiving')",-0.0766338,-0.0471915,0.0294423
42,-2.4426973,-2.3737683,"('unreliable', 'reliable')",-2.4426973,-2.3737683,0.068929
43,0.49406776,0.56460416,"('irresponsible', 'responsible')",0.4940678,0.5646042,0.0705364
44,-0.773996,-0.778395,"('prejudiced', 'unprejudiced')",-0.773996,-0.778395,-0.004399
45,-0.3173385,-0.3055426,"('incompetent', 'competent')",-0.3173385,-0.3055426,0.0117959
46,-0.9134122,-0.8650488,"('uncompetitive', 'competitive')",-0.9134122,-0.8650488,0.0483634
47,4.745963,4.8691907,"('stupid', 'smart')",4.7459631,4.8691907,0.1232276
48,0.2741975,0.29681274,"('unintelligent', 'intelligent')",0.2741975,0.2968127,0.0226152
49,-0.0056460695,-0.02108166,"('unable', 'able')",-0.0056461,-0.0210817,-0.0154356
50,-0.5523728,-0.5367894,"('clumsy', 'skillful')",-0.5523728,-0.5367894,0.0155834
51,0.064660266,0.08078831,"('uneducated', 'educated')",0.0646603,0.0807883,0.016128
52,-0.28083906,-0.39830953,"('irrational', 'rational')",-0.2808391,-0.3983095,-0.1174704
53,-0.041659564,-0.11666846,"('uncreative', 'creative')",-0.0416596,-0.1166685,-0.0750089
54,0.8432221,0.849835,"('incapable', 'capable')",0.8432221,0.849835,0.0066129
55,0.6416089,0.7558839,"('incompetent', 'clever')",0.6416089,0.7558839,0.114275
56,0.1541749,0.21178654,"('impractical', 'practical')",0.1541749,0.2117865,0.0576116
57,-2.8145852,-2.7509353,"('unimaginative', 'imaginative')",-2.8145852,-2.7509353,0.0636499
58,-0.39488697,-0.32518905,"('undiscriminating', 'discriminating')",-0.394887,-0.3251891,0.0696979
59,-0.23224641,-0.24058296,"('foolish', 'wise')",-0.2322464,-0.240583,-0.0083366
60,0.044643328,0.21220145,"('inefficient', 'efficient')",0.0446433,0.2122014,0.1675581
61,0.102182485,-0.040986136,"('illogical', 'logical')",0.1021825,-0.0409861,-0.1431686
62,0.05181682,0.16992119,"('incompetent', 'brilliant')",0.0518168,0.1699212,0.1181044
63,-0.29876065,-0.2085921,"('unperceptive', 'insightful')",-0.2987607,-0.2085921,0.0901686
64,-6.185463,-6.1200676,"('shy', 'confident')",-6.185463,-6.1200676,0.0653954
65,0.28860858,0.42539334,"('insecure', 'secure')",0.2886086,0.4253933,0.1367847
66,-0.2729574,-0.40024096,"('inactive', 'active')",-0.2729574,-0.400241,-0.1272836
67,-0.48647097,-0.47646853,"('doubtful', 'determined')",-0.486471,-0.4764685,0.0100025
68,-0.9125244,-0.9331022,"('dependent', 'independent')",-0.9125244,-0.9331022,-0.0205778
69,-1.8358226,-1.9065702,"('lazy', 'industrious')",-1.8358226,-1.9065702,-0.0707476
70,0.80315644,0.83986163,"('lethargic', 'energetic')",0.8031564,0.8398616,0.0367052
71,0.68687916,0.68731,"('diffident', 'self-confident')",0.6868792,0.68731,0.0004308
72,0.38029984,0.52740175,"('unambitious', 'ambitious')",0.3802998,0.5274017,0.1471019
