,breakthrough_male,breakthrough_female,tuple,average_male,average_female,female-male
0,0.27285853,0.2628554,"('unsociable', 'sociable')",0.2728585,0.2628554,-0.0100031
1,1.9221494,1.6879228,"('unfriendly', 'friendly')",1.9221494,1.6879228,-0.2342266
2,-0.015367052,0.035491794,"('unlikable', 'likable')",-0.0153671,0.0354918,0.0508589
3,0.64480656,0.7747551,"('repellent', 'pleasant')",0.6448066,0.7747551,0.1299485
4,-7.5221157,-7.79781,"('disliked', 'liked')",-7.5221157,-7.7978101,-0.2756944
5,0.0035110638,-0.13689521,"('distant', 'outgoing')",0.0035111,-0.1368952,-0.1404063
6,0.33683386,0.22349939,"('distant', 'open')",0.3368339,0.2234994,-0.1133345
7,0.9521378,1.0773083,"('insensitive', 'sensitive')",0.9521378,1.0773083,0.1251705
8,1.4858663,1.3109804,"('unaffectionate', 'affectionate')",1.4858663,1.3109804,-0.1748859
9,2.299226,2.2464943,"('unaffectionate', 'caring')",2.299226,2.2464943,-0.0527317
10,1.0195316,1.1510551,"('unsympathetic', 'sympathetic')",1.0195316,1.1510551,0.1315235
11,2.1812515,2.279397,"('unhelpful', 'helpful')",2.1812515,2.279397,0.0981455
12,-1.0836064,-1.1618136,"('unsupportive', 'supportive')",-1.0836064,-1.1618136,-0.0782072
13,0.050030664,0.17468077,"('impolite', 'polite')",0.0500307,0.1746808,0.1246501
14,0.05653788,0.052162334,"('antisocial', 'social')",0.0565379,0.0521623,-0.0043756
15,0.7357086,0.6603324,"('boring', 'funny')",0.7357086,0.6603324,-0.0753762
16,-1.1231889,-1.1378022,"('unpopular', 'popular')",-1.1231889,-1.1378022,-0.0146133
17,-0.476861,-0.4902643,"('nasty', 'nice')",-0.476861,-0.4902643,-0.0134033
18,-0.43162614,-0.5099225,"('disagreeable', 'welcoming')",-0.4316261,-0.5099225,-0.0782964
19,-0.41560617,-0.4428475,"('inhospitable', 'hospitable')",-0.4156062,-0.4428475,-0.0272413
20,0.85839564,0.7388006,"('rough', 'thoughtful')",0.8583956,0.7388006,-0.119595
21,-0.1956939,0.028147226,"('immoral', 'moral')",-0.1956939,0.0281472,0.2238411
22,-0.09686218,-0.06649867,"('untrustworthy', 'trustworthy')",-0.0968622,-0.0664987,0.0303635
23,6.883312,7.062238,"('insincere', 'sincere')",6.8833122,7.0622382,0.178926
24,1.5746222,1.5929332,"('dishonest', 'honest')",1.5746222,1.5929332,0.018311
25,0.91040206,0.79445773,"('egoistic', 'altruistic')",0.9104021,0.7944577,-0.1159444
26,1.3855406,1.0376006,"('hardhearted', 'benevolent')",1.3855406,1.0376006,-0.34794
27,1.8987858,1.7610323,"('hardhearted', 'softhearted')",1.8987858,1.7610323,-0.1377535
28,1.4488924,1.33947,"('disloyal', 'loyal')",1.4488924,1.33947,-0.1094224
29,-0.42618042,-0.52882266,"('unfair', 'fair')",-0.4261804,-0.5288227,-0.1026423
30,0.8132444,0.9220154,"('intolerant', 'tolerant')",0.8132444,0.9220154,0.108771
31,-1.4398204,-1.5731896,"('evil', 'good')",-1.4398204,-1.5731896,-0.1333692
32,1.2282729,1.191266,"('unkind', 'kind')",1.2282729,1.1912659,-0.037007
33,0.2745113,0.1391474,"('wrong', 'right')",0.2745113,0.1391474,-0.1353639
