,ambience_male,ambience_female,tuple,average_male,average_female,female-male
0,0.3309863,0.09998319,"('unsociable', 'sociable')",0.3309863,0.0999832,-0.2310031
1,-1.2834631,-1.3269126,"('unfriendly', 'friendly')",-1.2834631,-1.3269126,-0.0434495
2,0.4462617,0.38714913,"('unlikable', 'likable')",0.4462617,0.3871491,-0.0591126
3,-1.1667522,-1.1087028,"('repellent', 'pleasant')",-1.1667522,-1.1087028,0.0580494
4,-1.4875213,-1.3361789,"('disliked', 'liked')",-1.4875213,-1.3361789,0.1513424
5,-0.30226925,-0.21721433,"('distant', 'outgoing')",-0.3022693,-0.2172143,0.085055
6,-0.16708247,-0.092221476,"('distant', 'open')",-0.1670825,-0.0922215,0.074861
7,-0.5138823,-0.32962215,"('insensitive', 'sensitive')",-0.5138823,-0.3296221,0.1842602
8,-1.311529,-1.476159,"('unaffectionate', 'affectionate')",-1.311529,-1.476159,-0.16463
9,-1.2625192,-1.3453346,"('unaffectionate', 'caring')",-1.2625192,-1.3453346,-0.0828154
10,-1.830343,-2.0091157,"('unsympathetic', 'sympathetic')",-1.830343,-2.0091157,-0.1787727
11,0.64936686,0.5121946,"('unhelpful', 'helpful')",0.6493669,0.5121946,-0.1371723
12,-0.9941607,-1.00589,"('unsupportive', 'supportive')",-0.9941607,-1.00589,-0.0117293
13,0.33660516,0.10982333,"('impolite', 'polite')",0.3366052,0.1098233,-0.2267819
14,0.13673848,0.08556053,"('antisocial', 'social')",0.1367385,0.0855605,-0.051178
15,0.09418988,0.005018128,"('boring', 'funny')",0.0941899,0.0050181,-0.0891718
16,0.87568223,0.89184594,"('unpopular', 'popular')",0.8756822,0.8918459,0.0161637
17,0.21997163,0.28029746,"('nasty', 'nice')",0.2199716,0.2802975,0.0603259
18,-0.7178924,-0.6825407,"('disagreeable', 'welcoming')",-0.7178924,-0.6825407,0.0353517
19,-0.8688747,-0.7599345,"('inhospitable', 'hospitable')",-0.8688747,-0.7599345,0.1089402
