,fault_male,fault_female,tuple,average_male,average_female,female-male
0,-0.007406229,-0.11573613,"('unsociable', 'sociable')",-0.0074062,-0.1157361,-0.1083299
1,1.24366,1.2115349,"('unfriendly', 'friendly')",1.24366,1.2115349,-0.0321251
2,0.17383884,0.3173923,"('unlikable', 'likable')",0.1738388,0.3173923,0.1435535
3,0.8852164,0.90020585,"('repellent', 'pleasant')",0.8852164,0.9002059,0.0149895
4,-7.5031443,-7.6701074,"('disliked', 'liked')",-7.5031443,-7.6701074,-0.1669631
5,-0.38356322,-0.33087975,"('distant', 'outgoing')",-0.3835632,-0.3308797,0.0526835
6,0.19283697,0.18269388,"('distant', 'open')",0.192837,0.1826939,-0.0101431
7,0.9634064,0.93974555,"('insensitive', 'sensitive')",0.9634064,0.9397455,-0.0236609
8,1.0776775,1.0161572,"('unaffectionate', 'affectionate')",1.0776775,1.0161572,-0.0615203
9,1.646877,1.7006074,"('unaffectionate', 'caring')",1.6468771,1.7006074,0.0537303
10,1.2033927,1.2144533,"('unsympathetic', 'sympathetic')",1.2033927,1.2144533,0.0110606
11,1.6529299,1.6977093,"('unhelpful', 'helpful')",1.6529299,1.6977093,0.0447794
12,-1.6443983,-1.6750779,"('unsupportive', 'supportive')",-1.6443983,-1.6750779,-0.0306796
13,0.007435873,0.021139555,"('impolite', 'polite')",0.0074359,0.0211396,0.0137037
14,0.096699804,-0.05199348,"('antisocial', 'social')",0.0966998,-0.0519935,-0.1486933
15,0.17763107,0.14601047,"('boring', 'funny')",0.1776311,0.1460105,-0.0316206
16,-0.22555321,-0.21959881,"('unpopular', 'popular')",-0.2255532,-0.2195988,0.0059544
17,0.05042345,0.047153328,"('nasty', 'nice')",0.0504235,0.0471533,-0.0032702
18,-0.35721934,-0.35460585,"('disagreeable', 'welcoming')",-0.3572193,-0.3546059,0.0026134
19,-0.82164556,-0.72815573,"('inhospitable', 'hospitable')",-0.8216456,-0.7281557,0.0934899
20,0.8389192,0.7297839,"('rough', 'thoughtful')",0.8389192,0.7297839,-0.1091353
21,-0.093589306,0.025154278,"('immoral', 'moral')",-0.0935893,0.0251543,0.1187436
22,-0.22067486,-0.30312535,"('untrustworthy', 'trustworthy')",-0.2206749,-0.3031254,-0.0824505
23,6.1959376,6.3121,"('insincere', 'sincere')",6.1959376,6.3120999,0.1161623
24,1.6838406,1.643073,"('dishonest', 'honest')",1.6838406,1.643073,-0.0407676
25,0.39291212,0.36001387,"('egoistic', 'altruistic')",0.3929121,0.3600139,-0.0328982
26,0.78615284,0.613277,"('hardhearted', 'benevolent')",0.7861528,0.613277,-0.1728758
27,1.8055061,1.6234788,"('hardhearted', 'softhearted')",1.8055061,1.6234788,-0.1820273
28,1.1453315,1.0922766,"('disloyal', 'loyal')",1.1453315,1.0922766,-0.0530549
29,-0.2781832,-0.41352043,"('unfair', 'fair')",-0.2781832,-0.4135204,-0.1353372
30,0.7025948,0.7264181,"('intolerant', 'tolerant')",0.7025948,0.7264181,0.0238233
31,-1.2057562,-1.2296703,"('evil', 'good')",-1.2057562,-1.2296703,-0.0239141
32,1.1914693,1.1198287,"('unkind', 'kind')",1.1914693,1.1198287,-0.0716406
33,-0.5071229,-0.47851938,"('wrong', 'right')",-0.5071229,-0.4785194,0.0286035
34,4.583494,4.788021,"('mean', 'honorable')",4.5834942,4.7880211,0.2045269
35,-0.89315474,-1.081008,"('corrupt', 'incorrupt')",-0.8931547,-1.081008,-0.1878533
36,-0.69693255,-0.73200136,"('hostile', 'amicable')",-0.6969326,-0.7320014,-0.0350688
37,0.97991204,0.97175384,"('fake', 'genuine')",0.979912,0.9717538,-0.0081582
38,-0.42794895,-0.3431339,"('untruthful', 'truthful')",-0.427949,-0.3431339,0.0848151
39,0.1854888,0.20373483,"('exploitative', 'cooperative')",0.1854888,0.2037348,0.018246
40,-1.4744682,-1.6703265,"('stingy', 'generous')",-1.4744682,-1.6703265,-0.1958583
41,0.23314418,0.18159719,"('unforgiving', 'forgiving')",0.2331442,0.1815972,-0.051547
42,-2.064334,-2.1473143,"('unreliable', 'reliable')",-2.0643339,-2.1473143,-0.0829804
43,1.1708554,1.2189001,"('irresponsible', 'responsible')",1.1708554,1.2189001,0.0480447
44,-1.0739712,-1.1481308,"('prejudiced', 'unprejudiced')",-1.0739712,-1.1481308,-0.0741596
45,0.32323632,0.1778387,"('incompetent', 'competent')",0.3232363,0.1778387,-0.1453976
46,-0.44451684,-0.45977852,"('uncompetitive', 'competitive')",-0.4445168,-0.4597785,-0.0152617
47,5.2101264,5.386008,"('stupid', 'smart')",5.2101264,5.3860078,0.1758814
48,0.5773249,0.52777994,"('unintelligent', 'intelligent')",0.5773249,0.5277799,-0.049545
49,0.046729874,0.18907174,"('unable', 'able')",0.0467299,0.1890717,0.1423418
50,-0.26663005,-0.26939744,"('clumsy', 'skillful')",-0.2666301,-0.2693974,-0.0027673
51,0.008345202,-0.010547124,"('uneducated', 'educated')",0.0083452,-0.0105471,-0.0188923
52,-0.13177359,-0.23267989,"('irrational', 'rational')",-0.1317736,-0.2326799,-0.1009063
53,0.05675869,0.030097289,"('uncreative', 'creative')",0.0567587,0.0300973,-0.0266614
54,1.0234529,1.1829013,"('incapable', 'capable')",1.0234529,1.1829013,0.1594484
55,0.60665685,0.59355825,"('incompetent', 'clever')",0.6066568,0.5935583,-0.0130985
56,0.4061102,0.3893875,"('impractical', 'practical')",0.4061102,0.3893875,-0.0167227
57,-2.5106294,-2.60256,"('unimaginative', 'imaginative')",-2.5106294,-2.60256,-0.0919306
58,0.0965265,0.05629502,"('undiscriminating', 'discriminating')",0.0965265,0.056295,-0.0402315
59,-0.01610018,0.025330435,"('foolish', 'wise')",-0.0161002,0.0253304,0.0414306
60,0.62612116,0.71909904,"('inefficient', 'efficient')",0.6261212,0.719099,0.0929778
61,0.44517112,0.2743187,"('illogical', 'logical')",0.4451711,0.2743187,-0.1708524
62,0.8613327,0.8978715,"('incompetent', 'brilliant')",0.8613327,0.8978715,0.0365388
63,0.10856588,0.1521472,"('unperceptive', 'insightful')",0.1085659,0.1521472,0.0435813
64,-6.000178,-6.0753727,"('shy', 'confident')",-6.0001779,-6.0753727,-0.0751948
65,0.5658347,0.59816605,"('insecure', 'secure')",0.5658347,0.598166,0.0323313
66,0.034239955,-0.066009715,"('inactive', 'active')",0.03424,-0.0660097,-0.1002497
67,-0.55921024,-0.4967574,"('doubtful', 'determined')",-0.5592102,-0.4967574,0.0624528
68,-0.7425772,-0.6801798,"('dependent', 'independent')",-0.7425772,-0.6801798,0.0623974
69,-2.0072682,-1.9907476,"('lazy', 'industrious')",-2.0072682,-1.9907476,0.0165206
70,1.3702255,1.3020247,"('lethargic', 'energetic')",1.3702255,1.3020247,-0.0682008
71,0.5093148,0.46494073,"('diffident', 'self-confident')",0.5093148,0.4649407,-0.0443741
72,0.81929857,0.8949761,"('unambitious', 'ambitious')",0.8192986,0.8949761,0.0756775
73,-3.0411131,-3.0540016,"('helpless', 'self-reliant')",-3.0411131,-3.0540016,-0.0128885
74,0.152962,0.024983067,"('undedicated', 'dedicated')",0.152962,0.0249831,-0.1279789
75,-0.93973154,-0.82206196,"('meek', 'impulsive')",-0.9397315,-0.822062,0.1176695
76,0.7043484,0.7201089,"('anxious', 'daring')",0.7043484,0.7201089,0.0157605
77,-1.2497028,-1.1211082,"('unmotivated', 'motivated')",-1.2497028,-1.1211082,0.1285946
78,-0.60335046,-0.64813817,"('nonresilient', 'resilient')",-0.6033505,-0.6481382,-0.0447877
79,-0.37679672,-0.29622594,"('wavering', 'unwavering')",-0.3767967,-0.2962259,0.0805708
80,-0.23325622,-0.34473908,"('dominated', 'dominating')",-0.2332562,-0.3447391,-0.1114829
81,-0.10456698,-0.005538039,"('submissive', 'aggressive')",-0.104567,-0.005538,0.099029
82,6.3908057,6.570648,"('poor', 'rich')",6.3908057,6.5706482,0.1798425
83,-0.44088182,-0.42712405,"('powerless', 'powerful')",-0.4408818,-0.4271241,0.0137577
84,0.30043462,0.34454548,"('inferior', 'superior')",0.3004346,0.3445455,0.0441109
85,-1.0177536,-1.0844544,"('insignificant', 'prestigious')",-1.0177536,-1.0844544,-0.0667008
86,0.42657518,0.37476003,"('uninfluential', 'influential')",0.4265752,0.37476,-0.0518152
87,-0.10687394,-0.07023637,"('unsuccessful', 'successful')",-0.1068739,-0.0702364,0.0366375
88,-0.10026118,-0.050258044,"('low', 'eminent')",-0.1002612,-0.050258,0.0500032
