,awe_male,awe_female,tuple,average_male,average_female,female-male
0,-0.14215238,-0.17570937,"('unsociable', 'sociable')",-0.1421524,-0.1757094,-0.033557
1,1.1018937,1.0687481,"('unfriendly', 'friendly')",1.1018937,1.0687481,-0.0331456
2,0.23217008,0.42146406,"('unlikable', 'likable')",0.2321701,0.4214641,0.189294
3,0.876007,0.9458167,"('repellent', 'pleasant')",0.876007,0.9458167,0.0698097
4,-7.110484,-7.3447037,"('disliked', 'liked')",-7.1104841,-7.3447037,-0.2342196
5,-0.34092954,-0.3390897,"('distant', 'outgoing')",-0.3409295,-0.3390897,0.0018398
6,0.15142027,0.08804502,"('distant', 'open')",0.1514203,0.088045,-0.0633753
7,0.930254,0.96746045,"('insensitive', 'sensitive')",0.930254,0.9674605,0.0372065
8,0.9728284,0.9024062,"('unaffectionate', 'affectionate')",0.9728284,0.9024062,-0.0704222
9,1.4123297,1.468157,"('unaffectionate', 'caring')",1.4123297,1.4681571,0.0558274
10,1.0266341,1.0990624,"('unsympathetic', 'sympathetic')",1.0266341,1.0990624,0.0724283
11,1.4058763,1.4966711,"('unhelpful', 'helpful')",1.4058763,1.4966711,0.0907948
12,-1.5449842,-1.5564024,"('unsupportive', 'supportive')",-1.5449842,-1.5564024,-0.0114182
13,-0.08370402,0.026607491,"('impolite', 'polite')",-0.083704,0.0266075,0.1103115
14,-0.12770452,-0.22117199,"('antisocial', 'social')",-0.1277045,-0.221172,-0.0934675
15,0.19948488,0.09182067,"('boring', 'funny')",0.1994849,0.0918207,-0.1076642
16,-0.25065154,-0.22358085,"('unpopular', 'popular')",-0.2506515,-0.2235809,0.0270706
17,-0.07828438,-0.08569206,"('nasty', 'nice')",-0.0782844,-0.0856921,-0.0074077
18,-0.21023016,-0.21344578,"('disagreeable', 'welcoming')",-0.2102302,-0.2134458,-0.0032156
19,-0.82662714,-0.7905165,"('inhospitable', 'hospitable')",-0.8266271,-0.7905165,0.0361106
20,0.96697116,0.90081924,"('rough', 'thoughtful')",0.9669712,0.9008192,-0.066152
21,-0.17106858,0.023150392,"('immoral', 'moral')",-0.1710686,0.0231504,0.194219
22,-0.2557568,-0.27900234,"('untrustworthy', 'trustworthy')",-0.2557568,-0.2790023,-0.0232455
