,space_male,space_female,tuple,average_male,average_female,female-male
0,-0.29369426,-0.42646265,"('unsociable', 'sociable')",-0.2936943,-0.4264627,-0.1327684
1,1.5359175,1.4822739,"('unfriendly', 'friendly')",1.5359175,1.4822739,-0.0536436
2,0.4176929,0.5835719,"('unlikable', 'likable')",0.4176929,0.5835719,0.165879
3,0.4391092,0.67507446,"('repellent', 'pleasant')",0.4391092,0.6750745,0.2359653
4,-7.1653194,-7.08878,"('disliked', 'liked')",-7.1653194,-7.0887799,0.0765395
5,-0.28178737,-0.24383317,"('distant', 'outgoing')",-0.2817874,-0.2438332,0.0379542
6,-0.0075725913,0.047416486,"('distant', 'open')",-0.0075726,0.0474165,0.0549891
7,0.8681465,0.9826652,"('insensitive', 'sensitive')",0.8681465,0.9826652,0.1145187
8,1.346255,1.3228157,"('unaffectionate', 'affectionate')",1.3462549,1.3228157,-0.0234392
9,1.8618213,1.8883462,"('unaffectionate', 'caring')",1.8618213,1.8883462,0.0265249
10,0.5631268,0.6367516,"('unsympathetic', 'sympathetic')",0.5631268,0.6367516,0.0736248
11,2.1726058,2.228109,"('unhelpful', 'helpful')",2.1726058,2.2281089,0.0555031
12,-1.3580192,-1.3289789,"('unsupportive', 'supportive')",-1.3580192,-1.3289789,0.0290403
13,-0.04694223,-0.0777011,"('impolite', 'polite')",-0.0469422,-0.0777011,-0.0307589
14,-0.23527576,-0.21628183,"('antisocial', 'social')",-0.2352758,-0.2162818,0.018994
15,0.21874268,0.24444196,"('boring', 'funny')",0.2187427,0.244442,0.0256993
16,0.001519382,0.04953456,"('unpopular', 'popular')",0.0015194,0.0495346,0.0480152
17,0.021144958,0.08371049,"('nasty', 'nice')",0.021145,0.0837105,0.0625655
18,-0.67148805,-0.6785786,"('disagreeable', 'welcoming')",-0.671488,-0.6785786,-0.0070906
19,-0.38094318,-0.3141002,"('inhospitable', 'hospitable')",-0.3809432,-0.3141002,0.066843
20,0.6636579,0.56900096,"('rough', 'thoughtful')",0.6636579,0.569001,-0.0946569
21,-0.3389496,-0.21919312,"('immoral', 'moral')",-0.3389496,-0.2191931,0.1197565
22,-0.5270056,-0.47040328,"('untrustworthy', 'trustworthy')",-0.5270056,-0.4704033,0.0566023
23,6.6402116,6.694275,"('insincere', 'sincere')",6.6402116,6.6942749,0.0540633
24,1.6655244,1.7338269,"('dishonest', 'honest')",1.6655244,1.7338269,0.0683025
25,0.69656545,0.67112535,"('egoistic', 'altruistic')",0.6965654,0.6711254,-0.02544
26,0.34005588,0.31503302,"('hardhearted', 'benevolent')",0.3400559,0.315033,-0.0250229
27,1.3097594,1.3198774,"('hardhearted', 'softhearted')",1.3097594,1.3198774,0.010118
28,1.1152712,1.0637828,"('disloyal', 'loyal')",1.1152712,1.0637828,-0.0514884
29,-0.33472976,-0.44813788,"('unfair', 'fair')",-0.3347298,-0.4481379,-0.1134081
30,0.8894732,0.8178254,"('intolerant', 'tolerant')",0.8894732,0.8178254,-0.0716478
31,-1.0270582,-1.0242221,"('evil', 'good')",-1.0270582,-1.0242221,0.0028361
32,1.1882963,1.1784083,"('unkind', 'kind')",1.1882963,1.1784083,-0.009888
33,0.01923514,-0.056253675,"('wrong', 'right')",0.0192351,-0.0562537,-0.0754888
34,4.7232327,4.894054,"('mean', 'honorable')",4.7232327,4.8940539,0.1708212
35,-0.565564,-0.63898015,"('corrupt', 'incorrupt')",-0.565564,-0.6389802,-0.0734162
36,-0.241516,-0.3209015,"('hostile', 'amicable')",-0.241516,-0.3209015,-0.0793855
37,0.71906453,0.69654465,"('fake', 'genuine')",0.7190645,0.6965446,-0.0225199
38,0.5260619,0.43022567,"('untruthful', 'truthful')",0.5260619,0.4302257,-0.0958362
39,0.2691789,0.20858479,"('exploitative', 'cooperative')",0.2691789,0.2085848,-0.0605941
40,-1.6849003,-1.6801865,"('stingy', 'generous')",-1.6849003,-1.6801865,0.0047138
41,0.060174,-0.022013582,"('unforgiving', 'forgiving')",0.060174,-0.0220136,-0.0821876
42,-2.3023443,-2.1261668,"('unreliable', 'reliable')",-2.3023443,-2.1261668,0.1761775
43,0.90375334,0.88769805,"('irresponsible', 'responsible')",0.9037533,0.8876981,-0.0160552
44,-1.1182185,-1.1939688,"('prejudiced', 'unprejudiced')",-1.1182185,-1.1939688,-0.0757503
45,-0.0961642,0.035788506,"('incompetent', 'competent')",-0.0961642,0.0357885,0.1319527
46,-1.0739958,-0.99807787,"('uncompetitive', 'competitive')",-1.0739958,-0.9980779,0.0759179
47,5.619845,5.8095646,"('stupid', 'smart')",5.6198449,5.8095646,0.1897197
48,0.94039714,0.8614512,"('unintelligent', 'intelligent')",0.9403971,0.8614512,-0.0789459
49,0.04010089,0.19920188,"('unable', 'able')",0.0401009,0.1992019,0.159101
50,-0.01543868,0.14259419,"('clumsy', 'skillful')",-0.0154387,0.1425942,0.1580329
51,0.40907317,0.4714598,"('uneducated', 'educated')",0.4090732,0.4714598,0.0623866
52,0.051281143,-0.013195582,"('irrational', 'rational')",0.0512811,-0.0131956,-0.0644767
53,0.5100035,0.49343514,"('uncreative', 'creative')",0.5100035,0.4934351,-0.0165684
54,1.3381007,1.4542731,"('incapable', 'capable')",1.3381007,1.4542731,0.1161724
55,0.34644008,0.39435148,"('incompetent', 'clever')",0.3464401,0.3943515,0.0479114
56,0.6601416,0.6999283,"('impractical', 'practical')",0.6601416,0.6999283,0.0397867
57,-2.9767067,-2.851773,"('unimaginative', 'imaginative')",-2.9767067,-2.851773,0.1249337
58,-0.24025072,-0.2395044,"('undiscriminating', 'discriminating')",-0.2402507,-0.2395044,0.0007463
59,0.40709352,0.49123108,"('foolish', 'wise')",0.4070935,0.4912311,0.0841376
60,0.38730344,0.36898452,"('inefficient', 'efficient')",0.3873034,0.3689845,-0.0183189
61,0.37238306,0.19722936,"('illogical', 'logical')",0.3723831,0.1972294,-0.1751537
62,1.1302624,1.2792026,"('incompetent', 'brilliant')",1.1302624,1.2792026,0.1489402
63,0.49618113,0.5518142,"('unperceptive', 'insightful')",0.4961811,0.5518142,0.0556331
64,-6.343941,-6.270174,"('shy', 'confident')",-6.3439412,-6.270174,0.0737672
65,0.30879694,0.3789776,"('insecure', 'secure')",0.3087969,0.3789776,0.0701807
66,-0.17211497,-0.16613153,"('inactive', 'active')",-0.172115,-0.1661315,0.0059835
67,-0.39816153,-0.44480777,"('doubtful', 'determined')",-0.3981615,-0.4448078,-0.0466463
68,-0.7436924,-0.7931311,"('dependent', 'independent')",-0.7436924,-0.7931311,-0.0494387
69,-1.3311474,-1.3316716,"('lazy', 'industrious')",-1.3311474,-1.3316716,-0.0005242
70,0.66129583,0.80081403,"('lethargic', 'energetic')",0.6612958,0.800814,0.1395182
71,0.6793907,0.7797294,"('diffident', 'self-confident')",0.6793907,0.7797294,0.1003387
72,0.74754643,0.83422565,"('unambitious', 'ambitious')",0.7475464,0.8342257,0.0866793
73,-3.1425111,-3.0150194,"('helpless', 'self-reliant')",-3.1425111,-3.0150194,0.1274917
74,0.00535509,0.0047636703,"('undedicated', 'dedicated')",0.0053551,0.0047637,-0.0005914
75,-0.9182746,-0.76193994,"('meek', 'impulsive')",-0.9182746,-0.7619399,0.1563347
76,0.3771705,0.35495037,"('anxious', 'daring')",0.3771705,0.3549504,-0.0222201
77,-1.1211525,-1.086985,"('unmotivated', 'motivated')",-1.1211525,-1.086985,0.0341675
78,-0.52145046,-0.5280429,"('nonresilient', 'resilient')",-0.5214505,-0.5280429,-0.0065924
79,0.17682035,0.18718666,"('wavering', 'unwavering')",0.1768204,0.1871867,0.0103663
80,-0.1735307,-0.19729911,"('dominated', 'dominating')",-0.1735307,-0.1972991,-0.0237684
81,-0.107006386,-0.04552217,"('submissive', 'aggressive')",-0.1070064,-0.0455222,0.0614842
82,6.367425,6.630984,"('poor', 'rich')",6.367425,6.6309838,0.2635588
83,-0.30651698,-0.4023761,"('powerless', 'powerful')",-0.306517,-0.4023761,-0.0958591
84,0.23521204,0.18586583,"('inferior', 'superior')",0.235212,0.1858658,-0.0493462
85,-0.80079305,-0.9339444,"('insignificant', 'prestigious')",-0.8007931,-0.9339444,-0.1331513
86,0.33068776,0.33687806,"('uninfluential', 'influential')",0.3306878,0.3368781,0.0061903
87,0.28960404,0.4925968,"('unsuccessful', 'successful')",0.289604,0.4925968,0.2029928
88,-0.27924874,-0.21332037,"('low', 'eminent')",-0.2792487,-0.2133204,0.0659283
