,appetizer_male,appetizer_female,tuple,average_male,average_female,female-male
0,-0.33928645,-0.2992206,"('unsociable', 'sociable')",-0.3392864,-0.2992206,0.0400658
1,-0.32464534,-0.23943931,"('unfriendly', 'friendly')",-0.3246453,-0.2394393,0.085206
2,-0.040282853,0.01654594,"('unlikable', 'likable')",-0.0402829,0.0165459,0.0568288
3,-1.9883578,-1.8644481,"('repellent', 'pleasant')",-1.9883578,-1.8644481,0.1239097
4,-1.7309259,-1.660654,"('disliked', 'liked')",-1.7309259,-1.6606539,0.070272
5,0.3890754,0.43518943,"('distant', 'outgoing')",0.3890754,0.4351894,0.046114
6,1.0293388,1.0960264,"('distant', 'open')",1.0293388,1.0960264,0.0666876
7,-1.3753246,-1.273145,"('insensitive', 'sensitive')",-1.3753246,-1.273145,0.1021796
8,-0.27706832,-0.30262285,"('unaffectionate', 'affectionate')",-0.2770683,-0.3026229,-0.0255546
9,-0.7021116,-0.6809934,"('unaffectionate', 'caring')",-0.7021116,-0.6809934,0.0211182
10,-1.4611073,-1.3634291,"('unsympathetic', 'sympathetic')",-1.4611073,-1.3634291,0.0976782
11,-0.77111346,-0.68820655,"('unhelpful', 'helpful')",-0.7711135,-0.6882066,0.0829069
12,-1.7079525,-1.5890481,"('unsupportive', 'supportive')",-1.7079525,-1.5890481,0.1189044
13,-0.365847,-0.39056018,"('impolite', 'polite')",-0.365847,-0.3905602,-0.0247132
14,-1.106785,-1.1000298,"('antisocial', 'social')",-1.1067851,-1.1000298,0.0067553
15,1.1614242,1.0955269,"('boring', 'funny')",1.1614242,1.0955269,-0.0658973
16,0.50929177,0.5874875,"('unpopular', 'popular')",0.5092918,0.5874875,0.0781957
17,-0.30653304,-0.2292684,"('nasty', 'nice')",-0.306533,-0.2292684,0.0772646
18,-0.70513296,-0.6351317,"('disagreeable', 'welcoming')",-0.705133,-0.6351317,0.0700013
19,-0.24889836,-0.1646969,"('inhospitable', 'hospitable')",-0.2488984,-0.1646969,0.0842015
20,0.68914866,0.6584793,"('rough', 'thoughtful')",0.6891487,0.6584793,-0.0306694
21,-0.9941498,-0.9112373,"('immoral', 'moral')",-0.9941498,-0.9112373,0.0829125
22,-0.8091399,-0.7909266,"('untrustworthy', 'trustworthy')",-0.8091399,-0.7909266,0.0182133
23,0.16334483,0.24890342,"('insincere', 'sincere')",0.1633448,0.2489034,0.0855586
24,-0.9108959,-0.9441056,"('dishonest', 'honest')",-0.9108959,-0.9441056,-0.0332097
25,0.937266,0.87619764,"('egoistic', 'altruistic')",0.937266,0.8761976,-0.0610684
26,0.6404966,0.6081811,"('hardhearted', 'benevolent')",0.6404966,0.6081811,-0.0323155
27,0.6303705,0.52862775,"('hardhearted', 'softhearted')",0.6303705,0.5286278,-0.1017427
28,0.06583009,0.07454523,"('disloyal', 'loyal')",0.0658301,0.0745452,0.0087151
29,-0.36276603,-0.37869444,"('unfair', 'fair')",-0.362766,-0.3786944,-0.0159284
30,-1.1507814,-1.077122,"('intolerant', 'tolerant')",-1.1507814,-1.077122,0.0736594
31,-0.56514406,-0.46440905,"('evil', 'good')",-0.5651441,-0.4644091,0.100735
32,-0.1937148,-0.23265728,"('unkind', 'kind')",-0.1937148,-0.2326573,-0.0389425
33,0.28952566,0.2600899,"('wrong', 'right')",0.2895257,0.2600899,-0.0294358
34,1.0234845,1.2095,"('mean', 'honorable')",1.0234845,1.2095,0.1860155
35,1.8025342,1.6638265,"('corrupt', 'incorrupt')",1.8025342,1.6638265,-0.1387077
36,0.28420544,0.34162194,"('hostile', 'amicable')",0.2842054,0.3416219,0.0574165
37,-0.24743173,-0.25225762,"('fake', 'genuine')",-0.2474317,-0.2522576,-0.0048259
38,-0.17079471,-0.1259803,"('untruthful', 'truthful')",-0.1707947,-0.1259803,0.0448144
39,0.15816489,0.11584726,"('exploitative', 'cooperative')",0.1581649,0.1158473,-0.0423176
40,-1.6770937,-1.6453197,"('stingy', 'generous')",-1.6770937,-1.6453197,0.031774
41,-0.63517207,-0.5093685,"('unforgiving', 'forgiving')",-0.6351721,-0.5093685,0.1258036
42,-0.7985756,-0.7173626,"('unreliable', 'reliable')",-0.7985756,-0.7173626,0.081213
43,-0.6666227,-0.6029184,"('irresponsible', 'responsible')",-0.6666227,-0.6029184,0.0637043
44,0.1496181,0.08902043,"('prejudiced', 'unprejudiced')",0.1496181,0.0890204,-0.0605977
45,-1.4323235,-1.2119023,"('incompetent', 'competent')",-1.4323235,-1.2119023,0.2204212
46,-1.4554036,-1.3597661,"('uncompetitive', 'competitive')",-1.4554036,-1.3597661,0.0956375
47,1.5125638,1.5339525,"('stupid', 'smart')",1.5125638,1.5339525,0.0213887
48,-0.7859731,-0.756646,"('unintelligent', 'intelligent')",-0.7859731,-0.756646,0.0293271
49,-0.08985951,-0.045083553,"('unable', 'able')",-0.0898595,-0.0450836,0.0447759
50,0.33113045,0.34690782,"('clumsy', 'skillful')",0.3311304,0.3469078,0.0157774
51,-0.8096907,-0.81601757,"('uneducated', 'educated')",-0.8096907,-0.8160176,-0.0063269
52,0.085406005,-0.018650299,"('irrational', 'rational')",0.085406,-0.0186503,-0.1040563
53,-1.011095,-0.97551954,"('uncreative', 'creative')",-1.011095,-0.9755195,0.0355755
54,1.060469,1.0578594,"('incapable', 'capable')",1.060469,1.0578594,-0.0026096
55,-0.65521795,-0.55699474,"('incompetent', 'clever')",-0.6552179,-0.5569947,0.0982232
56,-0.075566515,0.024631176,"('impractical', 'practical')",-0.0755665,0.0246312,0.1001977
57,-2.0632603,-1.9927216,"('unimaginative', 'imaginative')",-2.0632603,-1.9927216,0.0705387
58,-0.99260896,-0.92722744,"('undiscriminating', 'discriminating')",-0.992609,-0.9272274,0.0653816
59,-0.19892614,-0.264751,"('foolish', 'wise')",-0.1989261,-0.264751,-0.0658249
60,-0.348221,-0.2762164,"('inefficient', 'efficient')",-0.348221,-0.2762164,0.0720046
61,-0.686233,-0.7044471,"('illogical', 'logical')",-0.686233,-0.7044471,-0.0182141
62,-0.8792886,-0.7508264,"('incompetent', 'brilliant')",-0.8792886,-0.7508264,0.1284622
63,-0.67043716,-0.49494275,"('unperceptive', 'insightful')",-0.6704372,-0.4949428,0.1754944
64,-2.6476364,-2.6500733,"('shy', 'confident')",-2.6476364,-2.6500733,-0.0024369
65,-1.591065,-1.6484426,"('insecure', 'secure')",-1.591065,-1.6484426,-0.0573776
66,-0.098745905,-0.09865435,"('inactive', 'active')",-0.0987459,-0.0986544,9.15e-05
67,0.38795066,0.38554502,"('doubtful', 'determined')",0.3879507,0.385545,-0.0024057
68,-0.7174315,-0.7644864,"('dependent', 'independent')",-0.7174315,-0.7644864,-0.0470549
69,1.1806489,1.1031281,"('lazy', 'industrious')",1.1806489,1.1031281,-0.0775208
70,-0.9022075,-0.8520375,"('lethargic', 'energetic')",-0.9022075,-0.8520375,0.05017
71,0.12444439,0.21401538,"('diffident', 'self-confident')",0.1244444,0.2140154,0.089571
72,-1.023927,-1.0835522,"('unambitious', 'ambitious')",-1.023927,-1.0835522,-0.0596252
73,-0.5289264,-0.55546445,"('helpless', 'self-reliant')",-0.5289264,-0.5554644,-0.026538
74,0.16207673,0.24320617,"('undedicated', 'dedicated')",0.1620767,0.2432062,0.0811295
75,0.12848839,0.19053885,"('meek', 'impulsive')",0.1284884,0.1905389,0.0620505
76,-0.10211511,-0.032717697,"('anxious', 'daring')",-0.1021151,-0.0327177,0.0693974
77,-0.68905884,-0.54736614,"('unmotivated', 'motivated')",-0.6890588,-0.5473661,0.1416927
78,0.37390652,0.46523792,"('nonresilient', 'resilient')",0.3739065,0.4652379,0.0913314
79,0.74563885,0.8097013,"('wavering', 'unwavering')",0.7456388,0.8097013,0.0640625
80,-0.6084938,-0.6714246,"('dominated', 'dominating')",-0.6084938,-0.6714246,-0.0629308
81,-1.1442857,-1.090088,"('submissive', 'aggressive')",-1.1442857,-1.090088,0.0541977
82,0.78418225,0.9099343,"('poor', 'rich')",0.7841823,0.9099343,0.125752
83,-0.58602196,-0.60271776,"('powerless', 'powerful')",-0.586022,-0.6027178,-0.0166958
84,0.43991435,0.3690873,"('inferior', 'superior')",0.4399143,0.3690873,-0.070827
85,0.97051024,1.0107538,"('insignificant', 'prestigious')",0.9705102,1.0107538,0.0402436
86,-1.8601775,-1.8142574,"('uninfluential', 'influential')",-1.8601775,-1.8142574,0.0459201
87,-0.17282818,-0.101240665,"('unsuccessful', 'successful')",-0.1728282,-0.1012407,0.0715875
88,0.21546023,0.21197729,"('low', 'eminent')",0.2154602,0.2119773,-0.0034829
