,yarmulke_male,yarmulke_female,tuple,average_male,average_female,female-male
0,-0.9807448,-1.0591086,"('unsociable', 'sociable')",-0.9807448,-1.0591086,-0.0783638
1,0.20603025,-0.007987522,"('unfriendly', 'friendly')",0.2060302,-0.0079875,-0.2140177
2,0.76666594,0.86461115,"('unlikable', 'likable')",0.7666659,0.8646111,0.0979452
3,-1.1071738,-0.91225874,"('repellent', 'pleasant')",-1.1071738,-0.9122587,0.1949151
4,-0.50496477,-0.56192696,"('disliked', 'liked')",-0.5049648,-0.561927,-0.0569622
5,0.81843877,0.60384774,"('distant', 'outgoing')",0.8184388,0.6038477,-0.2145911
6,0.6862704,0.47303876,"('distant', 'open')",0.6862704,0.4730388,-0.2132316
7,-0.32872415,-0.19271077,"('insensitive', 'sensitive')",-0.3287241,-0.1927108,0.1360133
8,0.38901228,0.20381728,"('unaffectionate', 'affectionate')",0.3890123,0.2038173,-0.185195
9,0.04241959,-0.08263882,"('unaffectionate', 'caring')",0.0424196,-0.0826388,-0.1250584
10,-1.1938187,-1.1729451,"('unsympathetic', 'sympathetic')",-1.1938187,-1.1729451,0.0208736
11,-1.0101625,-1.0220569,"('unhelpful', 'helpful')",-1.0101625,-1.0220569,-0.0118944
12,-0.99034345,-0.96522546,"('unsupportive', 'supportive')",-0.9903435,-0.9652255,0.025118
13,-1.2555192,-1.2096106,"('impolite', 'polite')",-1.2555192,-1.2096106,0.0459086
14,-0.68838364,-0.45379663,"('antisocial', 'social')",-0.6883836,-0.4537966,0.234587
15,0.93486106,0.8319466,"('boring', 'funny')",0.9348611,0.8319466,-0.1029145
16,0.027720207,-0.06761567,"('unpopular', 'popular')",0.0277202,-0.0676157,-0.0953359
17,-0.4079811,-0.40103048,"('nasty', 'nice')",-0.4079811,-0.4010305,0.0069506
18,0.21456371,0.3100068,"('disagreeable', 'welcoming')",0.2145637,0.3100068,0.0954431
19,0.30452207,0.12930001,"('inhospitable', 'hospitable')",0.3045221,0.1293,-0.1752221
20,-1.0610982,-0.92574185,"('rough', 'thoughtful')",-1.0610982,-0.9257419,0.1353563
21,-1.5250173,-1.3457712,"('immoral', 'moral')",-1.5250173,-1.3457712,0.1792461
22,-0.40040603,-0.2673762,"('untrustworthy', 'trustworthy')",-0.400406,-0.2673762,0.1330298
23,0.1213837,0.15067357,"('insincere', 'sincere')",0.1213837,0.1506736,0.0292899
24,0.14605345,0.13695098,"('dishonest', 'honest')",0.1460534,0.136951,-0.0091024
25,0.6141092,0.5078821,"('egoistic', 'altruistic')",0.6141092,0.5078821,-0.1062271
26,0.97963274,0.8236598,"('hardhearted', 'benevolent')",0.9796327,0.8236598,-0.1559729
27,0.5372613,0.43652973,"('hardhearted', 'softhearted')",0.5372613,0.4365297,-0.1007316
28,-0.43263683,-0.5093454,"('disloyal', 'loyal')",-0.4326368,-0.5093454,-0.0767086
29,-0.21673931,-0.23995222,"('unfair', 'fair')",-0.2167393,-0.2399522,-0.0232129
30,0.02573378,0.07379022,"('intolerant', 'tolerant')",0.0257338,0.0737902,0.0480564
31,0.17620954,0.07990915,"('evil', 'good')",0.1762095,0.0799092,-0.0963003
32,-0.30706978,-0.40384436,"('unkind', 'kind')",-0.3070698,-0.4038444,-0.0967746
33,0.05815237,0.03929848,"('wrong', 'right')",0.0581524,0.0392985,-0.0188539
34,0.6925967,0.70382774,"('mean', 'honorable')",0.6925967,0.7038277,0.011231
35,1.6491557,1.4028959,"('corrupt', 'incorrupt')",1.6491557,1.4028959,-0.2462598
