,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,female-male
0,-0.11591564,-0.26907134,"('unsociable', 'sociable')",-0.13966274,-0.17335162,-0.1277892,-0.2212115,-0.0934223
1,0.6819948,0.8322447,"('unfriendly', 'friendly')",1.9469305,1.9310199,1.3144627,1.3816323,0.0671696
2,1.0307461,1.0959849,"('unlikable', 'likable')",0.79726833,0.8365768,0.9140072,0.9662809,0.0522737
3,-0.82647455,-0.7711813,"('repellent', 'pleasant')",0.04177656,0.14768687,-0.392349,-0.3117472,0.0806018
4,-0.5021077,-0.44486916,"('disliked', 'liked')",-7.2147784,-7.3458247,-3.858443,-3.8953469,-0.0369039
5,-0.2447664,-0.08263934,"('distant', 'outgoing')",-0.038920105,-0.050812855,-0.1418433,-0.0667261,0.0751172
6,-0.4668039,-0.22032033,"('distant', 'open')",-0.09180504,-0.11046529,-0.2793045,-0.1653928,0.1139117
7,0.25916907,0.22469863,"('insensitive', 'sensitive')",0.69977766,0.8378051,0.4794734,0.5312518,0.0517784
8,0.6589728,0.82327724,"('unaffectionate', 'affectionate')",0.85809135,0.82039446,0.758532,0.8218359,0.0633039
9,1.4164137,1.5447973,"('unaffectionate', 'caring')",1.638337,1.6277457,1.5273753,1.5862715,0.0588962
10,0.009054501,-0.07925423,"('unsympathetic', 'sympathetic')",-0.07621106,-0.057744697,-0.0335783,-0.0684995,-0.0349212
11,-0.29212135,-0.35293296,"('unhelpful', 'helpful')",2.3817098,2.3627875,1.0447942,1.0049273,-0.0398669
12,1.2934688,1.4239932,"('unsupportive', 'supportive')",-1.0249885,-0.9915805,0.1342402,0.2162064,0.0819662
13,-0.35043344,-0.62547326,"('impolite', 'polite')",0.14541972,0.11538417,-0.1025069,-0.2550445,-0.1525376
14,0.063107885,-0.11651885,"('antisocial', 'social')",-0.22715954,-0.25865564,-0.0820258,-0.1875872,-0.1055614
15,1.355995,1.2953635,"('boring', 'funny')",0.22826263,0.18993104,0.7921289,0.7426473,-0.0494816
16,-0.5449326,-0.3969592,"('unpopular', 'popular')",0.65870106,0.70104873,0.0568842,0.1520448,0.0951606
17,-0.54636174,-0.49228868,"('nasty', 'nice')",-0.7928079,-0.74136,-0.6695848,-0.6168243,0.0527605
18,0.2872367,0.32156855,"('disagreeable', 'welcoming')",-0.29749233,-0.31212133,-0.0051278,0.0047236,0.0098514
19,-0.14451237,-0.027979493,"('inhospitable', 'hospitable')",0.24709043,0.2508684,0.051289,0.1114445,0.0601555
20,0.39953414,0.43751934,"('rough', 'thoughtful')",0.36698925,0.39402294,0.3832617,0.4157711,0.0325094
21,0.3289304,0.17164138,"('immoral', 'moral')",-0.53773105,-0.41860998,-0.1044003,-0.1234843,-0.019084
22,-0.43657306,-0.41686347,"('untrustworthy', 'trustworthy')",-0.9271736,-0.9629706,-0.6818733,-0.689917,-0.0080437
23,0.33871308,0.22215554,"('insincere', 'sincere')",6.9121256,6.952208,3.6254194,3.5871818,-0.0382376
24,0.5207572,0.4863005,"('dishonest', 'honest')",1.1547043,1.1042452,0.8377308,0.7952728,-0.042458
