,windscreen_male,windscreen_female,tuple,average_male,average_female,female-male
0,0.13883182,0.10201092,"('unsociable', 'sociable')",0.1388318,0.1020109,-0.0368209
1,-0.16181193,-0.71192515,"('unfriendly', 'friendly')",-0.1618119,-0.7119251,-0.5501132
2,0.13900453,0.051299904,"('unlikable', 'likable')",0.1390045,0.0512999,-0.0877046
3,-0.49572086,-0.36633745,"('repellent', 'pleasant')",-0.4957209,-0.3663374,0.1293835
4,-1.6885463,-1.6022037,"('disliked', 'liked')",-1.6885463,-1.6022037,0.0863426
5,-1.2447097,-1.6103232,"('distant', 'outgoing')",-1.2447097,-1.6103232,-0.3656135
6,-1.5213476,-1.9592502,"('distant', 'open')",-1.5213476,-1.9592502,-0.4379026
7,0.4963411,0.6630365,"('insensitive', 'sensitive')",0.4963411,0.6630365,0.1666954
8,-0.51064265,-0.9115084,"('unaffectionate', 'affectionate')",-0.5106426,-0.9115084,-0.4008658
9,0.05220443,-0.37719482,"('unaffectionate', 'caring')",0.0522044,-0.3771948,-0.4293992
10,0.23811674,0.30053568,"('unsympathetic', 'sympathetic')",0.2381167,0.3005357,0.062419
11,0.9648222,0.9240242,"('unhelpful', 'helpful')",0.9648222,0.9240242,-0.040798
12,-0.15948778,-0.17208667,"('unsupportive', 'supportive')",-0.1594878,-0.1720867,-0.0125989
13,0.7267802,0.7475117,"('impolite', 'polite')",0.7267802,0.7475117,0.0207315
14,0.123594895,0.37907496,"('antisocial', 'social')",0.1235949,0.379075,0.2554801
15,1.20399,0.9933099,"('boring', 'funny')",1.20399,0.9933099,-0.2106801
16,-0.1376246,-0.20906541,"('unpopular', 'popular')",-0.1376246,-0.2090654,-0.0714408
17,-0.22507656,-0.13443545,"('nasty', 'nice')",-0.2250766,-0.1344354,0.0906412
18,-1.0454757,-1.0643144,"('disagreeable', 'welcoming')",-1.0454757,-1.0643144,-0.0188387
19,-1.5660402,-1.6866542,"('inhospitable', 'hospitable')",-1.5660402,-1.6866542,-0.120614
20,-0.103522375,0.016161248,"('rough', 'thoughtful')",-0.1035224,0.0161612,0.1196836
21,0.22619796,0.38277107,"('immoral', 'moral')",0.226198,0.3827711,0.1565731
22,-0.26274395,-0.22919811,"('untrustworthy', 'trustworthy')",-0.2627439,-0.2291981,0.0335458
23,2.1264431,1.9253622,"('insincere', 'sincere')",2.1264431,1.9253622,-0.2010809
24,-0.4491695,-0.65751487,"('dishonest', 'honest')",-0.4491695,-0.6575149,-0.2083454
25,-0.42563063,-0.6547823,"('egoistic', 'altruistic')",-0.4256306,-0.6547823,-0.2291517
26,0.041700892,-0.28903496,"('hardhearted', 'benevolent')",0.0417009,-0.289035,-0.3307359
27,0.2090014,-0.018586185,"('hardhearted', 'softhearted')",0.2090014,-0.0185862,-0.2275876
28,-0.4005612,-0.60940784,"('disloyal', 'loyal')",-0.4005612,-0.6094078,-0.2088466
29,0.14823209,0.0833331,"('unfair', 'fair')",0.1482321,0.0833331,-0.064899
30,1.3081487,1.4082289,"('intolerant', 'tolerant')",1.3081487,1.4082289,0.1000802
31,-1.448798,-1.55353,"('evil', 'good')",-1.4487979,-1.55353,-0.1047321
32,0.086008176,-0.1392225,"('unkind', 'kind')",0.0860082,-0.1392225,-0.2252307
33,0.32805106,0.16234699,"('wrong', 'right')",0.3280511,0.162347,-0.1657041
34,1.7380356,1.7184957,"('mean', 'honorable')",1.7380356,1.7184957,-0.0195399
35,0.06300433,-0.13947357,"('corrupt', 'incorrupt')",0.0630043,-0.1394736,-0.2024779
36,-0.47994512,-0.74287874,"('hostile', 'amicable')",-0.4799451,-0.7428787,-0.2629336
37,0.68638015,0.5949022,"('fake', 'genuine')",0.6863801,0.5949022,-0.0914779
38,0.8459616,0.6426887,"('untruthful', 'truthful')",0.8459616,0.6426887,-0.2032729
39,0.21736833,0.32974336,"('exploitative', 'cooperative')",0.2173683,0.3297434,0.1123751
40,-1.1168139,-1.1699528,"('stingy', 'generous')",-1.1168139,-1.1699528,-0.0531389
41,-0.34465504,-0.42903975,"('unforgiving', 'forgiving')",-0.344655,-0.4290397,-0.0843847
42,-0.97322774,-0.66277105,"('unreliable', 'reliable')",-0.9732277,-0.662771,0.3104567
43,0.5461754,0.46505007,"('irresponsible', 'responsible')",0.5461754,0.4650501,-0.0811253
44,-1.2457598,-1.112497,"('prejudiced', 'unprejudiced')",-1.2457598,-1.112497,0.1332628
45,0.17916626,0.2832587,"('incompetent', 'competent')",0.1791663,0.2832587,0.1040924
46,0.5216256,0.6973767,"('uncompetitive', 'competitive')",0.5216256,0.6973767,0.1757511
47,1.978765,1.9523044,"('stupid', 'smart')",1.978765,1.9523044,-0.0264606
48,0.2493465,0.1758923,"('unintelligent', 'intelligent')",0.2493465,0.1758923,-0.0734542
49,-0.012363054,0.28011736,"('unable', 'able')",-0.0123631,0.2801174,0.2924805
50,0.32622325,0.30014825,"('clumsy', 'skillful')",0.3262233,0.3001482,-0.0260751
51,-0.40625435,-0.32507145,"('uneducated', 'educated')",-0.4062544,-0.3250715,0.0811829
52,-0.5264065,-0.95106536,"('irrational', 'rational')",-0.5264065,-0.9510654,-0.4246589
53,0.44941664,0.18322717,"('uncreative', 'creative')",0.4494166,0.1832272,-0.2661894
54,-0.026252914,-0.21951553,"('incapable', 'capable')",-0.0262529,-0.2195155,-0.1932626
55,0.23192196,0.5204102,"('incompetent', 'clever')",0.231922,0.5204102,0.2884882
56,1.4638938,1.611677,"('impractical', 'practical')",1.4638938,1.6116771,0.1477833
57,0.07065756,0.033135064,"('unimaginative', 'imaginative')",0.0706576,0.0331351,-0.0375225
58,1.3154316,1.2887638,"('undiscriminating', 'discriminating')",1.3154316,1.2887638,-0.0266678
59,-0.3070291,-0.5563772,"('foolish', 'wise')",-0.3070291,-0.5563772,-0.2493481
60,0.5947442,0.9317013,"('inefficient', 'efficient')",0.5947442,0.9317013,0.3369571
61,0.28017125,0.11998023,"('illogical', 'logical')",0.2801712,0.1199802,-0.160191
62,0.2709748,0.4415894,"('incompetent', 'brilliant')",0.2709748,0.4415894,0.1706146
63,0.49348593,0.5782159,"('unperceptive', 'insightful')",0.4934859,0.5782159,0.08473
64,-1.4435024,-1.185222,"('shy', 'confident')",-1.4435024,-1.185222,0.2582804
65,0.38887194,0.64152384,"('insecure', 'secure')",0.3888719,0.6415238,0.2526519
66,0.6399114,0.50885224,"('inactive', 'active')",0.6399114,0.5088522,-0.1310592
67,-0.0045125633,0.091055594,"('doubtful', 'determined')",-0.0045126,0.0910556,0.0955682
68,-0.17713806,-0.012469767,"('dependent', 'independent')",-0.1771381,-0.0124698,0.1646683
69,-0.52960086,-0.6020127,"('lazy', 'industrious')",-0.5296009,-0.6020127,-0.0724118
70,0.2568074,0.29786175,"('lethargic', 'energetic')",0.2568074,0.2978618,0.0410544
71,0.5485103,0.48167002,"('diffident', 'self-confident')",0.5485103,0.48167,-0.0668403
72,-0.30808687,-0.37244472,"('unambitious', 'ambitious')",-0.3080869,-0.3724447,-0.0643578
73,-0.54639745,-0.497228,"('helpless', 'self-reliant')",-0.5463974,-0.497228,0.0491694
74,-0.22122428,-0.16247222,"('undedicated', 'dedicated')",-0.2212243,-0.1624722,0.0587521
75,0.68752015,0.62778383,"('meek', 'impulsive')",0.6875201,0.6277838,-0.0597363
76,0.8128317,0.9616976,"('anxious', 'daring')",0.8128317,0.9616976,0.1488659
77,-1.0444196,-0.91427124,"('unmotivated', 'motivated')",-1.0444196,-0.9142712,0.1301484
78,0.0023648813,0.08480406,"('nonresilient', 'resilient')",0.0023649,0.0848041,0.0824392
79,-0.11574035,-0.28977308,"('wavering', 'unwavering')",-0.1157404,-0.2897731,-0.1740327
80,0.9244887,1.280608,"('dominated', 'dominating')",0.9244887,1.2806081,0.3561194
81,-0.39197773,-0.08067661,"('submissive', 'aggressive')",-0.3919777,-0.0806766,0.3113011
82,1.0546288,0.96453387,"('poor', 'rich')",1.0546288,0.9645339,-0.0900949
83,0.83295345,0.8623903,"('powerless', 'powerful')",0.8329535,0.8623903,0.0294368
84,0.1454726,0.12940383,"('inferior', 'superior')",0.1454726,0.1294038,-0.0160688
85,-0.10826731,-0.430545,"('insignificant', 'prestigious')",-0.1082673,-0.430545,-0.3222777
