,lounge_male,lounge_female,tuple,average_male,average_female,female-male
0,0.45130095,0.5633802,"('unsociable', 'sociable')",0.4513009,0.5633802,0.1120793
1,1.5187693,1.516523,"('unfriendly', 'friendly')",1.5187693,1.516523,-0.0022463
2,0.14120999,0.2296805,"('unlikable', 'likable')",0.14121,0.2296805,0.0884705
3,0.43569255,0.4039554,"('repellent', 'pleasant')",0.4356925,0.4039554,-0.0317371
4,-7.6185055,-7.62816,"('disliked', 'liked')",-7.6185055,-7.62816,-0.0096545
5,-0.61450565,-0.59215724,"('distant', 'outgoing')",-0.6145056,-0.5921572,0.0223484
6,-0.13742706,-0.1385034,"('distant', 'open')",-0.1374271,-0.1385034,-0.0010763
7,1.2780648,1.3930851,"('insensitive', 'sensitive')",1.2780648,1.3930851,0.1150203
8,1.176591,1.0143007,"('unaffectionate', 'affectionate')",1.176591,1.0143007,-0.1622903
9,1.807196,1.8754367,"('unaffectionate', 'caring')",1.807196,1.8754367,0.0682407
10,0.75491655,0.6931691,"('unsympathetic', 'sympathetic')",0.7549165,0.6931691,-0.0617474
11,2.0410492,2.1938045,"('unhelpful', 'helpful')",2.0410492,2.1938045,0.1527553
12,-1.5984915,-1.5663702,"('unsupportive', 'supportive')",-1.5984915,-1.5663702,0.0321213
13,-0.0590647,-0.030205607,"('impolite', 'polite')",-0.0590647,-0.0302056,0.0288591
14,0.24393842,0.28081197,"('antisocial', 'social')",0.2439384,0.280812,0.0368736
15,0.29641697,0.30992907,"('boring', 'funny')",0.296417,0.3099291,0.0135121
16,-0.45385265,-0.35000682,"('unpopular', 'popular')",-0.4538527,-0.3500068,0.1038459
17,-0.28011057,-0.2428967,"('nasty', 'nice')",-0.2801106,-0.2428967,0.0372139
18,-0.36640927,-0.45554444,"('disagreeable', 'welcoming')",-0.3664093,-0.4555444,-0.0891351
19,-0.7154258,-0.7044627,"('inhospitable', 'hospitable')",-0.7154258,-0.7044627,0.0109631
20,0.80178237,0.6499926,"('rough', 'thoughtful')",0.8017824,0.6499926,-0.1517898
21,-0.32054153,-0.25172195,"('immoral', 'moral')",-0.3205415,-0.2517219,0.0688196
22,-0.5354573,-0.46205655,"('untrustworthy', 'trustworthy')",-0.5354573,-0.4620565,0.0734008
23,6.9495273,6.9843307,"('insincere', 'sincere')",6.9495273,6.9843307,0.0348034
24,1.7370068,1.6247011,"('dishonest', 'honest')",1.7370068,1.6247011,-0.1123057
25,0.8447657,0.83091927,"('egoistic', 'altruistic')",0.8447657,0.8309193,-0.0138464
