,tissue_male,tissue_female,tuple,average_male,average_female,female-male
0,0.3409954,0.25837147,"('unsociable', 'sociable')",0.3409954,0.2583715,-0.0826239
1,1.225574,1.2303938,"('unfriendly', 'friendly')",1.225574,1.2303938,0.0048198
2,0.21001977,0.3448284,"('unlikable', 'likable')",0.2100198,0.3448284,0.1348086
3,0.35487378,0.60725826,"('repellent', 'pleasant')",0.3548738,0.6072583,0.2523845
4,-6.833092,-6.988488,"('disliked', 'liked')",-6.8330922,-6.9884882,-0.155396
5,-0.4279326,-0.46420214,"('distant', 'outgoing')",-0.4279326,-0.4642021,-0.0362695
6,-0.22912662,-0.26843297,"('distant', 'open')",-0.2291266,-0.268433,-0.0393064
7,1.2903168,1.4065814,"('insensitive', 'sensitive')",1.2903168,1.4065814,0.1162646
8,1.2728472,1.1633582,"('unaffectionate', 'affectionate')",1.2728472,1.1633582,-0.109489
9,1.8163671,1.7944797,"('unaffectionate', 'caring')",1.8163671,1.7944797,-0.0218874
10,1.1428125,1.2256283,"('unsympathetic', 'sympathetic')",1.1428125,1.2256283,0.0828158
11,1.958031,2.0348444,"('unhelpful', 'helpful')",1.9580311,2.0348444,0.0768133
12,-0.86942554,-0.8621725,"('unsupportive', 'supportive')",-0.8694255,-0.8621725,0.007253
13,0.12531644,0.23279832,"('impolite', 'polite')",0.1253164,0.2327983,0.1074819
14,0.42068544,0.43402192,"('antisocial', 'social')",0.4206854,0.4340219,0.0133365
15,0.54164046,0.4770866,"('boring', 'funny')",0.5416405,0.4770866,-0.0645539
16,-0.62473106,-0.5329469,"('unpopular', 'popular')",-0.6247311,-0.5329469,0.0917842
17,0.35935056,0.34025308,"('nasty', 'nice')",0.3593506,0.3402531,-0.0190975
18,-0.42118016,-0.29544258,"('disagreeable', 'welcoming')",-0.4211802,-0.2954426,0.1257376
19,-0.5553518,-0.50916046,"('inhospitable', 'hospitable')",-0.5553518,-0.5091605,0.0461913
20,0.44731888,0.4146025,"('rough', 'thoughtful')",0.4473189,0.4146025,-0.0327164
21,-0.031356964,0.23327327,"('immoral', 'moral')",-0.031357,0.2332733,0.2646303
22,-0.28179336,-0.22078009,"('untrustworthy', 'trustworthy')",-0.2817934,-0.2207801,0.0610133
23,6.152153,6.4209747,"('insincere', 'sincere')",6.152153,6.4209747,0.2688217
24,1.381099,1.4253788,"('dishonest', 'honest')",1.381099,1.4253788,0.0442798
25,0.63996416,0.6807997,"('egoistic', 'altruistic')",0.6399642,0.6807997,0.0408355
26,1.3816521,1.0447918,"('hardhearted', 'benevolent')",1.3816521,1.0447918,-0.3368603
27,1.8047242,1.6621367,"('hardhearted', 'softhearted')",1.8047242,1.6621367,-0.1425875
28,1.0494854,0.92388964,"('disloyal', 'loyal')",1.0494854,0.9238896,-0.1255958
