,barber_male,barber_female,tuple,average_male,average_female,female-male
0,0.41046622,0.29995587,"('unsociable', 'sociable')",0.4104662,0.2999559,-0.1105103
1,1.7011538,1.7328085,"('unfriendly', 'friendly')",1.7011538,1.7328085,0.0316547
2,0.17681943,0.26381397,"('unlikable', 'likable')",0.1768194,0.263814,0.0869946
3,0.34308365,0.54355395,"('repellent', 'pleasant')",0.3430836,0.5435539,0.2004703
4,-7.721211,-7.7858853,"('disliked', 'liked')",-7.721211,-7.7858853,-0.0646743
5,-0.7736941,-0.6377517,"('distant', 'outgoing')",-0.7736941,-0.6377517,0.1359424
6,-0.4020715,-0.2973175,"('distant', 'open')",-0.4020715,-0.2973175,0.104754
7,1.5747154,1.561782,"('insensitive', 'sensitive')",1.5747154,1.561782,-0.0129334
8,1.3713455,1.3462069,"('unaffectionate', 'affectionate')",1.3713455,1.3462069,-0.0251386
9,2.0948746,2.1582246,"('unaffectionate', 'caring')",2.0948746,2.1582246,0.06335
10,1.1176174,1.0683432,"('unsympathetic', 'sympathetic')",1.1176174,1.0683432,-0.0492742
11,2.0160713,2.0577357,"('unhelpful', 'helpful')",2.0160713,2.0577357,0.0416644
12,-1.0112755,-1.0228255,"('unsupportive', 'supportive')",-1.0112755,-1.0228255,-0.01155
13,0.220494,0.1656994,"('impolite', 'polite')",0.220494,0.1656994,-0.0547946
14,0.3213854,0.23791757,"('antisocial', 'social')",0.3213854,0.2379176,-0.0834678
15,0.64060503,0.53499025,"('boring', 'funny')",0.640605,0.5349903,-0.1056147
16,-0.48885494,-0.37173945,"('unpopular', 'popular')",-0.4888549,-0.3717394,0.1171155
17,-0.33859304,-0.3165433,"('nasty', 'nice')",-0.338593,-0.3165433,0.0220497
18,-0.24723046,-0.2534487,"('disagreeable', 'welcoming')",-0.2472305,-0.2534487,-0.0062182
19,-0.101884484,-0.023028228,"('inhospitable', 'hospitable')",-0.1018845,-0.0230282,0.0788563
20,0.6617411,0.60488605,"('rough', 'thoughtful')",0.6617411,0.6048861,-0.056855
