,qlogic_male,qlogic_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-1.6973003,-1.6043963,"('unsympathetic', 'sympathetic')",-1.269608,-0.8503121,-1.4834542,-1.2273543,-0.2560999
66,-1.3691533,-1.6170676,"('inactive', 'active')",0.6432937,0.20767389,-0.3629298,-0.7046968,0.341767
73,1.3204523,1.232288,"('helpless', 'self-reliant')",-2.7150857,-3.1350944,-0.6973167,-0.9514032,0.2540865
53,-1.2682058,-1.4255761,"('uncreative', 'creative')",0.4753893,0.35585314,-0.3964082,-0.5348614,0.1384532
57,-0.989985,-1.1485,"('unimaginative', 'imaginative')",-3.2286053,-3.4698384,-2.1092951,-2.3091693,0.1998742
86,-0.9616251,-1.0590093,"('uninfluential', 'influential')",-0.6619014,-0.40961817,-0.8117633,-0.7343137,-0.0774496
39,0.927215,0.9245599,"('exploitative', 'cooperative')",0.21086074,0.09846409,0.5690379,0.511512,0.0575259
52,0.89295286,0.192456,"('irrational', 'rational')",0.7118147,0.14114502,0.8023838,0.1668005,0.6355833
82,-0.83825725,-0.37811294,"('poor', 'rich')",6.1451073,6.8933315,2.653425,3.2576094,-0.6041844
79,-0.834642,-1.0686648,"('wavering', 'unwavering')",-0.2451045,-0.44306237,-0.5398732,-0.7558635,0.2159903
0,-0.8086605,-0.7874674,"('unsociable', 'sociable')",-0.83538806,-0.48237035,-0.8220243,-0.6349189,-0.1871054
81,-0.79132396,-0.09320858,"('submissive', 'aggressive')",-1.72228,-0.9765243,-1.256802,-0.5348665,-0.7219355
46,-0.7840566,-0.4464351,"('uncompetitive', 'competitive')",-1.5713612,-1.0723095,-1.1777089,-0.7593723,-0.4183366
13,-0.77612364,-0.42154396,"('impolite', 'polite')",-1.2840939,-0.8208978,-1.0301087,-0.6212209,-0.4088878
70,-0.7748275,-0.18811405,"('lethargic', 'energetic')",-0.5673954,0.0064669885,-0.6711115,-0.0908235,-0.580288
43,-0.68253124,-0.19241282,"('irresponsible', 'responsible')",-0.3513333,0.044864736,-0.5169322,-0.073774,-0.4431582
84,0.67415863,0.5783597,"('inferior', 'superior')",0.96875095,0.8644814,0.8214548,0.7214205,0.1000343
50,0.6602661,0.7801794,"('clumsy', 'skillful')",0.27226588,0.14228119,0.466266,0.4612303,0.0050357
69,0.6530514,0.41986072,"('lazy', 'industrious')",-0.23030318,-0.8504874,0.2113741,-0.2153133,0.4266874
75,-0.6209178,-0.5276911,"('meek', 'impulsive')",-0.60258335,-0.641166,-0.6117506,-0.5844285,-0.0273221
85,0.6139985,-0.13400361,"('insignificant', 'prestigious')",0.86909515,-0.13390419,0.7415468,-0.1339539,0.8755007
71,0.5396979,0.49323258,"('diffident', 'self-confident')",0.3079905,0.14967474,0.4238442,0.3214537,0.1023905
76,-0.52254015,0.09079526,"('anxious', 'daring')",-1.0806869,-0.457097,-0.8016136,-0.1831509,-0.6184627
48,0.51349604,0.38677245,"('unintelligent', 'intelligent')",0.6145297,0.72383064,0.5640129,0.5553015,0.0087114
20,0.5058735,0.19479477,"('rough', 'thoughtful')",0.91107965,0.6571081,0.7084765,0.4259515,0.282525
59,0.49343377,0.41928306,"('foolish', 'wise')",0.5123791,0.14298016,0.5029064,0.2811316,0.2217748
7,-0.49169004,-0.24197817,"('insensitive', 'sensitive')",0.3150293,0.45024702,-0.0883304,0.1041344,-0.1924648
19,-0.48762506,-0.66331434,"('inhospitable', 'hospitable')",-0.027789712,-0.3396429,-0.2577074,-0.5014786,0.2437712
38,-0.4754336,-0.4214121,"('untruthful', 'truthful')",-0.58525735,-0.551247,-0.5303454,-0.4863296,-0.0440158
11,-0.43468308,0.033387624,"('unhelpful', 'helpful')",1.0311295,1.4901595,0.2982232,0.7617736,-0.4635504
72,-0.43361822,-0.31136772,"('unambitious', 'ambitious')",-0.57308346,-0.2286175,-0.5033509,-0.2699926,-0.2333583
80,-0.42654413,-0.0073740445,"('dominated', 'dominating')",-1.5193954,-1.1138333,-0.9729698,-0.5606037,-0.4123661
45,-0.40898395,-0.13061993,"('incompetent', 'competent')",-0.60300446,-0.36242375,-0.5059942,-0.2465218,-0.2594724
68,-0.40822914,-0.2534719,"('dependent', 'independent')",-0.86508167,-0.9281287,-0.6366554,-0.5908003,-0.0458551
26,0.39272124,-0.20736778,"('hardhearted', 'benevolent')",2.02022,1.4482331,1.2064706,0.6204327,0.5860379
47,-0.38561487,-0.08535615,"('stupid', 'smart')",4.9393554,5.4502087,2.2768703,2.6824262,-0.4055559
24,-0.3799013,-0.40108654,"('dishonest', 'honest')",0.13380024,0.17238079,-0.1230505,-0.1143529,-0.0086976
41,0.37723026,-0.11935648,"('unforgiving', 'forgiving')",0.0022906698,-0.25455746,0.1897605,-0.186957,0.3767175
65,-0.3717903,-0.07469323,"('insecure', 'secure')",-0.9708644,-0.2428114,-0.6713274,-0.1587523,-0.5125751
16,-0.37017417,-0.38273218,"('unpopular', 'popular')",0.46579465,0.37148982,0.0478102,-0.0056212,0.0534314
34,-0.3696074,-0.1572085,"('mean', 'honorable')",5.301858,5.86205,2.4661252,2.8524208,-0.3862956
51,-0.3531185,-0.0975631,"('uneducated', 'educated')",0.18643707,0.36736014,-0.0833407,0.1348985,-0.2182392
31,0.35220897,-0.51690274,"('evil', 'good')",0.14469092,-0.6867218,0.24845,-0.6018122,0.8502622
83,-0.32604417,-0.31511307,"('powerless', 'powerful')",-1.4641899,-1.2478245,-0.895117,-0.7814688,-0.1136482
63,-0.32194102,0.03339133,"('unperceptive', 'insightful')",0.20783976,0.50726545,-0.0570506,0.2703284,-0.327379
5,-0.30288392,-0.46667862,"('distant', 'outgoing')",0.04734694,-0.3802539,-0.1277685,-0.4234663,0.2956978
