,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
81,-3.025071,-2.8398733,"('submissive', 'aggressive')",-1.0697125,-1.06014,-0.89824986,-0.7546352,-1.6643445,-1.5515496,-0.1127949
60,-2.9172509,-2.6015997,"('inefficient', 'efficient')",-1.6275162,-1.3653638,-0.085715294,0.13283913,-1.5434941,-1.2780414,-0.2654527
10,-2.787387,-2.5962737,"('unsympathetic', 'sympathetic')",-0.9725728,-1.0280449,-0.02456031,0.026156127,-1.2615066,-1.1993875,-0.0621191
0,-2.7086525,-2.6059828,"('unsociable', 'sociable')",-0.5623398,-0.73035294,-0.41417968,-0.50624955,-1.2283907,-1.2808617,0.052471
69,2.5916662,2.49051,"('lazy', 'industrious')",2.2641342,2.3487337,-1.1090785,-1.2693403,1.2489074,1.1899679,0.0589395
46,-2.5527353,-2.2459888,"('uncompetitive', 'competitive')",-0.99693936,-0.8877727,-1.1096675,-0.9614387,-1.5531141,-1.3650667,-0.1880474
28,-2.5157418,-2.5179255,"('disloyal', 'loyal')",-1.131779,-1.2140194,0.59398943,0.60795915,-1.0178438,-1.0413286,0.0234848
85,2.4668207,2.216395,"('insignificant', 'prestigious')",3.019841,2.8702383,-0.29403272,-0.36448118,1.7308764,1.5740507,0.1568257
14,-2.361818,-2.2002587,"('antisocial', 'social')",-0.49339718,-0.55238694,-0.8938401,-0.83958435,-1.2496851,-1.19741,-0.0522751
55,-2.3325348,-2.1666863,"('incompetent', 'clever')",-1.1041622,-1.2069325,0.05182237,0.10190302,-1.1282915,-1.090572,-0.0377195
48,-2.2776465,-2.1880398,"('unintelligent', 'intelligent')",-1.1313595,-1.1405689,-0.25370264,-0.23692693,-1.2209029,-1.1885118,-0.0323911
77,-2.1988354,-1.9713143,"('unmotivated', 'motivated')",-0.69309944,-0.68996817,-1.0873568,-1.0068889,-1.3264306,-1.2227238,-0.1037068
65,-2.1566815,-1.8899318,"('insecure', 'secure')",-1.609095,-1.4385558,0.15520918,0.22891116,-1.2035225,-1.0331922,-0.1703303
35,2.1110036,1.9425375,"('corrupt', 'incorrupt')",0.92604613,0.87350434,-0.7774075,-0.9701714,0.753214,0.6152902,0.1379238
33,2.0268881,1.8936616,"('wrong', 'right')",1.6201962,1.7378311,-0.43838546,-0.4351323,1.0695662,1.0654534,0.0041128
21,-1.8989902,-1.6853573,"('immoral', 'moral')",0.2526225,0.28120795,-0.66244406,-0.6904137,-0.7696039,-0.6981877,-0.0714162
43,-1.8584785,-1.8008316,"('irresponsible', 'responsible')",-1.1266053,-1.0351645,0.46355096,0.6093353,-0.8405109,-0.7422202,-0.0982907
62,-1.8189334,-1.6204689,"('incompetent', 'brilliant')",-0.7596156,-0.68519735,-0.08086865,0.00422436,-0.8864725,-0.7671473,-0.1193252
31,1.7703013,1.6001719,"('evil', 'good')",1.444276,1.0645872,-0.97995406,-1.2333473,0.7448744,0.4771373,0.2677371
13,-1.7336621,-1.5245581,"('impolite', 'polite')",-1.1617671,-0.9247246,-0.32546884,-0.21991035,-1.0736326,-0.889731,-0.1839016
5,1.7007525,1.3449706,"('distant', 'outgoing')",1.7207646,1.5358368,-0.75477904,-0.91544,0.8889127,0.6551224,0.2337903
36,1.6957699,1.4526503,"('hostile', 'amicable')",1.9598303,1.6543298,0.13762836,-0.16286632,1.2644095,0.9813712,0.2830383
30,-1.6867602,-1.5153265,"('intolerant', 'tolerant')",-0.68024427,-0.50928414,0.30050877,0.39294013,-0.6888319,-0.5438901,-0.1449418
70,-1.680532,-1.4512857,"('lethargic', 'energetic')",-0.12289054,-0.02137097,0.5441798,0.61398876,-0.4197476,-0.2862227,-0.1335249
45,-1.6633048,-1.4287248,"('incompetent', 'competent')",-0.55116093,-0.7250979,-0.56084514,-0.6895167,-0.9251036,-0.9477798,0.0226762
11,-1.5935856,-1.5509865,"('unhelpful', 'helpful')",-0.9917416,-0.69934684,1.9575217,2.1547813,-0.2092685,-0.0318507,-0.1774178
56,-1.5860265,-1.2437413,"('impractical', 'practical')",0.07392043,0.3525768,-0.15579958,0.051908985,-0.5559686,-0.2797518,-0.2762168
86,-1.5789192,-1.5713265,"('uninfluential', 'influential')",0.29572153,0.0026195087,-0.24293886,-0.35005885,-0.5087122,-0.6395886,0.1308764
57,-1.52621,-1.3421052,"('unimaginative', 'imaginative')",0.5851615,0.4837674,-2.9963837,-2.89374,-1.3124774,-1.2506925,-0.0617849
82,-1.4600829,-1.4590901,"('poor', 'rich')",-2.8803198,-2.8056216,5.110686,4.9541416,0.2567611,0.2298099,0.0269512
23,-1.4206122,-1.1887197,"('insincere', 'sincere')",-0.9758223,-0.6593374,5.808361,5.848227,1.1373088,1.3333899,-0.1960811
76,-1.4173194,-1.2241325,"('anxious', 'daring')",-1.2375994,-1.0420346,-0.15714674,0.012813052,-0.9373551,-0.751118,-0.1862371
47,-1.3534738,-1.3211384,"('stupid', 'smart')",0.33643246,0.2512095,5.010393,4.8791747,1.3311173,1.2697486,0.0613687
66,1.3432542,1.011592,"('inactive', 'active')",0.6487331,0.40813434,0.5134148,0.21334833,0.835134,0.5443583,0.2907757
79,1.341668,1.3108395,"('wavering', 'unwavering')",1.1950026,1.1385853,-0.32277238,-0.4148306,0.7379661,0.678198,0.0597681
71,1.3157091,1.2666208,"('diffident', 'self-confident')",2.044602,2.0394,0.75393575,0.703388,1.3714156,1.3364697,0.0349459
80,-1.3056022,-1.3104651,"('dominated', 'dominating')",-1.5185719,-1.6119792,-0.7070636,-0.67972946,-1.1770792,-1.2007246,0.0236454
3,-1.3007855,-1.0874616,"('repellent', 'pleasant')",-0.4012517,-0.3784408,0.61985445,0.59657264,-0.3607276,-0.2897766,-0.070951
6,1.2982528,0.96194714,"('distant', 'open')",1.7312682,1.5579692,-0.15964103,-0.3366518,0.9566267,0.7277548,0.2288719
63,-1.2830745,-1.2340051,"('unperceptive', 'insightful')",0.45854545,0.5150144,0.4066442,0.33545217,-0.139295,-0.1278462,-0.0114488
7,-1.2506837,-1.0994005,"('insensitive', 'sensitive')",-0.13107216,0.03338015,0.501831,0.5731423,-0.2933083,-0.1642927,-0.1290156
19,1.23641,1.1151036,"('inhospitable', 'hospitable')",1.1601064,1.0691687,-0.26019332,-0.32252306,0.7121077,0.6205831,0.0915246
75,1.2086614,1.0617632,"('meek', 'impulsive')",0.09079657,-0.12529083,-0.56122506,-0.65319014,0.2460777,0.0944274,0.1516503
