,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,male-female
66,-1.5808216,-1.3936551,"('inactive', 'active')",-0.16714756,-0.31188783,-0.8739846,-0.8527715,-0.0212131
53,-1.4507345,-1.4889507,"('uncreative', 'creative')",0.03079468,0.109690435,-0.7099699,-0.6896302,-0.0203397
79,-1.3058618,-1.2586026,"('wavering', 'unwavering')",-0.68860364,-0.72664106,-0.9972327,-0.9926218,-0.0046109
31,-1.2051632,-1.3292859,"('evil', 'good')",-0.8389845,-1.0483503,-1.0220739,-1.1888181,0.1667442
6,-1.124194,-1.3341776,"('distant', 'open')",-0.87851506,-0.96959543,-1.0013546,-1.1518865,0.1505319
1,-1.0517946,-1.0966399,"('unfriendly', 'friendly')",1.1879083,1.1223673,0.0680568,0.0128637,0.0551931
88,-0.97236234,-0.7089983,"('low', 'eminent')",-0.19806291,-0.1165106,-0.5852126,-0.4127545,-0.1724581
38,-0.94584674,-0.89706683,"('untruthful', 'truthful')",-0.38141525,-0.25322604,-0.663631,-0.5751464,-0.0884846
57,-0.9238332,-0.8383595,"('unimaginative', 'imaginative')",-3.065534,-3.036374,-1.9946836,-1.9373667,-0.0573169
86,-0.8808393,-0.81601906,"('uninfluential', 'influential')",-0.5780732,-0.5867521,-0.7294562,-0.7013856,-0.0280706
10,-0.87625015,-0.75783545,"('unsympathetic', 'sympathetic')",-0.96435827,-0.8793859,-0.9203042,-0.8186107,-0.1016935
19,-0.85370487,-0.80470157,"('inhospitable', 'hospitable')",-0.68490356,-0.74165434,-0.7693042,-0.773178,0.0038738
36,-0.8337987,-0.84104073,"('hostile', 'amicable')",-0.13415895,-0.30857694,-0.4839788,-0.5748088,0.09083
5,-0.8261768,-0.95185596,"('distant', 'outgoing')",-0.6760767,-0.730736,-0.7511268,-0.841296,0.0901692
39,0.80731225,0.83537674,"('exploitative', 'cooperative')",0.04677082,0.057084467,0.4270415,0.4462306,-0.0191891
40,-0.79149926,-0.7122961,"('stingy', 'generous')",-1.9792979,-2.021956,-1.3853986,-1.367126,-0.0182726
7,-0.76505566,-0.8059433,"('insensitive', 'sensitive')",0.1267403,0.13627897,-0.3191577,-0.3348322,0.0156745
37,-0.7570862,-1.0564147,"('fake', 'genuine')",-0.14830297,-0.24753067,-0.4526946,-0.6519727,0.1992781
71,-0.6788576,-0.7980094,"('diffident', 'self-confident')",0.26639298,0.16907686,-0.2062323,-0.3144663,0.108234
9,-0.6673197,-0.7540289,"('unaffectionate', 'caring')",0.6355943,0.5616106,-0.0158627,-0.0962092,0.0803465
60,0.6603663,0.6430693,"('inefficient', 'efficient')",0.23860304,0.29067007,0.4494847,0.4668697,-0.017385
69,-0.659083,-0.9072527,"('lazy', 'industrious')",-0.29967812,-0.53641903,-0.4793805,-0.7218359,0.2424554
73,0.6548083,0.55051017,"('helpless', 'self-reliant')",-2.998606,-3.100013,-1.1718988,-1.2747514,0.1028526
24,-0.64742255,-0.5367912,"('dishonest', 'honest')",0.07401466,0.18980987,-0.2867039,-0.1734907,-0.1132132
56,0.64320403,0.98601127,"('impractical', 'practical')",-0.4741848,-0.15706386,0.0845096,0.4144737,-0.3299641
28,-0.62299365,-0.5726994,"('disloyal', 'loyal')",0.8805862,0.9331388,0.1287963,0.1802197,-0.0514234
35,-0.564774,-0.63569707,"('corrupt', 'incorrupt')",-0.34024015,-0.51060754,-0.4525071,-0.5731523,0.1206452
26,-0.55769783,-0.44683504,"('hardhearted', 'benevolent')",1.5741125,1.5138847,0.5082073,0.5335248,-0.0253175
34,-0.555906,-0.35309458,"('mean', 'honorable')",5.4441924,5.544629,2.4441433,2.5957673,-0.151624
11,-0.54676986,-0.43303952,"('unhelpful', 'helpful')",1.26419,1.5053566,0.3587101,0.5361585,-0.1774484
54,-0.536307,-0.7118155,"('incapable', 'capable')",0.49076208,0.49052107,-0.0227724,-0.1106472,0.0878748
55,0.53378433,0.7018091,"('incompetent', 'clever')",0.3708626,0.38534105,0.4523235,0.543575,-0.0912515
67,0.52531236,0.43723178,"('doubtful', 'determined')",-0.4461853,-0.34513217,0.0395635,0.0460498,-0.0064863
12,-0.52324826,-0.5770741,"('unsupportive', 'supportive')",-2.2365484,-2.239897,-1.3798983,-1.4084855,0.0285872
68,-0.49050272,-0.44636503,"('dependent', 'independent')",-0.64964175,-0.69097894,-0.5700722,-0.568672,-0.0014002
59,0.4802633,0.4125039,"('foolish', 'wise')",-0.17564608,-0.18039,0.1523086,0.1160569,0.0362517
75,-0.46906742,-0.45628133,"('meek', 'impulsive')",-0.85937834,-0.7828412,-0.6642229,-0.6195613,-0.0446616
17,-0.46774608,-0.13036491,"('nasty', 'nice')",-0.79734254,-0.6878057,-0.6325443,-0.4090853,-0.223459
13,-0.46214396,-0.21914501,"('impolite', 'polite')",-0.7909391,-0.53225905,-0.6265415,-0.375702,-0.2508395
8,-0.43107668,-0.5545009,"('unaffectionate', 'affectionate')",0.36406377,0.20461023,-0.0335065,-0.1749453,0.1414388
45,-0.4275243,-0.15478079,"('incompetent', 'competent')",-0.22962114,-0.080016226,-0.3285727,-0.1173985,-0.2111742
