,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,male-female
12,2.089422,2.125221,"('unsupportive', 'supportive')",-0.63709784,-0.4462531,0.7261621,0.839484,-0.1133219
74,2.0817614,2.3372834,"('undedicated', 'dedicated')",0.66532916,0.49931487,1.3735453,1.4182991,-0.0447538
56,1.8040495,2.2034402,"('impractical', 'practical')",0.7796673,1.0486157,1.2918584,1.6260279,-0.3341695
44,-1.7186879,-1.4029791,"('prejudiced', 'unprejudiced')",-1.2905457,-0.89694625,-1.5046167,-1.1499627,-0.354654
57,1.6559494,0.96895665,"('unimaginative', 'imaginative')",-1.0827343,-1.7531526,0.2866075,-0.392098,0.6787055
7,1.3789481,1.222211,"('insensitive', 'sensitive')",0.17165303,0.090809524,0.7753006,0.6565102,0.1187904
70,1.3510921,1.5908382,"('lethargic', 'energetic')",0.5154649,0.6350889,0.9332785,1.1129636,-0.1796851
49,-1.3322599,-1.1390182,"('unable', 'able')",-0.5800383,-0.3497923,-0.9561491,-0.7444053,-0.2117438
82,-1.312259,-0.84057444,"('poor', 'rich')",2.66907,2.8154469,0.6784055,0.9874362,-0.3090307
46,1.2948666,1.249905,"('uncompetitive', 'competitive')",0.0042731343,-0.22861497,0.6495699,0.510645,0.1389249
81,1.2717278,1.5653669,"('submissive', 'aggressive')",-0.51336837,-0.41268763,0.3791797,0.5763396,-0.1971599
52,-1.2108495,-1.3753725,"('irrational', 'rational')",-0.8874373,-0.82169837,-1.0491434,-1.0985354,0.049392
35,-1.1260368,-1.2415577,"('corrupt', 'incorrupt')",-0.7070633,-0.90235204,-0.91655,-1.0719548,0.1554048
34,-1.0728921,-0.5619948,"('mean', 'honorable')",2.443777,2.5998366,0.6854425,1.0189209,-0.3334784
41,1.070219,0.8081319,"('unforgiving', 'forgiving')",0.40334147,0.0061461516,0.7367803,0.407139,0.3296413
62,1.0660259,1.4668373,"('incompetent', 'brilliant')",0.53861725,1.0288142,0.8023216,1.2478257,-0.4455041
10,1.0546564,1.405667,"('unsympathetic', 'sympathetic')",0.1455279,-0.13067576,0.6000922,0.6374956,-0.0374034
87,1.0459615,1.0029495,"('unsuccessful', 'successful')",1.6592603,1.4209487,1.3526108,1.2119491,0.1406617
73,1.0378654,0.9245152,"('helpless', 'self-reliant')",-1.3602303,-1.1855289,-0.1611825,-0.1305068,-0.0306757
71,0.9820874,0.62003446,"('diffident', 'self-confident')",0.4703582,0.51472026,0.7262228,0.5673773,0.1588455
18,-0.9675976,-0.60428303,"('disagreeable', 'welcoming')",-1.6578897,-1.2489946,-1.3127437,-0.9266388,-0.3861049
45,0.933894,0.3632003,"('incompetent', 'competent')",0.86632353,0.23934262,0.9001088,0.3012715,0.5988373
55,0.917466,0.61001706,"('incompetent', 'clever')",0.3455776,0.1559926,0.6315218,0.3830048,0.248517
63,0.9153303,0.73352283,"('unperceptive', 'insightful')",0.8770811,0.97723424,0.8962057,0.8553785,0.0408272
14,0.9138712,0.49586132,"('antisocial', 'social')",0.46004227,0.100588426,0.6869568,0.2982249,0.3887319
9,0.8812785,1.0514256,"('unaffectionate', 'caring')",0.5001082,0.47016644,0.6906934,0.760796,-0.0701026
61,0.8414831,0.9718574,"('illogical', 'logical')",0.3192016,0.20668894,0.5803424,0.5892732,-0.0089308
2,0.80434203,1.1031203,"('unlikable', 'likable')",0.5714345,0.8955468,0.6878883,0.9993336,-0.3114453
72,0.79602796,1.108031,"('unambitious', 'ambitious')",-0.31439042,-0.1453354,0.2408188,0.4813478,-0.240529
3,0.7950919,1.1140473,"('repellent', 'pleasant')",0.2574475,0.08084099,0.5262697,0.5974441,-0.0711744
30,0.7682639,0.7567413,"('intolerant', 'tolerant')",0.089270234,0.22341931,0.4287671,0.4900803,-0.0613132
5,-0.7612981,-0.3451721,"('distant', 'outgoing')",-0.99205565,-0.75824106,-0.8766769,-0.5517066,-0.3249703
6,-0.69578433,-0.38682416,"('distant', 'open')",-0.894499,-0.77601814,-0.7951417,-0.5814211,-0.2137206
24,0.69521785,1.0693749,"('dishonest', 'honest')",-0.080397435,0.041558787,0.3074102,0.5554668,-0.2480566
86,0.6819201,0.90799326,"('uninfluential', 'influential')",-0.35947627,-0.50660807,0.1612219,0.2006926,-0.0394707
0,0.6588028,0.647128,"('unsociable', 'sociable')",0.40629888,0.097336546,0.5325508,0.3722323,0.1603185
42,0.65197223,0.76264113,"('unreliable', 'reliable')",-1.1297917,-0.87801325,-0.2389098,-0.0576861,-0.1812237
16,-0.6456806,-0.5983563,"('unpopular', 'popular')",-0.113930956,-0.027602438,-0.3798058,-0.3129794,-0.0668264
23,0.62706447,1.0874208,"('insincere', 'sincere')",2.7563148,2.8255825,1.6916896,1.9565017,-0.2648121
33,0.6267208,0.8551754,"('wrong', 'right')",-0.33325285,-0.14937848,0.146734,0.3528984,-0.2061644
48,-0.6253414,-0.55942965,"('unintelligent', 'intelligent')",-0.42031062,-0.48597533,-0.522826,-0.5227025,-0.0001235
68,-0.57877386,-0.2416356,"('dependent', 'independent')",-1.4767312,-1.2487853,-1.0277525,-0.7452104,-0.2825421
31,-0.5584828,-0.79009265,"('evil', 'good')",-0.6404598,-1.0322397,-0.5994713,-0.9111662,0.3116949
37,0.54513216,0.62433326,"('fake', 'genuine')",0.19781753,0.31252626,0.3714749,0.4684297,-0.0969548
21,0.5371701,1.2355874,"('immoral', 'moral')",-0.7216906,-0.41323388,-0.0922602,0.4111767,-0.5034369
29,-0.53223497,-0.6046684,"('unfair', 'fair')",-0.997635,-1.0877713,-0.764935,-0.8462198,0.0812848
4,0.5116387,-0.028904427,"('disliked', 'liked')",-3.2095723,-3.2594678,-1.3489668,-1.6441861,0.2952193
39,0.50721014,0.3261596,"('exploitative', 'cooperative')",0.7627953,0.9833528,0.6350027,0.6547562,-0.0197535
53,0.49295887,0.576062,"('uncreative', 'creative')",0.3659255,0.491117,0.4294422,0.5335895,-0.1041473
36,-0.48582485,-1.0514202,"('hostile', 'amicable')",-0.50304973,-0.9527758,-0.4944373,-1.002098,0.5076607
84,0.47807488,0.4164244,"('inferior', 'superior')",0.27045718,0.26639876,0.374266,0.3414116,0.0328544
38,0.45459366,0.77169967,"('untruthful', 'truthful')",-0.07960668,0.21624066,0.1874935,0.4939702,-0.3064767
47,0.41263226,0.34164467,"('stupid', 'smart')",2.673453,2.6858084,1.5430427,1.5137266,0.0293161
28,0.4105947,0.4002455,"('disloyal', 'loyal')",0.256534,0.030383827,0.3335643,0.2153147,0.1182496
