,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,male-female
66,-1.918744,-1.858002,"('inactive', 'active')",-0.4216968,-0.22412568,-1.1702204,-1.0410638,-0.1291566
57,-1.5616074,-1.0494897,"('unimaginative', 'imaginative')",-3.6282392,-3.2577927,-2.5949233,-2.1536412,-0.4412821
53,-1.537229,-1.5634634,"('uncreative', 'creative')",0.18995897,0.33053607,-0.673635,-0.6164637,-0.0571713
79,-1.3766073,-1.6231413,"('wavering', 'unwavering')",-0.5928734,-0.494198,-0.9847404,-1.0586697,0.0739293
10,-1.354532,-0.86244684,"('unsympathetic', 'sympathetic')",-0.95135564,-1.1434776,-1.1529438,-1.0029622,-0.1499816
86,-1.3352973,-1.0149051,"('uninfluential', 'influential')",-0.723183,-0.61387706,-1.0292401,-0.8143911,-0.214849
88,-1.1855779,-1.2225516,"('low', 'eminent')",-0.40440395,-0.33167458,-0.7949909,-0.7771131,-0.0178778
1,-1.1640695,-1.115686,"('unfriendly', 'friendly')",0.99053836,1.3309639,-0.0867656,0.1076389,-0.1944045
6,-1.1321032,-1.4070647,"('distant', 'open')",-0.76725996,-0.56416744,-0.9496816,-0.9856161,0.0359345
38,-1.1176722,-1.0137758,"('untruthful', 'truthful')",0.09316139,-0.21193446,-0.5122554,-0.6128551,0.1005997
37,-1.052564,-0.97047627,"('fake', 'genuine')",0.02522097,0.042543545,-0.5136715,-0.4639664,-0.0497051
70,-0.9971381,-0.68783855,"('lethargic', 'energetic')",-0.075356156,-0.20113187,-0.5362471,-0.4444852,-0.0917619
19,-0.9964431,-1.0770357,"('inhospitable', 'hospitable')",-0.6994018,-0.31925112,-0.8479224,-0.6981434,-0.149779
31,-0.96461034,-0.9649996,"('evil', 'good')",-1.0623765,-0.6551529,-1.0134934,-0.8100762,-0.2034172
74,-0.89399225,-0.5564188,"('undedicated', 'dedicated')",-0.8385171,-0.58349603,-0.8662547,-0.5699574,-0.2962973
24,-0.86919576,-0.6469094,"('dishonest', 'honest')",0.65044445,0.31218898,-0.1093757,-0.1673602,0.0579845
59,0.8417016,0.63736546,"('foolish', 'wise')",0.06607036,0.043002576,0.453886,0.340184,0.113702
43,-0.83104515,-0.59977293,"('irresponsible', 'responsible')",0.06142758,0.17948665,-0.3848088,-0.2101431,-0.1746657
13,-0.81001127,-0.57380307,"('impolite', 'polite')",-0.7587663,-0.7235335,-0.7843888,-0.6486683,-0.1357205
5,-0.800703,-1.05997,"('distant', 'outgoing')",-0.40187484,-0.16384812,-0.6012889,-0.6119091,0.0106202
63,-0.769003,-0.44123712,"('unperceptive', 'insightful')",0.58298737,0.49739373,-0.0930078,0.0280783,-0.1210861
11,-0.74521255,-0.5653205,"('unhelpful', 'helpful')",1.7381299,1.5133654,0.4964586,0.4740224,0.0224362
26,-0.7326267,-0.5095085,"('hardhearted', 'benevolent')",0.98964584,1.5917672,0.1285096,0.5411294,-0.4126198
61,-0.7317838,-0.7723645,"('illogical', 'logical')",-0.07569793,0.17063949,-0.4037409,-0.3008625,-0.1028784
83,-0.7235311,-0.41028243,"('powerless', 'powerful')",-1.1803095,-1.3235381,-0.9519203,-0.8669102,-0.0850101
54,-0.7228578,-0.7560126,"('incapable', 'capable')",0.5922353,0.654421,-0.0653112,-0.0507958,-0.0145154
69,-0.7129413,-0.8382801,"('lazy', 'industrious')",-0.8892205,-0.44496104,-0.8010809,-0.6416206,-0.1594603
34,-0.70691967,-0.60358286,"('mean', 'honorable')",5.722669,5.5119157,2.5078747,2.4541664,0.0537083
36,-0.7000581,-0.9119402,"('hostile', 'amicable')",-0.39326438,-0.21648784,-0.5466613,-0.5642141,0.0175528
71,-0.6783719,-0.76006913,"('diffident', 'self-confident')",0.06209471,0.23473488,-0.3081386,-0.2626671,-0.0454715
75,-0.6657522,-0.64739513,"('meek', 'impulsive')",-0.9827546,-0.6799919,-0.8242534,-0.6636935,-0.1605599
49,0.6458398,0.4392133,"('unable', 'able')",0.089946106,-0.15644848,0.367893,0.1413824,0.2265106
