,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
5,3.045333,2.9730284,"('distant', 'outgoing')",1.2341999,1.0523901,0.25421453,0.7516787,-0.13696375,-0.0042591095,1.099196,1.1932094,-0.0940134
6,2.7433817,2.6480708,"('distant', 'open')",1.6852465,1.3326763,0.5006484,0.94529766,-0.093055196,-0.22444858,1.2090553,1.1753991,0.0336562
85,2.4947693,1.9632063,"('insignificant', 'prestigious')",0.8998557,0.43860108,2.1923475,2.39767,0.8936756,0.6619296,1.620162,1.3653518,0.2548102
71,2.3225052,2.4419792,"('diffident', 'self-confident')",1.6857488,1.7846591,0.25332335,0.5252368,-0.05164623,0.15250301,1.0524828,1.2260945,-0.1736117
35,2.3092754,2.1135952,"('corrupt', 'incorrupt')",0.3888935,0.20067534,0.4848992,0.6282059,0.32021514,0.014835078,0.8758209,0.7393278,0.1364931
3,-2.1608403,-2.0801733,"('repellent', 'pleasant')",-1.5218183,-1.3487394,-1.146724,-1.4902838,0.69047254,0.7049734,-1.0347276,-1.0535558,0.0188282
9,1.9710045,1.8020737,"('unaffectionate', 'caring')",1.5890422,1.3037238,0.64914423,0.50195533,0.7151497,0.61980057,1.2310852,1.0568883,0.1741969
46,-1.9218808,-1.9562007,"('uncompetitive', 'competitive')",-0.46939933,-0.41379952,-0.56193954,-0.81838673,-0.24969569,-0.13174787,-0.8007289,-0.8300338,0.0293049
45,-1.8350142,-2.0587137,"('incompetent', 'competent')",-0.965034,-1.0534983,-0.71848226,-1.0768962,-1.3947879,-1.5303639,-1.2283297,-1.429868,0.2015383
69,1.7988236,1.6791176,"('lazy', 'industrious')",1.3126303,1.0642875,1.451329,1.6657805,0.84036386,0.6493534,1.3507868,1.2646347,0.0861521
65,-1.7790331,-1.827375,"('insecure', 'secure')",-1.4789888,-1.5836475,-0.42971727,-0.81911314,-1.1672267,-1.0483295,-1.2137414,-1.3196163,0.1058749
19,1.680645,1.4949552,"('inhospitable', 'hospitable')",0.6774562,0.43353152,-0.48701695,-0.3459715,0.2552946,0.27160478,0.5315947,0.46353,0.0680647
57,-1.6790766,-1.9986055,"('unimaginative', 'imaginative')",-1.7070806,-1.9163268,-1.1686454,-1.3689313,-2.6343205,-2.6086383,-1.7972808,-1.9731255,0.1758447
79,1.648774,1.4800764,"('wavering', 'unwavering')",0.86087394,0.6949091,1.0816785,1.1784816,0.46002477,0.5145084,1.0128378,0.9669939,0.0458439
33,1.6305974,1.2609942,"('wrong', 'right')",0.7757061,0.48174572,1.1003954,1.1851649,-0.5812086,-0.69135183,0.7313726,0.5591382,0.1722344
76,-1.6247811,-1.25694,"('anxious', 'daring')",-1.5633789,-1.0572009,0.1306614,0.38815606,-0.3251369,0.13869613,-0.8456588,-0.4468222,-0.3988366
70,-1.5927778,-1.4414755,"('lethargic', 'energetic')",-1.0739771,-0.8340751,-0.28814727,-0.3174485,-0.8391224,-0.4957372,-0.9485061,-0.772184,-0.1763221
26,1.4905897,1.1082098,"('hardhearted', 'benevolent')",1.8663058,1.460848,2.324784,1.9668692,1.161452,0.7091219,1.710783,1.3112622,0.3995208
80,-1.4686304,-1.0839422,"('dominated', 'dominating')",-0.40566617,0.27905932,0.036190823,0.067360654,-0.27983236,0.07378537,-0.5294845,-0.1659342,-0.3635503
14,-1.427016,-1.6135623,"('antisocial', 'social')",-1.000771,-1.0349983,0.08209547,-0.17564693,-0.93077207,-0.9000695,-0.8191159,-0.9310693,0.1119534
22,-1.3827825,-1.2911468,"('untrustworthy', 'trustworthy')",-1.338978,-1.1077671,-0.9718546,-0.9032636,-1.8530215,-1.6319195,-1.3866591,-1.2335242,-0.1531349
55,-1.3703684,-1.1114379,"('incompetent', 'clever')",-0.2933147,0.044247996,-0.3547535,-0.6515447,-1.0303738,-0.99839085,-0.7622026,-0.6792814,-0.0829212
59,1.3558403,1.1728069,"('foolish', 'wise')",1.1734277,0.8231327,1.3273724,1.264717,-0.37105614,-0.6576642,0.8713961,0.650748,0.2206481
10,-1.3504399,-1.6181395,"('unsympathetic', 'sympathetic')",-0.7308641,-0.78602624,-0.6915638,-1.1576115,-0.1578232,-0.0022574663,-0.7326728,-0.8910086,0.1583358
