,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
73,1.6079507,1.6220987,"('helpless', 'self-reliant')",0.12783939,0.18464398,-2.7671878,-2.8354475,-0.3437993,-0.3429016,-0.0008977
86,-1.558813,-1.4957881,"('uninfluential', 'influential')",-0.40721038,-0.2975176,-0.6544459,-0.70359814,-0.8734897,-0.8323013,-0.0411884
57,-1.3766674,-1.4174577,"('unimaginative', 'imaginative')",-0.40702632,-0.30231792,-2.481632,-2.750291,-1.4217752,-1.4900223,0.0682471
42,1.1277567,1.2930601,"('unreliable', 'reliable')",0.85284555,1.0243951,-2.7237463,-2.8280969,-0.2477147,-0.1702139,-0.0775008
69,1.1077286,0.8440046,"('lazy', 'industrious')",1.5043684,1.3068688,0.16409488,-0.068283916,0.9253973,0.6941965,0.2312008
39,1.1001834,1.179658,"('exploitative', 'cooperative')",0.89112014,0.80797786,-0.0933366,-0.03039038,0.6326556,0.6524152,-0.0197596
84,1.0951205,0.9313778,"('inferior', 'superior')",0.6945305,0.6095446,1.1145489,0.9474759,0.9680667,0.8294661,0.1386006
2,1.0572324,1.0811819,"('unlikable', 'likable')",1.255572,1.3993729,0.65898824,0.7547261,0.9905975,1.078427,-0.0878295
31,-1.046332,-1.4011244,"('evil', 'good')",-0.7635279,-0.82995266,-0.3758409,-0.43793598,-0.728567,-0.889671,0.161104
82,-1.0144498,-0.7512875,"('poor', 'rich')",-0.5251326,-0.4264027,5.979758,6.26903,1.4800584,1.6971134,-0.217055
10,-1.0048852,-0.7241223,"('unsympathetic', 'sympathetic')",-0.80352604,-0.6266997,-0.8639011,-0.9273922,-0.8907708,-0.7594047,-0.1313661
67,0.9350971,1.155687,"('doubtful', 'determined')",0.5952108,0.7036508,-0.5893446,-0.52711064,0.3136544,0.4440757,-0.1304213
51,-0.9322488,-1.0151095,"('uneducated', 'educated')",0.3187739,0.23385888,-0.06168098,-0.2619631,-0.2250519,-0.3477379,0.122686
64,0.93211436,0.64707667,"('shy', 'confident')",0.38924897,0.31578702,-6.385016,-6.811553,-1.6878842,-1.949563,0.2616788
33,0.9171825,0.78296006,"('wrong', 'right')",0.58103114,0.4478116,-0.30497506,-0.33396858,0.3977462,0.2989344,0.0988118
59,0.8495668,0.6096005,"('foolish', 'wise')",0.49176785,0.46938878,1.0704744,0.87513685,0.8039363,0.6513754,0.1525609
87,0.8203307,0.79242116,"('unsuccessful', 'successful')",1.2214639,1.1835785,0.82276505,0.7511155,0.9548532,0.9090384,0.0458148
30,0.81320786,0.81001055,"('intolerant', 'tolerant')",0.5587829,0.79180753,0.95348704,0.93439806,0.7751592,0.8454054,-0.0702462
55,-0.78748405,-0.5242618,"('incompetent', 'clever')",-0.4165386,-0.34713683,-0.4768457,-0.5735455,-0.5602895,-0.481648,-0.0786415
71,0.6963858,0.571051,"('diffident', 'self-confident')",0.81494915,0.82005024,0.56006753,0.5697391,0.6904675,0.6536134,0.0368541
83,0.67623913,0.87321126,"('powerless', 'powerful')",-0.016070612,0.042993084,-0.9514439,-0.8743224,-0.0970918,0.0139606,-0.1110524
38,-0.65939057,-0.4398941,"('untruthful', 'truthful')",-0.44077742,-0.039412007,-0.27594426,-0.17472091,-0.4587041,-0.218009,-0.2406951
53,-0.6436918,-0.8545997,"('uncreative', 'creative')",-0.023394417,-0.10995902,1.4326386,1.2780553,0.2551842,0.1044989,0.1506853
50,0.61453074,0.49458086,"('clumsy', 'skillful')",-0.07429704,-0.15686409,0.37364635,0.20752126,0.3046267,0.181746,0.1228807
6,-0.612895,-1.0606332,"('distant', 'open')",-0.39229363,-0.5129365,1.0087523,0.8896619,0.0011879,-0.2279692,0.2291571
85,0.6048291,0.1807098,"('insignificant', 'prestigious')",-0.61184865,-0.7746383,0.9883657,0.87261564,0.3271154,0.0928957,0.2342197
45,-0.6030145,-0.26992455,"('incompetent', 'competent')",0.040818352,0.3047049,-0.5352862,-0.57936215,-0.3658275,-0.1815273,-0.1843002
