,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,male-female
86,-2.2814548,-2.172591,"('uninfluential', 'influential')",-0.9400037,-0.9156355,-0.08085925,-0.10045503,-1.1007725,-1.0628939,-0.0378786
45,-2.2788303,-2.328429,"('incompetent', 'competent')",-1.3208156,-1.1841859,-0.2888539,-0.3844825,-1.2961666,-1.2990324,0.0028658
10,-2.1603725,-2.1746497,"('unsympathetic', 'sympathetic')",-1.0778395,-1.0699046,-0.78754294,-0.73876435,-1.3419183,-1.3277729,-0.0141454
28,-1.9640434,-2.2013583,"('disloyal', 'loyal')",0.3297029,0.20233552,0.7879768,0.7027414,-0.2821212,-0.4320938,0.1499726
8,-1.7840708,-2.0186188,"('unaffectionate', 'affectionate')",0.6403037,0.5224021,0.6986213,0.5931337,-0.1483819,-0.3010277,0.1526458
65,-1.7709167,-1.6352675,"('insecure', 'secure')",-0.63222235,-0.5876484,-0.28119957,-0.22630942,-0.8947795,-0.8164085,-0.078371
1,-1.7084193,-1.8983335,"('unfriendly', 'friendly')",0.798875,0.6412268,1.4741101,1.3553514,0.1881886,0.0327482,0.1554404
0,-1.6886746,-1.593244,"('unsociable', 'sociable')",-0.39152053,-0.39394015,-0.42806992,-0.41882202,-0.8360883,-0.802002,-0.0340863
77,-1.4927297,-1.3080683,"('unmotivated', 'motivated')",-0.017524483,-0.031245254,-1.1184661,-1.0395373,-0.8762401,-0.7929503,-0.0832898
47,-1.4349148,-1.3288996,"('stupid', 'smart')",-1.5092177,-1.4628648,4.504438,4.6160016,0.5201018,0.6080791,-0.0879773
61,-1.426847,-1.4408945,"('illogical', 'logical')",-0.37090567,-0.4122666,0.6780516,0.7036283,-0.3732337,-0.3831776,0.0099439
48,-1.41238,-1.5157927,"('unintelligent', 'intelligent')",0.017428052,-0.10600575,0.89942724,0.8849069,-0.1651749,-0.2456305,0.0804556
63,-1.410001,-1.2672056,"('unperceptive', 'insightful')",0.043818183,0.16001451,0.3356204,0.3813247,-0.3435208,-0.2419555,-0.1015653
55,-1.3870335,-1.4383062,"('incompetent', 'clever')",-0.65152055,-0.5604847,0.48897922,0.5216624,-0.5165249,-0.4923762,-0.0241487
14,-1.3595741,-1.324754,"('antisocial', 'social')",-0.9083391,-0.8884706,0.045409594,0.01981001,-0.7408345,-0.7311382,-0.0096963
41,-1.3479002,-1.5228337,"('unforgiving', 'forgiving')",-0.6639418,-0.6169398,-0.12591712,-0.22381976,-0.7125864,-0.7878644,0.075278
43,-1.3100021,-1.3308365,"('irresponsible', 'responsible')",-0.63860327,-0.6536083,0.19943038,0.33680087,-0.5830583,-0.5492147,-0.0338436
22,-1.2682396,-1.3680308,"('untrustworthy', 'trustworthy')",-0.6117794,-0.6441389,-0.955439,-1.011012,-0.9451526,-1.0077271,0.0625745
60,-1.2534262,-1.1285727,"('inefficient', 'efficient')",-0.23321083,-0.1921172,-0.009625237,0.18405594,-0.4987541,-0.378878,-0.1198761
26,-1.2196262,-1.4421148,"('hardhearted', 'benevolent')",0.74248964,0.5708226,2.002548,1.865071,0.5084705,0.3312596,0.1772109
30,-1.17774,-1.0807112,"('intolerant', 'tolerant')",-0.5468197,-0.5132712,0.46991032,0.53477687,-0.4182165,-0.3530685,-0.065148
21,-1.1618915,-0.953762,"('immoral', 'moral')",-1.4761475,-1.4249933,-0.4450592,-0.36061528,-1.0276995,-0.9131235,-0.114576
44,1.1451843,1.1360853,"('prejudiced', 'unprejudiced')",-0.4760332,-0.47835103,-1.7808772,-1.7273792,-0.3705754,-0.3565483,-0.0140271
17,-1.1095897,-0.9846998,"('nasty', 'nice')",-0.34566715,-0.1926983,-0.30423293,-0.28665125,-0.5864966,-0.4880164,-0.0984802
15,-1.1006863,-1.1852847,"('boring', 'funny')",0.005272392,0.061419807,0.33096594,0.31895673,-0.254816,-0.2683027,0.0134867
31,-1.0989488,-1.133602,"('evil', 'good')",0.2740045,0.32013038,-0.49644145,-0.7271273,-0.440462,-0.513533,0.073071
81,-1.0790299,-0.782047,"('submissive', 'aggressive')",-1.7975351,-1.7112265,-0.64392996,-0.55417526,-1.1734983,-1.0158162,-0.1576821
9,-1.045836,-1.2832835,"('unaffectionate', 'caring')",1.1290271,0.96543086,1.3869101,1.3008554,0.4900337,0.3276676,0.1623661
52,-1.0202687,-1.1450242,"('irrational', 'rational')",0.43072435,0.34091562,-0.0049695373,-0.19836698,-0.1981713,-0.3341585,0.1359872
32,-0.9803159,-1.0212392,"('unkind', 'kind')",-0.03718233,-0.09022997,0.7147673,0.78157,-0.1009103,-0.1099664,0.0090561
11,-0.95169,-0.93557143,"('unhelpful', 'helpful')",-0.91201746,-0.8852725,1.5959779,1.7271627,-0.0892432,-0.0312271,-0.0580161
12,-0.92739475,-0.8950103,"('unsupportive', 'supportive')",0.29101628,0.29067725,-1.5071778,-1.5589669,-0.7145188,-0.7211,0.0065812
23,-0.894744,-0.7792821,"('insincere', 'sincere')",-0.11184078,-0.07241609,5.526666,5.7216353,1.5066938,1.6233123,-0.1166185
49,-0.8854979,-0.84023213,"('unable', 'able')",-0.08937183,-0.15183456,-0.5419427,-0.515777,-0.5056041,-0.5026146,-0.0029895
19,-0.8771368,-0.92023134,"('inhospitable', 'hospitable')",0.5882713,0.58527654,-0.5615448,-0.6080605,-0.2834701,-0.3143384,0.0308683
83,-0.8094547,-0.9206196,"('powerless', 'powerful')",-0.5172946,-0.5290033,-0.8434973,-0.8255139,-0.7234155,-0.7583789,0.0349634
57,-0.7840935,-0.7584149,"('unimaginative', 'imaginative')",-0.85682935,-0.8093982,-2.8322272,-2.9791188,-1.4910501,-1.5156441,0.024594
24,-0.7792617,-1.1704025,"('dishonest', 'honest')",0.5051941,0.39748773,0.5956366,0.70324475,0.1071897,-0.0232233,0.130413
37,-0.771408,-1.0420238,"('fake', 'genuine')",0.40954888,0.23077634,0.027315214,-0.016468652,-0.1115146,-0.2759054,0.1643908
53,-0.759981,-0.7804799,"('uncreative', 'creative')",-0.42339498,-0.5111317,0.24680342,0.14971435,-0.3121909,-0.3806324,0.0684415
73,0.75080943,0.47499505,"('helpless', 'self-reliant')",0.8073694,0.7307379,-2.810854,-2.927916,-0.4175584,-0.574061,0.1565026
56,-0.743864,-0.65482354,"('impractical', 'practical')",-0.01264517,0.0788475,-0.5213075,-0.42300296,-0.4259389,-0.332993,-0.0929459
20,-0.7371167,-0.8539069,"('rough', 'thoughtful')",0.23092946,0.11626339,0.57776284,0.41996852,0.0238585,-0.1058917,0.1297502
75,0.73481125,0.8149824,"('meek', 'impulsive')",-0.46020672,-0.3734231,-0.63057053,-0.7071924,-0.1186553,-0.0885444,-0.0301109
27,-0.70231694,-0.9224657,"('hardhearted', 'softhearted')",-0.45824748,-0.6397344,1.077269,0.97310054,-0.0277652,-0.1963665,0.1686013
7,-0.6958442,-0.8037205,"('insensitive', 'sensitive')",-0.20607772,-0.25720373,0.52740693,0.56502604,-0.1248383,-0.1652994,0.0404611
62,-0.68833476,-0.5152204,"('incompetent', 'brilliant')",-1.1926423,-0.98564386,0.36219978,0.50174147,-0.5062591,-0.3330409,-0.1732182
58,-0.68004066,-0.997014,"('undiscriminating', 'discriminating')",0.45526513,0.32750958,0.44434083,0.29235542,0.0731884,-0.1257163,0.1989047
78,-0.6757464,-0.34663835,"('nonresilient', 'resilient')",0.042015545,0.08640938,0.30462664,0.29941264,-0.1097014,0.0130612,-0.1227626
36,-0.6036674,-0.7013907,"('hostile', 'amicable')",0.24373603,0.0888766,-0.5368434,-0.83832854,-0.2989249,-0.4836142,0.1846893
13,-0.6017066,-0.34363365,"('impolite', 'polite')",-0.25109273,-0.1678208,-1.0382812,-0.87454975,-0.6303602,-0.4620014,-0.1683588
39,-0.57335234,-0.9483755,"('exploitative', 'cooperative')",0.39105043,0.3593356,0.26406756,0.31044856,0.0272552,-0.0928638,0.120119
76,0.5285823,0.5546739,"('anxious', 'daring')",-0.11700385,0.017186094,-0.20887941,-0.1143582,0.0675663,0.1525006,-0.0849343
70,-0.5198209,-0.39162573,"('lethargic', 'energetic')",-0.88264406,-0.7688374,-0.17391872,-0.10199919,-0.5254612,-0.4208208,-0.1046404
4,0.51914686,0.5084684,"('disliked', 'liked')",0.22028895,0.25600892,-6.580524,-6.804541,-1.9470294,-2.0133546,0.0663252
42,-0.5038981,-0.57987887,"('unreliable', 'reliable')",0.09209951,0.1457294,-3.2514503,-3.3936377,-1.2210829,-1.2759291,0.0548462
16,-0.49353456,-0.53055835,"('unpopular', 'popular')",-0.34050065,-0.39179748,0.21307816,0.03797604,-0.2069857,-0.2947933,0.0878076
29,-0.46650407,-0.78055453,"('unfair', 'fair')",0.4114138,0.26472837,0.18954724,0.03064065,0.044819,-0.1617285,0.2065475
82,-0.4648808,-0.35578176,"('poor', 'rich')",-0.5259283,-0.5443011,5.564593,5.6440206,1.5245946,1.5813125,-0.0567179
88,-0.4647928,-0.5708643,"('low', 'eminent')",-0.1909686,-0.23360048,-0.34839597,-0.34056732,-0.3347191,-0.3816774,0.0469583
71,-0.45582888,-0.53374535,"('diffident', 'self-confident')",0.9619017,0.8894124,0.4063084,0.33632812,0.3041271,0.230665,0.0734621
68,0.4495439,0.42418924,"('dependent', 'independent')",0.18041292,0.100186825,-0.72848463,-0.8970445,-0.0328426,-0.1242228,0.0913802
25,-0.43309218,-0.46658567,"('egoistic', 'altruistic')",1.3368337,1.2833059,1.5355517,1.4830937,0.8130977,0.7666047,0.046493
38,-0.38634717,-0.4053231,"('untruthful', 'truthful')",0.73674375,0.7528927,0.021764914,-0.016143825,0.1240538,0.1104753,0.0135785
51,0.3805608,0.6297723,"('uneducated', 'educated')",-0.11441612,-0.095100716,0.39336395,0.42602435,0.2198362,0.320232,-0.1003958
80,0.371561,0.45963693,"('dominated', 'dominating')",-0.718022,-0.64987457,-0.47928667,-0.3810938,-0.2752492,-0.1904438,-0.0848054
87,-0.35739672,-0.49441522,"('unsuccessful', 'successful')",-0.084358506,-0.054507963,1.0343734,0.99520934,0.1975394,0.148762,0.0487774
5,-0.3375055,-0.25076407,"('distant', 'outgoing')",1.0745616,1.1568888,-0.16470595,-0.23586924,0.1907834,0.2234185,-0.0326351
54,-0.33151242,-0.4206376,"('incapable', 'capable')",0.44495088,0.31228694,0.7350329,0.708293,0.2828238,0.1999808,0.082843
72,-0.32573146,-0.45088774,"('unambitious', 'ambitious')",0.8303274,0.6865095,-0.34083354,-0.3276316,0.0545875,-0.0306699,0.0852574
2,0.29974678,0.31958342,"('unlikable', 'likable')",1.3140925,1.3948704,0.63381153,0.7208041,0.749217,0.8117526,-0.0625356
40,0.2932818,0.074697345,"('stingy', 'generous')",0.95224285,0.9067172,-1.6733063,-1.8702681,-0.1425939,-0.2962845,0.1536906
