,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,2.0410776,2.020292,"('lazy', 'industrious')",-0.6919223,-0.8739213,0.6745777,0.5731854,0.1013923
8,-1.7305254,-1.14218,"('unaffectionate', 'affectionate')",0.02979055,0.27661684,-0.8503674,-0.4327816,-0.4175858
72,-1.6018306,-1.4595292,"('unambitious', 'ambitious')",-1.425602,-1.2821927,-1.5137162,-1.3708609,-0.1428553
87,1.5787603,1.0517299,"('unsuccessful', 'successful')",0.8483948,0.6099174,1.2135775,0.8308237,0.3827538
18,-1.4969662,-1.1175122,"('disagreeable', 'welcoming')",-0.69738007,-0.6700466,-1.0971732,-0.8937794,-0.2033938
39,1.2170854,1.256396,"('exploitative', 'cooperative')",-0.1260659,-0.006096324,0.5455098,0.6251498,-0.07964
57,-1.1991178,-1.4401731,"('unimaginative', 'imaginative')",-2.3947031,-2.4670985,-1.7969105,-1.9536358,0.1567253
73,1.1645356,1.4925157,"('helpless', 'self-reliant')",-3.5292962,-3.4375947,-1.1823802,-0.9725395,-0.2098407
84,1.0742977,1.0004705,"('inferior', 'superior')",1.1651616,1.1983707,1.1197296,1.0994205,0.0203091
52,-1.071803,-0.5432263,"('irrational', 'rational')",-0.8971503,-0.93261343,-0.9844766,-0.7379199,-0.2465567
71,0.9508642,1.1761258,"('diffident', 'self-confident')",0.669985,0.6565681,0.8104246,0.9163469,-0.1059223
19,-0.8497239,-0.35846937,"('inhospitable', 'hospitable')",-0.11377947,0.026073566,-0.4817517,-0.1661979,-0.3155538
6,-0.8299257,-0.15064958,"('distant', 'open')",-0.010361265,0.119122826,-0.4201435,-0.0157634,-0.4043801
10,-0.8136153,-1.3035533,"('unsympathetic', 'sympathetic')",0.552329,0.48461694,-0.1306432,-0.4094682,0.278825
55,-0.81153953,-1.3286035,"('incompetent', 'clever')",0.3443474,0.13368545,-0.2335961,-0.597459,0.3638629
26,0.7858847,0.9201479,"('hardhearted', 'benevolent')",1.2348895,1.5133393,1.0103871,1.2167436,-0.2063565
59,0.7788364,0.9569298,"('foolish', 'wise')",0.24796154,0.23054218,0.513399,0.593736,-0.080337
33,0.7774463,1.2256329,"('wrong', 'right')",-0.9616421,-0.97115535,-0.0920979,0.1272388,-0.2193367
17,-0.738796,-0.54289216,"('nasty', 'nice')",-0.47946632,-0.4845346,-0.6091312,-0.5137134,-0.0954178
48,-0.7197017,-0.92551315,"('unintelligent', 'intelligent')",0.5489356,0.46686393,-0.0853831,-0.2293246,0.1439415
65,-0.6815428,-1.1856967,"('insecure', 'secure')",-0.51210505,-0.46073142,-0.5968239,-0.8232141,0.2263902
67,0.67919034,0.64411616,"('doubtful', 'determined')",-0.48728186,-0.37457472,0.0959542,0.1347707,-0.0388165
9,-0.6789197,-0.27428505,"('unaffectionate', 'caring')",0.76963264,0.9815935,0.0453565,0.3536542,-0.3082977
37,0.6684062,0.40375155,"('fake', 'genuine')",0.8721856,0.81646836,0.7702959,0.6101099,0.160186
74,0.6556766,0.50673616,"('undedicated', 'dedicated')",0.45289594,0.44700238,0.5542862,0.4768693,0.0774169
27,-0.62346256,-0.632226,"('hardhearted', 'softhearted')",1.2805994,1.1494635,0.3285684,0.2586188,0.0699496
15,-0.620155,-0.2392105,"('boring', 'funny')",0.08487676,0.21047544,-0.2676391,-0.0143675,-0.2532716
63,0.60252213,0.31569594,"('unperceptive', 'insightful')",1.6496862,1.509036,1.1261041,0.9123659,0.2137382
36,-0.59929585,-0.0173674,"('hostile', 'amicable')",-0.57168674,-0.45414737,-0.5854913,-0.2357574,-0.3497339
51,-0.598315,-0.89359266,"('uneducated', 'educated')",1.0336908,0.8778836,0.2176879,-0.0078545,0.2255424
50,0.5973383,0.48232546,"('clumsy', 'skillful')",0.4564944,0.38034448,0.5269164,0.431335,0.0955814
16,-0.595381,-0.3931831,"('unpopular', 'popular')",0.55744547,0.3592733,-0.0189678,-0.0169549,-0.0020129
28,-0.5819535,-0.65205544,"('disloyal', 'loyal')",1.1369468,1.1386889,0.2774966,0.2433167,0.0341799
31,-0.5777982,0.24434994,"('evil', 'good')",-1.4966998,-1.5818394,-1.037249,-0.6687447,-0.3685043
75,0.5617422,0.84723294,"('meek', 'impulsive')",-0.482452,-0.29108715,0.0396451,0.2780729,-0.2384278
56,0.556798,0.26658314,"('impractical', 'practical')",0.22690329,0.32775322,0.3918507,0.2971682,0.0946825
85,0.54529744,1.097167,"('insignificant', 'prestigious')",-0.061033737,-0.07533488,0.2421319,0.5109161,-0.2687842
77,-0.5332752,-0.80820435,"('unmotivated', 'motivated')",-0.70530313,-0.9639814,-0.6192892,-0.8860929,0.2668037
0,-0.50961095,-0.78350514,"('unsociable', 'sociable')",-0.36369056,-0.43177643,-0.4366508,-0.6076408,0.17099
68,-0.48860085,-0.7145597,"('dependent', 'independent')",-0.11074335,-0.2938799,-0.2996721,-0.5042198,0.2045477
46,0.48007748,-0.23938131,"('uncompetitive', 'competitive')",0.49758288,0.26729843,0.4888302,0.0139586,0.4748716
70,0.47337067,-0.2533513,"('lethargic', 'energetic')",1.3447862,1.2503451,0.9090784,0.4984969,0.4105815
3,-0.46349767,-0.78844494,"('repellent', 'pleasant')",0.29835746,0.14418206,-0.0825701,-0.3221315,0.2395614
41,-0.46203795,-0.16163024,"('unforgiving', 'forgiving')",-0.38432744,-0.30473328,-0.4231827,-0.2331818,-0.1900009
49,-0.4444083,-0.5776978,"('unable', 'able')",-0.05481416,-0.09799005,-0.2496112,-0.3378439,0.0882327
53,-0.43209228,-0.32116705,"('uncreative', 'creative')",0.7826962,0.9396374,0.175302,0.3092352,-0.1339332
86,-0.42421177,-0.5507626,"('uninfluential', 'influential')",0.59194833,0.37752756,0.0838683,-0.0866175,0.1704858
78,0.40108374,0.07461009,"('nonresilient', 'resilient')",1.0187765,0.62876415,0.7099301,0.3516871,0.358243
80,0.36983335,-0.28083864,"('dominated', 'dominating')",-0.5525097,-0.7511575,-0.0913382,-0.5159981,0.4246599
76,-0.36841384,-0.8071266,"('anxious', 'daring')",0.7553701,0.6494834,0.1934781,-0.0788216,0.2722997
25,-0.366722,-0.08358124,"('egoistic', 'altruistic')",0.793584,0.9521933,0.213431,0.434306,-0.220875
29,0.36153305,0.42881545,"('unfair', 'fair')",-0.58864474,-0.65630615,-0.1135558,-0.1137453,0.0001895
2,0.35831144,0.34790814,"('unlikable', 'likable')",0.11788775,0.22521502,0.2380996,0.2865616,-0.048462
60,-0.34921074,-0.8016819,"('inefficient', 'efficient')",0.3823792,0.38794366,0.0165842,-0.2068691,0.2234533
30,-0.31915054,-0.43485582,"('intolerant', 'tolerant')",0.77641565,0.9386652,0.2286326,0.2519047,-0.0232721
88,-0.29925346,-0.18024753,"('low', 'eminent')",0.16299577,0.31152898,-0.0681288,0.0656407,-0.1337695
21,-0.2924889,-0.70160085,"('immoral', 'moral')",-0.3466489,-0.6268279,-0.3195689,-0.6642144,0.3446455
58,0.29135168,0.123684496,"('undiscriminating', 'discriminating')",0.30118838,0.059795633,0.29627,0.0917401,0.2045299
61,0.2696811,0.22460432,"('illogical', 'logical')",0.37011695,0.13916695,0.319899,0.1818856,0.1380134
47,0.2479721,-0.022205135,"('stupid', 'smart')",5.528506,5.505814,2.8882389,2.7418044,0.1464345
12,-0.24552287,-0.225948,"('unsupportive', 'supportive')",-1.4725574,-1.4807651,-0.8590401,-0.8533565,-0.0056836
44,0.24390846,0.160447,"('prejudiced', 'unprejudiced')",-1.7655237,-1.6437396,-0.7608076,-0.7416463,-0.0191613
38,-0.24218105,0.08987825,"('untruthful', 'truthful')",0.21237822,0.3949711,-0.0149014,0.2424247,-0.2573261
66,0.24014464,0.09069299,"('inactive', 'active')",1.1111224,0.90844595,0.6756335,0.4995695,0.176064
13,-0.23454043,-0.3055038,"('impolite', 'polite')",-0.10738835,-0.026381306,-0.1709644,-0.1659425,-0.0050219
34,0.19533244,0.045733966,"('mean', 'honorable')",6.5949626,6.5009513,3.3951476,3.2733426,0.121805
43,-0.18543059,-0.5112735,"('irresponsible', 'responsible')",0.843739,0.81069916,0.3291542,0.1497128,0.1794414
7,-0.16405211,-0.5775733,"('insensitive', 'sensitive')",1.0057064,0.8689491,0.4208272,0.1456879,0.2751393
40,-0.16014764,0.09431863,"('stingy', 'generous')",-1.3813975,-1.3487093,-0.7707726,-0.6271954,-0.1435772
83,0.15739444,0.32799253,"('powerless', 'powerful')",-0.6183403,-0.7091851,-0.2304729,-0.1905963,-0.0398766
42,-0.14451167,-0.35104236,"('unreliable', 'reliable')",-2.8156443,-2.9095705,-1.480078,-1.6303064,0.1502284
22,0.13901013,0.011609007,"('untrustworthy', 'trustworthy')",-1.0568228,-1.1155201,-0.4589063,-0.5519556,0.0930493
5,0.13231747,0.7503434,"('distant', 'outgoing')",-0.6311472,-0.51986486,-0.2494149,0.1152393,-0.3646542
45,-0.13211548,-0.4477718,"('incompetent', 'competent')",0.21022914,0.04152657,0.0390568,-0.2031226,0.2421794
20,-0.119431816,-0.34967658,"('rough', 'thoughtful')",1.1299419,1.0109181,0.505255,0.3306208,0.1746342
32,-0.09688332,-0.076235056,"('unkind', 'kind')",0.92590576,1.1396172,0.4145112,0.5316911,-0.1171799
4,0.091595225,0.5983517,"('disliked', 'liked')",-6.279247,-6.307132,-3.0938258,-2.8543901,-0.2394357
1,0.08884056,0.5270971,"('unfriendly', 'friendly')",1.3317518,1.416646,0.7102962,0.9718716,-0.2615754
14,-0.087894276,-0.61221015,"('antisocial', 'social')",-0.7657658,-0.89711136,-0.42683,-0.7546607,0.3278307
23,0.08677788,-0.11600876,"('insincere', 'sincere')",6.2068443,6.3571234,3.146811,3.1205573,0.0262537
64,0.08213504,-0.1715326,"('shy', 'confident')",-6.845796,-6.8012652,-3.3818305,-3.4863989,0.1045684
82,-0.05229772,-0.42402637,"('poor', 'rich')",6.3285594,6.3433466,3.1381309,2.9596601,0.1784708
79,-0.05083706,0.39053455,"('wavering', 'unwavering')",0.19270658,0.2731777,0.0709348,0.3318561,-0.2609213
81,-0.04299718,-0.74896175,"('submissive', 'aggressive')",-0.4794236,-0.5324743,-0.2612104,-0.640718,0.3795076
54,0.041009538,0.08827421,"('incapable', 'capable')",0.9361361,0.97468644,0.4885728,0.5314803,-0.0429075
62,-0.029753149,-0.29066828,"('incompetent', 'brilliant')",0.43484807,0.49930078,0.2025475,0.1043162,0.0982313
24,-0.02958933,0.14221783,"('dishonest', 'honest')",0.7501337,1.0703036,0.3602722,0.6062607,-0.2459885
11,-0.012047447,-0.31774476,"('unhelpful', 'helpful')",2.4234257,2.4914699,1.2056891,1.0868626,0.1188265
35,0.0036725812,0.62571883,"('corrupt', 'incorrupt')",-0.6748645,-0.3996701,-0.3355959,0.1130244,-0.4486203
