,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.333559,-2.3242204,"('unsympathetic', 'sympathetic')",-1.2020731,-0.956961,-0.72198683,-0.5466486,-1.4192063,-1.2759433,-0.143263
86,-2.3183646,-2.5316954,"('uninfluential', 'influential')",-0.9503878,-0.8655582,-0.26617742,-0.36360133,-1.1783099,-1.2536182,0.0753083
45,-2.2745755,-2.4248252,"('incompetent', 'competent')",-1.0981667,-1.0627812,-0.25827548,-0.3232511,-1.2103392,-1.2702858,0.0599466
28,-2.120303,-2.4303386,"('disloyal', 'loyal')",0.0048676785,0.098835,0.65328115,0.6773388,-0.4873846,-0.5513883,0.0640037
65,-1.7917548,-1.8031131,"('insecure', 'secure')",-0.74186945,-0.5711121,-0.2341836,-0.06254923,-0.9226026,-0.8122581,-0.1103445
55,-1.7824255,-1.7866145,"('incompetent', 'clever')",-0.7990022,-0.60188967,0.28084743,0.33455122,-0.76686,-0.6846511,-0.0822089
8,-1.7748343,-1.9346603,"('unaffectionate', 'affectionate')",0.49529052,0.58429104,0.79212254,0.6921244,-0.1624737,-0.2194149,0.0569412
0,-1.7574533,-1.909249,"('unsociable', 'sociable')",-0.45692334,-0.44480377,-0.4351502,-0.45678592,-0.8831756,-0.9369462,0.0537706
1,-1.7168587,-1.9514155,"('unfriendly', 'friendly')",0.74530065,0.74975085,1.2823786,1.1527941,0.1036068,-0.0162902,0.119897
14,-1.675875,-1.4816009,"('antisocial', 'social')",-1.0489957,-0.90317154,0.082338825,0.083350904,-0.880844,-0.7671405,-0.1137035
48,-1.6579694,-1.7779827,"('unintelligent', 'intelligent')",-0.12372504,-0.04107046,0.6158237,0.6692636,-0.3886236,-0.3832632,-0.0053604
43,-1.6075151,-1.3356811,"('irresponsible', 'responsible')",-0.7576925,-0.57581776,0.27585715,0.4497902,-0.6964502,-0.4872362,-0.209214
60,-1.5856035,-1.3427681,"('inefficient', 'efficient')",-0.37226456,-0.14837731,-0.16211094,0.11240332,-0.7066597,-0.4595807,-0.247079
22,-1.5077909,-1.3824215,"('untrustworthy', 'trustworthy')",-0.6940776,-0.5354928,-0.9828977,-0.92326164,-1.0615888,-0.9470587,-0.1145301
41,-1.4669476,-1.4852695,"('unforgiving', 'forgiving')",-0.32422027,-0.30598083,-0.11304731,-0.27075604,-0.6347384,-0.6873355,0.0525971
61,-1.4547857,-1.5007448,"('illogical', 'logical')",-0.3417461,-0.2860045,0.64718217,0.65426916,-0.3831166,-0.3774934,-0.0056232
77,-1.4429388,-1.6329603,"('unmotivated', 'motivated')",-0.12465079,-0.11671357,-1.2151976,-1.0893607,-0.9275958,-0.9463449,0.0187491
47,-1.403584,-1.2574124,"('stupid', 'smart')",-1.5250605,-1.4167185,4.7216597,4.795763,0.5976717,0.7072107,-0.109539
21,-1.3965974,-1.2235346,"('immoral', 'moral')",-1.5761195,-1.3387864,-0.4839723,-0.27444544,-1.1522297,-0.9455888,-0.2066409
9,-1.3920171,-1.4189019,"('unaffectionate', 'caring')",0.70163757,0.9102551,1.292041,1.3187187,0.2005538,0.2700239,-0.0694701
30,-1.3287174,-1.2125638,"('intolerant', 'tolerant')",-0.6397098,-0.38438395,0.3966409,0.5485593,-0.5239288,-0.3494628,-0.174466
75,1.3169261,1.3137803,"('meek', 'impulsive')",-0.09644187,-0.20510887,-0.5903842,-0.740244,0.2100334,0.1228092,0.0872242
24,-1.2955824,-1.2001699,"('dishonest', 'honest')",0.080592446,0.33194497,0.46831426,0.5780661,-0.2488919,-0.0967196,-0.1521723
56,-1.2657531,-1.1067932,"('impractical', 'practical')",-0.23319155,-0.035592005,-0.681115,-0.4974455,-0.7266866,-0.5466102,-0.1800764
63,-1.2143804,-1.3542676,"('unperceptive', 'insightful')",0.38260752,0.34072158,0.23547821,0.2493903,-0.1987649,-0.2547186,0.0559537
32,-1.1800926,-1.1067187,"('unkind', 'kind')",-0.08092676,-0.02098025,0.5987123,0.6773033,-0.220769,-0.1501319,-0.0706371
37,-1.1509422,-0.84554946,"('fake', 'genuine')",-0.024879307,0.2637156,0.011601362,0.14751865,-0.3880734,-0.1447717,-0.2433017
39,-1.1466199,-0.87263405,"('exploitative', 'cooperative')",0.08584918,0.32922354,0.27404946,0.4596261,-0.2622404,-0.0279281,-0.2343123
49,-1.1401399,-0.8402159,"('unable', 'able')",-0.26086748,-0.10672826,-0.7970727,-0.65930444,-0.7326934,-0.5354162,-0.1972772
7,-1.1054668,-1.1750193,"('insensitive', 'sensitive')",-0.4173843,-0.31556362,0.594253,0.66783047,-0.3095327,-0.2742508,-0.0352819
44,0.9993187,1.4510758,"('prejudiced', 'unprejudiced')",-0.62784463,-0.5217498,-1.6723453,-1.5148039,-0.4336237,-0.1951593,-0.2384644
23,-0.9826417,-1.0773784,"('insincere', 'sincere')",-0.13864127,0.008817656,5.593455,5.711215,1.4907239,1.5475515,-0.0568276
11,-0.97903687,-0.84403574,"('unhelpful', 'helpful')",-0.86629325,-0.7288675,1.4131699,1.5532912,-0.1440534,-0.0065373,-0.1375161
12,-0.9475071,-0.98427474,"('unsupportive', 'supportive')",0.41379848,0.45863557,-1.7665247,-1.739211,-0.7667445,-0.75495,-0.0117945
26,-0.91231537,-1.1125244,"('hardhearted', 'benevolent')",1.060047,0.913324,2.0275478,1.9388479,0.7250932,0.5798825,0.1452107
83,-0.89660347,-0.95983094,"('powerless', 'powerful')",-0.39754015,-0.42202824,-0.8585257,-0.8776848,-0.7175565,-0.7531813,0.0356248
81,-0.8773994,-0.9103936,"('submissive', 'aggressive')",-1.7340057,-1.6091733,-0.7195796,-0.6465633,-1.1103282,-1.0553768,-0.0549514
15,-0.8716861,-1.0623107,"('boring', 'funny')",0.22358714,0.12250247,0.43614414,0.29841563,-0.0706516,-0.2137975,0.1431459
57,-0.85988134,-0.94946754,"('unimaginative', 'imaginative')",-0.74100775,-0.74293983,-3.0974917,-3.0424519,-1.566127,-1.5782865,0.0121595
20,-0.84772754,-0.7279101,"('rough', 'thoughtful')",0.14650287,0.19818343,0.45032743,0.47340196,-0.0836324,-0.0187749,-0.0648575
58,-0.8465734,-0.92464375,"('undiscriminating', 'discriminating')",0.48803025,0.50506914,0.28334132,0.29879206,-0.0250673,-0.0402609,0.0151936
17,-0.84350914,-0.9409788,"('nasty', 'nice')",-0.17082334,-0.14941101,-0.3373565,-0.43478727,-0.450563,-0.5083924,0.0578294
53,-0.79841083,-0.9555748,"('uncreative', 'creative')",-0.40098774,-0.4370968,0.019879699,0.01745822,-0.3931729,-0.4584045,0.0652316
27,-0.7647694,-0.64289147,"('hardhearted', 'softhearted')",-0.6293546,-0.60919124,1.0751042,1.0599289,-0.1063399,-0.0640513,-0.0422886
31,-0.72359174,-1.004167,"('evil', 'good')",0.5996772,0.42114937,-0.6848052,-0.8734803,-0.2695733,-0.4854993,0.215926
4,0.7173042,0.42732304,"('disliked', 'liked')",0.5822375,0.3631475,-7.076801,-7.284053,-1.925753,-2.1645274,0.2387744
62,-0.6845547,-0.6224955,"('incompetent', 'brilliant')",-0.92007357,-0.87312365,0.36829567,0.42055884,-0.4121109,-0.3583534,-0.0537575
73,0.649114,0.8016757,"('helpless', 'self-reliant')",0.8606825,0.9421234,-2.8360398,-2.7892144,-0.4420811,-0.3484718,-0.0936093
29,-0.64816177,-0.74512625,"('unfair', 'fair')",0.29015622,0.27188015,0.0078850575,-0.05247412,-0.1167068,-0.1752401,0.0585333
19,-0.6480693,-0.625431,"('inhospitable', 'hospitable')",0.51538813,0.6297684,-0.6071361,-0.5712711,-0.2466058,-0.1889779,-0.0576279
42,-0.6297299,-0.5194083,"('unreliable', 'reliable')",0.13498665,0.26251876,-3.2659698,-3.1414626,-1.253571,-1.132784,-0.120787
52,-0.6284574,-0.96704155,"('irrational', 'rational')",0.7159679,0.5481193,0.06886804,-0.13354973,0.0521262,-0.1841573,0.2362835
13,-0.6135665,-0.6590919,"('impolite', 'polite')",-0.42578915,-0.33548155,-0.94050074,-0.9041332,-0.6599521,-0.6329022,-0.0270499
70,-0.5868752,-0.4264574,"('lethargic', 'energetic')",-0.89929223,-0.64981943,-0.03242503,0.1360848,-0.5061975,-0.3133973,-0.1928002
82,-0.52739,-0.49341184,"('poor', 'rich')",-0.6579542,-0.5380372,5.7757444,5.7805223,1.5301334,1.5830243,-0.0528909
71,-0.48582032,-0.58306664,"('diffident', 'self-confident')",0.88666123,0.8070423,0.22126466,0.1432215,0.2073685,0.1223991,0.0849694
36,-0.46125925,-0.6376109,"('hostile', 'amicable')",0.28314915,0.13349897,-0.5788777,-0.7152679,-0.2523293,-0.40646,0.1541307
54,-0.43351728,-0.4347042,"('incapable', 'capable')",0.13278976,0.14071892,0.75839335,0.7358148,0.1525553,0.1472765,0.0052788
88,-0.40696183,-0.78791964,"('low', 'eminent')",-0.07978238,-0.2006039,-0.28101867,-0.41900668,-0.255921,-0.4691767,0.2132557
51,0.3877467,-0.02449406,"('uneducated', 'educated')",-0.053969607,-0.1781103,0.3703945,0.3002746,0.2347238,0.0325568,0.202167
80,0.386235,0.17516024,"('dominated', 'dominating')",-0.5862903,-0.6739904,-0.48590487,-0.612108,-0.2286534,-0.3703127,0.1416593
38,-0.38246715,-0.46984163,"('untruthful', 'truthful')",0.73830235,0.7091137,-0.31727463,-0.26458958,0.0128535,-0.0084392,0.0212927
25,-0.3752648,-0.5428197,"('egoistic', 'altruistic')",1.2550197,1.2175267,1.5693879,1.5430527,0.816381,0.7392532,0.0771278
87,-0.3739943,-0.5454178,"('unsuccessful', 'successful')",-0.025248483,-0.1228358,1.0743566,0.9261051,0.2250379,0.0859505,0.1390874
76,0.3738258,0.6466622,"('anxious', 'daring')",-0.21331125,0.026516724,-0.24689564,-0.049787134,-0.0287937,0.2077972,-0.2365909
78,-0.33613744,-0.4738793,"('nonresilient', 'resilient')",0.21542469,0.07545718,-0.035224676,-0.05891127,-0.0519791,-0.1524445,0.1004654
72,-0.3181069,-0.41367137,"('unambitious', 'ambitious')",0.7970369,0.7562583,-0.27006653,-0.28566065,0.0696212,0.0189754,0.0506458
