,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,male-female
9,1.7165878,1.7404083,"('unaffectionate', 'caring')",1.9283316,1.8851743,1.8224597,1.8127913,0.0096684
85,1.5699043,1.8288786,"('insignificant', 'prestigious')",0.16247323,0.47589,0.8661888,1.1523843,-0.2861955
81,-1.5538663,-1.7367911,"('submissive', 'aggressive')",-0.41014704,-0.53017265,-0.9820067,-1.1334819,0.1514752
45,-1.4816118,-1.4365056,"('incompetent', 'competent')",-0.021688184,-0.18455116,-0.75165,-0.8105283,0.0588783
15,1.453058,1.1465429,"('boring', 'funny')",0.3074413,0.1563764,0.8802496,0.6514596,0.22879
73,1.3831227,1.2064387,"('helpless', 'self-reliant')",-3.5919855,-3.5991573,-1.1044314,-1.1963594,0.091928
26,1.3817999,1.3881646,"('hardhearted', 'benevolent')",1.5527787,1.50373,1.4672893,1.4459474,0.0213419
64,-1.3681903,-1.333295,"('shy', 'confident')",-6.548878,-6.650264,-3.9585342,-3.9917793,0.0332451
51,-1.3609985,-1.464851,"('uneducated', 'educated')",0.40645194,0.34763998,-0.4772733,-0.5586056,0.0813323
72,1.299511,1.3061655,"('unambitious', 'ambitious')",0.010156024,-0.018755682,0.6548335,0.6437049,0.0111286
68,-1.2811007,-1.4313971,"('dependent', 'independent')",-0.7790779,-0.59688145,-1.0300894,-1.0141393,-0.0159501
12,1.1979351,1.3682363,"('unsupportive', 'supportive')",-0.8525317,-0.8883594,0.1727017,0.2399384,-0.0672367
53,1.1809049,1.3259513,"('uncreative', 'creative')",0.88459766,0.85436106,1.0327513,1.0901562,-0.0574049
59,1.0647274,1.1050346,"('foolish', 'wise')",0.6659998,0.79384935,0.8653636,0.949442,-0.0840784
8,1.0616738,1.1372212,"('unaffectionate', 'affectionate')",1.0357631,1.0502236,1.0487185,1.0937223,-0.0450038
71,1.0433657,1.0844539,"('diffident', 'self-confident')",1.4177617,1.3497045,1.2305636,1.2170792,0.0134844
29,-1.0339372,-1.0577456,"('unfair', 'fair')",-0.45012575,-0.3832705,-0.7420315,-0.720508,-0.0215235
3,-1.0262443,-0.94426167,"('repellent', 'pleasant')",0.05314436,0.16194868,-0.48655,-0.3911565,-0.0953935
55,-1.000873,-0.8884044,"('incompetent', 'clever')",-0.0058978014,0.07490009,-0.5033854,-0.4067522,-0.0966332
