,csx_male,csx_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,-1.7905728,-1.837256,"('impolite', 'polite')",-1.2077525,-1.1149836,-1.4991627,-1.4761198,-0.0230429
38,-1.2624828,-1.2672377,"('untruthful', 'truthful')",-0.803649,-0.6026172,-1.0330659,-0.9349275,-0.0981384
11,-1.2489468,-1.3129318,"('unhelpful', 'helpful')",0.922065,0.9985966,-0.1634409,-0.1571676,-0.0062733
10,-1.2481209,-1.4901055,"('unsympathetic', 'sympathetic')",-0.7648706,-1.018244,-1.0064957,-1.2541747,0.247679
45,-1.1988294,-1.5049498,"('incompetent', 'competent')",-0.1986265,-0.5805293,-0.698728,-1.0427395,0.3440115
70,-1.1946845,-1.2962928,"('lethargic', 'energetic')",0.12361762,0.016340226,-0.5355334,-0.6399763,0.1044429
84,1.1807659,1.0022779,"('inferior', 'superior')",1.4374964,1.3033141,1.3091311,1.152796,0.1563351
55,-1.1641399,-1.1718684,"('incompetent', 'clever')",0.275604,0.27484342,-0.4442679,-0.4485125,0.0042446
57,-1.1622297,-1.4110016,"('unimaginative', 'imaginative')",-2.7698655,-3.153036,-1.9660475,-2.2820189,0.3159714
43,-1.1270719,-1.3390453,"('irresponsible', 'responsible')",-0.22439928,-0.20615992,-0.6757356,-0.7726026,0.096867
22,-1.1196135,-1.2919891,"('untrustworthy', 'trustworthy')",-0.9875281,-1.3058662,-1.0535707,-1.2989277,0.245357
51,-1.1025112,-1.1879916,"('uneducated', 'educated')",0.6940953,0.56596506,-0.2042079,-0.3110133,0.1068054
71,1.1005586,0.9299556,"('diffident', 'self-confident')",0.34956554,0.04175155,0.7250621,0.4858536,0.2392085
0,-1.0392399,-1.2523738,"('unsociable', 'sociable')",-0.1311563,-0.4759321,-0.5851981,-0.864153,0.2789549
18,-1.0008059,-1.1794684,"('disagreeable', 'welcoming')",-0.6665613,-0.91380644,-0.8336836,-1.0466374,0.2129538
68,-0.9259931,-1.1020939,"('dependent', 'independent')",-0.507399,-0.78918153,-0.716696,-0.9456377,0.2289417
85,0.91161615,0.6903628,"('insignificant', 'prestigious')",0.36731827,-0.017910538,0.6394672,0.3362261,0.3032411
19,-0.90974104,-1.2228936,"('inhospitable', 'hospitable')",-0.76851034,-1.0297261,-0.8391257,-1.1263099,0.2871842
67,0.9002158,0.84591585,"('doubtful', 'determined')",-0.28594223,-0.21128824,0.3071368,0.3173138,-0.010177
69,0.8844264,0.8752639,"('lazy', 'industrious')",-0.42504525,-0.4477086,0.2296906,0.2137777,0.0159129
82,-0.8810011,-0.7875211,"('poor', 'rich')",5.253256,5.489681,2.1861274,2.3510799,-0.1649525
39,0.8709803,0.75883895,"('exploitative', 'cooperative')",-0.028542323,0.016464565,0.421219,0.3876518,0.0335672
23,-0.8652539,-1.1167961,"('insincere', 'sincere')",4.2673683,4.3963637,1.7010572,1.6397839,0.0612733
27,-0.83599705,-1.3401555,"('hardhearted', 'softhearted')",0.8720188,0.22820851,0.0180109,-0.5559735,0.5739844
60,-0.82815367,-0.81953794,"('inefficient', 'efficient')",-0.5829133,-0.3931599,-0.7055335,-0.6063489,-0.0991846
52,0.822123,0.62118334,"('irrational', 'rational')",-0.017423373,-0.07931226,0.4023498,0.2709355,0.1314143
81,-0.8011945,-0.36640668,"('submissive', 'aggressive')",-0.8742082,-0.46976,-0.8377013,-0.4180833,-0.419618
2,0.80066895,0.5882496,"('unlikable', 'likable')",0.817338,0.77641773,0.8090035,0.6823337,0.1266698
44,-0.7998744,-0.5697119,"('prejudiced', 'unprejudiced')",-1.0561211,-0.72793585,-0.9279978,-0.6488239,-0.2791739
86,-0.78901184,-1.1944168,"('uninfluential', 'influential')",-0.28716052,-0.8040508,-0.5380862,-0.9992338,0.4611476
34,-0.7766581,-0.92712784,"('mean', 'honorable')",4.5766077,4.611448,1.8999748,1.84216,0.0578148
59,0.7560428,0.5787028,"('foolish', 'wise')",-0.027694006,-0.21485253,0.3641744,0.1819251,0.1822493
49,-0.7432627,-0.81109786,"('unable', 'able')",-0.7988361,-0.90211064,-0.7710494,-0.8566042,0.0855548
62,-0.71381146,-0.7611722,"('incompetent', 'brilliant')",-0.121264994,-0.14558987,-0.4175382,-0.453381,0.0358428
15,0.67269003,0.4525575,"('boring', 'funny')",0.073940285,-0.14702834,0.3733152,0.1527646,0.2205506
65,-0.6505155,-0.49485457,"('insecure', 'secure')",-0.42916843,-0.17172651,-0.5398419,-0.3332905,-0.2065514
33,0.6284853,0.37310946,"('wrong', 'right')",-0.7658433,-1.0311016,-0.068679,-0.3289961,0.2603171
46,-0.6068767,-0.7131141,"('uncompetitive', 'competitive')",-0.8790463,-0.9097934,-0.7429615,-0.8114537,0.0684922
56,-0.585912,-0.40408683,"('impractical', 'practical')",-1.1685177,-0.9011885,-0.8772148,-0.6526377,-0.2245771
41,-0.54871815,-0.79789567,"('unforgiving', 'forgiving')",0.1245027,-0.22637561,-0.2121077,-0.5121356,0.3000279
17,-0.54458493,-0.6871669,"('nasty', 'nice')",-0.6751972,-0.97586536,-0.6098911,-0.8315161,0.221625
61,0.54134136,0.24001372,"('illogical', 'logical')",0.64906484,0.42280442,0.5952031,0.3314091,0.263794
54,-0.52812874,-0.704491,"('incapable', 'capable')",0.30574006,0.3738378,-0.1111943,-0.1653266,0.0541323
7,-0.52537566,-0.7494347,"('insensitive', 'sensitive')",0.0650644,-0.20823558,-0.2301556,-0.4788351,0.2486795
53,0.51355094,-0.0030667149,"('uncreative', 'creative')",0.35077184,0.18432999,0.4321614,0.0906316,0.3415298
14,-0.5024351,-0.5023845,"('antisocial', 'social')",-0.048049953,-0.09915192,-0.2752425,-0.3007682,0.0255257
25,0.50083256,0.5150415,"('egoistic', 'altruistic')",1.3762137,1.3441439,0.9385231,0.9295927,0.0089304
72,-0.49102864,-0.49157152,"('unambitious', 'ambitious')",-0.95501196,-1.1344768,-0.7230203,-0.8130242,0.0900039
87,0.48320055,0.38164508,"('unsuccessful', 'successful')",1.3534791,1.115508,0.9183398,0.7485765,0.1697633
30,-0.46762344,-0.50606394,"('intolerant', 'tolerant')",0.22905177,0.2947858,-0.1192858,-0.1056391,-0.0136467
48,-0.4437438,-0.680574,"('unintelligent', 'intelligent')",0.5760188,0.34730113,0.0661375,-0.1666364,0.2327739
21,-0.43958429,-0.49876487,"('immoral', 'moral')",-0.52436334,-0.3635201,-0.4819738,-0.4311425,-0.0508313
28,-0.4352618,-0.76742053,"('disloyal', 'loyal')",0.71098304,0.48258722,0.1378606,-0.1424167,0.2802773
3,-0.42858437,-0.570414,"('repellent', 'pleasant')",0.64895284,0.83408177,0.1101842,0.1318339,-0.0216497
37,-0.41209936,-0.82429117,"('fake', 'genuine')",-0.13343626,-0.4703998,-0.2727678,-0.6473455,0.3745777
83,0.39468867,0.21467012,"('powerless', 'powerful')",-1.0274868,-1.1286992,-0.3163991,-0.4570145,0.1406154
63,-0.38032743,-0.6447742,"('unperceptive', 'insightful')",0.5302359,0.13319701,0.0749542,-0.2557886,0.3307428
79,-0.37204668,-0.40238476,"('wavering', 'unwavering')",-0.40693334,-0.4787149,-0.38949,-0.4405499,0.0510599
