,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
26,2.690661,2.2684176,"('hardhearted', 'benevolent')",1.7594122,2.0169125,2.2250366,2.1426649,0.0823717
14,2.0739434,2.337195,"('antisocial', 'social')",1.0754547,1.127459,1.574699,1.732327,-0.157628
35,-1.5489228,-1.2698694,"('corrupt', 'incorrupt')",-2.0343297,-1.8882962,-1.7916262,-1.5790828,-0.2125434
75,-1.4536746,-1.1307436,"('meek', 'impulsive')",-1.2585344,-1.2007307,-1.3561045,-1.1657372,-0.1903673
56,1.4226736,1.4599426,"('impractical', 'practical')",1.000713,0.9049221,1.2116933,1.1824324,0.0292609
68,-1.4186366,-1.5387822,"('dependent', 'independent')",-1.0681064,-1.4861685,-1.2433715,-1.5124754,0.2691039
16,-1.3555701,-1.0108382,"('unpopular', 'popular')",-1.06543,-0.94471365,-1.2105,-0.9777759,-0.2327241
30,1.240239,1.2494427,"('intolerant', 'tolerant')",1.3952217,1.5285338,1.3177304,1.3889883,-0.0712579
41,1.2184674,1.3305647,"('unforgiving', 'forgiving')",0.6012776,0.5974901,0.9098725,0.9640274,-0.0541549
81,1.1915576,1.0938168,"('submissive', 'aggressive')",0.85247695,0.5848038,1.0220172,0.8393103,0.1827069
12,1.1773946,0.900167,"('unsupportive', 'supportive')",-1.0806401,-0.9866967,0.0483773,-0.0432649,0.0916422
36,-1.1676213,-1.0216331,"('hostile', 'amicable')",-2.176191,-1.7153069,-1.6719062,-1.36847,-0.3034362
57,1.117493,0.7881211,"('unimaginative', 'imaginative')",-2.2260876,-2.1861603,-0.5542973,-0.6990196,0.1447223
23,1.0917721,1.1712773,"('insincere', 'sincere')",6.2143483,6.1708736,3.6530602,3.6710753,-0.0180151
19,-1.0420719,-1.0095719,"('inhospitable', 'hospitable')",-0.7934575,-1.0427136,-0.9177647,-1.0261428,0.1083781
70,1.0254407,0.92712927,"('lethargic', 'energetic')",1.5208503,1.1490265,1.2731454,1.0380778,0.2350676
31,-1.0190352,-1.1676828,"('evil', 'good')",-2.4625514,-2.21996,-1.7407932,-1.6938214,-0.0469718
49,-1.0179799,-1.0214975,"('unable', 'able')",-0.12223204,-0.5400464,-0.570106,-0.780772,0.210666
39,0.97886753,0.9552155,"('exploitative', 'cooperative')",0.117402844,0.041942887,0.5481352,0.4985792,0.049556
40,0.9736876,0.6319564,"('stingy', 'generous')",-2.1131399,-2.160636,-0.5697261,-0.7643398,0.1946137
78,-0.93788415,-1.3307374,"('nonresilient', 'resilient')",-0.28044018,-0.37053987,-0.6091622,-0.8506386,0.2414764
11,0.9120404,1.0004339,"('unhelpful', 'helpful')",2.1344903,2.3875077,1.5232654,1.6939708,-0.1707054
45,0.9031681,0.93513846,"('incompetent', 'competent')",0.9671975,0.64831805,0.9351828,0.7917283,0.1434545
33,0.90077716,0.7930832,"('wrong', 'right')",-0.40668705,-0.15356496,0.2470451,0.3197591,-0.072714
22,0.87279665,0.9215429,"('untrustworthy', 'trustworthy')",0.54694694,0.34098095,0.7098718,0.6312619,0.0786099
21,0.86396164,0.7229101,"('immoral', 'moral')",0.6147181,0.28962764,0.7393398,0.5062689,0.2330709
15,0.8319766,0.8776907,"('boring', 'funny')",0.5186363,0.5994367,0.6753064,0.7385637,-0.0632573
50,-0.8227608,-0.7565211,"('clumsy', 'skillful')",-0.68819666,-0.58059835,-0.7554787,-0.6685597,-0.086919
66,-0.8038261,-0.81838584,"('inactive', 'active')",-0.848959,-1.3157104,-0.8263925,-1.0670481,0.2406556
73,0.735944,1.004337,"('helpless', 'self-reliant')",-4.1116896,-3.9100726,-1.6878728,-1.4528677,-0.2350051
85,-0.7294805,-0.5641485,"('insignificant', 'prestigious')",-2.25494,-1.4721533,-1.4922103,-1.0181509,-0.4740594
7,0.6510248,0.6234262,"('insensitive', 'sensitive')",1.9291451,1.66792,1.290085,1.145673,0.144412
47,0.64436936,0.6155587,"('stupid', 'smart')",5.4032345,5.1930213,3.0238018,2.90429,0.1195118
64,-0.6218471,-0.27415937,"('shy', 'confident')",-5.505062,-5.33535,-3.0634546,-2.8047547,-0.2586999
77,-0.6216888,-0.7001505,"('unmotivated', 'motivated')",-0.62434715,-0.7511187,-0.623018,-0.7256346,0.1026166
82,-0.6197469,-0.49259135,"('poor', 'rich')",5.885022,5.5319734,2.6326375,2.519691,0.1129465
86,0.6113104,-0.13699025,"('uninfluential', 'influential')",1.2867476,0.5835203,0.949029,0.223265,0.725764
0,0.6071107,0.40846723,"('unsociable', 'sociable')",0.44270912,0.24868464,0.5249099,0.3285759,0.196334
42,0.60651296,0.69930977,"('unreliable', 'reliable')",-2.2156527,-2.2542353,-0.8045698,-0.7774627,-0.0271071
54,-0.5715756,-0.81237715,"('incapable', 'capable')",1.0418621,0.5821768,0.2351433,-0.1151002,0.3502435
8,-0.53077185,-0.55866003,"('unaffectionate', 'affectionate')",0.014863305,0.22680843,-0.2579543,-0.1659258,-0.0920285
61,0.5295281,0.46832737,"('illogical', 'logical')",0.6891033,0.589613,0.6093157,0.5289702,0.0803455
13,0.49439737,0.7357094,"('impolite', 'polite')",0.30916038,0.2327841,0.4017789,0.4842468,-0.0824679
88,-0.47527158,-0.4076092,"('low', 'eminent')",-0.035034016,-0.007979799,-0.2551528,-0.2077945,-0.0473583
38,0.45851237,0.69520825,"('untruthful', 'truthful')",0.35839733,0.7153362,0.4084548,0.7052722,-0.2968174
55,0.44761273,0.32684854,"('incompetent', 'clever')",1.8900864,1.3447304,1.1688496,0.8357894,0.3330602
18,-0.44361004,-0.34371266,"('disagreeable', 'welcoming')",-0.82635844,-0.81176186,-0.6349843,-0.5777373,-0.057247
17,-0.4237397,-0.52554584,"('nasty', 'nice')",-0.36793423,-0.61498904,-0.3958369,-0.5702674,0.1744305
63,0.41889688,0.42080808,"('unperceptive', 'insightful')",1.2589176,1.1881596,0.8389072,0.8044838,0.0344234
43,0.41883948,0.49292338,"('irresponsible', 'responsible')",1.1104538,1.1482953,0.7646466,0.8206093,-0.0559627
84,0.41567007,0.49123758,"('inferior', 'superior')",-0.49441043,-0.3537325,-0.0393702,0.0687525,-0.1081227
10,-0.40181467,-0.78919214,"('unsympathetic', 'sympathetic')",0.99725455,0.6005019,0.29772,-0.0943451,0.3920651
62,0.39129466,0.64602745,"('incompetent', 'brilliant')",1.3967663,1.1523416,0.8940305,0.8991845,-0.005154
24,0.38114268,0.54539794,"('dishonest', 'honest')",1.0928367,1.1132524,0.7369897,0.8293252,-0.0923355
28,0.37784478,0.3046691,"('disloyal', 'loyal')",0.66107315,0.9552667,0.5194589,0.6299679,-0.110509
51,0.369654,0.091169655,"('uneducated', 'educated')",0.474189,-0.054617703,0.4219215,0.018276,0.4036455
44,-0.36899897,-0.23380218,"('prejudiced', 'unprejudiced')",-1.3825701,-1.3344578,-0.8757846,-0.78413,-0.0916546
60,0.36366653,0.32594693,"('inefficient', 'efficient')",1.6622192,1.486425,1.0129428,0.906186,0.1067568
1,-0.35567296,-0.31512812,"('unfriendly', 'friendly')",0.063703984,0.6037902,-0.1459845,0.1443311,-0.2903156
58,0.34507185,0.21277954,"('undiscriminating', 'discriminating')",0.28454313,0.29840308,0.3148075,0.2555913,0.0592162
76,-0.34308293,-0.31423554,"('anxious', 'daring')",0.21970922,0.01453574,-0.0616869,-0.1498499,0.088163
83,0.34253398,0.36035633,"('powerless', 'powerful')",-0.20089838,-0.119863234,0.0708178,0.1202465,-0.0494287
67,0.3253526,0.43907657,"('doubtful', 'determined')",-0.29113942,-0.37332898,0.0171066,0.0328738,-0.0157672
