,national_male,national_female,tuple,semiconductor_male,semiconductor_female,corp_male,corp_female,average_male,average_female,male-female
45,-2.8627462,-2.4324336,"('incompetent', 'competent')",-1.7741382,-1.4688011,-0.15300068,-0.08259149,-1.5966285,-1.3279421,-0.2686864
57,-1.7983159,-1.4818587,"('unimaginative', 'imaginative')",-1.1687342,-0.93599176,-3.1127193,-2.9754162,-2.0265897,-1.7977556,-0.2288341
62,-1.7394607,-1.6950816,"('incompetent', 'brilliant')",-0.65768397,-0.7087029,0.15904948,0.07274283,-0.7460318,-0.7770139,0.0309821
43,-1.7344813,-2.083978,"('irresponsible', 'responsible')",-1.2764871,-1.5417585,0.107147485,-0.0007824823,-0.9679403,-1.2088397,0.2408994
55,-1.7303592,-1.9539328,"('incompetent', 'clever')",-0.6328975,-0.74334466,0.5622038,0.39390844,-0.6003509,-0.7677897,0.1674388
70,-1.6597191,-1.6529992,"('lethargic', 'energetic')",-1.9259055,-1.9500184,0.12581009,0.123816766,-1.1532715,-1.1597336,0.0064621
0,-1.6305064,-1.9463866,"('unsociable', 'sociable')",-0.83339864,-1.029637,-0.22257656,-0.26112497,-0.8954939,-1.0790496,0.1835557
85,1.6271819,2.0209959,"('insignificant', 'prestigious')",1.8909063,2.2186112,-0.5404255,-0.27453002,0.9925543,1.3216923,-0.329138
56,-1.5985805,-2.097915,"('impractical', 'practical')",-1.0025464,-1.3830888,-0.96621895,-1.1836795,-1.1891153,-1.5548944,0.3657791
60,-1.559069,-2.0608094,"('inefficient', 'efficient')",-0.59379756,-0.9468776,-0.0669535,-0.26556975,-0.73994,-1.0910856,0.3511456
22,-1.4640173,-1.4024539,"('untrustworthy', 'trustworthy')",-1.385352,-1.3390266,-0.68586075,-0.6983822,-1.1784101,-1.1466208,-0.0317893
63,-1.448776,-1.0943629,"('unperceptive', 'insightful')",-0.9413747,-0.7408735,0.12149581,0.32971957,-0.7562184,-0.5018389,-0.2543795
86,-1.4426653,-1.1112164,"('uninfluential', 'influential')",0.2956373,0.5331632,-0.20469834,-0.054773435,-0.4505754,-0.2109422,-0.2396332
10,-1.4381722,-1.9265211,"('unsympathetic', 'sympathetic')",-1.9535171,-2.0409172,-0.29980755,-0.45677927,-1.2304989,-1.4747392,0.2442403
13,-1.4317775,-1.803085,"('impolite', 'polite')",-0.962955,-1.251575,-0.31454396,-0.5003405,-0.9030921,-1.1850001,0.281908
77,-1.4233347,-1.5791341,"('unmotivated', 'motivated')",-0.14862517,-0.21721622,-1.3183218,-1.3250462,-0.9634272,-1.0404655,0.0770383
46,-1.3729614,-1.3636546,"('uncompetitive', 'competitive')",-1.5238849,-1.6061586,-1.0826062,-1.1503063,-1.3264842,-1.3733732,0.046889
81,-1.3446833,-1.8920377,"('submissive', 'aggressive')",-1.4282358,-1.7020891,-0.7698076,-1.054114,-1.1809089,-1.5494135,0.3685046
64,-1.3274006,-1.721522,"('shy', 'confident')",-1.9945639,-2.2001307,-6.5564938,-6.613921,-3.2928193,-3.511858,0.2190387
33,1.3215902,1.5567657,"('wrong', 'right')",1.3947324,1.6269279,-0.40357935,-0.17342268,0.7709144,1.0034236,-0.2325092
82,-1.30799,-1.4341602,"('poor', 'rich')",0.12906522,0.2662249,6.6033645,6.457762,1.8081465,1.7632755,0.044871
42,-1.2089423,-1.578117,"('unreliable', 'reliable')",-2.5856085,-2.691907,-3.3929434,-3.504356,-2.3958314,-2.5914599,0.1956285
39,1.1851233,0.69891554,"('exploitative', 'cooperative')",0.7081,0.3569907,0.5930067,0.42280546,0.8287433,0.4929039,0.3358394
18,1.1830015,1.0420158,"('disagreeable', 'welcoming')",0.27187386,0.20537378,-0.39378676,-0.38213918,0.3536962,0.2884168,0.0652794
30,-1.180371,-1.4859902,"('intolerant', 'tolerant')",-0.31556803,-0.46879858,0.3885603,0.091426894,-0.3691262,-0.6211206,0.2519944
76,-1.127629,-1.5910941,"('anxious', 'daring')",-1.7276529,-2.0019956,-0.23933202,-0.5064358,-1.0315379,-1.3665085,0.3349706
72,-1.0785686,-1.0626717,"('unambitious', 'ambitious')",-0.44121605,-0.5116017,-0.12639885,-0.124299094,-0.5487278,-0.5661908,0.017463
69,1.0767471,1.1936918,"('lazy', 'industrious')",1.5367887,1.5883508,-0.9371739,-0.7693329,0.5587873,0.6709032,-0.1121159
78,-1.0073234,-0.6942204,"('nonresilient', 'resilient')",0.28561127,0.550413,0.065580204,0.3196624,-0.2187106,0.0586183,-0.2773289
49,-0.9776895,-1.1476995,"('unable', 'able')",0.06589272,-0.06454993,-0.7026978,-0.6002276,-0.5381649,-0.604159,0.0659941
71,0.95252216,1.0782871,"('diffident', 'self-confident')",1.8398834,1.8916578,0.25620177,0.4358882,1.0162024,1.1352777,-0.1190753
47,-0.9184405,-1.0878172,"('stupid', 'smart')",-0.04635804,-0.0737194,5.120312,4.9281635,1.3851713,1.2555423,0.129629
4,-0.9075411,-0.5107563,"('disliked', 'liked')",-0.3458869,-0.062471308,-7.6658196,-7.2666,-2.9730825,-2.6132758,-0.3598067
35,0.87505263,1.0282909,"('corrupt', 'incorrupt')",0.88018763,0.9298753,-0.6981379,-0.6788584,0.3523674,0.4264359,-0.0740685
