,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
69,-3.3820977,-2.8353302,"('lazy', 'industrious')",-2.400794,-1.3277023,-1.0118109,-0.87481683,-2.2649008,-1.6792831,-0.5856177
36,-2.8071811,-2.4637682,"('hostile', 'amicable')",-4.3477535,-3.4116502,-0.2880783,-0.36987108,-2.4810044,-2.0817633,-0.3992411
31,-2.3301766,-2.0925703,"('evil', 'good')",-2.972334,-2.2625744,-0.47546867,-0.578001,-1.925993,-1.6443818,-0.2816112
62,2.2205515,1.682631,"('incompetent', 'brilliant')",4.451886,3.1204495,0.683627,0.67686856,2.4520216,1.8266497,0.6253719
81,2.1740913,1.8169551,"('submissive', 'aggressive')",3.6446085,2.304302,-0.5030217,-0.49232548,1.7718927,1.2096438,0.5622489
55,2.1733742,1.3803988,"('incompetent', 'clever')",4.3233104,2.5353124,0.23122413,0.35815582,2.2426362,1.4246224,0.8180138
80,2.1733465,1.4615003,"('dominated', 'dominating')",1.5087539,0.31892633,-1.4682964,-1.3871688,0.7379346,0.131086,0.6068486
60,1.9431189,1.3599899,"('inefficient', 'efficient')",5.3453593,4.0836515,0.2988095,0.551421,2.529096,1.9983543,0.5307417
35,-1.9036872,-1.5114149,"('corrupt', 'incorrupt')",-4.1795993,-2.7244272,-0.65849775,-0.7089112,-2.2472614,-1.6482512,-0.5990102
52,-1.8178215,-1.3788005,"('irrational', 'rational')",-3.351054,-2.5087068,-0.035420664,-0.12594679,-1.7347655,-1.3378181,-0.3969474
32,1.7179451,1.2255535,"('unkind', 'kind')",1.4565953,0.9350218,1.0937068,1.3554846,1.4227492,1.17202,0.2507292
16,-1.6698649,-1.2362647,"('unpopular', 'popular')",-1.0333414,-1.0372366,0.04584548,0.3271326,-0.8857869,-0.6487896,-0.2369973
24,1.6631761,1.5986502,"('dishonest', 'honest')",2.472979,1.7822018,1.1169006,0.941525,1.7510185,1.4407924,0.3102261
46,1.567826,1.3542589,"('uncompetitive', 'competitive')",4.022548,2.423134,-0.64642984,-0.3601772,1.6479813,1.1390719,0.5089094
76,1.5346525,1.4822149,"('anxious', 'daring')",2.1910813,1.394393,0.44129625,0.5272121,1.38901,1.1346067,0.2544033
72,1.530538,1.0511681,"('unambitious', 'ambitious')",1.647349,1.1749313,-0.38150972,-0.4997489,0.9321257,0.5754502,0.3566755
