,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
30,-1.6956319,-1.4421122,"('intolerant', 'tolerant')",-1.7258649,-1.6565548,0.10179561,0.2750307,-1.1065671,-0.9412122,-0.1653549
0,-1.6480547,-1.7817903,"('unsociable', 'sociable')",-1.7836076,-1.8030541,-0.47275594,-0.6112669,-1.3014727,-1.3987037,0.097231
65,-1.5085536,-1.2706969,"('insecure', 'secure')",-1.6004974,-1.426556,-0.19135804,-0.02779244,-1.1001364,-0.9083484,-0.191788
57,-1.405267,-1.5622218,"('unimaginative', 'imaginative')",-2.0135443,-2.1467218,-3.2036772,-3.4118595,-2.2074962,-2.373601,0.1661048
55,-1.3845209,-1.1662233,"('incompetent', 'clever')",-2.615709,-2.5683289,0.3053524,0.2787596,-1.2316258,-1.1519308,-0.079695
11,-1.3674536,-1.2081594,"('unhelpful', 'helpful')",-1.93705,-1.798366,1.4935356,1.7169304,-0.6036559,-0.429865,-0.1737909
14,-1.3665199,-1.1026168,"('antisocial', 'social')",-1.2766521,-1.0973256,-0.15973406,-0.15962851,-0.934302,-0.7865237,-0.1477783
70,-1.3399228,-1.2054375,"('lethargic', 'energetic')",-1.5646645,-1.4846475,0.3241355,0.35545227,-0.8601506,-0.7782109,-0.0819397
60,-1.3211116,-0.89979005,"('inefficient', 'efficient')",-1.9185579,-1.7405249,-0.47307846,-0.19424172,-1.2375826,-0.9448523,-0.2927303
43,-1.3145574,-1.213609,"('irresponsible', 'responsible')",-2.5107234,-2.512586,-0.15803054,-0.07844257,-1.3277704,-1.2682126,-0.0595578
8,-1.3009337,-1.561157,"('unaffectionate', 'affectionate')",-2.2815783,-2.3998961,0.33692378,0.31956246,-1.0818627,-1.2138302,0.1319675
63,-1.2728214,-1.3183391,"('unperceptive', 'insightful')",-1.7187878,-1.7178559,0.46014673,0.46205765,-0.8438208,-0.8580458,0.014225
10,-1.2410218,-1.3584738,"('unsympathetic', 'sympathetic')",-2.5415425,-2.6181557,-0.39167446,-0.6754107,-1.3914129,-1.55068,0.1592671
13,-1.2105625,-0.95015603,"('impolite', 'polite')",-1.3924158,-1.265138,-0.86828583,-0.82602847,-1.157088,-1.0137742,-0.1433138
86,-1.187991,-1.3079174,"('uninfluential', 'influential')",-2.4333603,-2.5295,-0.39154372,-0.7053787,-1.3376317,-1.5142654,0.1766337
81,-1.1585047,-0.7627652,"('submissive', 'aggressive')",-0.81108934,-0.5112414,-0.89483726,-0.7129506,-0.9548105,-0.6623191,-0.2924914
73,1.1141211,1.1457869,"('helpless', 'self-reliant')",0.3910862,0.4473761,-3.4164853,-3.1169565,-0.6370927,-0.5079312,-0.1291615
46,-1.0944778,-1.0834049,"('uncompetitive', 'competitive')",-1.0099355,-1.0167632,-0.8627371,-0.93909717,-0.9890501,-1.0130885,0.0240384
21,-1.0823598,-1.041008,"('immoral', 'moral')",-1.4034294,-1.4537706,-0.72631377,-0.8233532,-1.070701,-1.106044,0.035343
45,-1.0814632,-1.0709133,"('incompetent', 'competent')",-1.5859421,-1.6406565,-0.35387132,-0.48691526,-1.0070922,-1.0661617,0.0590695
48,-1.0246458,-0.9573972,"('unintelligent', 'intelligent')",-1.7548138,-1.7790959,0.51479876,0.45542386,-0.7548869,-0.7603564,0.0054695
52,-0.90284276,-1.2452824,"('irrational', 'rational')",-0.2424648,-0.46067515,-0.22543564,-0.27772513,-0.4569144,-0.6612275,0.2043131
69,0.8938861,0.6075102,"('lazy', 'industrious')",3.1125033,3.0932977,-0.90538514,-0.8019626,1.0336682,0.9662818,0.0673864
82,-0.8290601,-0.46625504,"('poor', 'rich')",-1.4293251,-1.3007927,6.1046066,6.161506,1.2820738,1.4648194,-0.1827456
19,-0.8075218,-0.9619602,"('inhospitable', 'hospitable')",-0.28231773,-0.34251657,-0.58860755,-0.61414623,-0.5594824,-0.639541,0.0800586
47,-0.80206114,-0.58837944,"('stupid', 'smart')",-0.39475793,-0.25386992,4.8857465,4.834736,1.2296425,1.3308288,-0.1011863
18,-0.78846735,-1.0111531,"('disagreeable', 'welcoming')",-0.06974452,-0.108257495,-0.7993487,-0.8911844,-0.5525202,-0.6701984,0.1176782
76,-0.7745376,-0.40312067,"('anxious', 'daring')",-0.4460818,-0.29760408,-0.32325515,-0.12247448,-0.5146249,-0.2743997,-0.2402252
36,0.76526684,0.23945013,"('hostile', 'amicable')",0.36941138,0.01696537,-0.39871377,-0.76275474,0.2453215,-0.1687798,0.4141013
41,-0.75570375,-0.93665785,"('unforgiving', 'forgiving')",-1.9996048,-2.1934183,-0.4751398,-0.73992366,-1.0768162,-1.29,0.2131838
17,-0.75108933,-0.89363116,"('nasty', 'nice')",-0.3609452,-0.3927633,-0.75033426,-0.86325705,-0.6207896,-0.7165505,0.0957609
62,-0.7356336,-0.40361091,"('incompetent', 'brilliant')",-1.2871671,-1.110156,0.04884529,0.36822325,-0.6579851,-0.3818479,-0.2761372
53,-0.69439965,-0.8708854,"('uncreative', 'creative')",-1.2281818,-1.3060826,0.09302605,-0.028263666,-0.6098518,-0.7350772,0.1252254
23,-0.6925671,-0.632568,"('insincere', 'sincere')",-1.3894224,-1.4022728,5.563166,5.446189,1.1603922,1.137116,0.0232762
54,-0.6816054,-0.8102324,"('incapable', 'capable')",0.34966338,0.26498848,0.65517,0.73634964,0.1077427,0.0637019,0.0440408
77,-0.64732456,-0.790831,"('unmotivated', 'motivated')",0.30915666,0.20081465,-0.93979496,-0.9715229,-0.4259876,-0.5205131,0.0945255
72,0.6132114,0.6774981,"('unambitious', 'ambitious')",-1.8052039,-1.7983855,-0.7358332,-0.70776474,-0.6426086,-0.6095507,-0.0330579
22,-0.6080189,-0.5880976,"('untrustworthy', 'trustworthy')",-1.4113703,-1.3629935,-1.1880531,-1.275861,-1.0691474,-1.0756507,0.0065033
56,-0.60113317,-0.28696883,"('impractical', 'practical')",-0.6187314,-0.48718822,-1.213841,-0.9379188,-0.8112352,-0.5706919,-0.2405433
38,-0.5958853,-0.55889004,"('untruthful', 'truthful')",-1.435507,-1.4665687,-0.691749,-0.44343945,-0.9077137,-0.8229661,-0.0847476
58,-0.57036567,-0.7584558,"('undiscriminating', 'discriminating')",-0.51858443,-0.6771952,0.18501864,0.111665286,-0.3013105,-0.4413286,0.1400181
2,0.55840266,0.5920235,"('unlikable', 'likable')",0.43511915,0.50144637,0.11911151,0.3477277,0.3708778,0.4803992,-0.1095214
49,-0.5539026,-0.52618104,"('unable', 'able')",-0.34689796,-0.4299865,-0.62302315,-0.5706527,-0.5079412,-0.5089401,0.0009989
15,-0.5498387,-0.6391043,"('boring', 'funny')",-0.11027383,-0.09603922,-0.35062155,-0.32257327,-0.3369114,-0.3525723,0.0156609
9,-0.5453969,-0.861541,"('unaffectionate', 'caring')",-1.729029,-1.8950107,0.9549458,0.8921692,-0.4398267,-0.6214608,0.1816341
28,-0.54493314,-0.78531927,"('disloyal', 'loyal')",-1.7970976,-1.9052306,0.84487236,0.7512628,-0.4990528,-0.646429,0.1473762
59,0.5231809,0.2943461,"('foolish', 'wise')",0.80250084,0.669005,-0.3427998,-0.14587155,0.3276273,0.2724932,0.0551341
51,-0.51849914,-0.33083335,"('uneducated', 'educated')",-0.73858154,-0.6822995,0.93603027,0.85618025,-0.1070168,-0.0523175,-0.0546993
12,-0.5060973,-0.6701327,"('unsupportive', 'supportive')",-1.4011868,-1.4637512,-2.0263977,-1.9750885,-1.3112273,-1.3696575,0.0584302
66,0.49516588,0.2490015,"('inactive', 'active')",1.2172376,1.1797135,0.81668746,0.62642246,0.8430303,0.6850458,0.1579845
31,-0.4828265,-0.7779937,"('evil', 'good')",0.385098,0.15281016,-1.3478581,-1.5656134,-0.4818622,-0.7302656,0.2484034
80,0.4761393,0.6166933,"('dominated', 'dominating')",-0.45590773,-0.30363765,-0.35480228,-0.27771592,-0.1115236,0.0117799,-0.1233035
84,0.47114506,0.34482446,"('inferior', 'superior')",1.3738633,1.2873046,0.98377085,1.0115845,0.9429264,0.8812378,0.0616886
39,-0.45826438,-0.48379254,"('exploitative', 'cooperative')",-0.42993152,-0.42173353,0.23489204,0.21739757,-0.217768,-0.2293762,0.0116082
24,0.4387944,0.49765682,"('dishonest', 'honest')",-1.5766705,-1.5655001,-0.015318973,0.14846973,-0.3843984,-0.3064579,-0.0779405
34,-0.42754006,-0.39823404,"('mean', 'honorable')",-0.9441011,-0.9438719,5.3015265,5.231157,1.3099618,1.2963503,0.0136115
68,-0.42162967,-0.35959947,"('dependent', 'independent')",-0.4991399,-0.46324635,-0.81869227,-0.78322613,-0.5798206,-0.5353573,-0.0444633
29,-0.41962188,-0.40714505,"('unfair', 'fair')",0.45054075,0.4077299,-0.23793821,-0.2546794,-0.0690064,-0.0846982,0.0156918
61,-0.38823688,-0.37676874,"('illogical', 'logical')",0.20675945,0.20506206,0.5805582,0.44220594,0.1330269,0.0901664,0.0428605
35,0.38637373,0.33431002,"('corrupt', 'incorrupt')",1.2011639,1.1542895,-0.63585186,-0.55551016,0.3172286,0.3110298,0.0061988
44,0.36262333,0.33525774,"('prejudiced', 'unprejudiced')",0.9849186,1.1117867,-1.4924979,-1.3649298,-0.0483187,0.0273716,-0.0756903
83,-0.35542157,-0.42176592,"('powerless', 'powerful')",0.2313997,0.18431409,-0.9221188,-0.8255729,-0.3487136,-0.3543416,0.005628
16,-0.3475074,-0.56906533,"('unpopular', 'popular')",0.9383577,0.84785926,0.17564006,0.078364275,0.2554968,0.1190527,0.1364441
7,-0.3290627,-0.3114451,"('insensitive', 'sensitive')",-1.2077459,-1.1910534,0.5666641,0.42238113,-0.3233815,-0.3600391,0.0366576
26,0.31609595,0.0025113835,"('hardhearted', 'benevolent')",-0.052382436,-0.14094543,1.4565781,1.1745763,0.5734305,0.3453807,0.2280498
78,-0.31226102,-0.48640034,"('nonresilient', 'resilient')",0.29733098,0.10244996,0.65040714,0.4930852,0.2118257,0.0363783,0.1754474
3,-0.31072173,-0.26943624,"('repellent', 'pleasant')",-0.8848801,-0.88447815,1.0486664,0.7531278,-0.0489785,-0.1335955,0.084617
25,0.3072428,0.07490393,"('egoistic', 'altruistic')",0.7665684,0.72013026,1.3864659,1.3109009,0.8200924,0.7019784,0.118114
20,-0.29380175,-0.22026251,"('rough', 'thoughtful')",-0.53270674,-0.57358074,0.7785303,0.7245464,-0.0159927,-0.023099,0.0071063
88,-0.28386295,-0.4341584,"('low', 'eminent')",-0.3419367,-0.34538075,-0.513277,-0.52798283,-0.3796922,-0.4358407,0.0561485
33,0.28141224,-0.08780114,"('wrong', 'right')",1.6791251,1.5172012,-0.7455764,-0.8508986,0.404987,0.1928338,0.2121532
27,0.240303,0.028743314,"('hardhearted', 'softhearted')",-1.4208115,-1.5013175,1.2175422,0.81297517,0.0123446,-0.2198664,0.232211
40,0.20205443,-0.015304055,"('stingy', 'generous')",-0.71576303,-0.79713947,-1.8505524,-1.9735311,-0.7880871,-0.9286582,0.1405711
85,0.19111863,-0.49978384,"('insignificant', 'prestigious')",1.3141128,0.9990178,-0.09143853,-0.23246056,0.4712643,0.0889245,0.3823398
1,-0.1850221,-0.6568757,"('unfriendly', 'friendly')",-1.3385667,-1.5833458,0.8637274,0.7083485,-0.2199538,-0.5106243,0.2906705
42,-0.16606478,-0.36791378,"('unreliable', 'reliable')",-0.3114963,-0.30919617,-3.117179,-3.0121205,-1.1982466,-1.2297435,0.0314969
67,-0.16102962,-0.04034507,"('doubtful', 'determined')",0.89030313,0.9285089,-0.972817,-0.77691156,-0.0811812,0.0370841,-0.1182653
79,0.158686,-0.1340437,"('wavering', 'unwavering')",0.9296695,0.7185511,-0.5161864,-0.5379577,0.190723,0.0155166,0.1752064
71,0.14356203,0.017262455,"('diffident', 'self-confident')",0.8836303,0.8829793,0.397364,0.27031085,0.4748521,0.3901842,0.0846679
50,-0.13874204,-0.34618813,"('clumsy', 'skillful')",1.2782284,1.147499,0.3752422,0.2726846,0.5049095,0.3579985,0.146911
64,0.12570521,-0.06318994,"('shy', 'confident')",0.1744771,0.10548903,-6.225996,-5.8882217,-1.9752712,-1.9486408,-0.0266304
75,0.11343465,0.3803808,"('meek', 'impulsive')",0.06496613,0.18733838,-0.69638824,-0.46360382,-0.1726625,0.0347051,-0.2073676
5,0.073021285,-0.12120814,"('distant', 'outgoing')",1.2768284,1.1851037,-0.8505219,-0.69934565,0.1664426,0.1215166,0.044926
74,-0.072230905,-0.046255663,"('undedicated', 'dedicated')",-0.7779282,-0.7986375,-0.37147757,-0.38822827,-0.4072122,-0.4110405,0.0038283
37,-0.06754807,-0.19063863,"('fake', 'genuine')",-0.37110782,-0.47241706,0.0100973435,0.042321444,-0.1428528,-0.2069114,0.0640586
