,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.0520089,-1.9799453,"('distant', 'open')",-0.36029327,-0.20846279,-1.206151,-1.0942041,-0.1119469
19,-1.7319428,-1.6379931,"('inhospitable', 'hospitable')",-0.26853505,-0.24108745,-1.0002389,-0.9395403,-0.0606986
8,-1.7079881,-1.6460235,"('unaffectionate', 'affectionate')",0.17068583,0.30791935,-0.7686511,-0.6690521,-0.099599
79,-1.6844456,-1.5667607,"('wavering', 'unwavering')",-0.5053201,-0.31527305,-1.0948828,-0.9410169,-0.1538659
9,-1.6037738,-1.5183132,"('unaffectionate', 'caring')",0.66163766,0.81015724,-0.4710681,-0.354078,-0.1169901
31,-1.6017991,-1.4791789,"('evil', 'good')",-1.788374,-1.692061,-1.6950865,-1.5856199,-0.1094666
36,-1.5404141,-1.533161,"('hostile', 'amicable')",-0.32115147,-0.38713235,-0.9307828,-0.9601467,0.0293639
1,-1.5056088,-1.3117166,"('unfriendly', 'friendly')",0.9730229,1.2010112,-0.266293,-0.0553527,-0.2109403
53,-1.5036238,-1.3679368,"('uncreative', 'creative')",0.92921555,0.9820904,-0.2872041,-0.1929232,-0.0942809
5,-1.4998968,-1.3810759,"('distant', 'outgoing')",-0.7378466,-0.57905734,-1.1188717,-0.9800666,-0.1388051
60,1.3968165,1.3338449,"('inefficient', 'efficient')",0.9445161,0.8662956,1.1706663,1.1000702,0.0705961
30,1.3267102,1.2608867,"('intolerant', 'tolerant')",1.4778553,1.5331067,1.4022827,1.3969967,0.005286
66,-1.310383,-1.3524061,"('inactive', 'active')",0.1851137,0.1630048,-0.5626346,-0.5947007,0.0320661
67,1.2214792,1.1283913,"('doubtful', 'determined')",-0.35831448,-0.31348255,0.4315823,0.4074544,0.0241279
86,-1.0933748,-0.9854852,"('uninfluential', 'influential')",0.093312144,0.07908131,-0.5000314,-0.4532019,-0.0468295
12,-1.0460669,-0.936842,"('unsupportive', 'supportive')",-1.5035164,-1.496457,-1.2747917,-1.2166495,-0.0581422
85,-1.0388268,-0.8810705,"('insignificant', 'prestigious')",-0.38758415,-0.08335903,-0.7132055,-0.4822147,-0.2309908
38,-0.9486251,-0.842908,"('untruthful', 'truthful')",-0.012624741,0.16957319,-0.4806249,-0.3366674,-0.1439575
81,0.93359476,0.87854904,"('submissive', 'aggressive')",0.20661339,0.14844163,0.5701041,0.5134953,0.0566088
62,0.92440057,0.9337544,"('incompetent', 'brilliant')",0.8633858,0.8994157,0.8938932,0.916585,-0.0226918
84,0.9219878,0.8560208,"('inferior', 'superior')",0.94339126,1.0524918,0.9326895,0.9542563,-0.0215668
57,-0.88625646,-0.804618,"('unimaginative', 'imaginative')",-1.9270425,-1.9449427,-1.4066495,-1.3747804,-0.0318691
10,-0.8619173,-0.99515134,"('unsympathetic', 'sympathetic')",0.03779015,-0.13144337,-0.4120636,-0.5632973,0.1512337
88,-0.83419466,-0.66798073,"('low', 'eminent')",0.13490237,0.2546342,-0.3496462,-0.2066733,-0.1429729
80,0.7445224,0.73135304,"('dominated', 'dominating')",-1.2178608,-1.1416646,-0.2366692,-0.2051558,-0.0315134
63,-0.7388694,-0.5858276,"('unperceptive', 'insightful')",1.5215635,1.5820937,0.3913471,0.4981331,-0.106786
52,-0.71863663,-0.6297492,"('irrational', 'rational')",-0.4669523,-0.20685077,-0.5927945,-0.4183,-0.1744945
27,-0.7064974,-0.7188819,"('hardhearted', 'softhearted')",1.0576862,1.1441125,0.1755944,0.2126153,-0.0370209
56,0.70219034,0.6531845,"('impractical', 'practical')",0.6701658,0.6586076,0.6861781,0.6558961,0.030282
73,0.6967578,0.68320173,"('helpless', 'self-reliant')",-2.8022206,-2.8136327,-1.0527314,-1.0652155,0.0124841
39,0.6933119,0.7423322,"('exploitative', 'cooperative')",-0.021176739,0.016254317,0.3360676,0.3792933,-0.0432257
