,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-1.9120353,-1.7560188,"('unfriendly', 'friendly')",1.0734487,1.1569475,-0.4192933,-0.2995356,-0.1197577
86,-1.7274747,-1.9442703,"('uninfluential', 'influential')",-0.46311218,-0.58956707,-1.0952934,-1.2669187,0.1716253
53,-1.7216091,-1.6472157,"('uncreative', 'creative')",0.3739158,0.48544782,-0.6738467,-0.580884,-0.0929627
9,-1.6583047,-1.1833153,"('unaffectionate', 'caring')",0.6604531,0.9748867,-0.4989258,-0.1042143,-0.3947115
6,-1.3530664,-0.31291193,"('distant', 'open')",-0.1778926,0.33002102,-0.7654795,0.0085545,-0.774034
8,-1.3125924,-0.7864337,"('unaffectionate', 'affectionate')",0.33948067,0.67274904,-0.4865559,-0.0568423,-0.4297136
71,-1.2718453,-0.8940489,"('diffident', 'self-confident')",0.040811844,0.23809785,-0.6155167,-0.3279755,-0.2875412
44,1.2545761,1.006636,"('prejudiced', 'unprejudiced')",-1.2667412,-1.4387335,-0.0060825,-0.2160487,0.2099662
36,-1.2474995,-0.57553124,"('hostile', 'amicable')",-0.20511095,0.0015792549,-0.7263052,-0.286976,-0.4393292
19,-1.2253197,-0.8345387,"('inhospitable', 'hospitable')",-0.45196074,-0.13785143,-0.8386402,-0.4861951,-0.3524451
2,1.1655742,0.83124447,"('unlikable', 'likable')",0.73565793,0.67009306,0.9506161,0.7506688,0.1999473
5,-1.0796647,-0.2755542,"('distant', 'outgoing')",-0.5612109,-0.16623965,-0.8204378,-0.2208969,-0.5995409
77,-1.0644485,-1.0264541,"('unmotivated', 'motivated')",-0.8429184,-0.7864396,-0.9536834,-0.9064468,-0.0472366
10,-1.0368026,-1.5474427,"('unsympathetic', 'sympathetic')",-0.21652964,-0.26296717,-0.6266661,-0.9052049,0.2785388
31,-1.0251662,-0.45355302,"('evil', 'good')",-1.5711436,-1.1290973,-1.2981548,-0.7913252,-0.5068296
59,0.944875,1.4018574,"('foolish', 'wise')",0.36632624,0.68571407,0.6556006,1.0437857,-0.3881851
23,-0.9277359,-1.8908778,"('insincere', 'sincere')",5.606432,5.5329013,2.3393481,1.8210118,0.5183363
66,-0.92737997,-0.5923909,"('inactive', 'active')",0.12009736,0.5428826,-0.4036413,-0.0247541,-0.3788872
72,-0.90447557,-0.48303047,"('unambitious', 'ambitious')",-0.8963215,-0.6144091,-0.9003985,-0.5487198,-0.3516787
79,-0.9030827,-0.7533155,"('wavering', 'unwavering')",-0.30951265,-0.06450804,-0.6062977,-0.4089118,-0.1973859
57,-0.8972273,-1.0250412,"('unimaginative', 'imaginative')",-2.5239,-2.9298992,-1.7105637,-1.9774702,0.2669065
42,0.8493906,0.9139971,"('unreliable', 'reliable')",-2.7118974,-2.6576917,-0.9312534,-0.8718473,-0.0594061
28,-0.7684418,-0.6895823,"('disloyal', 'loyal')",1.0110089,0.9902693,0.1212835,0.1503435,-0.02906
26,-0.75214773,-1.0091318,"('hardhearted', 'benevolent')",1.282325,1.001952,0.2650886,-0.0035899,0.2686785
62,0.73692036,0.18488929,"('incompetent', 'brilliant')",0.88338053,0.8394934,0.8101504,0.5121914,0.297959
87,0.7211622,0.3040869,"('unsuccessful', 'successful')",0.79637796,0.7254366,0.7587701,0.5147617,0.2440084
22,0.6775753,0.3671288,"('untrustworthy', 'trustworthy')",-0.51618844,-0.39939246,0.0806934,-0.0161318,0.0968252
17,-0.6631898,-0.5709237,"('nasty', 'nice')",-0.6731853,-0.6713258,-0.6681876,-0.6211247,-0.0470629
63,-0.66046697,-1.2061697,"('unperceptive', 'insightful')",1.0477257,1.0389929,0.1936294,-0.0835884,0.2772178
38,-0.6482791,-0.7034434,"('untruthful', 'truthful')",-0.087758064,0.1242504,-0.3680186,-0.2895965,-0.0784221
48,-0.644629,-0.9647801,"('unintelligent', 'intelligent')",0.76732665,0.6783768,0.0613488,-0.1432016,0.2045504
29,0.63911074,0.45806408,"('unfair', 'fair')",-0.59509104,-0.52633107,0.0220098,-0.0341335,0.0561433
7,-0.6377302,-0.72484493,"('insensitive', 'sensitive')",0.27791694,0.4295574,-0.1799066,-0.1476438,-0.0322628
40,-0.61557966,-0.6466083,"('stingy', 'generous')",-2.2275426,-2.0243042,-1.4215611,-1.3354563,-0.0861048
88,-0.6038141,-0.8039708,"('low', 'eminent')",0.4897216,0.34943318,-0.0570463,-0.2272688,0.1702225
0,-0.5715798,-1.1264663,"('unsociable', 'sociable')",-0.1254609,-0.41920155,-0.3485203,-0.7728339,0.4243136
18,0.55207527,0.673079,"('disagreeable', 'welcoming')",-0.436162,-0.19546567,0.0579566,0.2388067,-0.1808501
84,0.54884017,0.5843063,"('inferior', 'superior')",0.90139407,1.1072153,0.7251171,0.8457608,-0.1206437
73,0.5486787,0.68239766,"('helpless', 'self-reliant')",-2.875331,-2.928815,-1.1633261,-1.1232086,-0.0401175
80,0.5364697,0.07332239,"('dominated', 'dominating')",-0.8940694,-1.1333687,-0.1787998,-0.5300232,0.3512234
30,0.52790576,-0.020645078,"('intolerant', 'tolerant')",1.5583782,1.3838006,1.043142,0.6815778,0.3615642
76,0.5231519,0.22576253,"('anxious', 'daring')",0.8028403,0.80496264,0.6629961,0.5153626,0.1476335
50,0.5065723,0.7902389,"('clumsy', 'skillful')",0.4228562,0.5747455,0.4647143,0.6824922,-0.2177779
61,-0.47905996,-0.3955055,"('illogical', 'logical')",0.15241951,0.099568665,-0.1633202,-0.1479684,-0.0153518
82,-0.45415717,-0.89584494,"('poor', 'rich')",6.233589,6.2619033,2.8897159,2.6830292,0.2066867
12,-0.43929452,-0.45493624,"('unsupportive', 'supportive')",-1.9108155,-1.8001013,-1.175055,-1.1275188,-0.0475362
74,-0.43595043,-0.5864379,"('undedicated', 'dedicated')",0.017458882,-0.2660044,-0.2092458,-0.4262211,0.2169753
3,-0.41494757,-0.9892865,"('repellent', 'pleasant')",0.11499706,-0.19963656,-0.1499753,-0.5944615,0.4444862
78,-0.4072749,-0.0070326496,"('nonresilient', 'resilient')",0.48809057,0.7157427,0.0404078,0.354355,-0.3139472
51,-0.3882117,-0.97072965,"('uneducated', 'educated')",0.4363368,0.15786728,0.0240625,-0.4064312,0.4304937
47,0.38595903,0.03978741,"('stupid', 'smart')",5.7179036,5.9182196,3.0519314,2.9790034,0.072928
83,-0.38437444,-0.24106346,"('powerless', 'powerful')",-0.6405838,-0.6326357,-0.5124791,-0.4368496,-0.0756295
33,-0.3831594,0.19495118,"('wrong', 'right')",-0.84876066,-0.5119369,-0.61596,-0.1584929,-0.4574671
34,-0.38183302,-0.93883383,"('mean', 'honorable')",5.880341,5.8250456,2.749254,2.4431059,0.3061481
49,0.3686494,0.4737156,"('unable', 'able')",0.22237012,0.46445388,0.2955098,0.4690847,-0.1735749
56,0.368332,-0.33351746,"('impractical', 'practical')",0.5963102,0.037525147,0.4823211,-0.1479962,0.6303173
37,-0.35550237,-0.39345765,"('fake', 'genuine')",0.36768728,0.5350383,0.0060925,0.0707903,-0.0646978
65,0.3554413,-0.28205743,"('insecure', 'secure')",-0.014659889,-0.18811822,0.1703907,-0.2350878,0.4054785
46,-0.34973046,-0.8700656,"('uncompetitive', 'competitive')",-0.33315364,-0.49468175,-0.341442,-0.6823737,0.3409317
13,-0.323771,-1.2860198,"('impolite', 'polite')",-0.20218477,-0.37472707,-0.2629779,-0.8303734,0.5673955
25,-0.30878118,0.27161795,"('egoistic', 'altruistic')",1.032675,1.0766746,0.3619469,0.6741463,-0.3121994
70,0.29227063,-0.22523028,"('lethargic', 'energetic')",0.9759579,0.8607847,0.6341143,0.3177772,0.3163371
58,0.28739926,0.63026685,"('undiscriminating', 'discriminating')",-0.25823498,-0.0998357,0.0145821,0.2652156,-0.2506335
15,-0.27887797,-0.21854353,"('boring', 'funny')",0.5745395,0.5047112,0.1478308,0.1430838,0.004747
75,-0.27780318,-0.34665233,"('meek', 'impulsive')",-0.50711364,-0.529962,-0.3924584,-0.4383072,0.0458488
24,-0.26090926,-0.3800221,"('dishonest', 'honest')",0.5096547,0.8362477,0.1243727,0.2281128,-0.1037401
11,-0.2598807,-1.138911,"('unhelpful', 'helpful')",2.134688,1.7798971,0.9374036,0.320493,0.6169106
20,-0.24278933,-0.5021166,"('rough', 'thoughtful')",1.0950683,0.8998374,0.4261395,0.1988604,0.2272791
39,0.23249577,0.2208255,"('exploitative', 'cooperative')",0.08963248,0.019769903,0.1610641,0.1202977,0.0407664
60,0.2117098,-0.48360196,"('inefficient', 'efficient')",0.62977535,0.33697972,0.4207426,-0.0733111,0.4940537
14,0.20386936,-0.35579473,"('antisocial', 'social')",-0.34109056,-0.6132273,-0.0686106,-0.484511,0.4159004
35,-0.19025582,0.4833886,"('corrupt', 'incorrupt')",-0.6255178,-0.18802904,-0.4078868,0.1476798,-0.5555666
64,-0.1889804,-0.13868831,"('shy', 'confident')",-6.3416753,-6.423165,-3.2653279,-3.2809265,0.0155986
85,-0.17736731,0.057250515,"('insignificant', 'prestigious')",-0.301744,-0.22316135,-0.2395557,-0.0829554,-0.1566003
55,0.17200588,-0.21140997,"('incompetent', 'clever')",0.38892785,0.15517777,0.2804669,-0.0281161,0.308583
67,-0.16786706,-0.28861064,"('doubtful', 'determined')",-0.11661668,-0.13862954,-0.1422419,-0.2136201,0.0713782
52,-0.1286348,0.21414483,"('irrational', 'rational')",-0.07870574,-0.03677468,-0.1036703,0.0886851,-0.1923554
68,-0.10893866,0.048753783,"('dependent', 'independent')",-0.76867855,-0.3398308,-0.4388086,-0.1455385,-0.2932701
54,-0.10737084,0.21671101,"('incapable', 'capable')",1.4190544,1.73483,0.6558418,0.9757705,-0.3199287
27,-0.1051869,0.31702715,"('hardhearted', 'softhearted')",0.65341437,1.0664483,0.2741137,0.6917378,-0.4176241
32,-0.083605506,-0.6722813,"('unkind', 'kind')",0.8508576,0.61635214,0.383626,-0.0279646,0.4115906
69,0.078061275,0.6022974,"('lazy', 'industrious')",-0.78139895,-0.608904,-0.3516688,-0.0033033,-0.3483655
41,-0.06610883,-0.416482,"('unforgiving', 'forgiving')",-0.22508901,-0.36294806,-0.1455989,-0.389715,0.2441161
45,-0.052623287,-0.49440467,"('incompetent', 'competent')",0.0039024348,-0.26206428,-0.0243604,-0.3782345,0.3538741
81,0.034770165,-0.779164,"('submissive', 'aggressive')",-0.11734237,-0.40774554,-0.0412861,-0.5934548,0.5521687
16,0.022287212,0.02568961,"('unpopular', 'popular')",0.45515493,0.45724803,0.2387211,0.2414688,-0.0027477
4,-0.018839823,0.37648278,"('disliked', 'liked')",-6.4840612,-6.4993906,-3.2514505,-3.0614538,-0.1899967
43,0.0053195143,-0.67650896,"('irresponsible', 'responsible')",0.7742329,0.4651729,0.3897762,-0.105668,0.4954442
21,0.005167247,-0.69653416,"('immoral', 'moral')",-0.21643633,-0.43487436,-0.1056345,-0.5657042,0.4600697
