,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
10,-3.6669278,-3.8558342,"('unsympathetic', 'sympathetic')",-0.9699256,-1.036958,-0.7605648,-1.063532,-0.8683363,-0.74555457,-1.5664386,-1.6754696,0.109031
55,-2.9306667,-3.189345,"('incompetent', 'clever')",-0.6793945,-0.75232077,-0.5348961,-0.72427344,-1.6717007,-1.4624027,-1.4541645,-1.5320855,0.077921
0,-2.7363095,-2.9502244,"('unsociable', 'sociable')",-0.70747095,-0.78700286,-0.05962348,-0.1650747,-0.7917544,-0.6232986,-1.0737896,-1.1314001,0.0576105
21,-2.7054124,-2.3877113,"('immoral', 'moral')",-0.7511488,-0.31647354,-0.65410435,-0.3312209,-2.109254,-1.744284,-1.5549798,-1.1949224,-0.3600574
60,-2.6419032,-2.229031,"('inefficient', 'efficient')",-1.3128552,-0.94114596,-0.69407064,-0.3126485,-1.6493148,-0.74883926,-1.574536,-1.0579162,-0.5166198
69,2.6398141,2.7333424,"('lazy', 'industrious')",0.16169901,0.14540596,1.0343816,1.0972944,0.34712106,0.09507956,1.045754,1.0177805,0.0279735
35,2.4543397,2.3045654,"('corrupt', 'incorrupt')",0.10219519,0.06539491,0.42140824,0.36642137,0.5821917,0.22626282,0.8900337,0.7406611,0.1493726
13,-2.1480331,-2.0182152,"('impolite', 'polite')",-0.5917068,-0.55896664,-1.1069093,-0.94342,-0.9614447,-0.6174023,-1.2020235,-1.0345011,-0.1675224
48,-2.1349456,-2.382411,"('unintelligent', 'intelligent')",-1.5014654,-1.4902719,-0.8517154,-1.0069396,-1.652582,-1.833885,-1.5351772,-1.6783769,0.1431997
46,-2.121383,-2.2977834,"('uncompetitive', 'competitive')",0.7153514,0.5358619,0.20011498,0.0286638,-0.50311184,-0.4354687,-0.4272571,-0.5421816,0.1149245
86,-2.1185472,-2.659139,"('uninfluential', 'influential')",0.12021052,0.121903434,0.15828177,-0.4991007,-0.9953185,-1.2308235,-0.7088434,-1.0667899,0.3579465
5,2.0842319,1.9918276,"('distant', 'outgoing')",1.6724879,1.8049128,1.2072227,1.254749,0.8941468,0.54411525,1.4645224,1.3989011,0.0656213
45,-2.0727606,-2.7841988,"('incompetent', 'competent')",-0.8548859,-1.1825805,0.1336264,-0.5969795,-1.5014334,-1.547229,-1.0738633,-1.5277469,0.4538836
36,1.9989073,1.8124318,"('hostile', 'amicable')",0.40747732,0.50072235,0.8450377,0.59548116,1.1967992,0.7631198,1.1120554,0.9179388,0.1941166
43,-1.976409,-1.7314228,"('irresponsible', 'responsible')",0.2879724,0.5862948,-0.90337753,-0.41025206,-0.4453894,-0.057468127,-0.7593008,-0.4032121,-0.3560887
62,-1.9745846,-1.8079684,"('incompetent', 'brilliant')",-0.09111988,0.060198393,-0.84246296,-0.48720545,-1.3929111,-0.642153,-1.0752696,-0.7192821,-0.3559875
79,1.9568893,1.6744853,"('wavering', 'unwavering')",0.7108922,0.71832365,1.082072,1.0801573,0.7245202,0.48311663,1.1185935,0.9890207,0.1295728
75,1.952885,1.8034694,"('meek', 'impulsive')",1.0199367,0.8304783,0.61695534,0.5155994,0.85168725,0.7734104,1.1103661,0.9807394,0.1296267
11,-1.9304188,-1.8937051,"('unhelpful', 'helpful')",-0.69080555,-0.5486257,-1.1440625,-0.9326231,1.3608626,1.8584892,-0.601106,-0.3791162,-0.2219898
14,-1.9119191,-2.0267408,"('antisocial', 'social')",-0.31701255,-0.33910704,0.55542976,0.57121086,-1.1495202,-0.8964334,-0.7057555,-0.6727676,-0.0329879
81,-1.8476703,-1.4623711,"('submissive', 'aggressive')",-0.32308328,-0.19740736,-0.16142844,0.15484895,-2.028545,-1.5332645,-1.0901817,-0.7595485,-0.3306332
51,-1.8178017,-1.5318159,"('uneducated', 'educated')",-0.37746525,-0.13615063,0.32372066,0.49754247,-0.5845109,-0.1747909,-0.6140143,-0.3363037,-0.2777106
3,-1.8148956,-1.871072,"('repellent', 'pleasant')",-1.4473652,-1.5173445,-0.7854455,-1.0785156,0.3516318,0.50284123,-0.9240187,-0.9910228,0.0670041
85,1.7988241,1.9295979,"('insignificant', 'prestigious')",1.5868132,1.739115,2.0954506,2.462915,1.2761829,1.0056263,1.6893177,1.7843136,-0.0949959
73,1.7946523,2.0739033,"('helpless', 'self-reliant')",0.44735354,0.49106285,-0.3037574,-0.2607563,-3.0746417,-3.0871072,-0.2840983,-0.1957243,-0.088374
57,-1.7935673,-2.5748646,"('unimaginative', 'imaginative')",-0.20570514,-0.43370235,-0.024901405,-0.40872157,-3.10506,-3.36723,-1.2823086,-1.6961296,0.413821
56,-1.7621506,-1.5240899,"('impractical', 'practical')",-0.5933701,-0.40316954,-0.7791312,-0.51647186,-1.8118373,-1.2228013,-1.2366223,-0.9166331,-0.3199892
65,-1.7179476,-1.6504545,"('insecure', 'secure')",-0.90457416,-0.8467674,-0.2718188,-0.3724035,-1.2352406,-0.9122698,-1.0323954,-0.9454738,-0.0869216
31,1.6886567,1.204971,"('evil', 'good')",-0.010530449,0.035343945,0.26402867,-0.17322928,0.027186893,-0.6617078,0.4923354,0.1013445,0.3909909
70,-1.6026372,-1.6674765,"('lethargic', 'energetic')",0.054904945,-0.11474374,0.17171523,0.044807844,-0.70743114,-0.52398944,-0.520862,-0.5653505,0.0444885
77,-1.6024761,-1.2566949,"('unmotivated', 'motivated')",0.21519196,0.5487638,0.02168953,0.48129132,-0.70505863,-0.39012676,-0.5176633,-0.1541916,-0.3634717
6,1.5451747,1.3625696,"('distant', 'open')",1.0928177,1.1746335,1.1402858,1.1779133,0.9550041,0.5414782,1.1833206,1.0641487,0.1191719
30,-1.5225523,-1.3190676,"('intolerant', 'tolerant')",-1.6713219,-1.5852879,-0.6341795,-0.63955396,-1.5188336,-0.89833915,-1.3367218,-1.1105622,-0.2261596
66,1.5120919,1.2908098,"('inactive', 'active')",1.7021497,1.6494184,2.120509,2.2541103,2.2402651,1.9986597,1.8937538,1.7982495,0.0955043
49,-1.5095605,-1.0692192,"('unable', 'able')",-1.0691879,-0.8547701,-0.60162354,-0.077587366,-0.67651546,-0.4647727,-0.9642218,-0.6165873,-0.3476345
28,-1.4672711,-2.026404,"('disloyal', 'loyal')",-0.8782148,-0.8747417,-0.2896038,-0.55806905,0.17768323,-0.019901052,-0.6143516,-0.8697789,0.2554273
76,-1.3243546,-1.0209998,"('anxious', 'daring')",-0.2116943,-0.1127848,0.40637243,0.9487713,-0.99542236,-0.5857216,-0.5312747,-0.1926837,-0.338591
41,-1.2938709,-1.3528254,"('unforgiving', 'forgiving')",-0.5534967,-0.33935022,-0.23028184,-0.52374595,-0.5171525,-0.6823608,-0.6487005,-0.7245706,0.0758701
