,directv_male,directv_female,tuple,average_male,average_female,male-female
4,-3.3119931,-3.2843404,"('disliked', 'liked')",-3.3119931,-3.2843404,-0.0276527
23,3.2252603,3.222935,"('insincere', 'sincere')",3.2252603,3.222935,0.0023253
64,-2.9015274,-2.7785926,"('shy', 'confident')",-2.9015274,-2.7785926,-0.1229348
82,2.6211677,3.0048277,"('poor', 'rich')",2.6211677,3.0048277,-0.38366
47,2.54695,2.64222,"('stupid', 'smart')",2.5469501,2.64222,-0.0952699
34,2.096976,2.1824117,"('mean', 'honorable')",2.096976,2.1824117,-0.0854357
57,-1.5160091,-1.5893987,"('unimaginative', 'imaginative')",-1.5160091,-1.5893987,0.0733896
17,-1.192608,-1.2116289,"('nasty', 'nice')",-1.192608,-1.2116289,0.0190209
73,-1.1541865,-1.0791441,"('helpless', 'self-reliant')",-1.1541865,-1.0791441,-0.0750424
40,-1.1301162,-1.2727883,"('stingy', 'generous')",-1.1301162,-1.2727883,0.1426721
62,1.0949405,1.4705583,"('incompetent', 'brilliant')",1.0949405,1.4705583,-0.3756178
56,1.0452414,1.5981092,"('impractical', 'practical')",1.0452414,1.5981092,-0.5528678
42,-1.040392,-0.83762336,"('unreliable', 'reliable')",-1.040392,-0.8376234,-0.2027686
2,0.9831803,1.0976843,"('unlikable', 'likable')",0.9831803,1.0976843,-0.114504
61,0.96608096,0.80513686,"('illogical', 'logical')",0.966081,0.8051369,0.1609441
12,-0.96378493,-0.8682149,"('unsupportive', 'supportive')",-0.9637849,-0.8682149,-0.09557
1,0.9216597,0.56099844,"('unfriendly', 'friendly')",0.9216597,0.5609984,0.3606613
31,-0.91754144,-1.2693945,"('evil', 'good')",-0.9175414,-1.2693945,0.3518531
26,0.8953123,0.62069637,"('hardhearted', 'benevolent')",0.8953123,0.6206964,0.2746159
36,-0.838643,-1.2661927,"('hostile', 'amicable')",-0.838643,-1.2661927,0.4275497
43,0.82321644,1.1094366,"('irresponsible', 'responsible')",0.8232164,1.1094366,-0.2862202
24,0.817943,0.95386374,"('dishonest', 'honest')",0.817943,0.9538637,-0.1359207
22,-0.798581,-0.73078257,"('untrustworthy', 'trustworthy')",-0.798581,-0.7307826,-0.0677984
60,0.7869867,1.288214,"('inefficient', 'efficient')",0.7869867,1.288214,-0.5012273
15,0.7621816,0.5501698,"('boring', 'funny')",0.7621816,0.5501698,0.2120118
33,0.7337693,0.5441645,"('wrong', 'right')",0.7337693,0.5441645,0.1896048
68,-0.7092603,-0.82087207,"('dependent', 'independent')",-0.7092603,-0.8208721,0.1116118
44,-0.7025997,-0.6286914,"('prejudiced', 'unprejudiced')",-0.7025997,-0.6286914,-0.0739083
25,0.6833515,0.44303668,"('egoistic', 'altruistic')",0.6833515,0.4430367,0.2403148
51,-0.6740714,-0.5601723,"('uneducated', 'educated')",-0.6740714,-0.5601723,-0.1138991
84,0.6571403,0.46112898,"('inferior', 'superior')",0.6571403,0.461129,0.1960113
11,0.65627486,0.90339625,"('unhelpful', 'helpful')",0.6562749,0.9033962,-0.2471213
10,-0.6245134,-0.3671888,"('unsympathetic', 'sympathetic')",-0.6245134,-0.3671888,-0.2573246
39,0.60607654,0.8073552,"('exploitative', 'cooperative')",0.6060765,0.8073552,-0.2012787
46,-0.6057884,-0.39559108,"('uncompetitive', 'competitive')",-0.6057884,-0.3955911,-0.2101973
53,0.6012684,0.4112252,"('uncreative', 'creative')",0.6012684,0.4112252,0.1900432
66,0.5958372,0.30460358,"('inactive', 'active')",0.5958372,0.3046036,0.2912336
71,0.592072,0.38891357,"('diffident', 'self-confident')",0.592072,0.3889136,0.2031584
30,0.58778447,0.75998324,"('intolerant', 'tolerant')",0.5877845,0.7599832,-0.1721987
78,-0.5681572,-0.58395565,"('nonresilient', 'resilient')",-0.5681572,-0.5839556,0.0157984
0,-0.5657082,-0.5955901,"('unsociable', 'sociable')",-0.5657082,-0.5955901,0.0298819
28,0.5276676,0.44833875,"('disloyal', 'loyal')",0.5276676,0.4483387,0.0793289
18,-0.5167649,-0.6129351,"('disagreeable', 'welcoming')",-0.5167649,-0.6129351,0.0961702
58,0.49635878,0.29307625,"('undiscriminating', 'discriminating')",0.4963588,0.2930762,0.2032826
67,0.49003506,0.57333755,"('doubtful', 'determined')",0.4900351,0.5733376,-0.0833025
13,-0.4884312,-0.20205925,"('impolite', 'polite')",-0.4884312,-0.2020593,-0.2863719
59,0.48192495,0.39885932,"('foolish', 'wise')",0.481925,0.3988593,0.0830657
37,0.4712776,0.33145818,"('fake', 'genuine')",0.4712776,0.3314582,0.1398194
54,0.43828547,0.578128,"('incapable', 'capable')",0.4382855,0.578128,-0.1398425
87,0.43073866,0.64454424,"('unsuccessful', 'successful')",0.4307387,0.6445442,-0.2138055
35,-0.4210567,-0.76068956,"('corrupt', 'incorrupt')",-0.4210567,-0.7606896,0.3396329
81,-0.41769657,0.06515163,"('submissive', 'aggressive')",-0.4176966,0.0651516,-0.4828482
48,0.4072221,0.3678118,"('unintelligent', 'intelligent')",0.4072221,0.3678118,0.0394103
21,-0.37739906,0.02166884,"('immoral', 'moral')",-0.3773991,0.0216688,-0.3990679
9,0.37467307,0.21275572,"('unaffectionate', 'caring')",0.3746731,0.2127557,0.1619174
8,-0.3722781,-0.5525824,"('unaffectionate', 'affectionate')",-0.3722781,-0.5525824,0.1803043
49,-0.3453501,-0.15872228,"('unable', 'able')",-0.3453501,-0.1587223,-0.1866278
74,0.3246167,0.47721118,"('undedicated', 'dedicated')",0.3246167,0.4772112,-0.1525945
41,0.32098895,0.16022202,"('unforgiving', 'forgiving')",0.320989,0.160222,0.160767
75,-0.3095745,-0.27930927,"('meek', 'impulsive')",-0.3095745,-0.2793093,-0.0302652
27,0.29857448,0.018320031,"('hardhearted', 'softhearted')",0.2985745,0.01832,0.2802545
14,-0.29596242,-0.20899177,"('antisocial', 'social')",-0.2959624,-0.2089918,-0.0869706
88,-0.27416968,-0.36068925,"('low', 'eminent')",-0.2741697,-0.3606893,0.0865196
20,0.27306324,0.08676138,"('rough', 'thoughtful')",0.2730632,0.0867614,0.1863018
70,0.26938325,0.5496323,"('lethargic', 'energetic')",0.2693833,0.5496323,-0.280249
63,0.25341097,0.46233666,"('unperceptive', 'insightful')",0.253411,0.4623367,-0.2089257
69,0.24102345,0.04460223,"('lazy', 'industrious')",0.2410235,0.0446022,0.1964213
65,-0.23897392,0.16797829,"('insecure', 'secure')",-0.2389739,0.1679783,-0.4069522
76,0.23897271,0.5643966,"('anxious', 'daring')",0.2389727,0.5643966,-0.3254239
86,-0.20256428,-0.17728241,"('uninfluential', 'influential')",-0.2025643,-0.1772824,-0.0252819
16,-0.19006357,-0.17500003,"('unpopular', 'popular')",-0.1900636,-0.175,-0.0150636
72,-0.18905306,0.1128441,"('unambitious', 'ambitious')",-0.1890531,0.1128441,-0.3018972
3,0.17727496,0.24140601,"('repellent', 'pleasant')",0.177275,0.241406,-0.064131
79,-0.17608978,-0.13781509,"('wavering', 'unwavering')",-0.1760898,-0.1378151,-0.0382747
38,0.16530229,0.40711704,"('untruthful', 'truthful')",0.1653023,0.407117,-0.2418147
19,-0.14247778,-0.22533485,"('inhospitable', 'hospitable')",-0.1424778,-0.2253349,0.0828571
32,0.118179925,0.31203672,"('unkind', 'kind')",0.1181799,0.3120367,-0.1938568
50,-0.10252622,-0.14374943,"('clumsy', 'skillful')",-0.1025262,-0.1437494,0.0412232
