,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,male-female
74,2.0808852,2.1570837,"('undedicated', 'dedicated')",0.4816299,0.6661521,1.2812575,1.411618,-0.1303605
56,1.9163607,2.1272585,"('impractical', 'practical')",0.7887071,0.79813737,1.3525339,1.462698,-0.1101641
81,1.7557061,2.0661914,"('submissive', 'aggressive')",-0.04589814,-0.19860479,0.8549039,0.9337933,-0.0788894
12,1.7240434,1.8501062,"('unsupportive', 'supportive')",-0.79111016,-0.8050833,0.4664666,0.5225115,-0.0560449
44,-1.6494755,-1.7771295,"('prejudiced', 'unprejudiced')",-0.9605892,-0.9966077,-1.3050323,-1.3868686,0.0818363
21,1.4122162,1.5374112,"('immoral', 'moral')",-0.14411749,-0.21105687,0.6340494,0.6631772,-0.0291278
35,-1.34804,-1.4961445,"('corrupt', 'incorrupt')",-0.9446482,-0.738804,-1.1463441,-1.1174743,-0.0288698
2,1.2814794,1.4670691,"('unlikable', 'likable')",0.7613262,0.9712142,1.0214028,1.2191417,-0.1977389
61,1.2233518,1.1910577,"('illogical', 'logical')",0.27915952,0.27125648,0.7512557,0.7311571,0.0200986
49,-1.205597,-1.0491939,"('unable', 'able')",-0.6173375,-0.37101424,-0.9114673,-0.710104,-0.2013633
62,1.1393558,1.351707,"('incompetent', 'brilliant')",0.5484518,0.5903434,0.8439038,0.9710252,-0.1271214
73,1.0714643,0.9384419,"('helpless', 'self-reliant')",-1.3408866,-1.3961817,-0.1347111,-0.2288699,0.0941588
41,1.0566101,1.1185842,"('unforgiving', 'forgiving')",0.2552623,0.25327212,0.6559362,0.6859281,-0.0299919
10,1.0526818,1.3504434,"('unsympathetic', 'sympathetic')",-0.26036483,-0.24427253,0.3961585,0.5530854,-0.1569269
7,1.0489144,1.4583211,"('insensitive', 'sensitive')",-0.08694567,0.02018456,0.4809844,0.7392528,-0.2582684
82,-1.046601,-0.9592061,"('poor', 'rich')",2.408252,2.6661947,0.6808255,0.8534943,-0.1726688
14,1.0319052,1.4164243,"('antisocial', 'social')",0.4808967,0.5823998,0.7564009,0.9994121,-0.2430112
57,1.0189704,1.221588,"('unimaginative', 'imaginative')",-1.7121344,-1.7202737,-0.346582,-0.2493429,-0.0972391
0,1.0099205,1.2103038,"('unsociable', 'sociable')",0.14947185,0.24605393,0.5796962,0.7281789,-0.1484827
24,1.009239,1.15263,"('dishonest', 'honest')",-0.3412943,-0.2164999,0.3339723,0.468065,-0.1340927
30,1.0040097,1.1806549,"('intolerant', 'tolerant')",0.39689133,0.39972618,0.7004505,0.7901905,-0.08974
60,0.96630794,1.2389249,"('inefficient', 'efficient')",1.1474737,1.0657285,1.0568908,1.1523267,-0.0954359
86,0.9434176,1.0176712,"('uninfluential', 'influential')",-0.57823443,-0.45800385,0.1825916,0.2798337,-0.0972421
87,0.9427695,1.2006,"('unsuccessful', 'successful')",1.3101622,1.538195,1.1264658,1.3693975,-0.2429317
33,0.9422989,0.8600106,"('wrong', 'right')",-0.32979983,-0.35323906,0.3062495,0.2533858,0.0528637
3,0.94044703,1.022661,"('repellent', 'pleasant')",0.63879013,0.49018645,0.7896186,0.7564237,0.0331949
46,0.91113913,1.1114888,"('uncompetitive', 'competitive')",-0.19546026,-0.2809885,0.3578394,0.4152502,-0.0574108
70,0.8962071,1.320476,"('lethargic', 'energetic')",0.2013931,0.27870032,0.5488001,0.7995882,-0.2507881
72,0.89061195,0.99044126,"('unambitious', 'ambitious')",-0.39681277,-0.44748756,0.2468996,0.2714769,-0.0245773
9,0.8711958,0.88635635,"('unaffectionate', 'caring')",-0.16392672,0.021871453,0.3536345,0.4541139,-0.1004794
52,-0.86312914,-1.0627644,"('irrational', 'rational')",-0.6501888,-0.79985374,-0.756659,-0.9313091,0.1746501
23,0.83790666,0.96318823,"('insincere', 'sincere')",2.8204863,2.8514266,1.8291965,1.9073074,-0.0781109
32,0.8252592,0.67244804,"('unkind', 'kind')",0.7992532,0.7716467,0.8122562,0.7220473,0.0902089
13,0.8073253,0.84065944,"('impolite', 'polite')",0.36260268,0.2751253,0.584964,0.5578924,0.0270716
79,-0.798178,-0.8187994,"('wavering', 'unwavering')",-1.0570421,-0.9109975,-0.92761,-0.8648984,-0.0627116
29,-0.7837813,-0.664587,"('unfair', 'fair')",-1.1282592,-1.036967,-0.9560202,-0.850777,-0.1052432
6,-0.7367369,-0.82643104,"('distant', 'open')",-1.7701341,-1.4199575,-1.2534355,-1.1231942,-0.1302413
53,0.7341529,0.6678905,"('uncreative', 'creative')",0.11890845,0.29424724,0.4265307,0.4810688,-0.0545381
