,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.048643,-1.682248,"('unsympathetic', 'sympathetic')",-0.17280284,-0.0029340535,-1.7285018,-1.6560856,-0.24917556,-0.28455323,-1.0497808,-0.9064552,-0.1433256
86,-1.8063577,-1.7125709,"('uninfluential', 'influential')",0.4890032,0.7126283,-1.8112553,-1.9125769,-0.063835904,-0.23104426,-0.7981114,-0.7858909,-0.0122205
81,-1.6995118,-1.4065313,"('submissive', 'aggressive')",0.73964846,0.7335392,-0.10639256,0.060281225,-1.2446855,-1.257437,-0.5777353,-0.467537,-0.1101983
0,-1.6437829,-1.6821289,"('unsociable', 'sociable')",-0.1318836,-0.24701677,-1.1923833,-1.1455554,-0.4306097,-0.60712945,-0.8496649,-0.9204576,0.0707927
21,-1.5141903,-1.287772,"('immoral', 'moral')",0.49868283,0.5916263,-0.78391033,-0.672104,-0.89969116,-0.94796765,-0.6747772,-0.5790544,-0.0957228
55,-1.4986714,-1.260145,"('incompetent', 'clever')",0.014702246,0.13082907,-1.222133,-1.1946884,0.21706645,0.033388603,-0.622259,-0.5726539,-0.0496051
49,-1.4171749,-1.3194803,"('unable', 'able')",-1.1694959,-0.8973195,-0.68434244,-0.6192458,-0.64758873,-0.67285377,-0.9796505,-0.8772248,-0.1024257
60,-1.3960944,-0.8377526,"('inefficient', 'efficient')",1.529778,1.6660032,-0.84361875,-0.62063104,-0.048923086,-0.046711735,-0.1897146,0.040227,-0.2299416
14,-1.3501538,-1.2642196,"('antisocial', 'social')",1.0894636,0.9690442,0.048804026,0.007452325,-0.31153446,-0.41925213,-0.1308552,-0.1767438,0.0458886
57,-1.3483756,-1.272035,"('unimaginative', 'imaginative')",-0.3723733,-0.19450586,-1.055206,-0.88765776,-2.6785185,-2.6452515,-1.3636184,-1.2498624,-0.113756
73,1.3188723,1.3223526,"('helpless', 'self-reliant')",0.46604583,0.4042347,-0.75669837,-0.7853626,-3.7702384,-3.8215413,-0.6855047,-0.7200792,0.0345745
39,1.3011436,1.4614406,"('exploitative', 'cooperative')",0.77289015,0.90709746,0.31037718,0.2634541,0.21479052,0.27847978,0.6498004,0.727618,-0.0778176
48,-1.2262697,-1.2236489,"('unintelligent', 'intelligent')",0.0055401325,-0.02629748,-1.5758463,-1.6293435,0.3362292,0.2654356,-0.6150867,-0.6534635,0.0383768
52,1.2166646,1.0335603,"('irrational', 'rational')",-0.258785,-0.24955301,-1.0573268,-1.1867548,-0.14092211,-0.08162318,-0.0600923,-0.1210927,0.0610004
59,1.1302041,1.0112551,"('foolish', 'wise')",-0.11739722,-0.118006445,0.37579626,0.33113724,0.051634833,0.21321525,0.3600595,0.3594003,0.0006592
77,-1.0864896,-0.99993074,"('unmotivated', 'motivated')",0.6931082,0.7893709,-0.6935461,-0.60675704,-0.76925945,-0.9370765,-0.4640467,-0.4385983,-0.0254484
82,-1.0329313,-0.8389296,"('poor', 'rich')",0.8490261,1.0224048,1.2271237,1.193716,6.380498,6.408914,1.8559291,1.9465263,-0.0905972
20,-1.0295162,-1.0185395,"('rough', 'thoughtful')",-0.2198611,-0.12382295,-0.19629562,-0.18788648,0.8590934,0.834348,-0.1466449,-0.1239752,-0.0226697
53,-1.005839,-1.075199,"('uncreative', 'creative')",0.5678688,0.77382743,-0.53417736,-0.54136914,1.2961836,1.336296,0.081009,0.1233888,-0.0423798
72,-0.9956725,-0.8708708,"('unambitious', 'ambitious')",-0.6699533,-0.76297283,-1.2361952,-1.3263756,-0.4687045,-0.6280364,-0.8426314,-0.897064,0.0544326
78,-0.955384,-1.0474224,"('nonresilient', 'resilient')",0.62813616,0.7311249,-0.35603023,-0.36615098,0.16049948,-0.029207246,-0.1306947,-0.1779139,0.0472192
43,-0.88973963,-0.7320429,"('irresponsible', 'responsible')",0.20269805,0.3095598,-1.6171045,-1.5679811,0.6736414,0.67325056,-0.4076262,-0.3293034,-0.0783228
69,0.88092095,0.629119,"('lazy', 'industrious')",-0.18964487,-0.20242475,1.5401475,1.5252969,-0.7533939,-0.64930826,0.3695074,0.3256707,0.0438367
85,0.81913143,0.6541711,"('insignificant', 'prestigious')",-0.90340066,-0.84571904,-1.1217645,-1.3752847,0.31152582,0.53882504,-0.223627,-0.2570019,0.0333749
68,-0.8119234,-0.8024448,"('dependent', 'independent')",-0.5681313,-0.4191296,-0.39655137,-0.31131285,-0.7489775,-0.75582457,-0.6313959,-0.5721779,-0.059218
