,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.7081892,-2.038127,"('unsympathetic', 'sympathetic')",-0.4614692,0.0071997195,-0.60740584,-0.45793316,-1.2590214,-0.8296201,-0.4294013
86,-2.4034584,-2.1372535,"('uninfluential', 'influential')",-0.119430736,0.011000015,-0.33141398,-0.36572546,-0.9514344,-0.8306597,-0.1207747
0,-2.1217413,-1.5832407,"('unsociable', 'sociable')",0.08588987,0.33187777,-0.7240463,-0.7818561,-0.9199659,-0.6777397,-0.2422262
57,-2.1075656,-1.5002959,"('unimaginative', 'imaginative')",-0.71727806,-0.48368892,-2.7072241,-2.7003932,-1.8440226,-1.5614594,-0.2825632
45,-1.882158,-1.6020477,"('incompetent', 'competent')",0.18797149,0.18950146,-0.35323894,-0.83005846,-0.6824752,-0.7475349,0.0650597
35,1.8376983,1.5233722,"('corrupt', 'incorrupt')",-1.5582281,-1.645071,-0.2746769,-0.2987778,0.0015978,-0.1401589,0.1417567
69,1.6605828,1.5976884,"('lazy', 'industrious')",0.08529465,-0.37497956,-0.85335815,-0.869792,0.2975064,0.117639,0.1798674
9,-1.5550774,-1.6002356,"('unaffectionate', 'caring')",0.037257418,0.23371726,1.5958525,1.116296,0.0260108,-0.0834074,0.1094182
46,-1.5243976,-1.0975437,"('uncompetitive', 'competitive')",1.2319825,1.390912,-0.6680271,-0.53290004,-0.3201474,-0.0798439,-0.2403035
81,-1.4856277,-0.86677736,"('submissive', 'aggressive')",0.966586,1.4607631,-1.1896008,-0.6904957,-0.5695475,-0.03217,-0.5373775
3,-1.4422798,-1.3668406,"('repellent', 'pleasant')",0.8923783,0.6146654,0.6003244,0.38416085,0.0168076,-0.1226715,0.1394791
28,-1.4399586,-1.076141,"('disloyal', 'loyal')",0.02143329,0.14566588,1.1655271,0.8742734,-0.0843327,-0.0187339,-0.0655988
11,-1.4140093,-0.97517234,"('unhelpful', 'helpful')",-0.56711805,0.124604404,1.8254197,2.1978643,-0.0519026,0.4490988,-0.5010014
55,-1.3862917,-1.2577207,"('incompetent', 'clever')",1.0824537,1.1851795,0.12223624,0.009360641,-0.0605339,-0.0210602,-0.0394737
13,-1.3683938,-0.93147194,"('impolite', 'polite')",-0.5571201,-0.10008879,-0.45950788,-0.24839383,-0.7950072,-0.4266516,-0.3683556
23,-1.326193,-1.0258082,"('insincere', 'sincere')",0.54480225,0.6459651,6.549607,6.224733,1.9227387,1.9482965,-0.0255578
43,-1.3242629,-0.8987316,"('irresponsible', 'responsible')",0.4258521,0.94244134,0.44186682,0.80232793,-0.1521813,0.2820126,-0.4341939
61,-1.3138943,-0.9884385,"('illogical', 'logical')",-0.35460976,-0.28675663,0.32636988,0.3455056,-0.447378,-0.3098965,-0.1374815
73,1.305765,1.189701,"('helpless', 'self-reliant')",0.11350967,0.33218247,-2.7728703,-3.2974882,-0.4511985,-0.5918682,0.1406697
48,-1.3025703,-1.5811507,"('unintelligent', 'intelligent')",0.19117042,-0.25188527,0.455366,0.20777422,-0.218678,-0.5417539,0.3230759
60,-1.2789123,-1.0876368,"('inefficient', 'efficient')",1.3512882,1.2444302,-0.07014006,-0.28040847,0.0007453,-0.041205,0.0419503
