,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,male-female
26,1.663782,1.4793534,"('hardhearted', 'benevolent')",3.0229416,2.8945818,1.2318811,1.4213456,1.9728683,1.9317603,0.041108
67,1.6513407,1.5460296,"('doubtful', 'determined')",0.41464728,0.2736806,-0.070489354,-0.21882504,0.6651662,0.5336284,0.1315378
27,-1.584302,-1.6413027,"('hardhearted', 'softhearted')",-0.39796817,-0.3418104,1.6194328,1.334576,-0.1209458,-0.216179,0.0952332
84,1.5305864,1.5102746,"('inferior', 'superior')",0.29416713,0.22525628,0.58351934,0.40822852,0.8027576,0.7145865,0.0881711
6,-1.4027536,-1.5102999,"('distant', 'open')",-0.37196025,-0.49841064,-0.043931205,-0.02244618,-0.606215,-0.6770523,0.0708373
3,-1.3739922,-1.2235134,"('repellent', 'pleasant')",-0.31621343,-0.2679059,0.5689561,0.5631029,-0.3737498,-0.3094388,-0.064311
44,-1.2319373,-1.2621225,"('prejudiced', 'unprejudiced')",-2.1096275,-2.101385,-1.6120312,-1.5762165,-1.6511987,-1.6465747,-0.004624
73,1.1614898,1.2240974,"('helpless', 'self-reliant')",0.5791396,0.5709041,-3.7770634,-3.7228427,-0.6788113,-0.6426137,-0.0361976
39,1.1553004,1.5377806,"('exploitative', 'cooperative')",0.4522375,0.6449339,0.04019598,0.2134528,0.5492446,0.7987224,-0.2494778
68,-1.1499964,-1.1288161,"('dependent', 'independent')",-1.0075715,-1.0190973,-0.51610696,-0.5062409,-0.891225,-0.8847181,-0.0065069
18,-1.1121135,-0.72214895,"('disagreeable', 'welcoming')",-0.9253351,-0.5840158,-0.64036834,-0.45876494,-0.8926056,-0.5883099,-0.3042957
71,1.0786825,1.1368129,"('diffident', 'self-confident')",1.4638907,1.5536563,0.28747717,0.3851752,0.9433502,1.0252148,-0.0818646
56,1.0024889,1.2527555,"('impractical', 'practical')",1.3378786,1.5147411,0.4513837,0.61703753,0.9305836,1.128178,-0.1975944
12,0.97428334,1.2303872,"('unsupportive', 'supportive')",0.3365016,0.50874543,-1.600221,-1.5444759,-0.0964787,0.0648856,-0.1613643
88,-0.95247847,-0.9405398,"('low', 'eminent')",-0.55232984,-0.43784297,0.0687072,0.057681877,-0.4787004,-0.4402336,-0.0384668
20,-0.9267845,-0.94708544,"('rough', 'thoughtful')",-1.1556054,-1.2230493,1.002915,0.8991459,-0.3598249,-0.423663,0.0638381
5,-0.9144066,-1.0816426,"('distant', 'outgoing')",0.4661553,0.3311922,-0.61151314,-0.6282145,-0.3532548,-0.459555,0.1063002
49,-0.9099855,-0.9389864,"('unable', 'able')",-0.77971524,-0.76758826,-0.19336861,-0.304017,-0.6276898,-0.6701972,0.0425074
60,-0.87253934,-0.5535643,"('inefficient', 'efficient')",-0.16811869,0.06130366,0.8189409,0.7384088,-0.0739057,0.0820494,-0.1559551
77,-0.8569365,-0.5743146,"('unmotivated', 'motivated')",-1.0201185,-0.7612848,-1.0389572,-0.88378495,-0.9720041,-0.7397948,-0.2322093
1,-0.8531059,-0.8974992,"('unfriendly', 'friendly')",1.0513769,0.9929309,1.6233299,1.5296918,0.6072003,0.5417078,0.0654925
33,0.8512373,0.7944295,"('wrong', 'right')",0.30968988,0.13661522,-0.8621025,-0.913967,0.0996082,0.0056926,0.0939156
62,-0.83258706,-0.52392316,"('incompetent', 'brilliant')",-0.21243519,-0.13303462,0.45784876,0.36782002,-0.1957245,-0.0963792,-0.0993453
31,-0.82591033,-1.0959154,"('evil', 'good')",0.6260502,0.442244,-1.195525,-1.3906791,-0.4651284,-0.6814502,0.2163218
36,-0.78165305,-0.9866425,"('hostile', 'amicable')",-0.3302524,-0.36680597,-0.71225375,-0.6123911,-0.608053,-0.6552798,0.0472268
55,-0.7476286,-0.46764722,"('incompetent', 'clever')",-0.49499243,-0.3720361,0.5165001,0.5415115,-0.2420403,-0.0993906,-0.1426497
76,-0.7400127,-0.23342873,"('anxious', 'daring')",-1.0488073,-0.77415055,0.48162836,0.6752886,-0.4357305,-0.1107636,-0.3249669
29,-0.73014885,-0.65805733,"('unfair', 'fair')",-0.55049187,-0.58278525,-0.31850594,-0.4752541,-0.5330489,-0.5720322,0.0389833
34,-0.71573645,-0.8293179,"('mean', 'honorable')",-0.29834244,-0.28101546,6.3381834,6.311754,1.7747014,1.7338069,0.0408945
86,0.7096445,0.68434703,"('uninfluential', 'influential')",0.8844862,0.7457678,0.6232686,0.51164454,0.7391331,0.6472531,0.09188
17,-0.701448,-0.9005021,"('nasty', 'nice')",-0.46719596,-0.51296824,-0.48093,-0.39011458,-0.549858,-0.6011949,0.0513369
59,0.6898333,0.6801989,"('foolish', 'wise')",0.06144979,0.024823666,-0.20742841,-0.13340688,0.1812849,0.1905386,-0.0092537
10,-0.67658985,-0.3657603,"('unsympathetic', 'sympathetic')",-0.9222144,-0.6815646,0.65115786,0.5256103,-0.3158821,-0.1739049,-0.1419772
7,-0.6316165,-0.23394436,"('insensitive', 'sensitive')",-0.3109087,0.033191647,1.0984557,1.0903511,0.0519768,0.2965328,-0.244556
87,0.6167598,0.7177147,"('unsuccessful', 'successful')",0.4010126,0.29700464,0.3731144,0.6139467,0.4636289,0.5428887,-0.0792598
74,0.6054159,0.8420923,"('undedicated', 'dedicated')",1.036162,0.9981272,0.37651262,0.5305782,0.6726968,0.7902659,-0.1175691
28,-0.5874442,-0.46011722,"('disloyal', 'loyal')",-0.052462917,0.02835802,1.3170494,1.2999327,0.2257141,0.2893912,-0.0636771
46,0.57770985,0.7962808,"('uncompetitive', 'competitive')",0.09006206,0.12642162,-0.16531794,-0.049381424,0.1674847,0.291107,-0.1236223
50,0.56801337,0.7788202,"('clumsy', 'skillful')",-0.4282098,-0.33417264,-0.029455647,0.040322974,0.0367826,0.1616569,-0.1248743
54,-0.5647084,-0.46472713,"('incapable', 'capable')",-0.3613876,-0.3116991,1.005907,0.8993402,0.0266037,0.0409713,-0.0143676
72,0.5628052,0.49939543,"('unambitious', 'ambitious')",0.49427965,0.19152184,-0.51431274,-0.80774635,0.180924,-0.038943,0.219867
57,-0.5622176,-0.30318782,"('unimaginative', 'imaginative')",-0.22018056,-0.026943345,-2.2804637,-2.2193084,-1.020954,-0.8498131,-0.1711409
15,0.52800244,0.5797941,"('boring', 'funny')",0.27399418,0.33992702,0.47045547,0.43143675,0.4241507,0.450386,-0.0262353
40,0.51561445,0.62048197,"('stingy', 'generous')",0.38774642,0.35091403,-1.4363269,-1.3445414,-0.1776553,-0.1243818,-0.0532735
37,0.50824106,0.62071925,"('fake', 'genuine')",-0.5579741,-0.56878304,0.9121749,0.64338493,0.2874806,0.2317737,0.0557069
0,-0.5014831,-0.35372683,"('unsociable', 'sociable')",0.1107679,0.26435506,0.08878248,0.07634104,-0.1006442,-0.0043436,-0.0963006
2,-0.50104386,-0.18884966,"('unlikable', 'likable')",-0.43190798,-0.17963457,0.3408886,0.5536162,-0.1973544,0.0617107,-0.2590651
48,-0.48764038,-0.53444797,"('unintelligent', 'intelligent')",-0.55151516,-0.5487298,0.61193305,0.514419,-0.1424075,-0.1895863,0.0471788
21,-0.4871822,-0.15760788,"('immoral', 'moral')",-0.2749749,0.015962683,-0.47392702,-0.42895928,-0.412028,-0.1902015,-0.2218265
47,-0.46799046,-0.45216668,"('stupid', 'smart')",0.18231602,0.15382731,5.870988,5.715816,1.8617711,1.8058256,0.0559455
30,-0.46575457,-0.43814737,"('intolerant', 'tolerant')",0.9950866,1.0826743,1.1253921,1.1373109,0.5515747,0.5939459,-0.0423712
78,-0.46274313,-0.43099648,"('nonresilient', 'resilient')",-0.486544,-0.525529,-0.0012238789,0.103576794,-0.316837,-0.2843162,-0.0325208
69,0.44569457,0.236069,"('lazy', 'industrious')",0.7390342,0.6325206,-0.9582253,-0.8846489,0.0755011,-0.0053531,0.0808542
9,0.44083208,0.510685,"('unaffectionate', 'caring')",0.62838185,0.620886,0.99451965,0.9202833,0.6879112,0.6839515,0.0039597
43,-0.4232604,-0.00018585473,"('irresponsible', 'responsible')",-0.3895124,-0.1296589,0.9196684,0.9059129,0.0356319,0.2586894,-0.2230575
79,0.4084225,0.42541537,"('wavering', 'unwavering')",-0.32025596,-0.35263988,-0.21481895,-0.07253355,-0.0422175,8.06e-05,-0.0422981
23,-0.37106204,-0.12801531,"('insincere', 'sincere')",-0.4145621,-0.12430167,6.3483524,6.2203293,1.8542428,1.9893374,-0.1350946
82,-0.365828,-0.4303658,"('poor', 'rich')",0.26628703,0.25493193,6.8508534,6.6777854,2.2504374,2.1674506,0.0829868
22,-0.3577188,-0.1426916,"('untrustworthy', 'trustworthy')",-0.5374704,-0.37657425,-0.6720313,-0.5183017,-0.5224068,-0.3458559,-0.1765509
75,0.35764644,0.20021045,"('meek', 'impulsive')",-0.7965888,-0.9040796,-0.48046446,-0.64103216,-0.3064689,-0.4483004,0.1418315
16,-0.35667703,-0.35440603,"('unpopular', 'popular')",-0.8175191,-0.7575437,0.20753275,0.44044638,-0.3222211,-0.2238344,-0.0983867
58,0.35076278,0.30372056,"('undiscriminating', 'discriminating')",0.66393846,0.66614103,0.20858933,0.15321493,0.4077635,0.3743589,0.0334046
24,0.3352392,0.5057561,"('dishonest', 'honest')",-0.35860136,-0.2293672,1.3565664,1.3349912,0.4444014,0.5371267,-0.0927253
52,-0.3333928,-0.3830425,"('irrational', 'rational')",-0.6154983,-0.70345587,-0.7726533,-0.7116447,-0.5738481,-0.599381,0.0255329
61,-0.32755357,-0.16661671,"('illogical', 'logical')",-0.012010753,0.04733576,0.4350952,0.502515,0.0318436,0.1277447,-0.0959011
8,0.31916803,0.25634834,"('unaffectionate', 'affectionate')",0.43027908,0.37352222,0.50286573,0.33781135,0.4174376,0.3225606,0.094877
42,0.2794538,0.7458608,"('unreliable', 'reliable')",0.16443641,0.5558036,-2.4647262,-2.169046,-0.673612,-0.2891272,-0.3844848
85,-0.25583994,-0.30804086,"('insignificant', 'prestigious')",-0.104826994,-0.10057065,-0.9040397,-0.6273914,-0.4215689,-0.3453343,-0.0762346
53,-0.25103477,0.07684094,"('uncreative', 'creative')",0.8842594,1.0451313,1.0075098,1.1753553,0.5469115,0.7657758,-0.2188643
70,-0.24141356,0.18276046,"('lethargic', 'energetic')",-0.62926626,-0.36429757,1.3216205,1.3249017,0.1503135,0.3811215,-0.230808
41,-0.23222576,-0.054160945,"('unforgiving', 'forgiving')",0.0020087408,0.2587154,0.32323843,0.3904847,0.0310071,0.1983464,-0.1673393
65,-0.21747223,0.10862076,"('insecure', 'secure')",-0.42716724,-0.036667343,0.21248694,0.3832197,-0.1440509,0.1517244,-0.2957753
25,-0.21027547,-0.1477099,"('egoistic', 'altruistic')",1.2807549,1.3343416,0.86889875,1.0723767,0.6464594,0.7530028,-0.1065434
80,0.20649725,0.19289228,"('dominated', 'dominating')",-0.24152306,-0.39424914,-0.6218653,-0.77364874,-0.2189637,-0.3250019,0.1060382
11,-0.18388925,-0.009549862,"('unhelpful', 'helpful')",-1.2101208,-0.97570544,2.5177507,2.5828986,0.3745802,0.5325478,-0.1579676
14,0.17984933,0.48402277,"('antisocial', 'social')",1.1117187,1.3848894,-0.26604939,-0.10089503,0.3418396,0.589339,-0.2474994
83,0.15545143,0.042762775,"('powerless', 'powerful')",0.031271223,-0.21234106,-0.9551237,-1.0983458,-0.2561337,-0.4226414,0.1665077
51,0.14741185,0.16566898,"('uneducated', 'educated')",0.1829711,0.12437294,0.68638426,0.55989486,0.3389224,0.2833123,0.0556101
81,-0.14499708,-0.01125481,"('submissive', 'aggressive')",-0.40454507,-0.3414092,-0.0021386892,-0.07542592,-0.1838936,-0.1426966,-0.041197
19,0.14420886,0.18296,"('inhospitable', 'hospitable')",-0.45191303,-0.5265238,-0.15605259,-0.1564001,-0.1545856,-0.1666546,0.012069
4,0.13972136,0.03937064,"('disliked', 'liked')",0.6423422,0.552971,-6.53524,-6.382048,-1.9177256,-1.9299021,0.0121765
64,-0.13661234,0.16092966,"('shy', 'confident')",-0.29922235,-0.11554791,-6.682623,-6.212662,-2.3728193,-2.0557602,-0.3170591
63,0.115786135,0.32888794,"('unperceptive', 'insightful')",0.250781,0.33551425,1.2320567,1.303229,0.5328746,0.655877,-0.1230024
13,-0.11289728,0.09261134,"('impolite', 'polite')",-0.36292693,-0.041129105,0.33060628,0.20720178,-0.048406,0.086228,-0.134634
66,0.0647038,-0.0056376383,"('inactive', 'active')",-0.3800524,-0.49434006,0.67161727,0.7571698,0.1187562,0.0857307,0.0330255
35,-0.05466649,-0.2040544,"('corrupt', 'incorrupt')",-0.57896894,-0.77596664,-0.84092414,-0.88889843,-0.4915198,-0.6229732,0.1314534
38,-0.054044444,-0.17073123,"('untruthful', 'truthful')",-0.27776673,-0.38797343,-0.0072418675,-0.011796884,-0.1130177,-0.1901672,0.0771495
45,0.020244062,0.025831502,"('incompetent', 'competent')",0.6291753,0.6069074,0.56337756,0.48058766,0.4042656,0.3711088,0.0331568
32,-0.017129876,0.11224511,"('unkind', 'kind')",0.17282963,0.3058784,1.4970037,1.436674,0.5509011,0.6182658,-0.0673647
