,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
39,2.4463768,2.286774,"('exploitative', 'cooperative')",0.026383048,0.1908941,0.3234567,0.27646646,0.9320722,0.9180448,0.0140274
75,-2.1821187,-2.0283837,"('meek', 'impulsive')",0.2344577,0.22330412,-0.6953912,-0.5072262,-0.8810174,-0.7707686,-0.1102488
74,1.8950827,1.8261713,"('undedicated', 'dedicated')",-0.34946078,-0.30970347,-0.30057684,-0.26024395,0.415015,0.4187413,-0.0037263
24,1.8236359,1.5918707,"('dishonest', 'honest')",0.2613361,0.347586,0.45009845,0.43768862,0.8450235,0.7923818,0.0526417
12,1.6988482,1.3754125,"('unsupportive', 'supportive')",0.5375586,0.43526846,-1.7298615,-1.5583557,0.1688484,0.0841084,0.08474
26,1.6557571,1.6848091,"('hardhearted', 'benevolent')",0.86622053,0.9264199,1.712639,1.9934204,1.4115389,1.5348832,-0.1233443
71,1.644913,1.6481862,"('diffident', 'self-confident')",1.474072,1.4362798,0.4335162,0.41097897,1.1841671,1.1651483,0.0190188
16,-1.5323921,-1.273586,"('unpopular', 'popular')",0.038167894,0.044372298,0.11878838,0.054736063,-0.4584786,-0.3914926,-0.066986
31,-1.3758683,-0.81605625,"('evil', 'good')",-0.7166573,-0.6809205,-1.438133,-1.0619304,-1.1768862,-0.852969,-0.3239172
21,1.356521,1.0027674,"('immoral', 'moral')",0.8784408,0.74425656,-0.18604326,-0.48077402,0.6829728,0.4220833,0.2608895
60,1.331396,0.69918793,"('inefficient', 'efficient')",1.2715658,1.2685367,0.13722834,0.0312899,0.9133967,0.6663382,0.2470585
7,1.3108572,1.0548685,"('insensitive', 'sensitive')",0.7927689,0.6731142,0.8359881,0.64342296,0.9798714,0.7904685,0.1894029
30,1.2884479,1.050055,"('intolerant', 'tolerant')",0.51097673,0.45938724,0.4226307,0.41433364,0.7406851,0.6412586,0.0994265
43,1.285664,0.7913531,"('irresponsible', 'responsible')",0.6551242,0.5409994,0.5186076,0.42112488,0.8197986,0.5844924,0.2353062
61,1.2740538,1.1624165,"('illogical', 'logical')",0.89449674,0.85483146,0.63271564,0.50881624,0.9337554,0.8420214,0.091734
72,1.27335,1.1672807,"('unambitious', 'ambitious')",0.89868057,0.93223333,-0.5798912,-0.46722877,0.5307131,0.5440951,-0.013382
69,-1.2339119,-0.7411939,"('lazy', 'industrious')",1.2508566,1.2753357,-1.1197941,-0.67809796,-0.3676165,-0.0479854,-0.3196311
76,1.2172126,0.76777846,"('anxious', 'daring')",-0.3590911,-0.5424653,0.10123387,-0.13121167,0.3197851,0.0313672,0.2884179
10,1.1665078,0.6496511,"('unsympathetic', 'sympathetic')",-0.98691946,-1.1898329,-0.19321683,-0.5827578,-0.0045428,-0.3743132,0.3697704
13,1.1515675,0.6076977,"('impolite', 'polite')",-0.29643896,-0.36691812,-0.49546775,-0.8122789,0.1198869,-0.1904998,0.3103867
9,1.1041806,1.2521601,"('unaffectionate', 'caring')",0.22960445,0.2958678,0.80761427,0.77716327,0.7137998,0.7750637,-0.0612639
6,-1.0922897,-0.4940005,"('distant', 'open')",-0.19028261,-0.1417717,-1.000945,-0.78446513,-0.7611725,-0.4734124,-0.2877601
65,1.0802467,0.63831055,"('insecure', 'secure')",0.06998602,-0.040302914,0.3098015,0.094052434,0.486678,0.2306867,0.2559913
23,1.0639325,0.6015928,"('insincere', 'sincere')",-0.57406956,-0.78884214,5.524312,4.842234,2.004725,1.5516617,0.4530633
32,1.0573307,0.79473525,"('unkind', 'kind')",-0.28718218,-0.26897767,0.74205554,0.64135444,0.504068,0.3890373,0.1150307
70,1.0352196,0.5905911,"('lethargic', 'energetic')",0.28719836,0.12197892,0.69662803,0.4683276,0.6730154,0.3936325,0.2793829
29,-1.0039777,-0.77731895,"('unfair', 'fair')",-0.64278054,-0.5853185,-0.4395024,-0.4526114,-0.6954202,-0.605083,-0.0903372
80,0.96463597,0.51045036,"('dominated', 'dominating')",0.030469164,-0.1557854,0.008120723,-0.3022266,0.3344086,0.0174795,0.3169291
42,0.95793736,0.66826934,"('unreliable', 'reliable')",0.18247958,0.0050155222,-2.3935354,-2.3315043,-0.4177061,-0.5527398,0.1350337
56,0.931084,0.5234366,"('impractical', 'practical')",0.60506177,0.5652782,-0.532646,-0.6628516,0.3344999,0.1419544,0.1925455
55,0.91918755,0.3310688,"('incompetent', 'clever')",-0.7419602,-0.89017993,0.5230535,0.25612506,0.2334269,-0.1009954,0.3344223
37,0.9025353,0.7583566,"('fake', 'genuine')",0.1206698,0.040670343,-0.18167119,-0.19628932,0.2805113,0.2009125,0.0795988
73,0.8701894,1.0846711,"('helpless', 'self-reliant')",1.5137134,1.6234684,-3.4142354,-3.0264132,-0.3434442,-0.1060913,-0.2373529
3,-0.84327,-0.9433921,"('repellent', 'pleasant')",-0.39363262,-0.53414065,1.0276948,0.7679181,-0.0697359,-0.2365382,0.1668023
64,0.8216782,0.8331857,"('shy', 'confident')",0.6579422,0.72548413,-5.905025,-5.270341,-1.4751348,-1.2372237,-0.2379111
49,-0.80131555,-0.77477604,"('unable', 'able')",-0.05285836,-0.09963195,-0.54236406,-0.75515306,-0.4655127,-0.543187,0.0776743
58,0.7598271,0.6987763,"('undiscriminating', 'discriminating')",1.1138567,0.90110767,0.08322774,0.059790935,0.6523038,0.553225,0.0990788
44,-0.7101773,-0.6756082,"('prejudiced', 'unprejudiced')",-0.22826487,-0.18250851,-1.1466999,-1.1406795,-0.6950474,-0.6662654,-0.028782
52,-0.66175544,-0.069829315,"('irrational', 'rational')",-0.2840942,-0.18682352,-0.3614147,-0.19321342,-0.4357548,-0.1499554,-0.2857994
78,0.66140586,0.33767116,"('nonresilient', 'resilient')",0.41273245,0.09924177,0.34077793,-0.034377635,0.4716388,0.1341784,0.3374604
4,-0.63762486,-0.29758048,"('disliked', 'liked')",0.54534805,0.4651548,-6.8609,-6.052499,-2.3177255,-1.9616415,-0.356084
20,0.62547576,0.17792898,"('rough', 'thoughtful')",-0.066412985,-0.21988103,0.47997078,0.26352477,0.3463445,0.0738576,0.2724869
36,-0.6245047,-0.23138618,"('hostile', 'amicable')",-0.35837498,-0.43043864,-0.5236085,-0.38590986,-0.5021627,-0.3492449,-0.1529178
35,-0.60490716,0.034085345,"('corrupt', 'incorrupt')",-0.4872458,-0.33644414,-1.0984639,-0.78103334,-0.7302056,-0.3611307,-0.3690749
84,0.6019647,0.7339752,"('inferior', 'superior')",0.37488198,0.4193145,0.75847447,0.7361944,0.5784404,0.629828,-0.0513876
14,0.59707224,0.24164185,"('antisocial', 'social')",0.5226982,0.50405383,0.08672197,-0.019739453,0.4021642,0.2419854,0.1601788
53,0.5816426,0.28979436,"('uncreative', 'creative')",0.8159799,0.73794985,0.3020598,0.3874968,0.5665608,0.471747,0.0948138
62,0.56943685,0.37019956,"('incompetent', 'brilliant')",0.048119985,0.0065739937,0.34069902,0.32419103,0.3194186,0.2336549,0.0857637
28,0.5691377,0.36025587,"('disloyal', 'loyal')",-0.24817507,-0.27879795,0.94994086,0.72129583,0.4236345,0.2675846,0.1560499
63,0.55960757,0.05039575,"('unperceptive', 'insightful')",0.5475774,0.23418957,0.8633171,0.693548,0.656834,0.3260444,0.3307896
51,0.55522984,0.37814572,"('uneducated', 'educated')",-0.40201035,-0.3763469,0.46821237,0.26597303,0.2071439,0.0892573,0.1178866
79,-0.54929155,-0.26606637,"('wavering', 'unwavering')",-0.2914462,-0.33938962,-0.57114106,-0.4997863,-0.4706263,-0.3684141,-0.1022122
48,0.5402752,0.007923044,"('unintelligent', 'intelligent')",0.95727605,0.8894116,0.6409258,0.5339306,0.7128257,0.4770885,0.2357372
82,-0.5374006,-0.69153035,"('poor', 'rich')",-0.7299242,-0.8530396,6.1693363,5.5064354,1.6340038,1.3206218,0.313382
5,-0.5344644,0.053139597,"('distant', 'outgoing')",0.10086951,0.22559391,-1.0672972,-0.7420547,-0.5002974,-0.1544404,-0.345857
27,0.51294273,0.23923951,"('hardhearted', 'softhearted')",0.41985938,0.24699602,1.0043966,0.8112622,0.6457329,0.4324992,0.2132337
18,-0.48174584,-0.5654213,"('disagreeable', 'welcoming')",-0.7842791,-0.8450439,-0.78341305,-0.7728376,-0.683146,-0.7277676,0.0446216
46,0.48040077,-0.18438368,"('uncompetitive', 'competitive')",-0.2101326,-0.46145478,-0.4174776,-0.73425466,-0.0490698,-0.460031,0.4109612
59,-0.4796913,0.016467895,"('foolish', 'wise')",0.96408176,1.0699301,-0.29250032,-0.070817955,0.0639634,0.3385267,-0.2745633
17,-0.46838927,-0.46235657,"('nasty', 'nice')",-1.0120827,-0.95330954,-0.60667855,-0.7135738,-0.6957169,-0.7097467,0.0140298
11,0.46490264,-0.036358044,"('unhelpful', 'helpful')",-0.08740308,-0.117344394,1.929019,1.632754,0.7688395,0.4930172,0.2758223
86,0.4147117,0.06266026,"('uninfluential', 'influential')",0.41733423,0.395962,-0.3392463,-0.5366301,0.1642665,-0.0260026,0.1902691
67,-0.38572094,-0.33625644,"('doubtful', 'determined')",-0.24606678,-0.14134386,-0.6848406,-0.71174955,-0.4388761,-0.39645,-0.0424261
25,-0.311697,-0.093308225,"('egoistic', 'altruistic')",1.0332286,0.9700654,1.0359863,1.1136103,0.5858393,0.6634558,-0.0776165
54,-0.2968857,0.056216754,"('incapable', 'capable')",-0.5244631,-0.44755712,0.2885985,0.33846045,-0.1775834,-0.0176266,-0.1599568
34,0.29314807,0.11148916,"('mean', 'honorable')",0.34551588,0.26800704,5.1830654,4.6941023,1.9405764,1.6911995,0.2493769
68,-0.27054232,-0.46711755,"('dependent', 'independent')",-0.2544009,-0.2336534,-0.921739,-1.0832219,-0.4822274,-0.5946643,0.1124369
83,0.26910958,0.06661987,"('powerless', 'powerful')",0.9925091,0.9455022,-1.088,-1.2099385,0.0578729,-0.0659388,0.1238117
38,0.24559985,0.29101282,"('untruthful', 'truthful')",0.17161252,0.07977714,-0.37437266,-0.26544556,0.0142799,0.0351148,-0.0208349
0,0.23854956,-0.19542575,"('unsociable', 'sociable')",-0.59941685,-0.7212069,-0.19090042,-0.4716836,-0.1839226,-0.4627721,0.2788495
81,0.22778657,-0.1297096,"('submissive', 'aggressive')",1.0190554,0.8703356,-0.27673057,-0.45555398,0.3233705,0.095024,0.2283465
1,0.22377999,0.21182491,"('unfriendly', 'friendly')",0.3074196,0.2744191,0.89714307,1.0268663,0.4761142,0.5043701,-0.0282559
