,deere_male,deere_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
69,2.4534075,1.9930868,"('lazy', 'industrious')",0.99105114,0.6998602,0.71330893,0.37607402,1.3859226,1.023007,0.3629156
71,1.8519286,1.7360739,"('diffident', 'self-confident')",0.75576556,0.6314938,0.5615026,0.46375784,1.0563989,0.9437751,0.1126238
85,1.8186967,1.333404,"('insignificant', 'prestigious')",2.1014943,1.8486047,1.4222813,1.1885513,1.780824,1.4568534,0.3239706
33,1.7650148,1.4506457,"('wrong', 'right')",1.0828288,0.8525106,-0.19979127,-0.36063546,0.8826842,0.647507,0.2351772
23,-1.6964053,-1.3989999,"('insincere', 'sincere')",-0.39790806,-0.20429167,3.5820575,3.9810019,0.4959147,0.7925701,-0.2966554
62,-1.687391,-1.397254,"('incompetent', 'brilliant')",-0.6937869,-0.53901464,-1.162322,-1.0649042,-1.1811666,-1.0003909,-0.1807757
35,1.5853504,1.1973623,"('corrupt', 'incorrupt')",0.44151807,0.26293558,0.56427145,0.5015043,0.8637133,0.653934,0.2097793
11,-1.5226471,-1.2148021,"('unhelpful', 'helpful')",-1.4445044,-1.2162827,0.93863904,1.1742566,-0.6761708,-0.4189428,-0.257228
82,-1.493226,-1.2538096,"('poor', 'rich')",-0.797431,-0.64699864,3.4240541,3.826474,0.377799,0.6418886,-0.2640896
46,-1.4639591,-0.98826164,"('uncompetitive', 'competitive')",-0.704501,-0.36294383,-0.87193245,-0.5928381,-1.0134642,-0.6480145,-0.3654497
45,-1.4562,-1.0170292,"('incompetent', 'competent')",-0.020407878,0.4074813,-1.1982896,-0.9769137,-0.8916326,-0.5288205,-0.3628121
60,-1.4115857,-0.9292087,"('inefficient', 'efficient')",-0.35400805,-0.10226553,-1.2785598,-1.1236526,-1.0147179,-0.7183756,-0.2963423
70,-1.3732389,-0.97284245,"('lethargic', 'energetic')",-0.7477574,-0.47707975,-1.1844113,-0.94408846,-1.1018025,-0.7980035,-0.303799
13,-1.328604,-0.90447795,"('impolite', 'polite')",-0.76762635,-0.5204659,-0.9636242,-0.6861803,-1.0199515,-0.7037081,-0.3162434
6,1.2958591,1.0305568,"('distant', 'open')",0.8783023,0.73393786,0.97099155,0.7722823,1.0483843,0.8455923,0.202792
81,-1.205052,-0.750729,"('submissive', 'aggressive')",-0.65803033,-0.45136526,-1.9113305,-1.7326581,-1.2581376,-0.9782508,-0.2798868
30,-1.1516451,-0.79676527,"('intolerant', 'tolerant')",-0.5305606,-0.35310817,-1.0038776,-0.9098278,-0.8953611,-0.6865671,-0.208794
79,1.131433,0.83053833,"('wavering', 'unwavering')",0.50753844,0.39411232,0.45874783,0.4303618,0.6992397,0.5516708,0.1475689
72,-1.1124277,-1.0976278,"('unambitious', 'ambitious')",-0.67711836,-0.66384804,-1.5904682,-1.5767447,-1.1266714,-1.1127402,-0.0139312
3,-1.0971593,-1.0133542,"('repellent', 'pleasant')",-0.98658574,-0.81280404,0.036673658,0.18297656,-0.6823572,-0.5477272,-0.13463
10,-1.0929117,-0.7204651,"('unsympathetic', 'sympathetic')",-0.33929142,-0.027994186,-0.3272165,-0.1553179,-0.5864732,-0.3012591,-0.2852141
50,1.0800861,0.81255543,"('clumsy', 'skillful')",1.3562002,1.2544329,0.5559055,0.51079035,0.9973973,0.8592596,0.1381377
73,1.0381309,0.844496,"('helpless', 'self-reliant')",-0.3617066,-0.4108584,-2.790756,-2.878163,-0.7047772,-0.8148418,0.1100646
47,-0.9926759,-0.8819347,"('stupid', 'smart')",0.48167035,0.47175616,3.0137398,3.2519891,0.8342447,0.9472702,-0.1130255
86,-0.9926045,-0.76997536,"('uninfluential', 'influential')",-0.2178177,-0.04193142,-0.9644814,-0.8909552,-0.7249679,-0.5676207,-0.1573472
42,0.9668658,1.0260637,"('unreliable', 'reliable')",0.5912198,0.55360883,-2.5436935,-2.699936,-0.328536,-0.3734211,0.0448851
5,0.96412295,0.80022645,"('distant', 'outgoing')",0.76671284,0.68202186,0.6931728,0.5514016,0.8080029,0.6778833,0.1301196
24,-0.9501395,-0.7011083,"('dishonest', 'honest')",0.023296183,0.14419141,-0.35266858,-0.2118403,-0.426504,-0.2562524,-0.1702516
43,-0.943952,-0.55249083,"('irresponsible', 'responsible')",-0.42237365,-0.36189502,-0.2024094,-0.09539181,-0.5229117,-0.3365926,-0.1863191
