,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,male-female
56,2.1984758,2.145458,"('impractical', 'practical')",0.042154863,0.08132017,1.1203153,1.113389,0.0069263
60,2.0196261,2.0275502,"('inefficient', 'efficient')",0.5192961,0.74052775,1.2694612,1.3840389,-0.1145777
8,-1.955823,-2.0218413,"('unaffectionate', 'affectionate')",0.14180446,0.26579306,-0.9070092,-0.8780241,-0.0289851
62,1.9358712,1.9146392,"('incompetent', 'brilliant')",0.6914303,0.7111002,1.3136507,1.3128698,0.0007809
36,-1.7052327,-1.8932601,"('hostile', 'amicable')",-0.34276122,-0.4707483,-1.0239969,-1.1820042,0.1580073
6,-1.5877359,-1.7166358,"('distant', 'open')",-0.5911548,-0.60359985,-1.0894454,-1.1601179,0.0706725
87,1.5774113,1.2200313,"('unsuccessful', 'successful')",0.99286187,0.6907488,1.2851366,0.95539,0.3297466
76,1.5747463,1.2673786,"('anxious', 'daring')",0.56085265,0.4622295,1.0677994,0.864804,0.2029954
31,-1.4979163,-1.5121127,"('evil', 'good')",-1.5094444,-1.4656278,-1.5036803,-1.4888703,-0.01481
19,-1.4708285,-1.3866271,"('inhospitable', 'hospitable')",-0.5732491,-0.56917614,-1.0220388,-0.9779016,-0.0441372
14,1.4489555,1.342235,"('antisocial', 'social')",0.07371454,-0.016576473,0.761335,0.6628292,0.0985058
1,-1.4280221,-1.4353806,"('unfriendly', 'friendly')",1.0233743,1.0471125,-0.2023239,-0.1941341,-0.0081898
55,1.3777084,1.196751,"('incompetent', 'clever')",0.844162,0.83646756,1.1109352,1.0166093,0.0943259
42,1.2893444,1.0529516,"('unreliable', 'reliable')",-3.0772293,-3.1200528,-0.8939424,-1.0335506,0.1396082
65,1.2834811,1.1819851,"('insecure', 'secure')",0.25682843,0.40416777,0.7701548,0.7930765,-0.0229217
39,1.2703805,1.2860217,"('exploitative', 'cooperative')",0.86549675,0.82258284,1.0679386,1.0543022,0.0136364
2,1.2549146,0.9867252,"('unlikable', 'likable')",0.58894235,0.2855241,0.9219285,0.6361247,0.2858038
5,-1.2519386,-1.4012288,"('distant', 'outgoing')",-0.81577057,-0.876271,-1.0338546,-1.1387498,0.1048952
85,-1.2348834,-1.4197733,"('insignificant', 'prestigious')",-0.39974263,-0.63564265,-0.817313,-1.0277081,0.2103951
9,-1.1928326,-1.2969712,"('unaffectionate', 'caring')",0.85500914,0.98566496,-0.1689117,-0.1556531,-0.0132586
53,-1.1789151,-1.2799524,"('uncreative', 'creative')",0.6440488,0.54826176,-0.2674332,-0.3658453,0.0984121
67,1.0877509,0.93978506,"('doubtful', 'determined')",-0.1414278,-0.25020579,0.4731615,0.3447896,0.1283719
64,1.0577245,0.77056825,"('shy', 'confident')",-6.4137654,-6.5649796,-2.6780205,-2.8972056,0.2191851
79,-1.0504977,-1.3201494,"('wavering', 'unwavering')",-0.2649533,-0.33022502,-0.6577255,-0.8251872,0.1674617
52,-1.0439852,-1.1549902,"('irrational', 'rational')",-0.47176796,-0.65625966,-0.7578766,-0.9056249,0.1477483
81,1.0258456,1.0179715,"('submissive', 'aggressive')",-0.5364952,-0.31755462,0.2446752,0.3502085,-0.1055333
63,0.9638695,0.91100186,"('unperceptive', 'insightful')",0.6390508,0.78022546,0.8014601,0.8456137,-0.0441536
43,0.9556663,0.7573667,"('irresponsible', 'responsible')",1.1475916,1.048229,1.0516289,0.9027978,0.1488311
25,-0.95507604,-1.0449291,"('egoistic', 'altruistic')",1.1715859,1.0730177,0.1082549,0.0140443,0.0942106
21,0.94555235,0.8030427,"('immoral', 'moral')",-0.30850402,-0.27335605,0.3185242,0.2648433,0.0536809
75,-0.92952806,-0.9965106,"('meek', 'impulsive')",-0.8943138,-1.0276258,-0.9119209,-1.0120683,0.1001474
34,-0.90678644,-0.89160985,"('mean', 'honorable')",5.560397,5.734426,2.3268054,2.4214082,-0.0946028
61,0.8875504,0.688589,"('illogical', 'logical')",0.35830116,0.32752928,0.6229258,0.5080591,0.1148667
80,0.87949175,0.90534115,"('dominated', 'dominating')",-0.5886382,-0.64765626,0.1454268,0.1288424,0.0165844
70,0.8642148,0.6629875,"('lethargic', 'energetic')",0.8956781,0.8331433,0.8799465,0.7480654,0.1318811
16,-0.8314069,-0.99878305,"('unpopular', 'popular')",0.34971082,0.097050846,-0.240848,-0.4508661,0.2100181
30,0.8220144,0.7467436,"('intolerant', 'tolerant')",0.2988248,0.4785341,0.5604196,0.6126388,-0.0522192
86,-0.81289536,-0.7896248,"('uninfluential', 'influential')",-0.59229875,-0.4762618,-0.702597,-0.6329433,-0.0696537
66,-0.8093179,-1.2761781,"('inactive', 'active')",0.14731653,-0.15127811,-0.3310007,-0.7137281,0.3827274
45,0.78141,0.74988294,"('incompetent', 'competent')",0.19982089,0.13588668,0.4906154,0.4428848,0.0477306
35,-0.7543372,-0.79880583,"('corrupt', 'incorrupt')",-0.47779736,-0.55441695,-0.6160673,-0.6766114,0.0605441
20,0.7505558,0.7590034,"('rough', 'thoughtful')",0.38933456,0.42253608,0.5699452,0.5907698,-0.0208246
18,-0.7449958,-0.791813,"('disagreeable', 'welcoming')",-1.0015818,-0.8084056,-0.8732888,-0.8001093,-0.0731795
23,0.71827096,0.5328256,"('insincere', 'sincere')",6.6603255,6.766666,3.6892982,3.6497457,0.0395525
32,0.6891831,0.4758552,"('unkind', 'kind')",1.1540684,1.1443678,0.9216257,0.8101115,0.1115142
50,0.6827228,0.3793611,"('clumsy', 'skillful')",0.47959548,0.3938491,0.5811591,0.3866051,0.194554
40,-0.6800721,-0.58702934,"('stingy', 'generous')",-2.7663133,-2.5949588,-1.7231927,-1.5909941,-0.1321986
84,0.6781024,0.6037659,"('inferior', 'superior')",0.4330879,0.48524436,0.5555952,0.5445051,0.0110901
74,0.62181723,0.4373002,"('undedicated', 'dedicated')",0.35228837,0.13955833,0.4870528,0.2884293,0.1986235
11,0.6140552,0.4566197,"('unhelpful', 'helpful')",2.5017982,2.3159544,1.5579267,1.3862871,0.1716396
22,0.6100066,0.55074495,"('untrustworthy', 'trustworthy')",-0.6463423,-0.63622886,-0.0181679,-0.042742,0.0245741
38,-0.5694136,-0.66880333,"('untruthful', 'truthful')",0.20473951,0.18443036,-0.182337,-0.2421865,0.0598495
17,-0.54761285,-0.5766003,"('nasty', 'nice')",-0.5092068,-0.51620275,-0.5284098,-0.5464015,0.0179917
51,0.53242534,0.54195887,"('uneducated', 'educated')",0.3049449,0.3517394,0.4186851,0.4468491,-0.028164
73,0.5156595,0.5770529,"('helpless', 'self-reliant')",-3.49543,-3.4438148,-1.4898852,-1.433381,-0.0565042
47,0.49405313,0.47857642,"('stupid', 'smart')",5.826976,5.989041,3.1605144,3.2338085,-0.0732941
4,-0.4841981,-0.4580378,"('disliked', 'liked')",-7.5907483,-7.908673,-4.0374732,-4.1833553,0.1458821
44,0.48316175,0.31400353,"('prejudiced', 'unprejudiced')",-0.9090948,-1.0814056,-0.2129665,-0.3837011,0.1707346
72,0.4820276,0.45393372,"('unambitious', 'ambitious')",-0.30978963,-0.1766445,0.086119,0.1386446,-0.0525256
