,carnival_male,carnival_female,tuple,plc_male,plc_female,average_male,average_female,male-female
35,-3.0643451,-3.6236486,"('corrupt', 'incorrupt')",-0.12923057,-0.074935734,-1.5967878,-1.8492922,0.2525044
31,-2.8321033,-3.2069132,"('evil', 'good')",-0.18362302,-0.13362315,-1.5078632,-1.6702682,0.162405
56,2.6503325,3.2280931,"('impractical', 'practical')",-0.062061664,-0.045503862,1.2941355,1.5912946,-0.2971591
36,-2.5749032,-3.0994692,"('hostile', 'amicable')",0.7821293,0.7107065,-0.896387,-1.1943814,0.2979944
60,2.4140637,3.1106834,"('inefficient', 'efficient')",-0.3478894,-0.26024187,1.0330871,1.4252207,-0.3921336
69,-2.3860826,-2.7862282,"('lazy', 'industrious')",-0.3222041,-0.45897937,-1.3541434,-1.6226038,0.2684604
46,2.3605795,2.8499417,"('uncompetitive', 'competitive')",-1.1809691,-1.4314823,0.5898052,0.7092297,-0.1194245
6,-2.1816397,-2.5149977,"('distant', 'open')",0.397821,0.5181917,-0.8919094,-0.998403,0.1064936
30,2.1144705,2.5647218,"('intolerant', 'tolerant')",0.2177413,0.2533695,1.1661059,1.4090457,-0.2429398
14,2.0305047,2.4146936,"('antisocial', 'social')",0.06694681,-0.092071086,1.0487257,1.1613113,-0.1125856
43,2.023529,2.362705,"('irresponsible', 'responsible')",1.0260892,0.9212298,1.5248091,1.6419674,-0.1171583
44,-1.9466121,-2.1158636,"('prejudiced', 'unprejudiced')",-1.5189629,-1.4696543,-1.7327875,-1.7927589,0.0599714
39,1.8949986,2.0475626,"('exploitative', 'cooperative')",0.3192354,0.291769,1.1071169,1.1696658,-0.0625489
59,-1.8298321,-2.1226707,"('foolish', 'wise')",0.36938745,0.39672786,-0.7302223,-0.8629714,0.1327491
4,-1.7867022,-2.0987296,"('disliked', 'liked')",-6.575523,-7.1570754,-4.1811123,-4.6279025,0.4467902
72,1.7857189,1.9409709,"('unambitious', 'ambitious')",0.637511,0.66314876,1.211615,1.3020599,-0.0904449
79,-1.7622415,-2.0247607,"('wavering', 'unwavering')",0.13330992,0.099472344,-0.8144658,-0.9626442,0.1481784
52,-1.7069445,-2.0337887,"('irrational', 'rational')",0.123739354,0.1796304,-0.7916026,-0.9270791,0.1354765
26,1.6895434,1.7708033,"('hardhearted', 'benevolent')",2.3717825,2.2634068,2.030663,2.0171051,0.0135579
55,1.6400546,2.3103287,"('incompetent', 'clever')",-0.35783586,-0.36041403,0.6411093,0.9749573,-0.333848
70,1.624535,2.0517032,"('lethargic', 'energetic')",0.31231517,0.24622153,0.968425,1.1489624,-0.1805374
75,-1.6069576,-1.7837518,"('meek', 'impulsive')",-0.7666305,-0.7749267,-1.186794,-1.2793393,0.0925453
65,1.6049986,2.043458,"('insecure', 'secure')",-0.08359136,0.038531303,0.7607036,1.0409946,-0.280291
81,1.578648,2.2583828,"('submissive', 'aggressive')",-1.1161882,-1.13734,0.2312299,0.5605214,-0.3292915
7,1.570212,1.7823167,"('insensitive', 'sensitive')",0.7209334,0.71217185,1.1455727,1.2472442,-0.1016715
16,-1.5492738,-1.7291805,"('unpopular', 'popular')",-0.3667009,-0.27704757,-0.9579874,-1.003114,0.0451266
66,-1.548269,-1.73247,"('inactive', 'active')",0.56766057,0.38383374,-0.4903042,-0.6743181,0.1840139
50,-1.5174237,-1.7028716,"('clumsy', 'skillful')",-0.26735133,-0.20663461,-0.8923875,-0.9547531,0.0623656
12,1.4338065,1.5805204,"('unsupportive', 'supportive')",-1.484701,-1.712095,-0.0254472,-0.0657873,0.0403401
5,-1.4241993,-1.8149726,"('distant', 'outgoing')",0.27813944,0.30036882,-0.5730299,-0.7573019,0.184272
0,1.3912878,1.8284639,"('unsociable', 'sociable')",-0.78943336,-0.79003936,0.3009272,0.5192122,-0.218285
23,1.3696353,1.7268786,"('insincere', 'sincere')",5.773105,6.058407,3.5713701,3.8926427,-0.3212726
19,-1.3515819,-1.5091897,"('inhospitable', 'hospitable')",0.018182207,0.09741481,-0.6666999,-0.7058874,0.0391875
48,1.3431966,1.6313332,"('unintelligent', 'intelligent')",-0.41076565,-0.38946864,0.4662155,0.6209323,-0.1547168
62,1.3419881,1.8832004,"('incompetent', 'brilliant')",0.09041564,0.13930929,0.7162018,1.0112548,-0.295053
74,1.3327644,1.4567472,"('undedicated', 'dedicated')",0.39440218,0.16583529,0.8635833,0.8112912,0.0522921
