,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-2.15826,-1.7303956,"('corrupt', 'incorrupt')",0.40457404,0.596591,-2.3354824,-2.0111043,-0.26620242,0.10459079,-1.0888427,-0.7600795,-0.3287632
71,1.8703787,1.9537323,"('diffident', 'self-confident')",1.27696,1.2695812,-0.21310945,-0.05944345,0.33768696,0.42497444,0.8179791,0.8972111,-0.079232
12,1.7341546,1.5713868,"('unsupportive', 'supportive')",-0.5551612,-0.5424209,1.4953904,1.5004035,-1.6382035,-1.646741,0.2590451,0.2206571,0.038388
56,1.6335922,1.6326313,"('impractical', 'practical')",-0.24361368,-0.09351967,1.1355801,1.1797017,-0.22530834,-0.42429852,0.5750625,0.5736287,0.0014338
75,-1.6237588,-1.2253361,"('meek', 'impulsive')",0.16562368,0.44018796,-1.7936662,-1.4103241,-0.7244727,-0.3589984,-0.9940686,-0.6386176,-0.355451
39,1.5166895,1.4094359,"('exploitative', 'cooperative')",0.6992895,0.73193115,1.8172703,1.7971259,0.0042564087,-0.12629339,1.0093764,0.9530498,0.0563266
43,1.440115,1.220774,"('irresponsible', 'responsible')",-0.43268573,-0.4498955,1.3094139,1.3002288,0.84845585,0.6853775,0.7913247,0.6891212,0.1022035
25,-1.4199865,-1.2772505,"('egoistic', 'altruistic')",-0.26733464,-0.22658767,-0.5977339,-0.5834997,1.3169376,1.6037186,-0.2420294,-0.1209048,-0.1211246
67,1.4132922,1.3966317,"('doubtful', 'determined')",0.9911927,1.0179187,1.0422529,1.1054544,-0.70056164,-0.5879656,0.6865441,0.7330098,-0.0464657
84,1.3174028,1.3212769,"('inferior', 'superior')",0.6330566,0.47359318,0.22203521,0.3288684,0.6250957,0.7150241,0.6993976,0.7096907,-0.0102931
44,-1.2723058,-1.306024,"('prejudiced', 'unprejudiced')",0.3631632,0.34652042,-0.68831116,-0.4735624,-1.4209249,-1.3809558,-0.7545947,-0.7035054,-0.0510893
36,-1.1568605,-1.0763038,"('hostile', 'amicable')",-0.5802547,-0.6999493,-2.2357168,-1.9891164,0.32552066,0.5383688,-0.9118278,-0.8067502,-0.1050776
