,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
69,3.1283472,3.0696523,"('lazy', 'industrious')",-0.58014786,-0.97193766,1.2740996,1.0488573,0.2252423
35,3.0803623,3.1540298,"('corrupt', 'incorrupt')",-0.13110286,-0.24819288,1.4746298,1.4529185,0.0217113
10,-2.8612685,-3.0883234,"('unsympathetic', 'sympathetic')",-0.12072378,-0.14293098,-1.4909961,-1.6156272,0.1246311
55,-2.4261384,-2.6572995,"('incompetent', 'clever')",-0.06911452,-0.032921355,-1.2476264,-1.3451104,0.097484
57,-2.4213672,-2.541476,"('unimaginative', 'imaginative')",-3.4726655,-3.4053574,-2.9470162,-2.9734168,0.0264006
59,2.376675,2.361396,"('foolish', 'wise')",0.20666575,0.12088461,1.2916703,1.2411404,0.0505299
48,-2.1796553,-2.2393284,"('unintelligent', 'intelligent')",-0.2846207,-0.2992019,-1.232138,-1.2692652,0.0371272
86,-2.1532004,-2.500057,"('uninfluential', 'influential')",-0.26105696,-0.59231424,-1.2071286,-1.5461856,0.339057
76,-2.053215,-1.9689666,"('anxious', 'daring')",-0.57239175,-0.22276792,-1.3128034,-1.0958673,-0.2169361
62,-2.0529242,-2.0826602,"('incompetent', 'brilliant')",-0.5317661,-0.2621051,-1.2923452,-1.1723826,-0.1199626
85,2.0506344,1.9725267,"('insignificant', 'prestigious')",-0.02815646,-0.17601672,1.0112389,0.898255,0.1129839
0,-2.0037355,-2.2839115,"('unsociable', 'sociable')",-0.3138402,-0.4676979,-1.1587878,-1.3758047,0.2170169
45,-1.965344,-2.0489724,"('incompetent', 'competent')",-0.38684258,-0.3684466,-1.1760932,-1.2087095,0.0326163
46,-1.9505925,-2.1502151,"('uncompetitive', 'competitive')",-1.0383581,-0.95993495,-1.4944754,-1.555075,0.0605996
14,-1.9503671,-2.0088434,"('antisocial', 'social')",-0.381059,-0.41288227,-1.1657131,-1.2108629,0.0451498
60,-1.9470754,-2.0407996,"('inefficient', 'efficient')",-0.45852268,-0.35344702,-1.2027991,-1.1971233,-0.0056758
81,-1.8938062,-1.8333513,"('submissive', 'aggressive')",-1.4129553,-1.226619,-1.6533808,-1.5299852,-0.1233956
21,-1.8594389,-2.0437417,"('immoral', 'moral')",-1.106721,-1.1160793,-1.4830799,-1.5799105,0.0968306
22,-1.8035878,-1.9015118,"('untrustworthy', 'trustworthy')",-1.0844083,-1.0023478,-1.4439981,-1.4519298,0.0079317
11,-1.7477758,-1.7214422,"('unhelpful', 'helpful')",1.529221,1.8552917,-0.1092774,0.0669248,-0.1762022
3,-1.7427434,-1.9209746,"('repellent', 'pleasant')",0.39171818,0.46064365,-0.6755126,-0.7301655,0.0546529
65,-1.6506113,-1.6303089,"('insecure', 'secure')",-0.35477012,-0.22674374,-1.0026907,-0.9285263,-0.0741644
6,1.6200708,1.5362903,"('distant', 'open')",0.18472439,0.054850873,0.9023976,0.7955706,0.106827
25,1.5828162,1.3954537,"('egoistic', 'altruistic')",1.5565605,1.4046193,1.5696883,1.4000366,0.1696517
30,-1.5137783,-1.5120773,"('intolerant', 'tolerant')",0.17072359,0.24449478,-0.6715274,-0.6337913,-0.0377361
41,-1.510032,-1.7612824,"('unforgiving', 'forgiving')",0.34286192,0.04662326,-0.5835851,-0.8573296,0.2737445
79,1.485821,1.4756403,"('wavering', 'unwavering')",-0.09211329,-0.14584133,0.6968539,0.6648995,0.0319544
24,-1.4820217,-1.6670647,"('dishonest', 'honest')",0.8722089,0.7801528,-0.3049064,-0.4434559,0.1385495
73,1.4465901,1.4537367,"('helpless', 'self-reliant')",-3.5275552,-3.32681,-1.0404825,-0.9365366,-0.1039459
23,-1.4377681,-1.4829918,"('insincere', 'sincere')",6.1451793,6.28691,2.3537056,2.4019592,-0.0482536
13,-1.4189553,-1.442587,"('impolite', 'polite')",-0.39083278,-0.26842323,-0.9048941,-0.8555051,-0.049389
5,1.3944908,1.3004106,"('distant', 'outgoing')",-0.11796071,-0.18140382,0.6382651,0.5595034,0.0787617
82,-1.3756783,-1.5390016,"('poor', 'rich')",5.922713,6.028085,2.2735171,2.2445419,0.0289752
33,1.3622144,1.2983791,"('wrong', 'right')",-0.45089462,-0.65310246,0.4556599,0.3226383,0.1330216
63,-1.3200305,-1.351043,"('unperceptive', 'insightful')",0.16664596,0.28610066,-0.5766922,-0.5324712,-0.044221
70,-1.3002267,-1.3693652,"('lethargic', 'energetic')",0.03930516,0.2604937,-0.6304607,-0.5544357,-0.076025
36,1.2900567,1.1796086,"('hostile', 'amicable')",0.21270317,-0.06895955,0.75138,0.5553245,0.1960555
43,-1.246378,-1.2732937,"('irresponsible', 'responsible')",0.4497164,0.6312625,-0.3983308,-0.3210156,-0.0773152
72,-1.2426077,-1.2396562,"('unambitious', 'ambitious')",-0.5552468,-0.6207666,-0.8989272,-0.9302114,0.0312842
51,-1.1602598,-1.2394874,"('uneducated', 'educated')",0.36540285,0.31186193,-0.3974285,-0.4638127,0.0663842
61,-1.1343654,-1.1909664,"('illogical', 'logical')",0.0108481515,-0.2198545,-0.5617586,-0.7054104,0.1436518
31,1.1122707,1.1373531,"('evil', 'good')",-0.73656774,-0.8513172,0.1878515,0.1430179,0.0448336
50,1.1012768,1.0001873,"('clumsy', 'skillful')",-0.01901953,-0.0625238,0.5411286,0.4688317,0.0722969
71,1.0779363,1.1331983,"('diffident', 'self-confident')",0.3344063,0.28761184,0.7061713,0.7104051,-0.0042338
49,-1.061789,-1.0273541,"('unable', 'able')",-0.7853889,-0.7519458,-0.923589,-0.88965,-0.033939
52,0.984146,0.9894504,"('irrational', 'rational')",-0.006163446,-0.23792583,0.4889913,0.3757623,0.113229
56,-0.9688535,-0.88572,"('impractical', 'practical')",-1.0010438,-0.7276656,-0.9849486,-0.8066928,-0.1782558
28,-0.96213853,-1.1604887,"('disloyal', 'loyal')",1.0531173,0.9690594,0.0454894,-0.0957147,0.1412041
68,-0.950093,-0.9581071,"('dependent', 'independent')",-1.4302264,-1.5311087,-1.1901597,-1.2446079,0.0544482
7,-0.944266,-1.0326614,"('insensitive', 'sensitive')",0.39306763,0.35710156,-0.2755992,-0.3377799,0.0621807
58,-0.9222009,-0.9609923,"('undiscriminating', 'discriminating')",0.44667196,0.41811115,-0.2377645,-0.2714406,0.0336761
38,-0.8713452,-0.83087564,"('untruthful', 'truthful')",-0.12747869,-0.031940594,-0.4994119,-0.4314081,-0.0680038
19,0.8452878,0.7745739,"('inhospitable', 'hospitable')",0.11066365,0.15851939,0.4779757,0.4665467,0.011429
12,-0.8401625,-1.0319086,"('unsupportive', 'supportive')",-2.0128222,-2.1120052,-1.4264923,-1.5719569,0.1454646
77,-0.8360302,-0.98111916,"('unmotivated', 'motivated')",-1.1050637,-1.2049572,-0.970547,-1.0930382,0.1224912
88,-0.8349853,-0.86959136,"('low', 'eminent')",-0.5162908,-0.4553506,-0.6756381,-0.662471,-0.0131671
53,-0.7827186,-0.99273336,"('uncreative', 'creative')",0.63709897,0.60394233,-0.0728098,-0.1943955,0.1215857
32,-0.777809,-0.90246016,"('unkind', 'kind')",0.9338603,0.8847678,0.0780256,-0.0088462,0.0868718
66,0.76229185,0.7025001,"('inactive', 'active')",0.68577677,0.38540322,0.7240343,0.5439516,0.1800827
4,0.6188242,0.602139,"('disliked', 'liked')",-7.6818786,-7.671102,-3.5315273,-3.5344815,0.0029542
