,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
73,1.5190268,1.5486333,"('helpless', 'self-reliant')",0.21793121,0.1885925,-3.103074,-3.058902,-0.455372,-0.4405588,-0.0148132
86,-1.4305277,-1.5792086,"('uninfluential', 'influential')",-0.4435415,-0.46974218,-0.38112622,-0.508919,-0.7517318,-0.8526232,0.1008914
39,1.2035954,1.3564508,"('exploitative', 'cooperative')",0.8064774,0.9429745,0.009266059,0.19324425,0.6731129,0.8308899,-0.157777
82,-1.1850201,-0.98747295,"('poor', 'rich')",-0.9044404,-0.74517334,5.640795,5.8317075,1.1837783,1.3663537,-0.1825754
57,-1.0883296,-0.9931259,"('unimaginative', 'imaginative')",-0.26375157,-0.33080643,-2.412392,-2.464511,-1.2548243,-1.2628144,0.0079901
69,1.0469651,0.9190299,"('lazy', 'industrious')",1.4201161,1.2760296,-0.41271192,-0.5210388,0.6847897,0.5580069,0.1267828
33,0.97963905,0.93097997,"('wrong', 'right')",0.5009118,0.47313818,-0.76153916,-0.74137795,0.2396705,0.2209134,0.0187571
84,0.9630906,0.8755659,"('inferior', 'superior')",0.6234699,0.4947369,0.96704566,0.9859644,0.851202,0.7854224,0.0657796
67,0.9502262,0.9335874,"('doubtful', 'determined')",0.618272,0.44041908,-0.59963816,-0.5536982,0.3229533,0.2734361,0.0495172
51,-0.9481081,-0.8756629,"('uneducated', 'educated')",0.25891247,0.30194718,0.5133927,0.47966373,-0.058601,-0.0313507,-0.0272503
83,0.9329362,0.86230534,"('powerless', 'powerful')",-0.11564175,-0.0783917,-1.0144918,-0.95080113,-0.0657325,-0.0556292,-0.0101033
31,-0.9142436,-0.9666167,"('evil', 'good')",-0.69725907,-0.6656566,-1.0440488,-1.1119945,-0.8851838,-0.914756,0.0295722
55,-0.87499774,-0.77369165,"('incompetent', 'clever')",-0.4369303,-0.4418031,-0.1363379,-0.12321817,-0.4827553,-0.4462376,-0.0365177
53,-0.8658796,-0.774244,"('uncreative', 'creative')",-0.320521,-0.17679524,1.0621477,1.111202,-0.0414176,0.0533876,-0.0948052
42,0.85496545,1.0214489,"('unreliable', 'reliable')",0.65707827,0.7155333,-3.004388,-2.9603891,-0.4974481,-0.4078023,-0.0896458
6,-0.84530556,-0.7801484,"('distant', 'open')",-0.88900775,-0.72557384,0.06723971,0.11350407,-0.5556912,-0.4640727,-0.0916185
10,-0.8420759,-0.6923288,"('unsympathetic', 'sympathetic')",-0.83968365,-0.6658715,-0.5382734,-0.4979925,-0.740011,-0.6187309,-0.1212801
2,0.8386029,1.0191963,"('unlikable', 'likable')",1.167,1.3621134,0.60686487,0.8136597,0.8708226,1.0649897,-0.1941671
18,-0.7708449,-0.5842018,"('disagreeable', 'welcoming')",0.4414395,0.599045,-0.48822954,-0.4860297,-0.272545,-0.1570622,-0.1154828
64,0.77075833,0.70544946,"('shy', 'confident')",0.5762278,0.28456122,-5.9587445,-5.9778805,-1.5372527,-1.6626232,0.1253705
30,0.7164204,0.9149263,"('intolerant', 'tolerant')",0.6049528,0.7591669,0.9845723,1.033269,0.7686485,0.9024541,-0.1338056
28,-0.68970513,-0.8160661,"('disloyal', 'loyal')",-0.40032423,-0.45795396,0.8169012,0.7761358,-0.0910427,-0.1659614,0.0749187
87,0.6753672,0.65699613,"('unsuccessful', 'successful')",1.1052048,0.9699213,0.94360226,0.83696055,0.9080581,0.8212926,0.0867655
59,0.6358728,0.63534063,"('foolish', 'wise')",0.32824725,0.3527786,0.46481788,0.4884432,0.4763126,0.4921875,-0.0158749
35,-0.6293555,-0.785777,"('corrupt', 'incorrupt')",-0.78927046,-0.88252205,-0.17887339,-0.3015089,-0.5324998,-0.6566026,0.1241028
56,0.61682767,0.767273,"('impractical', 'practical')",1.1240537,1.1520681,-0.24511923,-0.074496515,0.4985874,0.6149482,-0.1163608
85,0.5766631,0.46317908,"('insignificant', 'prestigious')",-0.8442764,-0.7541243,0.45598388,0.45158076,0.0627902,0.0535452,0.009245
8,-0.5707697,-0.77676237,"('unaffectionate', 'affectionate')",-0.775674,-0.7178066,0.19402312,0.24103817,-0.3841402,-0.4178436,0.0337034
71,0.5672683,0.4801547,"('diffident', 'self-confident')",0.43256333,0.3852618,0.47935194,0.32246011,0.4930612,0.3959589,0.0971023
79,-0.5604557,-0.5502932,"('wavering', 'unwavering')",-0.93816996,-0.9036724,-0.06269155,-0.08597701,-0.5204391,-0.5133142,-0.0071249
16,-0.5523101,-0.58340394,"('unpopular', 'popular')",-0.2023185,-0.22576487,0.35316786,0.32727137,-0.1338202,-0.1606325,0.0268123
25,-0.52542585,-0.56280106,"('egoistic', 'altruistic')",0.18659076,0.3844939,1.4390662,1.4375764,0.3667437,0.4197564,-0.0530127
49,-0.5228611,-0.33161822,"('unable', 'able')",-0.715494,-0.5929795,-0.46584097,-0.39673913,-0.5680654,-0.4404456,-0.1276198
0,-0.50868016,-0.5891347,"('unsociable', 'sociable')",0.007882655,-0.18068166,-0.41401047,-0.5383669,-0.304936,-0.4360611,0.1311251
36,-0.48641947,-0.54255074,"('hostile', 'amicable')",-0.20299481,-0.18986431,0.28368452,0.24555486,-0.1352432,-0.1622867,0.0270435
81,-0.4802787,-0.21215762,"('submissive', 'aggressive')",0.5327477,0.5956058,-0.70665836,-0.6426882,-0.2180631,-0.0864133,-0.1316498
45,-0.47958255,-0.38197282,"('incompetent', 'competent')",0.09365353,0.020570032,-0.4981041,-0.56807435,-0.2946777,-0.3098257,0.015148
46,0.4780339,0.5162294,"('uncompetitive', 'competitive')",0.39829636,0.43746802,-0.42560345,-0.3739391,0.1502423,0.1932528,-0.0430105
48,-0.46493024,-0.5704049,"('unintelligent', 'intelligent')",-0.25956595,-0.3404124,0.33465606,0.19357781,-0.1299467,-0.2390798,0.1091331
72,-0.4631076,-0.44213036,"('unambitious', 'ambitious')",-0.47050288,-0.4330895,-1.2869098,-1.1617128,-0.7401734,-0.6789775,-0.0611959
27,-0.45238402,-0.3197537,"('hardhearted', 'softhearted')",-0.47934598,-0.38262764,1.2545892,1.1241984,0.1076197,0.1406057,-0.032986
