,linde_male,linde_female,tuple,plc_male,plc_female,average_male,average_female,male-female
53,-1.838862,-1.7939298,"('uncreative', 'creative')",0.39516854,0.4370111,-0.7218467,-0.6784593,-0.0433874
86,-1.3729781,-1.4529575,"('uninfluential', 'influential')",0.03348037,-0.040316567,-0.6697488,-0.746637,0.0768882
39,1.2914944,1.2969421,"('exploitative', 'cooperative')",0.8519836,0.6889766,1.071739,0.9929594,0.0787796
8,-1.1708581,-1.0402635,"('unaffectionate', 'affectionate')",0.54252297,0.41622818,-0.3141676,-0.3120177,-0.0021499
1,-1.1635742,-1.1908983,"('unfriendly', 'friendly')",1.547283,1.4217888,0.1918544,0.1154453,0.0764091
5,-1.1402235,-1.0630445,"('distant', 'outgoing')",-0.5713225,-0.46294448,-0.855773,-0.7629945,-0.0927785
11,-1.0919051,-1.08445,"('unhelpful', 'helpful')",1.4023719,1.10416,0.1552334,0.009855,0.1453784
9,-1.0820477,-1.2114147,"('unaffectionate', 'caring')",1.0987687,0.7595662,0.0083605,-0.2259243,0.2342848
57,-1.0399249,-0.8813847,"('unimaginative', 'imaginative')",-1.6372879,-1.3799521,-1.3386064,-1.1306684,-0.207938
63,-1.0356219,-1.0295246,"('unperceptive', 'insightful')",0.67180914,0.4492146,-0.1819064,-0.290155,0.1082486
88,-1.011801,-1.118919,"('low', 'eminent')",0.4130715,0.15671892,-0.2993647,-0.4811001,0.1817354
6,-0.99292946,-0.9802922,"('distant', 'open')",-0.63203526,-0.6189257,-0.8124824,-0.7996089,-0.0128735
31,-0.95633495,-1.0100343,"('evil', 'good')",-1.0163628,-0.7324102,-0.9863489,-0.8712223,-0.1151266
45,-0.9170306,-0.9853953,"('incompetent', 'competent')",0.6428091,0.41793096,-0.1371107,-0.2837322,0.1466215
12,-0.8712477,-0.8665315,"('unsupportive', 'supportive')",-1.3933799,-1.431685,-1.1323138,-1.1491082,0.0167944
10,-0.8690367,-1.2495375,"('unsympathetic', 'sympathetic')",-0.04357616,-0.47602254,-0.4563064,-0.86278,0.4064736
72,-0.82702184,-0.7989638,"('unambitious', 'ambitious')",0.49240106,0.25375286,-0.1673104,-0.2726055,0.1052951
65,0.81534606,0.6268573,"('insecure', 'secure')",0.5771103,0.19583607,0.6962281,0.4113467,0.2848814
