,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
14,2.4295619,1.7460352,"('antisocial', 'social')",1.0644704,0.6809591,1.7470162,1.2134972,0.533519
56,2.180872,2.1699083,"('impractical', 'practical')",1.5603974,1.5369213,1.8706347,1.8534148,0.0172199
26,2.1349723,1.361269,"('hardhearted', 'benevolent')",1.1102325,0.583808,1.6226025,0.9725385,0.650064
35,-2.0487273,-1.8692652,"('corrupt', 'incorrupt')",-1.9981335,-2.0537522,-2.0234303,-1.9615088,-0.0619215
75,-2.0209184,-1.7146784,"('meek', 'impulsive')",-1.2844844,-1.1157186,-1.6527014,-1.4151986,-0.2375028
31,-1.7913722,-1.6072409,"('evil', 'good')",-2.7078912,-2.6231422,-2.2496316,-2.1151915,-0.1344401
36,-1.7768621,-1.7695124,"('hostile', 'amicable')",-2.090169,-2.158558,-1.9335155,-1.9640352,0.0305197
39,1.7730322,1.6930925,"('exploitative', 'cooperative')",0.21766478,0.09600524,0.9953485,0.8945488,0.1007997
23,1.7669128,1.6377723,"('insincere', 'sincere')",6.1183825,6.482349,3.9426477,4.0600605,-0.1174128
21,1.7229447,1.5383478,"('immoral', 'moral')",1.0571314,1.0004,1.390038,1.2693739,0.1206641
60,1.6298114,1.5434611,"('inefficient', 'efficient')",2.1594567,2.2084386,1.894634,1.8759499,0.0186841
81,1.583872,1.2798165,"('submissive', 'aggressive')",0.9067005,0.7908328,1.2452862,1.0353247,0.2099615
30,1.5632014,1.5349431,"('intolerant', 'tolerant')",1.4189091,1.490715,1.4910553,1.5128291,-0.0217738
12,1.4731554,1.4410225,"('unsupportive', 'supportive')",-1.1119279,-1.092681,0.1806138,0.1741707,0.0064431
19,-1.418614,-1.1007234,"('inhospitable', 'hospitable')",-0.98574567,-0.9168179,-1.2021799,-1.0087707,-0.1934092
43,1.4170873,1.3759234,"('irresponsible', 'responsible')",1.047399,1.4254208,1.2322432,1.4006721,-0.1684289
70,1.4078176,0.9179473,"('lethargic', 'energetic')",1.4688001,1.4269694,1.4383088,1.1724584,0.2658504
13,1.3748587,1.3547313,"('impolite', 'polite')",0.3983298,0.45616356,0.8865943,0.9054474,-0.0188531
16,-1.3733802,-1.2426527,"('unpopular', 'popular')",-0.62007356,-0.35445917,-0.9967269,-0.7985559,-0.198171
11,1.3160197,1.4038763,"('unhelpful', 'helpful')",2.2904763,2.5003195,1.8032479,1.9520979,-0.14885
22,1.2419701,1.0383953,"('untrustworthy', 'trustworthy')",0.5825063,0.4328982,0.9122382,0.7356467,0.1765915
7,1.2370857,0.75776166,"('insensitive', 'sensitive')",1.8263506,1.7603601,1.5317181,1.2590609,0.2726572
41,1.1965436,1.020192,"('unforgiving', 'forgiving')",0.25570256,-0.014468346,0.7261231,0.5028619,0.2232612
79,-1.1437796,-0.92189497,"('wavering', 'unwavering')",-1.5200423,-1.2916013,-1.331911,-1.1067481,-0.2251629
24,1.1220646,1.059008,"('dishonest', 'honest')",1.0520115,1.2360892,1.087038,1.1475487,-0.0605107
55,1.1157312,0.59436744,"('incompetent', 'clever')",1.9996827,1.8026738,1.557707,1.1985207,0.3591863
62,1.0696874,1.0456473,"('incompetent', 'brilliant')",1.3158407,1.6621938,1.192764,1.3539205,-0.1611565
61,1.0619547,0.77957743,"('illogical', 'logical')",0.5545002,0.6234164,0.8082275,0.701497,0.1067305
42,1.0420567,0.83287704,"('unreliable', 'reliable')",-1.9063685,-1.8783078,-0.4321559,-0.5227154,0.0905595
