,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.0080955,-1.9174337,"('unfriendly', 'friendly')",1.235558,0.67893696,-0.3862687,-0.6192484,0.2329797
18,-1.4892138,-0.85186994,"('disagreeable', 'welcoming')",-0.7911097,-0.87022805,-1.1401618,-0.861049,-0.2791128
36,-1.4849828,-1.2407131,"('hostile', 'amicable')",-0.4410365,-0.6294131,-0.9630097,-0.9350631,-0.0279466
8,-1.4465845,-1.2428919,"('unaffectionate', 'affectionate')",0.36318868,0.03408441,-0.5416979,-0.6044037,0.0627058
28,-1.4292148,-1.7851031,"('disloyal', 'loyal')",0.9022891,0.60184675,-0.2634629,-0.5916282,0.3281653
79,-1.4240882,-1.0362296,"('wavering', 'unwavering')",-0.66978633,-0.73709273,-1.0469372,-0.8866612,-0.160276
6,-1.3714356,-1.6816984,"('distant', 'open')",-0.69657946,-1.4165053,-1.0340075,-1.5491018,0.5150943
62,1.3597454,1.1823853,"('incompetent', 'brilliant')",0.9723588,1.0499487,1.1660521,1.1161671,0.049885
31,-1.3036506,-1.0557432,"('evil', 'good')",-0.9047233,-1.2810109,-1.104187,-1.168377,0.06419
38,-1.2958759,-1.1202713,"('untruthful', 'truthful')",-0.22804141,0.011349689,-0.7619587,-0.5544608,-0.2074979
80,1.2852514,0.80793875,"('dominated', 'dominating')",-0.5343333,-0.48189855,0.375459,0.1630201,0.2124389
86,-1.252489,-1.3353627,"('uninfluential', 'influential')",-0.26798958,-0.68586504,-0.7602392,-1.0106139,0.2503747
5,-1.2012496,-1.275442,"('distant', 'outgoing')",-0.6174697,-1.1571021,-0.9093597,-1.2162721,0.3069124
60,1.199002,0.9052634,"('inefficient', 'efficient')",0.2521637,0.35316685,0.7255828,0.6292151,0.0963677
19,-1.1788107,-0.9428589,"('inhospitable', 'hospitable')",-0.58236927,-0.9482484,-0.88059,-0.9455537,0.0649637
25,-1.1563483,-0.55153114,"('egoistic', 'altruistic')",0.8592291,0.67782325,-0.1485596,0.0631461,-0.2117057
52,-1.0936658,-0.93807447,"('irrational', 'rational')",-0.45386958,-0.52527285,-0.7737677,-0.7316737,-0.042094
9,-1.0575125,-1.1863973,"('unaffectionate', 'caring')",1.0439999,0.69801176,-0.0067563,-0.2441928,0.2374365
14,1.0442338,0.9190704,"('antisocial', 'social')",0.3067357,0.46809492,0.6754848,0.6935827,-0.0180979
88,-0.97404623,-0.5762959,"('low', 'eminent')",-0.449096,-0.12388687,-0.7115711,-0.3500914,-0.3614797
54,-0.9712471,-0.4827398,"('incapable', 'capable')",0.752747,0.98360187,-0.10925,0.250431,-0.359681
53,-0.96708846,-0.9614306,"('uncreative', 'creative')",0.6728256,0.36833423,-0.1471314,-0.2965482,0.1494168
56,0.95120174,1.0076007,"('impractical', 'practical')",-0.2657888,0.052822594,0.3427065,0.5302116,-0.1875051
76,0.88966906,1.079877,"('anxious', 'daring')",-0.025184687,0.1233076,0.4322422,0.6015923,-0.1693501
85,-0.8495917,-0.62173826,"('insignificant', 'prestigious')",-0.20119168,-0.4140996,-0.5253917,-0.5179189,-0.0074728
2,0.8342947,1.1409187,"('unlikable', 'likable')",0.8234317,1.0590715,0.8288631,1.0999951,-0.271132
20,0.8047602,0.30294496,"('rough', 'thoughtful')",0.8672622,0.4966762,0.8360112,0.3998106,0.4362006
67,0.75380296,1.2358745,"('doubtful', 'determined')",-0.3685443,0.035593797,0.1926293,0.6357341,-0.4431048
16,-0.7269667,-0.036943473,"('unpopular', 'popular')",0.37759727,0.76554877,-0.1746847,0.3643026,-0.5389873
35,-0.72004485,-0.9300457,"('corrupt', 'incorrupt')",-0.56929934,-1.0796012,-0.6446721,-1.0048234,0.3601513
23,-0.7092871,-0.4404347,"('insincere', 'sincere')",5.470159,5.584595,2.3804359,2.5720801,-0.1916442
42,0.7037576,0.7375224,"('unreliable', 'reliable')",-2.6731644,-2.661802,-0.9847034,-0.9621398,-0.0225636
55,0.6930803,0.63706505,"('incompetent', 'clever')",0.55747753,0.4037006,0.6252789,0.5203828,0.1048961
0,-0.65861356,-0.6411308,"('unsociable', 'sociable')",0.07005778,-0.10490255,-0.2942779,-0.3730167,0.0787388
41,-0.6254163,-0.48049924,"('unforgiving', 'forgiving')",0.043986484,-0.0038885344,-0.2907149,-0.2421939,-0.048521
15,-0.61220646,-0.15127148,"('boring', 'funny')",0.21189669,0.32090497,-0.2001549,0.0848167,-0.2849716
82,-0.6003463,-0.004686676,"('poor', 'rich')",6.1443553,6.2224445,2.7720046,3.1088789,-0.3368743
87,0.56043667,0.39253384,"('unsuccessful', 'successful')",1.5559224,1.3198996,1.0581795,0.8562167,0.2019628
39,0.5524307,0.5019392,"('exploitative', 'cooperative')",0.08511995,0.104464024,0.3187753,0.3032016,0.0155737
45,0.5269315,0.33410588,"('incompetent', 'competent')",0.44322416,0.099290505,0.4850779,0.2166982,0.2683797
70,0.5219415,0.41795743,"('lethargic', 'energetic')",0.6510526,0.46186304,0.5864971,0.4399102,0.1465869
3,0.50529337,0.32015288,"('repellent', 'pleasant')",0.8309424,0.9347596,0.6681179,0.6274562,0.0406617
71,-0.49864575,-0.6681037,"('diffident', 'self-confident')",0.5318868,0.12109946,0.0166205,-0.2735021,0.2901226
24,-0.49821106,-0.6575491,"('dishonest', 'honest')",0.693854,0.4245926,0.0978215,-0.1164782,0.2142997
33,-0.45358557,-0.032276414,"('wrong', 'right')",-0.75915116,-0.78765005,-0.6063684,-0.4099632,-0.1964052
30,0.44295937,0.68620265,"('intolerant', 'tolerant')",0.8674854,1.129332,0.6552224,0.9077673,-0.2525449
78,-0.432904,-0.39941213,"('nonresilient', 'resilient')",0.21425231,0.12375526,-0.1093258,-0.1378284,0.0285026
