,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
73,1.6407359,1.8619529,"('helpless', 'self-reliant')",0.26859862,0.43768856,-2.8290472,-2.737148,-0.3065709,-0.1458356,-0.1607353
86,-1.4220957,-1.8880192,"('uninfluential', 'influential')",-0.6533996,-0.6360893,-0.64231366,-0.71554303,-0.9059363,-1.0798838,0.1739475
39,1.355328,1.0237077,"('exploitative', 'cooperative')",1.086226,0.7629929,0.15949172,0.029582798,0.8670153,0.6054278,0.2615875
31,-1.1873648,-0.8105532,"('evil', 'good')",-0.8060542,-0.7490813,-0.5122807,-0.7910294,-0.8352332,-0.7835546,-0.0516786
57,-1.1334894,-1.2635015,"('unimaginative', 'imaginative')",-0.60139,-0.3546489,-2.5374475,-2.521618,-1.424109,-1.3799229,-0.0441861
82,-1.08184,-1.0342191,"('poor', 'rich')",-0.7255218,-0.6928483,5.902623,6.1269426,1.3650872,1.4666251,-0.1015379
84,1.0020671,0.9012302,"('inferior', 'superior')",0.73886836,0.6295089,1.0820866,1.091542,0.9410073,0.8740937,0.0669136
2,0.9791065,1.0733511,"('unlikable', 'likable')",1.2152331,1.3699002,0.4934918,0.7156736,0.8959438,1.052975,-0.1570312
33,0.976777,0.97815216,"('wrong', 'right')",0.66173494,0.48322144,-0.30291277,-0.6295,0.4451997,0.2772912,0.1679085
67,0.94392747,1.0616295,"('doubtful', 'determined')",0.65278476,0.56420696,-0.6783876,-0.497702,0.3061082,0.3760448,-0.0699366
51,-0.93571895,-1.2059062,"('uneducated', 'educated')",0.33183265,0.23895463,0.064089455,-0.0075208023,-0.1799323,-0.3248241,0.1448918
30,0.9315939,0.612039,"('intolerant', 'tolerant')",0.67026514,0.5672541,1.0843384,1.0071254,0.8953992,0.7288062,0.166593
42,0.9137987,1.1252631,"('unreliable', 'reliable')",0.7010118,0.9444526,-3.1648293,-2.8404205,-0.5166729,-0.2569016,-0.2597713
87,0.8758825,0.8943168,"('unsuccessful', 'successful')",1.0982236,1.2275783,0.7364641,1.0443019,0.9035234,1.0553989,-0.1518755
53,-0.83858603,-0.87580925,"('uncreative', 'creative')",-0.25892356,-0.19205597,1.16455,1.0448858,0.0223468,-0.0076598,0.0300066
64,0.75787,0.568699,"('shy', 'confident')",0.16159138,0.14555946,-6.769356,-6.4094915,-1.9499648,-1.8984111,-0.0515537
83,0.7572235,0.79983723,"('powerless', 'powerful')",-0.1061765,-0.04707411,-1.1024446,-0.931278,-0.1504659,-0.0595049,-0.090961
43,0.73492295,0.40522075,"('irresponsible', 'responsible')",0.7332844,0.6825951,0.36258268,0.44959834,0.6102633,0.5124714,0.0977919
6,-0.73299634,-0.54283696,"('distant', 'open')",-0.4395583,-0.42963305,0.7208253,0.53127724,-0.1505764,-0.1470643,-0.0035121
56,0.72968686,0.5563592,"('impractical', 'practical')",0.90012354,1.0721952,-0.6114635,-0.2201937,0.3394489,0.4694535,-0.1300046
35,-0.726444,-0.24604002,"('corrupt', 'incorrupt')",-0.4494155,-0.44930533,0.28419715,0.09852862,-0.2972208,-0.1989389,-0.0982819
25,-0.7026267,-0.6068863,"('egoistic', 'altruistic')",0.37950376,0.38368678,1.7999052,1.6423508,0.4922607,0.4730504,0.0192103
36,-0.6835684,-0.4865251,"('hostile', 'amicable')",0.012158517,-0.19062892,0.81137544,0.42761916,0.0466552,-0.0831783,0.1298335
55,-0.6830614,-1.0214634,"('incompetent', 'clever')",-0.5234069,-0.610353,-0.39845586,-0.35061488,-0.5349747,-0.6608104,0.1258357
69,0.6735292,1.2265929,"('lazy', 'industrious')",1.4251771,1.4571508,-0.12426889,-0.26530406,0.6581458,0.8061465,-0.1480007
62,0.62906134,0.6261382,"('incompetent', 'brilliant')",0.41006118,0.7685702,-0.2630079,0.14553702,0.2587049,0.5134151,-0.2547102
10,-0.6265515,-1.0285293,"('unsympathetic', 'sympathetic')",-0.8782587,-0.78515697,-0.7450097,-0.66693926,-0.74994,-0.8268752,0.0769352
16,-0.62192756,-0.2430515,"('unpopular', 'popular')",-0.14214943,0.0637185,0.49823314,0.50229526,-0.0886146,0.1076541,-0.1962687
59,0.5884367,0.782333,"('foolish', 'wise')",0.53817147,0.35836124,0.78561294,0.6455038,0.637407,0.5953994,0.0420076
46,0.58297104,0.15619887,"('uncompetitive', 'competitive')",0.20449062,0.3681447,-0.84812444,-0.7368343,-0.0202209,-0.0708302,0.0506093
71,0.58206284,0.6136752,"('diffident', 'self-confident')",0.64541954,0.73683757,0.48418316,0.50800323,0.5705552,0.6195053,-0.0489501
29,-0.56605023,-0.38360566,"('unfair', 'fair')",-0.50874615,-0.6562637,-0.45887944,-0.5577289,-0.5112253,-0.5325327,0.0213074
79,-0.55210394,-0.16475992,"('wavering', 'unwavering')",-0.8361217,-0.5236492,0.057137422,0.18034647,-0.4436961,-0.1693542,-0.2743419
72,-0.542205,-0.4634271,"('unambitious', 'ambitious')",-0.5944306,-0.37142438,-1.1753843,-0.9209661,-0.7706733,-0.5852726,-0.1854007
3,-0.53739846,-0.6410248,"('repellent', 'pleasant')",-0.38653827,-0.27605394,-0.09608936,0.011297792,-0.3400087,-0.301927,-0.0380817
8,-0.53101087,-0.5156018,"('unaffectionate', 'affectionate')",-0.534967,-0.61966306,0.80479544,0.58585125,-0.0870608,-0.1831379,0.0960771
38,-0.505435,-0.25077897,"('untruthful', 'truthful')",-0.48481005,-0.14533982,-0.2619354,-0.12358225,-0.4173935,-0.1732337,-0.2441598
18,-0.50285923,-0.5681815,"('disagreeable', 'welcoming')",0.73189175,0.6609267,-0.14306128,-0.40579727,0.0286571,-0.1043507,0.1330078
60,0.5023915,0.15463926,"('inefficient', 'efficient')",1.0453321,0.92262006,-0.4694919,-0.09629361,0.3594105,0.3269886,0.0324219
48,-0.49562553,-0.8346485,"('unintelligent', 'intelligent')",-0.31628916,-0.58205926,0.050640848,-0.021324232,-0.253758,-0.479344,0.225586
28,-0.48360002,-0.88311046,"('disloyal', 'loyal')",-0.09615467,-0.3606626,0.8797978,0.6977097,0.1000144,-0.1820211,0.2820355
21,0.4729186,0.04132545,"('immoral', 'moral')",0.22014399,0.097219035,-1.0735711,-1.0018177,-0.1268362,-0.2877577,0.1609215
76,0.44428214,0.4438603,"('anxious', 'daring')",1.0412068,1.2359332,0.11858878,0.4175899,0.5346926,0.6991278,-0.1644352
68,-0.42184252,-0.5749258,"('dependent', 'independent')",-0.064835474,-0.35105842,-0.7532355,-0.94389933,-0.4133045,-0.6232945,0.20999
27,-0.40551898,-0.49652842,"('hardhearted', 'softhearted')",-0.32423472,-0.46853676,1.498743,1.0609593,0.2563298,0.0319647,0.2243651
