,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.0113447,-2.1893787,"('unsympathetic', 'sympathetic')",-0.6737776,-1.0465931,-1.3425611,-1.617986,0.2754249
57,-1.9089061,-1.784831,"('unimaginative', 'imaginative')",-3.4147983,-3.5949957,-2.6618521,-2.6899133,0.0280612
11,-1.6631583,-2.059114,"('unhelpful', 'helpful')",1.9356052,1.6820714,0.1362234,-0.1885213,0.3247447
86,-1.6059095,-1.6690181,"('uninfluential', 'influential')",-0.23982932,-0.48147467,-0.9228694,-1.0752465,0.1523771
46,-1.5688915,-1.8543762,"('uncompetitive', 'competitive')",-1.0580394,-1.4573,-1.3134655,-1.655838,0.3423725
53,-1.5401231,-1.4865175,"('uncreative', 'creative')",0.44283396,0.5152855,-0.5486445,-0.485616,-0.0630285
69,1.4740613,1.6744748,"('lazy', 'industrious')",-0.858929,-0.47327685,0.3075661,0.600599,-0.2930329
48,-1.4168988,-1.4718361,"('unintelligent', 'intelligent')",0.9416847,0.70147866,-0.2376071,-0.3851787,0.1475716
28,-1.3632619,-1.4249632,"('disloyal', 'loyal')",0.96023303,0.7377302,-0.2015145,-0.3436165,0.142102
45,-1.3382319,-1.5098997,"('incompetent', 'competent')",0.024644898,-0.30083412,-0.6567935,-0.9053669,0.2485734
55,-1.33592,-1.4474666,"('incompetent', 'clever')",0.40560538,0.14011204,-0.4651573,-0.6536773,0.18852
61,-1.3146856,-1.5005273,"('illogical', 'logical')",0.55636823,0.3322395,-0.3791587,-0.5841439,0.2049852
0,-1.2073039,-1.4646795,"('unsociable', 'sociable')",-0.383102,-0.55684453,-0.795203,-1.010762,0.215559
1,-1.1321195,-1.166033,"('unfriendly', 'friendly')",1.7041054,1.656207,0.2859929,0.245087,0.0409059
29,-1.1124282,-1.0401559,"('unfair', 'fair')",-0.3987014,-0.2822844,-0.7555648,-0.6612201,-0.0943447
73,1.1065995,1.1909738,"('helpless', 'self-reliant')",-2.9590888,-2.9327838,-0.9262447,-0.870905,-0.0553397
77,-1.0972188,-1.2036123,"('unmotivated', 'motivated')",-1.258784,-1.3383365,-1.1780014,-1.2709744,0.092973
43,-1.0542514,-1.1888788,"('irresponsible', 'responsible')",0.044343255,0.040399298,-0.5049541,-0.5742397,0.0692856
3,-0.9836038,-1.2289948,"('repellent', 'pleasant')",0.8600746,0.66540784,-0.0617646,-0.2817935,0.2200289
65,-0.9366343,-1.1229497,"('insecure', 'secure')",-0.3942951,-0.4384754,-0.6654647,-0.7807125,0.1152478
24,-0.9294581,-1.0501156,"('dishonest', 'honest')",0.71788174,0.6274015,-0.1057882,-0.2113571,0.1055689
23,-0.9290038,-1.332987,"('insincere', 'sincere')",6.402574,6.1640654,2.7367852,2.4155393,0.3212459
76,-0.9147753,-0.97481215,"('anxious', 'daring')",-0.5272433,-0.5977782,-0.7210093,-0.7862952,0.0652859
13,-0.8594343,-1.3439873,"('impolite', 'polite')",-0.68086374,-1.0820923,-0.770149,-1.2130399,0.4428909
72,-0.8331786,-0.6301161,"('unambitious', 'ambitious')",-0.2572081,-0.2662276,-0.5451933,-0.4481719,-0.0970214
60,-0.80867743,-1.1135892,"('inefficient', 'efficient')",-0.17604165,-0.45167926,-0.4923595,-0.7826342,0.2902747
88,-0.7964392,-1.0803518,"('low', 'eminent')",-0.46263415,-0.6340629,-0.6295366,-0.8572074,0.2276708
85,0.79550594,0.87254804,"('insignificant', 'prestigious')",-0.17532529,-0.0047772825,0.3100903,0.4338854,-0.1237951
70,-0.7865634,-0.9651545,"('lethargic', 'energetic')",-0.020644723,-0.19620375,-0.4036041,-0.5806791,0.177075
35,0.7310273,1.0041244,"('corrupt', 'incorrupt')",-0.38907197,-0.15591106,0.1709777,0.4241067,-0.253129
21,-0.7250988,-1.0953958,"('immoral', 'moral')",-0.7956154,-1.1418688,-0.7603571,-1.1186323,0.3582752
22,-0.7209549,-0.8530991,"('untrustworthy', 'trustworthy')",-0.8860905,-0.9067377,-0.8035227,-0.8799184,0.0763957
78,-0.7192775,-0.65168095,"('nonresilient', 'resilient')",0.6611048,0.48593703,-0.0290864,-0.082872,0.0537856
68,-0.7179971,-0.8683695,"('dependent', 'independent')",-0.3066251,-0.35380358,-0.5123111,-0.6110865,0.0987754
32,-0.71489686,-0.990551,"('unkind', 'kind')",0.78281605,0.4929698,0.0339596,-0.2487906,0.2827502
7,-0.70038235,-0.76892114,"('insensitive', 'sensitive')",0.63612324,0.55284196,-0.0321296,-0.1080396,0.07591
44,-0.69113886,-0.7341527,"('prejudiced', 'unprejudiced')",-1.930168,-1.7181652,-1.3106534,-1.2261589,-0.0844945
38,-0.6643063,-0.8649456,"('untruthful', 'truthful')",0.3356414,0.19244836,-0.1643324,-0.3362486,0.1719162
81,-0.634855,-0.88012624,"('submissive', 'aggressive')",-1.006563,-1.363087,-0.820709,-1.1216066,0.3008976
51,-0.6342516,-0.9850501,"('uneducated', 'educated')",0.64738953,0.35961616,0.006569,-0.312717,0.319286
49,-0.63156044,-0.7477213,"('unable', 'able')",-0.037531808,-0.018155994,-0.3345461,-0.3829387,0.0483926
64,-0.6006983,-0.6035553,"('shy', 'confident')",-6.9802723,-6.9719076,-3.7904854,-3.7877314,-0.002754
18,-0.5908248,-0.5892833,"('disagreeable', 'welcoming')",-0.3960225,-0.34180382,-0.4934236,-0.4655436,-0.02788
82,-0.5905659,-0.85903645,"('poor', 'rich')",6.6801105,6.534424,3.0447721,2.8376937,0.2070784
20,-0.5508193,-0.46086195,"('rough', 'thoughtful')",0.6851596,0.82376146,0.0671702,0.1814498,-0.1142796
33,0.5410029,0.6643343,"('wrong', 'right')",-0.48924828,-0.38990858,0.0258773,0.1372129,-0.1113356
84,-0.5240882,-0.39363042,"('inferior', 'superior')",0.84782153,0.97193694,0.1618667,0.2891533,-0.1272866
25,0.5107787,0.6901532,"('egoistic', 'altruistic')",1.1873729,1.203038,0.8490758,0.9465955,-0.0975197
66,-0.5093797,-0.33550364,"('inactive', 'active')",0.08659319,0.37084988,-0.2113933,0.0176731,-0.2290664
83,-0.47647408,-0.5130312,"('powerless', 'powerful')",-1.0746722,-1.1840074,-0.7755731,-0.8485193,0.0729462
54,-0.46014884,-0.5967401,"('incapable', 'capable')",0.8599157,0.9783113,0.1998834,0.1907856,0.0090978
27,-0.4522204,-0.39521652,"('hardhearted', 'softhearted')",1.39026,1.4229,0.4690198,0.5138417,-0.0448219
12,-0.44882926,-0.4155306,"('unsupportive', 'supportive')",-1.8150263,-1.9557062,-1.1319277,-1.1856184,0.0536907
4,0.43698266,0.36434957,"('disliked', 'liked')",-6.8009796,-7.0021844,-3.1819985,-3.3189175,0.136919
41,-0.42475826,-0.3438012,"('unforgiving', 'forgiving')",-0.15422343,-0.3698734,-0.2894908,-0.3568373,0.0673465
62,-0.40200743,-0.87525105,"('incompetent', 'brilliant')",0.7872201,0.47504482,0.1926063,-0.2001031,0.3927094
16,-0.3761026,-0.44790614,"('unpopular', 'popular')",0.37109858,0.33878073,-0.002502,-0.0545627,0.0520607
39,0.37045553,0.3534743,"('exploitative', 'cooperative')",-0.21132652,-0.020136584,0.0795645,0.1666688,-0.0871043
37,-0.3681766,-0.3212939,"('fake', 'genuine')",0.39322233,0.4039058,0.0125229,0.041306,-0.0287831
9,-0.366097,-0.45827717,"('unaffectionate', 'caring')",1.670821,1.5851705,0.652362,0.5634466,0.0889154
59,0.3637885,0.47055912,"('foolish', 'wise')",0.18027455,0.5003737,0.2720315,0.4854664,-0.2134349
63,-0.36156473,-0.7314538,"('unperceptive', 'insightful')",1.0080566,0.66013443,0.3232459,-0.0356597,0.3589056
2,0.34666178,0.089778215,"('unlikable', 'likable')",0.3081024,0.26071548,0.3273821,0.1752468,0.1521353
74,-0.3071599,-0.3666297,"('undedicated', 'dedicated')",-0.49321854,-0.6435023,-0.4001892,-0.505066,0.1048768
58,-0.27212933,-0.06832838,"('undiscriminating', 'discriminating')",0.32066756,0.2975862,0.0242691,0.1146289,-0.0903598
15,0.26533458,0.2496684,"('boring', 'funny')",0.044116095,0.23249161,0.1547253,0.24108,-0.0863547
17,-0.2550505,-0.37129098,"('nasty', 'nice')",-0.6492868,-0.6360289,-0.4521686,-0.50366,0.0514914
5,0.242892,0.15793486,"('distant', 'outgoing')",-0.023829808,0.18243873,0.1095311,0.1701868,-0.0606557
79,-0.23682195,-0.34959134,"('wavering', 'unwavering')",-0.21321046,-0.30903888,-0.2250162,-0.3293151,0.1042989
8,-0.22090986,-0.2788759,"('unaffectionate', 'affectionate')",1.1918653,1.1268013,0.4854777,0.4239627,0.061515
26,0.21143904,0.33369622,"('hardhearted', 'benevolent')",1.3260587,1.338522,0.7687489,0.8361091,-0.0673602
40,0.20981842,0.46296626,"('stingy', 'generous')",-1.2070277,-1.291084,-0.4986046,-0.4140589,-0.0845457
34,0.18818197,-0.052366838,"('mean', 'honorable')",6.014243,5.940871,3.1012125,2.944252,0.1569605
75,0.17963172,0.17080729,"('meek', 'impulsive')",-0.6208341,-0.6047787,-0.2206012,-0.2169857,-0.0036155
36,0.16013592,0.3268177,"('hostile', 'amicable')",-0.21824588,-0.22393641,-0.029055,0.0514406,-0.0804956
30,-0.13518134,-0.3524933,"('intolerant', 'tolerant')",0.68257374,0.5855827,0.2736962,0.1165447,0.1571515
19,-0.12858467,-0.37084898,"('inhospitable', 'hospitable')",-0.10171696,-0.1251945,-0.1151508,-0.2480218,0.132871
47,-0.1051703,-0.16943252,"('stupid', 'smart')",5.111472,5.283425,2.5031509,2.5569961,-0.0538452
50,-0.08536798,-0.18710314,"('clumsy', 'skillful')",0.29227424,0.15791132,0.1034531,-0.0145959,0.118049
52,0.083583705,0.11067171,"('irrational', 'rational')",-0.025479408,0.1559173,0.0290521,0.1332945,-0.1042424
14,0.079916164,0.026327606,"('antisocial', 'social')",-0.42599976,-0.5572744,-0.1730418,-0.2654734,0.0924316
80,-0.07099631,-0.11149981,"('dominated', 'dominating')",-0.5756945,-0.57099485,-0.3233454,-0.3412473,0.0179019
31,-0.051289544,0.11529879,"('evil', 'good')",-0.69454116,-0.57509446,-0.3729154,-0.2298978,-0.1430176
42,0.050995182,0.08067185,"('unreliable', 'reliable')",-3.7080648,-3.7850873,-1.8285348,-1.8522078,0.023673
71,0.049927406,-0.07736811,"('diffident', 'self-confident')",0.6215297,0.56999356,0.3357286,0.2463127,0.0894159
67,0.045829445,-0.08351642,"('doubtful', 'determined')",-1.070403,-0.9239434,-0.5122868,-0.5037299,-0.0085569
56,-0.036424894,-0.290295,"('impractical', 'practical')",-0.68288845,-0.91249645,-0.3596567,-0.6013957,0.241739
87,0.021600243,-0.3137842,"('unsuccessful', 'successful')",1.2137885,1.2153,0.6176944,0.4507579,0.1669365
6,-0.0017226078,0.13640057,"('distant', 'open')",-0.3034947,0.040361032,-0.1526086,0.0883808,-0.2409894
